name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
P.J. Conlon,NYM,--,--,7.71,--,--,--,--,--,--,2.1,5,2,2,0,0,0,1,2.14,.455,https://www.mlb.com/player/664869
Josh Tomlin,CLE,--,--,7.81,--,--,--,--,--,--,27.2,41,27,24,13,0,0,16,1.48,.328,https://www.mlb.com/player/458708
Tony Cingrani,LAD,--,--,8.10,--,--,--,--,--,--,6.2,7,6,6,1,2,0,11,1.05,.269,https://www.mlb.com/player/571561
Fernando Salas,ATL,--,--,5.51,--,--,--,--,--,--,16.1,18,10,10,3,0,0,11,1.10,.290,https://www.mlb.com/player/477569
Justin Anderson,LAA,--,--,5.82,--,--,--,--,--,--,17.0,20,11,11,1,0,0,23,1.18,.294,https://www.mlb.com/player/605121
Tyler Duffey,MIN,--,--,9.00,--,--,--,--,--,--,9.0,9,10,9,3,0,0,5,1.00,.250,https://www.mlb.com/player/608648
Chad Kuhl,PIT,--,--,5.52,--,--,--,--,--,--,29.1,36,22,18,7,0,0,21,1.23,.313,https://www.mlb.com/player/641771
Chris Martin,TEX,--,--,3.38,--,--,--,--,--,--,18.2,19,7,7,2,2,0,14,1.02,.253,https://www.mlb.com/player/455119
Wei-Yin Chen,MIA,--,--,6.00,--,--,--,--,--,--,48.0,54,33,32,8,1,0,31,1.13,.284,https://www.mlb.com/player/612672
Danny Duffy,KC,--,--,3.55,--,--,--,--,--,--,58.1,53,24,23,5,2,0,50,0.91,.242,https://www.mlb.com/player/518633
Dillon Peters,MIA,--,--,9.64,--,--,--,--,--,--,9.1,16,10,10,2,0,0,3,1.71,.400,https://www.mlb.com/player/596071
Jesus Sucre,TB,--,--,27.00,--,--,--,--,--,--,0.1,1,1,1,0,0,0,0,3.00,.500,https://www.mlb.com/player/491696
Dominic Leone,STL,--,--,4.05,--,--,--,--,--,--,6.2,8,3,3,2,0,0,7,1.20,.286,https://www.mlb.com/player/608678
Ben Taylor,CLE,--,--,0.00,--,--,--,--,--,--,2.2,0,0,0,0,0,0,4,0.00,.000,https://www.mlb.com/player/664701
Rex Brothers,ATL,--,--,-.--,--,--,--,--,--,--,0.0,0,1,1,0,0,0,0,-,.000,https://www.mlb.com/player/571521
Sean Gilmartin,BAL,--,--,1.35,--,--,--,--,--,--,13.1,9,2,2,2,0,0,8,0.68,.191,https://www.mlb.com/player/543219
Chris Volstad,CWS,--,--,6.38,--,--,--,--,--,--,18.1,25,13,13,5,2,0,13,1.36,.325,https://www.mlb.com/player/458690
Wes Parsons,ATL,--,--,13.50,--,--,--,--,--,--,1.1,3,2,2,0,0,0,1,2.25,.600,https://www.mlb.com/player/641149
Shelby Miller,ARI,--,--,1.69,--,--,--,--,--,--,5.1,6,3,1,0,0,0,8,1.13,.261,https://www.mlb.com/player/571946
Charlie Culberson,ATL,--,--,27.00,--,--,--,--,--,--,0.1,1,1,1,0,0,0,0,3.00,.500,https://www.mlb.com/player/518586
Mike Minor,TEX,--,--,6.12,--,--,--,--,--,--,60.1,61,43,41,13,4,0,37,1.01,.261,https://www.mlb.com/player/501985
Gio Gonzalez,MIL,--,--,3.94,--,--,--,--,--,--,61.2,62,28,27,5,1,0,52,1.01,.263,https://www.mlb.com/player/461829
Chad Sobotka,ATL,--,--,0.00,--,--,--,--,--,--,3.1,1,0,0,0,0,0,3,0.30,.100,https://www.mlb.com/player/656977
Ross Detwiler,SEA,--,--,6.75,--,--,--,--,--,--,2.2,1,2,2,0,0,0,1,0.38,.167,https://www.mlb.com/player/446321
Glenn Sparkman,KC,--,--,5.14,--,--,--,--,--,--,14.0,24,8,8,0,0,0,7,1.71,.381,https://www.mlb.com/player/642098
Sergio Romo,TB,--,--,5.54,--,--,--,--,--,--,26.0,30,16,16,8,0,0,24,1.15,.291,https://www.mlb.com/player/489265
Kevin Gausman,ATL,--,--,4.30,--,--,--,--,--,--,58.2,69,28,28,12,3,0,33,1.18,.291,https://www.mlb.com/player/592332
Erasmo Ramirez,SEA,--,--,5.40,--,--,--,--,--,--,15.0,18,11,9,3,2,0,6,1.20,.295,https://www.mlb.com/player/541640
Ty Blach,SF,--,--,5.65,--,--,--,--,--,--,43.0,61,28,27,3,0,0,17,1.42,.349,https://www.mlb.com/player/621389
Daniel Hudson,LAD,--,--,6.00,--,--,--,--,--,--,18.0,21,13,12,5,2,0,9,1.17,.288,https://www.mlb.com/player/543339
Paul Blackburn,OAK,--,--,4.50,--,--,--,--,--,--,12.0,11,7,6,0,1,0,6,0.92,.256,https://www.mlb.com/player/621112
Ryan Madson,LAD,--,--,4.50,--,--,--,--,--,--,22.0,20,11,11,3,2,0,18,0.91,.253,https://www.mlb.com/player/425492
Marcus Walden,BOS,--,--,7.20,--,--,--,--,--,--,5.0,6,4,4,0,1,0,3,1.20,.316,https://www.mlb.com/player/519393
Ryan Pressly,HOU,--,--,3.00,--,--,--,--,--,--,21.0,26,8,7,3,2,0,24,1.24,.299,https://www.mlb.com/player/519151
Kohl Stewart,MIN,--,--,5.25,--,--,--,--,--,--,12.0,13,7,7,0,2,0,8,1.08,.283,https://www.mlb.com/player/640464
Danny Valencia,BAL,--,--,-.--,--,--,--,--,--,--,0.0,0,0,0,0,0,0,0,-,.000,https://www.mlb.com/player/502143
Andrew Vasquez,MIN,--,--,5.40,--,--,--,--,--,--,1.2,2,2,1,0,1,0,0,1.20,.286,https://www.mlb.com/player/607755
Eddie Butler,TEX,--,--,3.60,--,--,--,--,--,--,20.0,21,9,8,2,1,0,6,1.05,.273,https://www.mlb.com/player/572750
Trevor Richards,MIA,--,--,4.24,--,--,--,--,--,--,46.2,43,22,22,7,3,0,45,0.92,.247,https://www.mlb.com/player/670950
Erick Fedde,WSH,--,--,4.42,--,--,--,--,--,--,18.1,14,9,9,1,0,0,19,0.76,.233,https://www.mlb.com/player/607200
Hernan Perez,MIL,--,--,0.00,--,--,--,--,--,--,2.0,1,0,0,0,1,0,1,0.50,.143,https://www.mlb.com/player/541650
Framber Valdez,HOU,--,--,0.71,--,--,--,--,--,--,12.2,6,1,1,0,3,0,10,0.47,.154,https://www.mlb.com/player/664285
Eric Skoglund,KC,--,--,6.75,--,--,--,--,--,--,26.2,25,21,20,4,5,0,15,0.94,.248,https://www.mlb.com/player/607215
Roenis Elias,SEA,--,--,4.30,--,--,--,--,--,--,14.2,25,7,7,1,1,0,6,1.70,.403,https://www.mlb.com/player/606273
Mitch Garver,MIN,--,--,0.00,--,--,--,--,--,--,0.2,0,0,0,0,0,0,0,0.00,.000,https://www.mlb.com/player/641598
Taylor Cole,LAA,--,--,2.45,--,--,--,--,--,--,14.2,5,4,4,1,0,0,10,0.34,.122,https://www.mlb.com/player/518566
Josh Ravin,ATL,--,--,13.50,--,--,--,--,--,--,1.1,2,2,2,0,1,0,0,1.50,.400,https://www.mlb.com/player/502051
Fernando Romero,MIN,--,--,4.86,--,--,--,--,--,--,16.2,21,9,9,1,3,0,16,1.26,.309,https://www.mlb.com/player/622864
Josh Smoker,LAD,--,--,0.00,--,--,--,--,--,--,3.0,3,0,0,0,0,0,0,1.00,.273,https://www.mlb.com/player/519294
Trevor May,MIN,--,--,6.23,--,--,--,--,--,--,8.2,11,6,6,3,0,0,13,1.27,.289,https://www.mlb.com/player/543507
Steven Brault,PIT,--,--,3.19,--,--,--,--,--,--,31.0,24,12,11,2,4,0,25,0.77,.214,https://www.mlb.com/player/643230
Jonny Venters,ATL,--,--,4.76,--,--,--,--,--,--,11.1,10,6,6,0,1,0,9,0.88,.238,https://www.mlb.com/player/458924
Justin Haley,BOS,--,--,2.45,--,--,--,--,--,--,3.2,4,1,1,0,0,0,0,1.09,.308,https://www.mlb.com/player/595234
