name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Adam Liberatore,LAD,--,--,3.52,--,--,--,--,--,--,7.2,4,3,3,0,0,4,6,1.04,.182,https://www.mlb.com/player/571893
Jake Faria,TB,--,--,10.13,--,--,--,--,--,--,29.1,23,33,33,3,2,15,22,1.30,.240,https://www.mlb.com/player/607188
Josh Ravin,ATL,--,--,7.71,--,--,--,--,--,--,2.1,2,2,2,0,0,0,1,0.86,.250,https://www.mlb.com/player/502051
Clay Buchholz,ARI,--,--,3.20,--,--,--,--,--,--,39.1,20,17,14,1,2,14,38,0.86,.160,https://www.mlb.com/player/453329
Yefry Ramirez,BAL,--,--,9.82,--,--,--,--,--,--,33.0,29,37,36,4,1,14,25,1.30,.252,https://www.mlb.com/player/606162
Jose Alvarado,TB,--,--,5.28,--,--,--,--,--,--,29.0,25,21,17,1,1,16,34,1.41,.240,https://www.mlb.com/player/621237
Bartolo Colon,TEX,--,--,11.10,--,--,--,--,--,--,60.0,73,77,74,12,0,15,30,1.47,.316,https://www.mlb.com/player/112526
Luis Ortiz,BAL,--,--,18.00,--,--,--,--,--,--,2.0,5,6,4,0,0,3,0,4.00,.500,https://www.mlb.com/player/656814
Edwin Jackson,OAK,--,--,5.22,--,--,--,--,--,--,39.2,29,26,23,1,0,13,30,1.06,.218,https://www.mlb.com/player/429719
Dan Otero,CLE,--,--,8.36,--,--,--,--,--,--,28.0,30,28,26,4,2,4,15,1.21,.286,https://www.mlb.com/player/519096
Josh Fields,LAD,--,--,3.44,--,--,--,--,--,--,18.1,9,7,7,1,0,3,20,0.65,.161,https://www.mlb.com/player/451661
Jacob Rhame,NYM,--,--,10.20,--,--,--,--,--,--,15.0,14,17,17,4,0,4,14,1.20,.264,https://www.mlb.com/player/642008
Junichi Tazawa,LAA,--,--,9.60,--,--,--,--,--,--,15.0,19,18,16,1,0,10,11,1.93,.311,https://www.mlb.com/player/547749
Mike Fiers,OAK,--,--,6.28,--,--,--,--,--,--,67.1,50,50,47,11,6,19,48,1.02,.212,https://www.mlb.com/player/571666
Daniel Norris,DET,--,--,11.29,--,--,--,--,--,--,18.1,23,23,23,3,1,6,17,1.58,.307,https://www.mlb.com/player/596057
Nick Gardewine,TEX,--,--,6.00,--,--,--,--,--,--,3.0,3,2,2,0,1,0,2,1.00,.273,https://www.mlb.com/player/643320
Jalen Beeks,TB,--,--,9.82,--,--,--,--,--,--,25.2,29,28,28,3,0,10,15,1.52,.309,https://www.mlb.com/player/656222
Alex Wood,LAD,--,--,7.46,--,--,--,--,--,--,66.1,67,63,55,7,3,19,54,1.30,.280,https://www.mlb.com/player/622072
Walker Lockett,SD,--,--,14.04,--,--,--,--,--,--,8.1,10,13,13,1,0,3,7,1.56,.294,https://www.mlb.com/player/621141
Mike Soroka,ATL,--,--,6.57,--,--,--,--,--,--,12.1,13,13,9,0,0,5,8,1.46,.277,https://www.mlb.com/player/647336
Frankie Montas,OAK,--,--,7.47,--,--,--,--,--,--,31.1,34,32,26,3,2,9,13,1.37,.304,https://www.mlb.com/player/593423
Clay Holmes,PIT,--,--,9.87,--,--,--,--,--,--,17.1,19,20,19,1,0,11,16,1.73,.292,https://www.mlb.com/player/605280
Sam Dyson,SF,--,--,4.30,--,--,--,--,--,--,37.2,25,20,18,2,1,10,27,0.93,.219,https://www.mlb.com/player/473879
Luis Perdomo,SD,--,--,12.73,--,--,--,--,--,--,23.1,33,35,33,2,3,10,21,1.84,.340,https://www.mlb.com/player/606131
Sean Gilmartin,BAL,--,--,4.50,--,--,--,--,--,--,12.0,7,6,6,1,1,4,6,0.92,.179,https://www.mlb.com/player/543219
Martin Perez,TEX,--,--,8.87,--,--,--,--,--,--,47.2,56,56,47,4,2,15,27,1.49,.315,https://www.mlb.com/player/527048
Danny Farquhar,CWS,--,--,13.50,--,--,--,--,--,--,2.2,3,4,4,2,0,0,2,1.13,.333,https://www.mlb.com/player/543144
Charlie Culberson,ATL,--,--,27.00,--,--,--,--,--,--,0.1,1,1,1,0,0,0,0,3.00,.500,https://www.mlb.com/player/518586
Rob Zastryzny,CHC,--,--,9.00,--,--,--,--,--,--,3.0,4,3,3,0,0,1,2,1.67,.364,https://www.mlb.com/player/642239
