name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Ian Kennedy,KC,--,--,2.83,--,--,--,--,--,--,70.0,51,23,22,5,0,28,105,1.13,.198,https://www.mlb.com/player/453178
Jeremy Bleich,OAK,--,--,27.00,--,--,--,--,--,--,0.1,2,1,1,0,0,0,1,6.00,.667,https://www.mlb.com/player/542946
Alex Claudio,TEX,--,--,1.83,--,--,--,--,--,--,34.1,37,8,7,1,2,4,41,1.19,.276,https://www.mlb.com/player/592222
Kendrys Morales,TOR,--,--,-.--,--,--,--,--,--,--,0.0,0,0,0,0,0,1,0,-.--,.000,https://www.mlb.com/player/434778
Craig Kimbrel,BOS,--,--,1.88,--,--,--,--,--,--,48.0,17,10,10,4,0,20,96,0.77,.107,https://www.mlb.com/player/518886
Michael Fulmer,DET,--,--,4.66,--,--,--,--,--,--,67.2,54,37,35,10,1,27,109,1.20,.213,https://www.mlb.com/player/605242
Hyun Jin Ryu,LAD,--,--,0.37,--,--,--,--,--,--,48.1,20,3,2,1,0,11,89,0.64,.123,https://www.mlb.com/player/547943
Deck McGuire,LAA,--,--,6.41,--,--,--,--,--,--,19.2,16,15,14,5,2,13,33,1.47,.219,https://www.mlb.com/player/592547
Ryan Weber,TB,--,--,0.00,--,--,--,--,--,--,1.0,2,2,0,0,0,1,1,3.00,.400,https://www.mlb.com/player/543901
Justus Sheffield,NYY,--,--,0.00,--,--,--,--,--,--,1.2,1,0,0,0,0,2,0,1.80,.200,https://www.mlb.com/player/656954
Liam Hendriks,OAK,--,--,1.29,--,--,--,--,--,--,14.0,17,2,2,1,1,5,22,1.57,.304,https://www.mlb.com/player/521230
Miguel Socolovich,ATL,--,--,3.00,--,--,--,--,--,--,3.0,2,1,1,0,0,1,4,1.00,.182,https://www.mlb.com/player/462515
Brock Stewart,LAD,--,--,2.79,--,--,--,--,--,--,9.2,11,5,3,1,2,2,14,1.34,.262,https://www.mlb.com/player/592779
Adam Kolarek,TB,--,--,4.96,--,--,--,--,--,--,16.1,17,9,9,0,1,2,19,1.16,.270,https://www.mlb.com/player/592473
Anthony Banda,TB,--,--,4.50,--,--,--,--,--,--,6.0,6,3,3,0,0,3,10,1.50,.261,https://www.mlb.com/player/607455
Tyler Beede,SF,--,--,4.76,--,--,--,--,--,--,5.2,3,3,3,0,1,5,9,1.41,.158,https://www.mlb.com/player/595881
Alex Avila,ARI,--,--,0.00,--,--,--,--,--,--,0.1,0,0,0,0,0,0,0,0.00,.000,https://www.mlb.com/player/488671
Sonny Gray,NYY,--,--,2.57,--,--,--,--,--,--,70.0,49,21,20,5,3,25,123,1.06,.189,https://www.mlb.com/player/543243
D.J. Snelten,BAL,--,--,6.75,--,--,--,--,--,--,2.2,3,2,2,1,0,0,4,1.13,.250,https://www.mlb.com/player/592769
Aaron Nola,PHI,--,--,1.53,--,--,--,--,--,--,129.1,65,22,22,8,2,32,223,0.75,.145,https://www.mlb.com/player/605400
Michael Wacha,STL,--,--,1.09,--,--,--,--,--,--,49.1,27,9,6,2,2,19,69,0.93,.155,https://www.mlb.com/player/608379
