name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Kazuhisa Makita,SD,--,--,3.18,--,--,--,--,--,--,11.1,8,4,4,3,1,2,16,0.88,.190,https://www.mlb.com/player/628318
Sean Newcomb,ATL,--,--,1.52,--,--,--,--,--,--,59.1,38,11,10,6,0,31,54,1.16,.185,https://www.mlb.com/player/656794
Jesse Chavez,CHC,--,--,1.93,--,--,--,--,--,--,32.2,27,7,7,2,0,9,22,1.10,.227,https://www.mlb.com/player/445926
Vidal Nuno,TB,--,--,1.64,--,--,--,--,--,--,11.0,9,2,2,2,0,1,10,0.91,.214,https://www.mlb.com/player/573064
Hansel Robles,LAA,--,--,1.89,--,--,--,--,--,--,19.0,17,4,4,2,0,13,20,1.58,.250,https://www.mlb.com/player/570663
Williams Jerez,LAA,--,--,5.06,--,--,--,--,--,--,5.1,3,3,3,1,0,2,3,0.94,.150,https://www.mlb.com/player/605301
Alan Busenitz,MIN,--,--,12.15,--,--,--,--,--,--,6.2,16,10,9,3,2,4,6,3.00,.444,https://www.mlb.com/player/641427
Matthew Boyd,DET,--,--,3.64,--,--,--,--,--,--,59.1,52,24,24,10,4,17,55,1.16,.232,https://www.mlb.com/player/571510
Mike Clevinger,CLE,--,--,1.65,--,--,--,--,--,--,71.0,52,14,13,6,1,26,63,1.10,.202,https://www.mlb.com/player/605182
Harrison Musgrave,COL,--,--,6.28,--,--,--,--,--,--,14.1,14,10,10,2,1,5,12,1.33,.255,https://www.mlb.com/player/643466
Caleb Frare,CWS,--,--,0.00,--,--,--,--,--,--,3.0,1,0,0,0,0,0,4,0.33,.100,https://www.mlb.com/player/621350
Odrisamer Despaigne,LAA,--,--,8.78,--,--,--,--,--,--,13.1,27,13,13,2,0,9,9,2.70,.415,https://www.mlb.com/player/628333
Jeanmar Gomez,CWS,--,--,1.04,--,--,--,--,--,--,8.2,9,2,1,1,0,3,11,1.38,.273,https://www.mlb.com/player/491646
Dillon Maples,CHC,--,--,13.50,--,--,--,--,--,--,1.1,3,2,2,1,1,0,2,2.25,.429,https://www.mlb.com/player/596027
Seth Lugo,NYM,--,--,0.53,--,--,--,--,--,--,34.0,23,3,2,0,0,11,28,1.00,.187,https://www.mlb.com/player/607625
Will Harris,HOU,--,--,1.93,--,--,--,--,--,--,18.2,15,4,4,0,1,4,22,1.02,.224,https://www.mlb.com/player/501789
J.D. Davis,HOU,--,--,27.00,--,--,--,--,--,--,0.1,1,1,1,1,0,0,0,3.00,.500,https://www.mlb.com/player/605204
Justin Miller,WSH,--,--,5.19,--,--,--,--,--,--,17.1,22,11,10,5,1,6,14,1.62,.310,https://www.mlb.com/player/502522
Tim Peterson,NYM,--,--,3.86,--,--,--,--,--,--,9.1,13,4,4,2,0,1,5,1.50,.325,https://www.mlb.com/player/623402
Ryan Carpenter,DET,--,--,7.56,--,--,--,--,--,--,8.1,16,8,7,4,0,2,5,2.16,.400,https://www.mlb.com/player/543001
Clayton Richard,SD,--,--,3.23,--,--,--,--,--,--,55.2,49,20,20,6,3,22,36,1.28,.237,https://www.mlb.com/player/453385
Steven Wright,BOS,--,--,0.48,--,--,--,--,--,--,18.2,6,1,1,1,1,9,18,0.80,.098,https://www.mlb.com/player/453214
Duane Underwood Jr.,CHC,--,--,5.40,--,--,--,--,--,--,1.2,1,1,1,1,0,1,1,1.20,.200,https://www.mlb.com/player/621249
Josh Osich,SF,--,--,4.50,--,--,--,--,--,--,4.0,7,2,2,1,1,2,4,2.25,.389,https://www.mlb.com/player/592612
Matt Strahm,SD,--,--,0.82,--,--,--,--,--,--,22.0,16,2,2,1,0,13,21,1.32,.203,https://www.mlb.com/player/621381
Jesmuel Valentin,PHI,--,--,54.00,--,--,--,--,--,--,0.1,2,2,2,1,0,2,1,12.00,.667,https://www.mlb.com/player/621044
Nick Burdi,PIT,--,--,0.00,--,--,--,--,--,--,0.2,1,0,0,0,0,0,1,1.50,.333,https://www.mlb.com/player/595897
Aaron Loup,PHI,--,--,3.07,--,--,--,--,--,--,14.2,16,5,5,1,1,4,15,1.36,.286,https://www.mlb.com/player/571901
Johnny Barbato,DET,--,--,9.00,--,--,--,--,--,--,3.0,5,3,3,1,0,2,2,2.33,.417,https://www.mlb.com/player/592127
Jaime Garcia,CHC,--,--,3.26,--,--,--,--,--,--,30.1,28,12,11,3,0,10,25,1.25,.246,https://www.mlb.com/player/448802
Stephen Gonsalves,MIN,--,--,1.93,--,--,--,--,--,--,9.1,7,2,2,0,1,7,4,1.50,.206,https://www.mlb.com/player/624427
Evan Marshall,CLE,--,--,0.00,--,--,--,--,--,--,2.1,3,0,0,0,0,2,1,2.14,.333,https://www.mlb.com/player/605359
Junior Guerra,MIL,--,--,2.29,--,--,--,--,--,--,51.0,47,13,13,7,2,14,48,1.20,.253,https://www.mlb.com/player/448855
Nick Wittgren,MIA,--,--,5.23,--,--,--,--,--,--,10.1,11,6,6,1,0,3,5,1.35,.275,https://www.mlb.com/player/621295
Tyler Cloyd,MIA,--,--,6.35,--,--,--,--,--,--,5.2,9,4,4,0,0,2,3,1.94,.346,https://www.mlb.com/player/543031
Eric Hanhold,NYM,--,--,0.00,--,--,--,--,--,--,1.0,2,0,0,0,0,1,1,3.00,.400,https://www.mlb.com/player/621098
Adam Liberatore,LAD,--,--,6.23,--,--,--,--,--,--,4.1,6,3,3,1,1,5,3,2.54,.375,https://www.mlb.com/player/571893
Collin McHugh,HOU,--,--,0.72,--,--,--,--,--,--,25.0,9,2,2,2,1,5,31,0.56,.111,https://www.mlb.com/player/543521
Joey Lucchesi,SD,--,--,2.72,--,--,--,--,--,--,46.1,47,14,14,8,2,11,54,1.25,.264,https://www.mlb.com/player/664192
Freddy Peralta,MIL,--,--,3.33,--,--,--,--,--,--,27.0,21,10,10,3,0,17,33,1.41,.216,https://www.mlb.com/player/642547
Heath Fillmyer,KC,--,--,4.80,--,--,--,--,--,--,30.0,33,16,16,5,0,11,23,1.47,.282,https://www.mlb.com/player/641571
Cory Spangenberg,SD,--,--,0.00,--,--,--,--,--,--,1.0,1,0,0,0,0,3,0,4.00,.333,https://www.mlb.com/player/605486
Drew Pomeranz,BOS,--,--,3.62,--,--,--,--,--,--,27.1,32,11,11,5,0,16,22,1.76,.294,https://www.mlb.com/player/519141
Matt Davidson,CWS,--,--,0.00,--,--,--,--,--,--,1.0,0,0,0,0,0,0,0,0.00,.000,https://www.mlb.com/player/571602
