name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Tony Watson,SF,--,--,6.23,--,--,--,--,--,--,4.1,7,3,3,1,0,0,6,1.62,.350,https://www.mlb.com/player/453265
A.J. Cole,NYY,--,--,11.25,--,--,--,--,--,--,4.0,5,5,5,0,0,1,6,1.50,.313,https://www.mlb.com/player/595918
Matt Strahm,SD,--,--,0.00,--,--,--,--,--,--,5.1,0,0,0,0,1,0,5,0.00,.000,https://www.mlb.com/player/621381
Austin Davis,PHI,--,--,18.00,--,--,--,--,--,--,1.0,1,2,2,1,0,2,1,3.00,.250,https://www.mlb.com/player/656354
Ben Lively,KC,--,--,9.00,--,--,--,--,--,--,3.0,4,3,3,0,0,0,2,1.33,.333,https://www.mlb.com/player/594902
Evan Phillips,BAL,--,--,0.00,--,--,--,--,--,--,1.1,2,0,0,0,0,2,1,3.00,.333,https://www.mlb.com/player/623465
Clayton Richard,SD,--,--,14.90,--,--,--,--,--,--,9.2,11,16,16,2,0,6,8,1.76,.289,https://www.mlb.com/player/453385
Trey Wingenter,SD,--,--,-.--,--,--,--,--,--,--,0.0,0,0,0,0,0,2,0,-.--,.000,https://www.mlb.com/player/622259
Adam Ottavino,COL,--,--,0.00,--,--,--,--,--,--,5.1,2,0,0,0,0,2,8,0.75,.125,https://www.mlb.com/player/493603
Jason Vargas,NYM,--,--,13.50,--,--,--,--,--,--,6.2,6,10,10,1,0,0,6,0.90,.261,https://www.mlb.com/player/450306
James Norwood,CHC,--,--,3.38,--,--,--,--,--,--,2.2,1,1,1,0,0,0,2,0.38,.111,https://www.mlb.com/player/656803
Trevor Hildenberger,MIN,--,--,13.50,--,--,--,--,--,--,3.1,5,5,5,1,0,0,1,1.50,.357,https://www.mlb.com/player/657610
Connor Sadzeck,TEX,--,--,5.40,--,--,--,--,--,--,1.2,1,1,1,0,0,1,1,1.20,.200,https://www.mlb.com/player/592712
Walker Buehler,LAD,--,--,7.71,--,--,--,--,--,--,9.1,6,8,8,0,0,2,14,0.86,.200,https://www.mlb.com/player/621111
Gio Gonzalez,MIL,--,--,11.74,--,--,--,--,--,--,7.2,8,10,10,2,0,5,10,1.70,.258,https://www.mlb.com/player/461829
Ben Meyer,MIA,--,--,15.43,--,--,--,--,--,--,2.1,2,4,4,0,0,1,2,1.29,.250,https://www.mlb.com/player/656738
