name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Corey Kluber,CLE,11,3,2.14,17,17,1,1,0,0,118.0,86,34,28,12,1,17,124,0.87,.200,https://www.mlb.com/player/446372
Kyle Freeland,COL,10,2,2.40,15,15,0,0,0,0,93.2,79,25,25,11,4,31,86,1.17,.228,https://www.mlb.com/player/607536
J.A. Happ,NYY,10,4,4.31,19,19,0,0,0,0,108.2,98,55,52,20,6,30,117,1.18,.237,https://www.mlb.com/player/457918
Luis Severino,NYY,10,2,2.74,15,15,0,0,0,0,92.0,74,28,28,8,3,22,110,1.04,.217,https://www.mlb.com/player/622663
Aaron Nola,PHI,10,2,2.34,17,17,0,0,0,0,111.1,85,30,29,10,4,29,131,1.02,.211,https://www.mlb.com/player/605400
Blake Snell,TB,10,1,1.27,14,14,0,0,0,0,85.0,50,13,12,8,1,24,101,0.87,.172,https://www.mlb.com/player/605483
Max Scherzer,WSH,10,3,2.51,19,19,2,1,0,0,132.2,87,37,37,15,5,29,185,0.87,.185,https://www.mlb.com/player/453286
David Price,BOS,9,2,2.98,16,16,1,0,0,0,96.2,75,33,32,11,4,29,95,1.08,.213,https://www.mlb.com/player/456034
Carlos Carrasco,CLE,9,4,3.92,15,14,1,0,0,0,82.2,83,37,36,12,5,19,102,1.23,.259,https://www.mlb.com/player/471911
Charlie Morton,HOU,9,2,3.21,16,16,0,0,0,0,89.2,68,34,32,10,7,30,112,1.09,.208,https://www.mlb.com/player/450203
Jose Berrios,MIN,9,4,3.03,17,17,1,0,0,0,107.0,78,37,36,6,7,26,118,0.97,.200,https://www.mlb.com/player/621244
Ryan Yarbrough,TB,9,5,4.07,21,4,0,0,0,0,86.1,80,43,39,10,6,25,73,1.22,.244,https://www.mlb.com/player/642232
Kevin Gausman,ATL,8,6,3.96,17,17,0,0,0,0,104.2,109,50,46,16,3,25,82,1.28,.264,https://www.mlb.com/player/592332
Gerrit Cole,HOU,8,2,2.99,15,15,0,0,0,0,96.1,65,32,32,10,3,28,141,0.97,.188,https://www.mlb.com/player/543037
Noah Syndergaard,NYM,8,1,2.87,13,13,1,1,0,0,78.1,77,26,25,4,5,22,80,1.26,.258,https://www.mlb.com/player/592789
