player,position,team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,url
Edwin Encarnacion,1B,TOR,--,112,37,35,7,1,11,46,15,19,5,1,.313,.403,.688,1.091,https://www.mlb.com/player/429665
Matt Tuiasosopo,LF,DET,--,37,8,13,0,0,4,16,4,12,0,0,.351,.415,.676,1.090,https://www.mlb.com/player/449168
Reid Brignac,SS,COL,--,12,2,5,2,0,0,4,2,4,0,0,.417,.500,.583,1.083,https://www.mlb.com/player/458582
Yasmani Grandal,C,SD,--,8,4,2,0,0,1,5,3,2,0,0,.250,.455,.625,1.080,https://www.mlb.com/player/518735
Matt Holliday,LF,STL,--,88,43,35,4,0,5,35,9,17,3,1,.398,.465,.614,1.078,https://www.mlb.com/player/407812
Jose Tabata,RF,PIT,--,55,14,22,7,0,2,19,3,9,3,0,.400,.441,.636,1.077,https://www.mlb.com/player/467798
Tyler Chatwood,P,COL,--,13,2,7,0,0,0,5,0,1,0,0,.538,.538,.538,1.077,https://www.mlb.com/player/543022
Darnell McDonald,RF,CHC,--,7,1,3,1,0,0,2,1,0,0,0,.429,.500,.571,1.071,https://www.mlb.com/player/150021
Stephen Drew,SS,BOS,--,105,28,36,9,4,6,41,9,19,3,0,.343,.395,.676,1.071,https://www.mlb.com/player/452220
Avisail Garcia,RF,CWS,--,46,14,16,3,2,3,19,1,8,1,0,.348,.362,.696,1.057,https://www.mlb.com/player/541645
Matt Carpenter,3B,STL,--,92,43,37,9,1,1,34,17,14,1,1,.402,.500,.554,1.054,https://www.mlb.com/player/572761
Carlos Gonzalez,LF,COL,--,55,26,17,2,2,4,20,10,18,12,2,.309,.415,.636,1.052,https://www.mlb.com/player/471865
Ryan Braun,LF,MIL,--,33,7,12,2,1,1,11,7,5,1,2,.364,.475,.576,1.051,https://www.mlb.com/player/460075
Eric Chavez,3B,ARI,--,41,13,13,4,1,3,15,3,6,0,0,.317,.364,.683,1.047,https://www.mlb.com/player/136767
Alfredo Marte,LF,ARI,--,8,0,3,1,0,0,3,2,2,0,0,.375,.545,.500,1.045,https://www.mlb.com/player/501245
Matt Adams,1B,STL,--,61,17,20,3,0,6,21,3,12,0,0,.328,.359,.672,1.032,https://www.mlb.com/player/571431
Francisco Cervelli,C,NYY,--,7,5,3,0,0,0,4,3,1,0,0,.429,.600,.429,1.029,https://www.mlb.com/player/465041
Freddie Freeman,1B,ATL,--,104,34,37,4,0,6,41,19,27,0,0,.356,.455,.567,1.023,https://www.mlb.com/player/518692
Nelson Cruz,RF,TEX,--,73,16,26,3,0,5,29,7,16,2,0,.356,.413,.603,1.015,https://www.mlb.com/player/443558
Tyler Skaggs,P,ARI,--,2,0,1,0,0,0,1,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/572140
Phil Gosselin,2B,ATL,--,0,2,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/594838
Tony Cingrani,P,CIN,--,5,2,2,1,0,0,1,0,2,1,0,.400,.400,.600,1.000,https://www.mlb.com/player/571561
Manny Parra,P,CIN,--,2,1,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/448159
Alfredo Simon,P,CIN,--,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/430580
Lou Marson,C,CLE,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/453974
Jon Garland,P,COL,--,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/279782
Brandon League,P,LAD,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/434181
Kyle Skipworth,C,MIA,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/543788
Eric Fryer,C,MIN,--,4,0,2,0,0,0,2,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/518700
Felix Pie,LF,PIT,--,3,1,1,1,0,0,1,0,1,0,0,.333,.333,.667,1.000,https://www.mlb.com/player/429712
Chris Robinson,C,SD,--,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/460101
Clayton Richard,P,SD,--,2,0,1,0,0,0,1,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/453385
Ehire Adrianza,2B,SF,--,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/501303
Seth Maness,P,STL,--,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/595307
Geovany Soto,C,TEX,--,32,7,9,3,0,3,15,3,8,1,0,.281,.343,.656,.999,https://www.mlb.com/player/434567
Adam Lind,1B,TOR,--,90,25,30,7,0,4,25,20,25,0,0,.333,.455,.544,.999,https://www.mlb.com/player/452252
Everth Cabrera,SS,SD,--,60,21,22,3,2,1,18,10,13,19,5,.367,.465,.533,.998,https://www.mlb.com/player/465784
Sean Rodriguez,LF,TB,--,42,7,14,4,1,2,14,2,14,0,1,.333,.378,.619,.997,https://www.mlb.com/player/446481
David Ortiz,DH,BOS,--,105,26,30,6,0,7,31,32,14,1,0,.286,.453,.543,.995,https://www.mlb.com/player/120074
Cody Asche,3B,PHI,--,22,8,6,1,1,2,7,1,6,0,0,.273,.304,.682,.986,https://www.mlb.com/player/605125
Munenori Kawasaki,SS,TOR,--,39,13,13,3,1,1,14,8,7,3,1,.333,.447,.538,.985,https://www.mlb.com/player/493128
Justin Smoak,1B,SEA,--,77,18,22,2,0,7,27,14,21,0,0,.286,.396,.584,.980,https://www.mlb.com/player/475253
Josh Harrison,3B,PIT,--,16,2,5,0,1,1,8,0,2,1,0,.313,.353,.625,.978,https://www.mlb.com/player/543281
Brent Morel,3B,CWS,--,5,1,2,0,0,0,0,2,2,1,0,.400,.571,.400,.971,https://www.mlb.com/player/543569
Brandon Moss,1B,OAK,--,85,24,22,5,2,8,31,8,29,2,1,.259,.323,.647,.970,https://www.mlb.com/player/461235
Humberto Quintero,C,SEA,--,25,3,9,2,0,1,5,1,5,0,0,.360,.407,.560,.967,https://www.mlb.com/player/279827
Moises Sierra,RF,TOR,--,23,4,8,4,0,0,7,4,9,1,0,.348,.444,.522,.966,https://www.mlb.com/player/501213
Josmil Pinto,C,MIN,--,18,5,5,0,0,2,6,1,5,0,0,.278,.350,.611,.961,https://www.mlb.com/player/500887
Paul Goldschmidt,1B,ARI,--,75,39,22,4,0,4,30,22,16,11,2,.293,.454,.507,.960,https://www.mlb.com/player/502671
Hunter Pence,RF,SF,--,132,33,41,11,2,7,47,13,23,11,0,.311,.377,.583,.960,https://www.mlb.com/player/452254
