player,position,team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,url
Hector Gimenez,C,CWS,--,1,2,1,0,0,1,3,2,0,0,0,1.000,1.000,4.000,5.000,https://www.mlb.com/player/430591
Zach Lutz,3B,NYM,--,2,0,2,2,0,0,2,1,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/518963
Jordan Brown,1B,MIA,--,2,0,2,1,0,0,3,0,0,0,0,1.000,1.000,1.500,2.500,https://www.mlb.com/player/488740
Andy Parrino,SS,OAK,--,2,0,2,1,0,0,1,0,0,0,0,1.000,1.000,1.500,2.500,https://www.mlb.com/player/519107
Chris Robinson,C,SD,--,2,1,1,0,0,1,3,0,1,0,0,.500,.500,2.000,2.500,https://www.mlb.com/player/460101
Matt Carson,RF,CLE,--,1,1,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/454998
Doug Fister,P,DET,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/450729
Brad Hawpe,RF,LAA,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/425547
Eric Fryer,C,MIN,--,2,0,2,0,0,0,2,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/518700
Daisuke Matsuzaka,P,NYM,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/493137
Tommy Milone,P,OAK,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/543548
Jeff Locke,P,PIT,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/502046
Gerrit Cole,P,PIT,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/543037
Taylor Jordan,P,WSH,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/518863
Darnell McDonald,RF,CHC,--,4,1,2,0,0,1,3,0,1,0,0,.500,.500,1.250,1.750,https://www.mlb.com/player/150021
Donald Lutz,LF,CIN,--,4,3,2,0,0,1,3,0,1,0,0,.500,.500,1.250,1.750,https://www.mlb.com/player/544371
Kevin Pillar,LF,TOR,--,4,3,2,0,0,1,4,0,1,0,0,.500,.500,1.250,1.750,https://www.mlb.com/player/607680
Matt Garza,P,TEX,--,3,0,2,1,0,0,2,0,1,0,0,.667,.667,1.000,1.667,https://www.mlb.com/player/490063
Yamaico Navarro,2B,BAL,--,4,0,3,0,0,0,1,0,1,0,0,.750,.750,.750,1.500,https://www.mlb.com/player/501605
Corky Miller,C,CIN,--,2,0,1,1,0,0,2,0,0,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/280061
Hernan Perez,2B,DET,--,4,2,3,0,0,0,2,0,0,0,0,.750,.750,.750,1.500,https://www.mlb.com/player/541650
Eric Stults,P,SD,--,6,1,3,0,0,1,4,0,1,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/445590
John Jaso,C,OAK,--,8,6,4,0,0,1,4,2,2,1,0,.500,.600,.875,1.475,https://www.mlb.com/player/444379
Ryan Lavarnway,C,BOS,--,10,2,6,2,0,0,6,0,2,0,0,.600,.667,.800,1.467,https://www.mlb.com/player/543432
Dioner Navarro,C,CHC,--,10,8,4,0,0,2,8,1,3,0,0,.400,.455,1.000,1.455,https://www.mlb.com/player/425900
Matt Tuiasosopo,LF,DET,--,20,10,9,2,0,3,15,0,7,0,0,.450,.450,1.000,1.450,https://www.mlb.com/player/449168
Edinson Volquez,P,LAD,--,5,1,2,0,0,1,4,0,2,0,0,.400,.400,1.000,1.400,https://www.mlb.com/player/450172
Andrew Brown,RF,NYM,--,5,3,2,0,0,1,4,0,2,0,0,.400,.400,1.000,1.400,https://www.mlb.com/player/518500
Matt Davidson,3B,ARI,--,8,2,2,0,0,2,6,0,2,0,0,.250,.333,1.000,1.333,https://www.mlb.com/player/571602
Trevor Cahill,P,ARI,--,3,1,1,0,1,0,2,0,1,0,0,.333,.333,1.000,1.333,https://www.mlb.com/player/502239
Geovany Soto,C,TEX,--,12,3,4,2,0,2,8,0,3,0,1,.333,.333,1.000,1.333,https://www.mlb.com/player/434567
Aramis Ramirez,3B,MIL,--,21,6,8,3,0,2,14,4,2,0,1,.381,.500,.810,1.310,https://www.mlb.com/player/133380
Freddie Freeman,1B,ATL,--,37,18,17,3,0,3,22,5,5,0,0,.459,.524,.784,1.308,https://www.mlb.com/player/518692
Martin Maldonado,C,MIL,--,9,0,5,1,0,0,4,1,1,0,0,.556,.636,.667,1.303,https://www.mlb.com/player/455117
Cody Ransom,3B,CHC,--,12,2,4,1,0,2,8,1,4,0,0,.333,.385,.917,1.301,https://www.mlb.com/player/285068
Ryan Raburn,RF,CLE,--,19,8,7,1,0,3,12,1,5,0,0,.368,.400,.895,1.295,https://www.mlb.com/player/430605
Jason Heyward,RF,ATL,--,18,16,8,2,0,1,9,5,3,0,0,.444,.565,.722,1.287,https://www.mlb.com/player/518792
Wilin Rosario,C,COL,--,29,11,12,1,0,4,19,0,6,0,0,.414,.414,.862,1.276,https://www.mlb.com/player/501647
Brett Wallace,1B,HOU,--,17,5,7,2,1,1,11,1,2,0,0,.412,.444,.824,1.268,https://www.mlb.com/player/477165
Willie Bloomquist,2B,ARI,--,5,4,3,0,0,0,2,0,0,0,0,.600,.667,.600,1.267,https://www.mlb.com/player/217100
Charlie Culberson,2B,COL,--,12,1,7,1,0,0,5,0,1,0,0,.583,.583,.667,1.250,https://www.mlb.com/player/518586
Wilmer Flores,3B,NYM,--,6,2,3,1,0,0,3,1,0,0,0,.500,.571,.667,1.238,https://www.mlb.com/player/527038
Rick Ankiel,CF,NYM,--,5,3,1,0,0,1,3,2,2,0,0,.200,.429,.800,1.229,https://www.mlb.com/player/150449
Adam Jones,CF,BAL,--,44,19,18,6,0,4,24,0,8,1,0,.409,.409,.818,1.227,https://www.mlb.com/player/430945
Kelly Johnson,LF,TB,--,32,6,13,3,0,3,17,2,3,1,0,.406,.441,.781,1.222,https://www.mlb.com/player/430637
Chase Utley,2B,PHI,--,19,10,7,3,1,1,11,2,3,0,0,.368,.429,.789,1.218,https://www.mlb.com/player/400284
Daric Barton,1B,OAK,--,7,3,4,0,0,0,4,1,0,0,0,.571,.625,.571,1.196,https://www.mlb.com/player/435558
Jayson Werth,RF,WSH,--,31,14,12,1,0,3,16,5,6,2,0,.387,.472,.710,1.182,https://www.mlb.com/player/150029
Chris Valaika,2B,MIA,--,6,0,3,1,0,0,4,0,0,0,0,.500,.500,.667,1.167,https://www.mlb.com/player/453362
Ty Wigginton,1B,STL,--,2,3,1,0,0,0,0,0,0,0,0,.500,.667,.500,1.167,https://www.mlb.com/player/421064
Jim Adduci,LF,TEX,--,2,0,1,0,0,0,0,1,1,0,0,.500,.667,.500,1.167,https://www.mlb.com/player/451192
Domonic Brown,LF,PHI,--,37,12,13,2,0,4,22,5,4,2,0,.351,.429,.730,1.158,https://www.mlb.com/player/502126
Colby Rasmus,CF,TOR,--,25,4,11,0,1,1,12,4,3,0,0,.440,.517,.640,1.157,https://www.mlb.com/player/458675
Yadier Molina,C,STL,--,42,7,20,4,0,1,21,3,2,1,1,.476,.511,.643,1.154,https://www.mlb.com/player/425877
David Ortiz,DH,BOS,--,46,12,16,1,1,5,25,5,13,1,0,.348,.412,.739,1.151,https://www.mlb.com/player/120074
Jose Lobaton,C,TB,--,17,6,7,2,0,1,10,1,4,0,0,.412,.444,.706,1.150,https://www.mlb.com/player/446653
Chris Davis,1B,BAL,--,43,8,14,6,0,4,26,5,10,1,0,.326,.396,.744,1.140,https://www.mlb.com/player/448801
Carl Crawford,LF,LAD,--,15,13,6,0,0,1,4,4,3,0,1,.400,.526,.600,1.126,https://www.mlb.com/player/408307
Xavier Paul,LF,CIN,--,14,3,4,0,0,2,8,3,2,0,0,.286,.412,.714,1.126,https://www.mlb.com/player/449082
Adam Lind,1B,TOR,--,33,15,9,2,0,5,20,3,6,0,0,.273,.333,.788,1.121,https://www.mlb.com/player/452252
Adrian Gonzalez,1B,LAD,--,49,6,21,4,0,2,26,4,7,0,0,.429,.481,.633,1.114,https://www.mlb.com/player/408236
Brad Miller,SS,SEA,--,17,9,5,0,2,1,7,3,2,0,0,.294,.400,.706,1.106,https://www.mlb.com/player/543543
Zack Greinke,P,LAD,--,4,1,2,0,0,0,2,1,0,0,0,.500,.600,.500,1.100,https://www.mlb.com/player/425844
Kurt Suzuki,C,OAK,--,20,5,7,2,0,2,10,0,3,0,0,.350,.350,.750,1.100,https://www.mlb.com/player/435559
Allen Craig,RF,STL,--,39,16,17,4,0,1,19,1,4,0,0,.436,.476,.615,1.092,https://www.mlb.com/player/501800
Jose Reyes,SS,TOR,--,11,10,6,0,0,0,4,0,0,1,0,.545,.545,.545,1.091,https://www.mlb.com/player/408314
Danny Valencia,DH,BAL,--,12,2,4,2,0,1,7,0,0,0,0,.333,.333,.750,1.083,https://www.mlb.com/player/502143
Josh Donaldson,3B,OAK,--,39,17,18,3,0,0,14,6,7,1,0,.462,.543,.538,1.082,https://www.mlb.com/player/518626
Reid Brignac,SS,COL,--,7,0,3,1,0,0,3,1,2,0,0,.429,.500,.571,1.071,https://www.mlb.com/player/458582
Scott Van Slyke,LF,LAD,--,6,0,3,0,0,0,2,1,1,0,0,.500,.571,.500,1.071,https://www.mlb.com/player/475100
