name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Justin Verlander,DET,--,--,1.57,--,--,--,--,--,--,34.1,13,7,6,2,1,38,50,1.49,.115,https://www.mlb.com/player/434378
C.J. Wilson,TEX,--,--,3.60,--,--,--,--,--,--,30.0,19,14,12,2,0,43,46,2.07,.181,https://www.mlb.com/player/450351
Yovani Gallardo,MIL,--,--,1.84,--,--,--,--,--,--,29.1,12,9,6,2,0,32,39,1.50,.122,https://www.mlb.com/player/451596
Jered Weaver,LAA,--,--,2.79,--,--,--,--,--,--,29.0,25,10,9,2,0,37,39,2.14,.229,https://www.mlb.com/player/450308
Tim Lincecum,SF,--,--,1.55,--,--,--,--,--,--,29.0,14,5,5,0,0,34,56,1.66,.141,https://www.mlb.com/player/453311
Jon Lester,BOS,--,--,2.39,--,--,--,--,--,--,26.1,15,7,7,2,0,38,38,2.01,.163,https://www.mlb.com/player/452657
Daniel Hudson,ARI,--,--,1.40,--,--,--,--,--,--,25.2,9,4,4,1,0,23,33,1.25,.111,https://www.mlb.com/player/543339
David Price,TB,--,--,5.61,--,--,--,--,--,--,25.2,21,16,16,4,1,35,33,2.18,.214,https://www.mlb.com/player/456034
Dan Haren,LAA,--,--,2.84,--,--,--,--,--,--,25.1,22,8,8,1,1,21,32,1.70,.227,https://www.mlb.com/player/429717
Cole Hamels,PHI,--,--,0.00,--,--,--,--,--,--,25.1,11,0,0,0,0,15,39,1.03,.129,https://www.mlb.com/player/430935
Gio Gonzalez,OAK,--,--,3.96,--,--,--,--,--,--,25.0,21,11,11,4,0,49,35,2.80,.228,https://www.mlb.com/player/461829
Ryan Dempster,CHC,--,--,5.11,--,--,--,--,--,--,24.2,15,14,14,3,1,42,33,2.31,.174,https://www.mlb.com/player/133225
Felix Hernandez,SEA,--,--,3.65,--,--,--,--,--,--,24.2,20,10,10,3,0,34,42,2.19,.220,https://www.mlb.com/player/433587
Gavin Floyd,CWS,--,--,6.66,--,--,--,--,--,--,24.1,24,19,18,4,0,26,30,2.05,.253,https://www.mlb.com/player/425856
Ubaldo Jimenez,CLE,--,--,4.81,--,--,--,--,--,--,24.1,26,13,13,3,1,40,38,2.71,.265,https://www.mlb.com/player/434622
Brett Myers,HOU,--,--,2.22,--,--,--,--,--,--,24.1,12,8,6,1,0,28,29,1.64,.150,https://www.mlb.com/player/408206
Tim Hudson,ATL,--,--,0.75,--,--,--,--,--,--,24.0,17,2,2,0,2,28,31,1.88,.198,https://www.mlb.com/player/218596
Roy Halladay,PHI,--,--,3.38,--,--,--,--,--,--,24.0,17,9,9,1,0,15,36,1.33,.198,https://www.mlb.com/player/136880
