name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Dillon Gee,NYM,--,--,19.29,--,--,--,--,--,--,7.0,3,16,15,1,0,2,3,0.71,.150,https://www.mlb.com/player/518716
Ian Kennedy,ARI,--,--,12.15,--,--,--,--,--,--,6.2,1,9,9,1,0,2,7,0.45,.053,https://www.mlb.com/player/453178
Justin Masterson,CLE,--,--,15.63,--,--,--,--,--,--,6.1,3,16,11,0,0,0,2,0.47,.188,https://www.mlb.com/player/475416
David Robertson,NYY,--,--,0.00,--,--,--,--,--,--,6.1,1,0,0,0,0,0,14,0.16,.053,https://www.mlb.com/player/502085
Chris Carpenter,STL,--,--,25.58,--,--,--,--,--,--,6.1,5,19,18,0,1,1,4,0.95,.238,https://www.mlb.com/player/112020
Jonny Venters,ATL,--,--,10.50,--,--,--,--,--,--,6.0,3,7,7,0,0,1,9,0.67,.158,https://www.mlb.com/player/458924
Rick Porcello,DET,--,--,13.50,--,--,--,--,--,--,6.0,2,10,9,0,0,1,0,0.50,.143,https://www.mlb.com/player/519144
J.A. Happ,HOU,--,--,21.00,--,--,--,--,--,--,6.0,3,18,14,1,1,3,5,1.00,.176,https://www.mlb.com/player/457918
Zack Greinke,MIL,--,--,4.50,--,--,--,--,--,--,6.0,0,5,3,0,0,1,4,0.17,.000,https://www.mlb.com/player/425844
CC Sabathia,NYY,--,--,12.00,--,--,--,--,--,--,6.0,3,10,8,0,0,0,2,0.50,.200,https://www.mlb.com/player/282332
Jake Westbrook,STL,--,--,27.00,--,--,--,--,--,--,6.0,6,20,18,0,0,4,3,1.67,.333,https://www.mlb.com/player/150414
Alfredo Simon,BAL,--,--,17.47,--,--,--,--,--,--,5.2,6,11,11,0,0,0,5,1.06,.333,https://www.mlb.com/player/430580
Bud Norris,HOU,--,--,12.71,--,--,--,--,--,--,5.2,2,8,8,0,0,1,7,0.53,.118,https://www.mlb.com/player/502032
Tim Hudson,ATL,--,--,20.25,--,--,--,--,--,--,5.1,4,13,12,0,0,1,2,0.94,.267,https://www.mlb.com/player/218596
Matt Garza,CHC,--,--,18.56,--,--,--,--,--,--,5.1,4,15,11,0,0,1,4,0.94,.222,https://www.mlb.com/player/490063
Will Ohman,CWS,--,--,3.38,--,--,--,--,--,--,5.1,2,2,2,0,0,1,6,0.56,.118,https://www.mlb.com/player/349193
Bruce Chen,KC,--,--,21.94,--,--,--,--,--,--,5.1,2,13,13,1,0,3,1,0.94,.154,https://www.mlb.com/player/136600
Jeff Francis,KC,--,--,25.31,--,--,--,--,--,--,5.1,5,15,15,0,0,0,0,0.94,.313,https://www.mlb.com/player/433585
Gio Gonzalez,OAK,--,--,18.56,--,--,--,--,--,--,5.1,2,16,11,1,0,3,3,0.94,.133,https://www.mlb.com/player/461829
Edwin Jackson,STL,--,--,10.13,--,--,--,--,--,--,5.1,1,8,6,0,0,1,5,0.38,.091,https://www.mlb.com/player/429719
Jeremy Hellickson,TB,--,--,16.88,--,--,--,--,--,--,5.1,2,10,10,1,0,0,1,0.38,.143,https://www.mlb.com/player/476451
Jim Johnson,BAL,--,--,3.60,--,--,--,--,--,--,5.0,1,2,2,0,0,3,2,0.80,.071,https://www.mlb.com/player/462382
Ryan Dempster,CHC,--,--,34.20,--,--,--,--,--,--,5.0,6,19,19,3,0,0,4,1.20,.333,https://www.mlb.com/player/133225
Wandy Rodriguez,HOU,--,--,14.40,--,--,--,--,--,--,5.0,1,8,8,1,0,1,2,0.40,.083,https://www.mlb.com/player/434643
Wade Davis,TB,--,--,16.20,--,--,--,--,--,--,5.0,3,9,9,0,0,0,2,0.60,.200,https://www.mlb.com/player/451584
Joe Saunders,ARI,--,--,13.50,--,--,--,--,--,--,4.2,1,7,7,0,0,1,2,0.43,.083,https://www.mlb.com/player/434578
John Lackey,BOS,--,--,46.29,--,--,--,--,--,--,4.2,6,24,24,1,1,3,3,1.93,.375,https://www.mlb.com/player/407793
Jeff Samardzija,CHC,--,--,23.14,--,--,--,--,--,--,4.2,6,14,12,0,0,2,2,1.71,.333,https://www.mlb.com/player/502188
