name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Clayton Kershaw,LAD,--,--,2.11,--,--,--,--,--,--,192.1,148,51,45,12,2,42,195,0.99,.213,https://www.mlb.com/player/477132
C.J. Wilson,TEX,--,--,2.84,--,--,--,--,--,--,177.2,146,65,56,14,8,57,155,1.14,.227,https://www.mlb.com/player/450351
Cliff Lee,PHI,--,--,2.66,--,--,--,--,--,--,175.2,157,55,52,14,4,38,189,1.11,.239,https://www.mlb.com/player/424324
Randy Wolf,MIL,--,--,3.50,--,--,--,--,--,--,172.1,181,74,67,22,7,53,103,1.36,.270,https://www.mlb.com/player/150116
CC Sabathia,NYY,--,--,2.81,--,--,--,--,--,--,170.0,179,59,53,12,2,50,142,1.35,.273,https://www.mlb.com/player/282332
Cole Hamels,PHI,--,--,2.77,--,--,--,--,--,--,168.2,124,53,52,15,5,34,151,0.94,.204,https://www.mlb.com/player/430935
Madison Bumgarner,SF,--,--,3.08,--,--,--,--,--,--,166.1,166,64,57,11,4,40,152,1.24,.264,https://www.mlb.com/player/518516
Ricky Romero,TOR,--,--,2.82,--,--,--,--,--,--,166.0,112,58,52,17,6,49,133,0.97,.194,https://www.mlb.com/player/460069
David Price,TB,--,--,3.28,--,--,--,--,--,--,164.2,156,60,60,17,6,50,170,1.25,.250,https://www.mlb.com/player/456034
Joe Saunders,ARI,--,--,3.87,--,--,--,--,--,--,162.2,174,74,70,23,2,61,68,1.44,.281,https://www.mlb.com/player/434578
Jaime Garcia,STL,--,--,3.34,--,--,--,--,--,--,159.0,162,78,59,13,1,40,127,1.27,.264,https://www.mlb.com/player/448802
Gio Gonzalez,OAK,--,--,2.96,--,--,--,--,--,--,158.0,131,62,52,12,6,72,145,1.28,.224,https://www.mlb.com/player/461829
Jason Vargas,SEA,--,--,3.71,--,--,--,--,--,--,150.1,150,68,62,18,3,45,103,1.30,.255,https://www.mlb.com/player/450306
Wandy Rodriguez,HOU,--,--,3.91,--,--,--,--,--,--,149.2,147,67,65,24,3,61,126,1.39,.256,https://www.mlb.com/player/434643
Ted Lilly,LAD,--,--,4.07,--,--,--,--,--,--,148.1,139,70,67,22,5,45,132,1.24,.246,https://www.mlb.com/player/150404
Derek Holland,TEX,--,--,4.36,--,--,--,--,--,--,146.2,155,80,71,19,3,56,131,1.44,.272,https://www.mlb.com/player/502706
Mark Buehrle,CWS,--,--,3.18,--,--,--,--,--,--,144.1,162,58,51,12,0,40,75,1.40,.288,https://www.mlb.com/player/279824
Chris Capuano,NYM,--,--,4.45,--,--,--,--,--,--,141.2,161,75,70,21,3,43,134,1.44,.283,https://www.mlb.com/player/425626
Jon Lester,BOS,--,--,3.60,--,--,--,--,--,--,140.0,128,58,56,17,10,57,130,1.32,.244,https://www.mlb.com/player/452657
Jeff Francis,KC,--,--,5.20,--,--,--,--,--,--,138.1,175,84,80,16,4,37,63,1.53,.309,https://www.mlb.com/player/433585
Chris Narveson,MIL,--,--,4.66,--,--,--,--,--,--,135.1,139,72,70,15,1,45,106,1.36,.265,https://www.mlb.com/player/429780
Paul Maholm,PIT,--,--,3.52,--,--,--,--,--,--,133.0,130,56,52,10,6,41,71,1.29,.261,https://www.mlb.com/player/430904
John Lannan,WSH,--,--,3.72,--,--,--,--,--,--,133.0,155,66,55,12,5,60,51,1.62,.293,https://www.mlb.com/player/458709
Matt Harrison,TEX,--,--,3.13,--,--,--,--,--,--,132.1,123,52,46,8,0,44,82,1.26,.249,https://www.mlb.com/player/457448
Roy Halladay,PHI,--,--,1.90,--,--,--,--,--,--,127.2,93,29,27,6,1,18,144,0.87,.206,https://www.mlb.com/player/136880
J.A. Happ,HOU,--,--,5.33,--,--,--,--,--,--,126.2,126,85,75,19,2,71,105,1.56,.264,https://www.mlb.com/player/457918
R.A. Dickey,NYM,--,--,2.64,--,--,--,--,--,--,126.0,119,42,37,7,5,28,75,1.17,.251,https://www.mlb.com/player/285079
Chris Carpenter,STL,--,--,3.82,--,--,--,--,--,--,125.0,131,59,53,9,4,28,113,1.27,.268,https://www.mlb.com/player/112020
Brett Myers,HOU,--,--,4.40,--,--,--,--,--,--,122.2,123,65,60,17,3,28,92,1.23,.259,https://www.mlb.com/player/408206
Daniel Hudson,ARI,--,--,3.90,--,--,--,--,--,--,122.1,123,61,53,10,6,23,93,1.19,.258,https://www.mlb.com/player/543339
John Danks,CWS,--,--,4.46,--,--,--,--,--,--,121.0,131,66,60,14,6,34,108,1.36,.275,https://www.mlb.com/player/433579
Jonathon Niese,NYM,--,--,4.61,--,--,--,--,--,--,121.0,141,71,62,12,3,36,99,1.46,.291,https://www.mlb.com/player/477003
Tim Hudson,ATL,--,--,3.23,--,--,--,--,--,--,119.2,97,48,43,6,4,23,84,1.00,.226,https://www.mlb.com/player/218596
