name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
John Lannan,WSH,--,--,4.64,--,--,--,--,--,--,21.1,16,14,11,0,0,2,5,0.84,.232,https://www.mlb.com/player/458709
Jeremy Guthrie,BAL,--,--,7.58,--,--,--,--,--,--,19.0,12,20,16,3,0,2,15,0.74,.190,https://www.mlb.com/player/425386
Brett Myers,HOU,--,--,4.42,--,--,--,--,--,--,18.1,9,9,9,0,0,1,14,0.55,.170,https://www.mlb.com/player/408206
Randy Wolf,MIL,--,--,7.36,--,--,--,--,--,--,18.1,15,20,15,3,0,2,6,0.93,.254,https://www.mlb.com/player/150116
Chad Billingsley,LAD,--,--,6.00,--,--,--,--,--,--,18.0,17,15,12,1,0,7,12,1.33,.258,https://www.mlb.com/player/451532
CC Sabathia,NYY,--,--,10.50,--,--,--,--,--,--,18.0,12,21,21,4,0,10,18,1.22,.194,https://www.mlb.com/player/282332
Gio Gonzalez,OAK,--,--,6.11,--,--,--,--,--,--,17.2,9,13,12,1,1,5,14,0.79,.167,https://www.mlb.com/player/461829
Wade Davis,TB,--,--,9.68,--,--,--,--,--,--,17.2,13,20,19,2,1,4,16,0.96,.220,https://www.mlb.com/player/451584
Jon Lester,BOS,--,--,7.79,--,--,--,--,--,--,17.1,12,15,15,2,0,6,11,1.04,.214,https://www.mlb.com/player/452657
Ian Kennedy,ARI,--,--,6.88,--,--,--,--,--,--,17.0,9,14,13,0,4,3,14,0.71,.170,https://www.mlb.com/player/453178
Ryan Vogelsong,SF,--,--,5.82,--,--,--,--,--,--,17.0,9,12,11,2,0,3,12,0.71,.167,https://www.mlb.com/player/285064
Felix Hernandez,SEA,--,--,6.88,--,--,--,--,--,--,17.0,15,13,13,0,1,3,16,1.06,.254,https://www.mlb.com/player/433587
C.J. Wilson,TEX,--,--,4.24,--,--,--,--,--,--,17.0,7,10,8,1,0,2,12,0.53,.140,https://www.mlb.com/player/450351
Chris Carpenter,STL,--,--,5.40,--,--,--,--,--,--,16.2,10,10,10,1,1,1,12,0.66,.196,https://www.mlb.com/player/112020
Charlie Morton,PIT,--,--,6.06,--,--,--,--,--,--,16.1,13,11,11,0,1,4,7,1.04,.250,https://www.mlb.com/player/450203
