name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Ian Kennedy,ARI,18,3,2.70,27,27,1,1,0,0,183.1,149,56,55,14,7,45,168,1.06,.222,https://www.mlb.com/player/453178
Chris Carpenter,STL,11,5,3.39,26,26,3,2,0,0,183.0,193,73,69,11,5,44,147,1.30,.271,https://www.mlb.com/player/112020
Cliff Lee,PHI,14,6,2.12,25,25,5,5,0,0,182.1,150,45,43,12,6,33,195,1.00,.224,https://www.mlb.com/player/424324
Jered Weaver,LAA,12,6,2.29,24,24,4,2,0,0,176.2,131,47,45,13,2,39,150,0.96,.205,https://www.mlb.com/player/450308
Justin Verlander,DET,16,4,2.67,24,24,1,1,0,0,175.1,133,55,52,17,2,39,185,0.98,.207,https://www.mlb.com/player/434378
Ervin Santana,LAA,9,11,3.24,25,25,3,1,0,0,172.1,154,68,62,19,7,55,130,1.21,.238,https://www.mlb.com/player/429722
Ricky Nolasco,FLA,8,8,4.46,27,27,2,1,0,0,171.1,190,92,85,16,2,38,121,1.33,.281,https://www.mlb.com/player/445060
CC Sabathia,NYY,12,7,3.26,24,24,2,0,0,0,171.1,179,67,62,15,7,43,161,1.30,.270,https://www.mlb.com/player/282332
Joe Saunders,ARI,10,10,3.64,26,26,1,0,0,0,168.0,165,73,68,23,3,52,79,1.29,.266,https://www.mlb.com/player/434578
Jason Vargas,SEA,9,9,4.02,26,26,2,2,0,0,163.1,168,81,73,18,4,48,103,1.32,.264,https://www.mlb.com/player/450306
Josh Beckett,BOS,11,6,3.01,25,25,1,1,0,0,161.1,126,56,54,20,7,43,137,1.05,.216,https://www.mlb.com/player/277417
Colby Lewis,TEX,10,8,4.24,25,25,2,1,0,0,161.1,148,81,76,30,6,45,129,1.20,.241,https://www.mlb.com/player/407890
Carl Pavano,MIN,7,6,3.75,23,23,3,1,0,0,158.1,182,77,66,16,6,30,76,1.34,.290,https://www.mlb.com/player/134321
Dan Haren,LAA,10,10,3.90,24,23,3,3,0,0,157.0,154,73,68,16,3,21,133,1.11,.254,https://www.mlb.com/player/429717
Clayton Kershaw,LAD,15,4,2.24,23,23,3,1,0,0,156.2,124,45,39,9,2,39,162,1.04,.216,https://www.mlb.com/player/477132
