name,team,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Josh Beckett,BOS,--,--,2.10,--,--,--,--,--,--,94.1,61,24,22,9,5,16,91,0.82,.185,https://www.mlb.com/player/277417
Jered Weaver,LAA,--,--,1.64,--,--,--,--,--,--,93.1,70,18,17,8,2,18,85,0.94,.211,https://www.mlb.com/player/450308
Tim Lincecum,SF,--,--,2.37,--,--,--,--,--,--,87.1,74,28,23,8,2,36,83,1.26,.234,https://www.mlb.com/player/453311
Jordan Zimmermann,WSH,--,--,2.47,--,--,--,--,--,--,87.1,81,25,24,6,5,18,72,1.13,.244,https://www.mlb.com/player/519455
Chris Carpenter,STL,--,--,2.91,--,--,--,--,--,--,86.2,81,30,28,6,1,18,71,1.14,.245,https://www.mlb.com/player/112020
Clayton Kershaw,LAD,--,--,1.80,--,--,--,--,--,--,85.0,56,18,17,5,1,22,98,0.92,.186,https://www.mlb.com/player/477132
Cole Hamels,PHI,--,--,2.52,--,--,--,--,--,--,82.0,59,23,23,5,2,20,80,0.96,.201,https://www.mlb.com/player/430935
Ervin Santana,LAA,--,--,2.80,--,--,--,--,--,--,80.1,68,31,25,10,2,24,62,1.15,.229,https://www.mlb.com/player/429722
Felix Hernandez,SEA,--,--,3.81,--,--,--,--,--,--,80.1,77,37,34,9,3,29,79,1.32,.252,https://www.mlb.com/player/433587
Chad Billingsley,LAD,--,--,2.14,--,--,--,--,--,--,80.0,71,20,19,5,3,28,70,1.24,.242,https://www.mlb.com/player/451532
Ian Kennedy,ARI,--,--,2.49,--,--,--,--,--,--,79.2,66,22,22,7,2,20,74,1.08,.226,https://www.mlb.com/player/453178
Justin Masterson,CLE,--,--,3.62,--,--,--,--,--,--,79.2,88,35,32,6,5,26,63,1.43,.280,https://www.mlb.com/player/475416
Doug Fister,DET,--,--,2.50,--,--,--,--,--,--,79.1,68,25,22,5,6,10,57,0.98,.231,https://www.mlb.com/player/450729
Hiroki Kuroda,LAD,--,--,2.04,--,--,--,--,--,--,79.1,65,20,18,5,1,20,62,1.07,.221,https://www.mlb.com/player/493133
Chris Capuano,NYM,--,--,3.97,--,--,--,--,--,--,79.1,79,37,35,9,2,23,69,1.29,.260,https://www.mlb.com/player/425626
Trevor Cahill,OAK,--,--,3.30,--,--,--,--,--,--,79.0,71,32,29,7,3,28,52,1.25,.242,https://www.mlb.com/player/502239
Tim Stauffer,SD,--,--,2.30,--,--,--,--,--,--,78.1,76,21,20,6,3,22,57,1.25,.259,https://www.mlb.com/player/431162
Cliff Lee,PHI,--,--,2.09,--,--,--,--,--,--,77.2,65,18,18,6,2,15,77,1.03,.230,https://www.mlb.com/player/424324
R.A. Dickey,NYM,--,--,2.91,--,--,--,--,--,--,77.1,60,29,25,5,4,22,54,1.06,.220,https://www.mlb.com/player/285079
Tim Hudson,ATL,--,--,2.49,--,--,--,--,--,--,76.0,72,24,21,4,5,21,56,1.22,.250,https://www.mlb.com/player/218596
Carl Pavano,MIN,--,--,2.88,--,--,--,--,--,--,75.0,75,25,24,8,3,16,37,1.21,.264,https://www.mlb.com/player/134321
Ricky Romero,TOR,--,--,2.76,--,--,--,--,--,--,75.0,55,23,23,9,6,30,56,1.13,.209,https://www.mlb.com/player/460069
Jason Vargas,SEA,--,--,3.42,--,--,--,--,--,--,73.2,74,29,28,8,2,21,43,1.29,.256,https://www.mlb.com/player/450306
Jeremy Guthrie,BAL,--,--,3.68,--,--,--,--,--,--,73.1,70,32,30,9,4,18,49,1.20,.250,https://www.mlb.com/player/425386
John Lannan,WSH,--,--,2.82,--,--,--,--,--,--,73.1,72,29,23,4,4,29,38,1.38,.261,https://www.mlb.com/player/458709
Jake Westbrook,STL,--,--,3.59,--,--,--,--,--,--,72.2,79,29,29,5,0,28,41,1.47,.287,https://www.mlb.com/player/150414
James Shields,TB,--,--,2.38,--,--,--,--,--,--,72.0,62,21,19,7,1,16,67,1.08,.234,https://www.mlb.com/player/448306
Roberto Hernandez,CLE,--,--,3.77,--,--,--,--,--,--,71.2,73,35,30,7,5,19,36,1.28,.260,https://www.mlb.com/player/433584
Josh Tomlin,CLE,--,--,2.78,--,--,--,--,--,--,71.1,58,23,22,6,3,9,42,0.94,.217,https://www.mlb.com/player/458708
Ryan Dempster,CHC,--,--,3.93,--,--,--,--,--,--,71.0,80,33,31,6,4,31,67,1.56,.290,https://www.mlb.com/player/133225
Madison Bumgarner,SF,--,--,2.41,--,--,--,--,--,--,71.0,67,21,19,4,0,16,67,1.17,.250,https://www.mlb.com/player/518516
C.J. Wilson,TEX,--,--,2.42,--,--,--,--,--,--,70.2,56,23,19,3,2,32,76,1.25,.219,https://www.mlb.com/player/450351
Justin Verlander,DET,--,--,2.94,--,--,--,--,--,--,70.1,52,23,23,9,1,14,66,0.94,.206,https://www.mlb.com/player/434378
Matt Garza,CHC,--,--,3.73,--,--,--,--,--,--,70.0,67,34,29,9,1,21,75,1.26,.249,https://www.mlb.com/player/490063
Matt Cain,SF,--,--,3.21,--,--,--,--,--,--,70.0,54,26,25,5,1,18,62,1.03,.213,https://www.mlb.com/player/430912
Bud Norris,HOU,--,--,3.69,--,--,--,--,--,--,68.1,58,33,28,11,3,28,62,1.26,.227,https://www.mlb.com/player/502032
Mat Latos,SD,--,--,3.69,--,--,--,--,--,--,68.1,56,29,28,6,1,25,68,1.19,.222,https://www.mlb.com/player/502009
Chris Volstad,FLA,--,--,3.31,--,--,--,--,--,--,68.0,72,27,25,2,1,19,51,1.34,.276,https://www.mlb.com/player/458690
Kyle Lohse,STL,--,--,2.65,--,--,--,--,--,--,68.0,62,24,20,4,0,20,37,1.21,.240,https://www.mlb.com/player/346798
Dan Haren,LAA,--,--,3.26,--,--,--,--,--,--,66.1,60,26,24,3,1,12,48,1.09,.241,https://www.mlb.com/player/429717
Wandy Rodriguez,HOU,--,--,2.74,--,--,--,--,--,--,65.2,65,22,20,8,3,21,52,1.31,.258,https://www.mlb.com/player/434643
Jhoulys Chacin,COL,--,--,2.91,--,--,--,--,--,--,65.0,55,24,21,7,0,30,42,1.31,.226,https://www.mlb.com/player/468504
Bronson Arroyo,CIN,--,--,4.87,--,--,--,--,--,--,64.2,70,37,35,16,2,17,28,1.35,.276,https://www.mlb.com/player/276520
Brad Penny,DET,--,--,4.48,--,--,--,--,--,--,64.1,72,33,32,9,2,20,27,1.43,.285,https://www.mlb.com/player/207267
CC Sabathia,NYY,--,--,3.36,--,--,--,--,--,--,64.1,69,25,24,5,3,15,64,1.31,.273,https://www.mlb.com/player/282332
Mark Buehrle,CWS,--,--,3.38,--,--,--,--,--,--,64.0,76,30,24,8,0,15,40,1.42,.293,https://www.mlb.com/player/279824
Max Scherzer,DET,--,--,3.09,--,--,--,--,--,--,64.0,57,22,22,6,1,17,59,1.16,.238,https://www.mlb.com/player/453286
Anibal Sanchez,FLA,--,--,4.08,--,--,--,--,--,--,64.0,71,31,29,9,1,24,65,1.48,.278,https://www.mlb.com/player/434671
Brandon McCarthy,OAK,--,--,2.53,--,--,--,--,--,--,64.0,57,19,18,2,0,11,49,1.06,.239,https://www.mlb.com/player/435221
Roy Halladay,PHI,--,--,3.09,--,--,--,--,--,--,64.0,71,24,22,5,0,9,62,1.25,.280,https://www.mlb.com/player/136880
Ted Lilly,LAD,--,--,4.24,--,--,--,--,--,--,63.2,67,30,30,14,1,15,51,1.29,.275,https://www.mlb.com/player/150404
