,pitcher_id
2493,239795
2494,641149
2495,434592
2496,534631
2497,592422
2498,640449
2499,451198
2500,660731
2501,434669
2502,608601
2503,451188
2504,425903
2505,449072
2506,491640
2507,572309
2508,430683
2509,435078
2510,425626
2511,501986
2512,444430
2513,408314
2514,643327
2515,521655
2516,641924
2517,453923
2518,444453
2519,518558
2520,439664
2521,547973
2522,150009
2523,571448
2524,544838
2525,621566
2526,457435
2527,476206
2528,605182
2529,572044
2530,599683
2531,622772
2532,599899
2533,592716
2534,620453
2535,643325
2536,467143
2537,136600
2538,666561
2539,545332
2540,571927
2541,643617
2542,425491
2543,294558
2544,502261
2545,453343
2546,657612
2547,448242
2548,469845
2549,605119
2550,543063
2551,455374
2552,407901
2553,518852
2554,502004
2555,543037
2556,543532
2557,489262
2558,643410
2559,519344
2560,642221
2561,663776
2562,449820
2563,592612
2564,452027
2565,664062
2566,664056
2567,543746
2568,346848
2569,543148
2570,596146
2571,474319
2572,458676
2573,656185
2574,450314
2575,493120
2576,544725
2577,543877
2578,136263
2579,664854
2580,656945
2581,121096
2582,435238
2583,477054
2584,425774
2585,448592
2586,668676
2587,518595
2588,400139
2589,571812
2590,474233
2591,430948
2592,572019
2593,596027
2594,543726
2595,446334
2596,592518
2597,657031
2598,518876
2599,607387
2600,435064
2601,455167
2602,594824
2603,434672
2604,543155
2605,545350
2606,656222
2607,431145
2608,541640
2609,458713
2610,488751
2611,430592
2612,334393
2613,592346
2614,489002
2615,543903
2616,518963
2617,519169
2618,449107
2619,150118
2620,539438
2621,462136
2622,467070
2623,571679
2624,594576
2625,543339
2626,425747
2627,489209
2628,571917
2629,489448
2630,623913
2631,592622
2632,434658
2633,458220
2634,279577
2635,449173
2636,592712
2637,462962
2638,571974
2639,548389
2640,622608
2641,543258
2642,518858
2643,435263
2644,592468
2645,137140
2646,606273
2647,543068
2648,446135
2649,518466
2650,606992
2651,543883
2652,459941
2653,571681
2654,605204
2655,608597
2656,646057
2657,462945
2658,502212
2659,493472
2660,501529
2661,474521
2662,642528
2663,542924
2664,119154
2665,451532
2666,572703
2667,488671
2668,491708
2669,622098
2670,469134
2671,605412
2672,450260
2673,457566
2674,598284
2675,624419
2676,621006
2677,501245
2678,458015
2679,456696
2680,592885
2681,451650
2682,430686
2683,592314
2684,501888
2685,476594
2686,150217
2687,475857
2688,502327
2689,641432
2690,657557
2691,621011
2692,457859
2693,450282
2694,506693
2695,592804
2696,608385
2697,471865
2698,641796
2699,462101
2700,571911
2701,545346
2702,457117
2703,407193
2704,455139
2705,502593
2706,605388
2707,430597
2708,606299
2709,502374
2710,605374
2711,474256
2712,664023
2713,600869
2714,670623
2715,592398
2716,445216
2717,430404
2718,642082
2719,670712
2720,592685
2721,622065
2722,407483
2723,544931
2724,457733
2725,517629
2726,657624
2727,623465
2728,444857
2729,571431
2730,593647
2731,456655
2732,421124
2733,434681
2734,465015
2735,591720
2736,501983
2737,428642
2738,543518
2739,543716
2740,425514
2741,542669
2742,572038
2743,518568
2744,518493
2745,643550
2746,664180
2747,452105
2748,645848
2749,544928
2750,664208
2751,122644
2752,424324
2753,593144
2754,641933
2755,502179
2756,621493
2757,453281
2758,491159
2759,625510
2760,346801
2761,542960
2762,488912
2763,518603
2764,641490
2765,518953
2766,665093
2767,622217
2768,542513
2769,664701
2770,518980
2771,542454
2772,502011
2773,543942
2774,571616
2775,502578
2776,493133
2777,663662
2778,644433
2779,521055
2780,452199
2781,605513
2782,641525
2783,607188
2784,596115
2785,457384
2786,664702
2787,519390
2788,445153
2789,464433
2790,453304
2791,467008
2792,454560
2793,457453
2794,665750
2795,449172
2796,435178
2797,623439
2798,430587
2799,669257
2800,457130
2801,120221
2802,642558
2803,595386
2804,642851
2805,670456
2806,460370
2807,622210
2808,459440
2809,656537
2810,475416
2811,605183
2812,452678
2813,453232
2814,607259
2815,502210
2816,407845
2817,448170
2818,642707
2819,571035
2820,502055
2821,605232
2822,150061
2823,457422
2824,623430
2825,592626
2826,622534
2827,608369
2828,150411
2829,491220
2830,450580
2831,572910
2832,609275
2833,621020
2834,503566
2835,547888
2836,622713
2837,665561
2838,468528
2839,518418
2840,408210
2841,641341
2842,669738
2843,400076
2844,595426
2845,506747
2846,449471
2847,502968
2848,112526
2849,429719
2850,595373
2851,473724
2852,571868
2853,425861
2854,608718
2855,150404
2856,408108
2857,444553
2858,573127
2859,408252
2860,641857
2861,449168
2862,429400
2863,502117
2864,150396
2865,457788
2866,642731
2867,118158
2868,521428
2869,425634
2870,608650
2871,455092
2872,407816
2873,584171
2874,516416
2875,408299
2876,430603
2877,150207
2878,430613
2879,431162
2880,657786
2881,543935
2882,575070
2883,430583
2884,400058
2885,545361
2886,444876
2887,446003
2888,553970
2889,407911
2890,458689
2891,656669
2892,593643
2893,643265
2894,598286
2895,502195
2896,451628
2897,333492
2898,518902
2899,607468
2900,605280
2901,500135
2902,622797
2903,547887
2904,457789
2905,435080
2906,456585
2907,543223
2908,606959
2909,445202
2910,592833
2911,606466
2912,592473
2913,606167
2914,605113
2915,650333
2916,656798
2917,643269
2918,456701
2919,666185
2920,457708
2921,116706
2922,605242
2923,459987
2924,150188
2925,276914
2926,571804
2927,666969
2928,542947
2929,573131
2930,519048
2931,592858
2932,120074
2933,458584
2934,434582
2935,501213
2936,475582
2937,621295
2938,570489
2939,606115
2940,543266
2941,400061
2942,429713
2943,448693
2944,502706
2945,447755
2946,670370
2947,124748
2948,453539
2949,596129
2950,150414
2951,430904
2952,571757
2953,605143
2954,493193
2955,133380
2956,596071
2957,544371
2958,571578
2959,641482
2960,519301
2961,455976
2962,430630
2963,111904
2964,457429
2965,452080
2966,676480
2967,460067
2968,542908
2969,543045
2970,542882
2971,493596
2972,573124
2973,594809
2974,543776
2975,470516
2976,621408
2977,622253
2978,502100
2979,656941
2980,543321
2981,541650
2982,661388
2983,430829
2984,467094
2985,658069
2986,571521
2987,472528
2988,471822
2989,136780
2990,553988
2991,463037
2992,543278
2993,469167
2994,543023
2995,430580
2996,672773
2997,605218
2998,489231
2999,519267
3000,608349
3001,434637
3002,605260
3003,425539
3004,464299
3005,543108
3006,458690
3007,542932
3008,641319
3009,592233
3010,457760
3011,592450
3012,117955
3013,502748
3014,571467
3015,642229
3016,665001
3017,456068
3018,630023
3019,430083
3020,462480
3021,594977
3022,460701
3023,462985
3024,571718
3025,592567
3026,450317
3027,642607
3028,501789
3029,446868
3030,451687
3031,434671
3032,461791
3033,609280
3034,471868
3035,121409
3036,607706
3037,608641
3038,573113
3039,596295
3040,542897
3041,502229
3042,519293
3043,518566
3044,346800
3045,518633
3046,518577
3047,621289
3048,666182
3049,456027
3050,435079
3051,424726
3052,456078
3053,150274
3054,605483
3055,605612
3056,592527
3057,595981
3058,516935
3059,448802
3060,657656
3061,624641
3062,658792
3063,576397
3064,605447
3065,406878
3066,605131
3067,469159
3068,607257
3069,571980
3070,621363
3071,543169
3072,502026
3073,452240
3074,542953
3075,519105
3076,543343
3077,605125
3078,448694
3079,600466
3080,150212
3081,474443
3082,424825
3083,592419
3084,665947
3085,543939
3086,518468
3087,573186
3088,425827
3089,669270
3090,543094
3091,517593
3092,592192
3093,519421
3094,133225
3095,575929
3096,607644
3097,574847
3098,664238
3099,643446
3100,400284
3101,571657
3102,407885
3103,425840
3104,615868
3105,502182
3106,544727
3107,434630
3108,594777
3109,621500
3110,578570
3111,657434
3112,459943
3113,606157
3114,407891
3115,571676
3116,425565
3117,663898
3118,518813
3119,666915
3120,607237
3121,606625
3122,600526
3123,204020
3124,448296
3125,527055
3126,459415
3127,642736
3128,519381
3129,594940
3130,570267
3131,451585
3132,622075
3133,445599
3134,500871
3135,519425
3136,656605
3137,543376
3138,460059
3139,408050
3140,605254
3141,641313
3142,501697
3143,571862
3144,445204
3145,543506
3146,607536
3147,605894
3148,451132
3149,400290
3150,444843
3151,460060
3152,547943
3153,543101
3154,594986
3155,516949
3156,407797
3157,571912
3158,543329
3159,502523
3160,503444
3161,572362
3162,605361
3163,425844
3164,643393
3165,543542
3166,472551
3167,460069
3168,430838
3169,116338
3170,407860
3171,425786
3172,400008
3173,605463
3174,518452
3175,571506
3176,514888
3177,607219
3178,572365
3179,643778
3180,285064
3181,592705
3182,669720
3183,518934
3184,458701
3185,461815
3186,500765
3187,623352
3188,644374
3189,673451
3190,543340
3191,434578
3192,136734
3193,448857
3194,430910
3195,453211
3196,429715
3197,664068
3198,657041
3199,545363
3200,500887
3201,656685
3202,518653
3203,543921
3204,592332
3205,571665
3206,493416
3207,430665
3208,456124
3209,115135
3210,434137
3211,406874
3212,445968
3213,571830
3214,542921
3215,622761
3216,643289
3217,461833
3218,596019
3219,624424
3220,324432
3221,457568
3222,664641
3223,446185
3224,407798
3225,519168
3226,543135
3227,606131
3228,456488
3229,657524
3230,621242
3231,501961
3232,642211
3233,543184
3234,621514
3235,624414
3236,489365
3237,407871
3238,641850
3239,458530
3240,596748
3241,592815
3242,123173
3243,541645
3244,553993
3245,605255
3246,408306
3247,493200
3248,150337
3249,435538
3250,621471
3251,657205
3252,279571
3253,425656
3254,645261
3255,664054
3256,435623
3257,596117
3258,121074
3259,460029
3260,592859
3261,643217
3262,435400
3263,407886
3264,501896
3265,527048
3266,520209
3267,592222
3268,115817
3269,453273
3270,547180
3271,595453
3272,458679
3273,489446
3274,548337
3275,117601
3276,446861
3277,572228
3278,627500
3279,133460
3280,534737
3281,420673
3282,607391
3283,408310
3284,346871
3285,504379
3286,491696
3287,516910
3288,282332
3289,474494
3290,446209
3291,453857
3292,457420
3293,430675
3294,501957
3295,489039
3296,500874
3297,543089
3298,434624
3299,448801
3300,493247
3301,594577
3302,518625
3303,663656
3304,400083
3305,467099
3306,643396
3307,501874
3308,434628
3309,471083
3310,543551
3311,444427
3312,664059
3313,593576
3314,622100
3315,518526
3316,430673
3317,430588
3318,452672
3319,459932
3320,501822
3321,622226
3322,440251
3323,623912
3324,647336
3325,446381
3326,150438
3327,430637
3328,605227
3329,592789
3330,543543
3331,668678
3332,493364
3333,445612
3334,657193
3335,407924
3336,458657
3337,580792
3338,642233
3339,643493
3340,506997
3341,346874
3342,620439
3343,503449
3344,572947
3345,593334
3346,502272
3347,429781
3348,502190
3349,429711
3350,622795
3351,447744
3352,444874
3353,430832
3354,453184
3355,657061
3356,329092
3357,434158
3358,474039
3359,543359
3360,433584
3361,430618
3362,518771
3363,452655
3364,554432
3365,640461
3366,447714
3367,488721
3368,643414
3369,434622
3370,518420
3371,217096
3372,112020
3373,461235
3374,573088
3375,115229
3376,425796
3377,500909
3378,460267
3379,607333
3380,596012
3381,455921
3382,445196
3383,543779
3384,543380
3385,519068
3386,488810
3387,446099
3388,430101
3389,660688
3390,572287
3391,488722
3392,553883
3393,468429
3394,614179
3395,547379
3396,600474
3397,150268
3398,502281
3399,543242
3400,523989
3401,595885
3402,571595
3403,542993
3404,623205
3405,641778
3406,518748
3407,600301
3408,645302
3409,641712
3410,621458
3411,430906
3412,595881
3413,452095
3414,622259
3415,670084
3416,449097
3417,608344
3418,543118
3419,122620
3420,596331
3421,605317
3422,592499
3423,434438
3424,571788
3425,543744
3426,476192
3427,435222
3428,542946
3429,612672
3430,448722
3431,550298
3432,476883
3433,445276
3434,572955
3435,489067
3436,285068
3437,605541
3438,116034
3439,592621
3440,663432
3441,543590
3442,115210
3443,452783
3444,218595
3445,607625
