player,position,team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,url
Philip Humber,P,CWS,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/458950
Fernando Abad,P,HOU,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/472551
Tim Federowicz,C,LAD,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/543148
Chris Schwinden,P,NYM,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/452737
Eric Fryer,C,PIT,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/518700
Scott Feldman,P,TEX,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/444857
Matt McBride,1B,COL,--,12,4,6,0,0,2,8,0,2,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/473724
Brandon Laird,3B,HOU,--,5,1,2,0,0,1,4,1,2,0,0,.400,.500,1.000,1.500,https://www.mlb.com/player/477186
Joe Wieland,P,SD,--,2,0,1,1,0,0,2,0,0,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/543921
Eli Whiteside,C,SF,--,2,1,1,1,0,0,1,0,1,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/434630
Felix Hernandez,P,SEA,--,2,0,1,1,0,0,2,0,0,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/433587
Kelly Shoppach,C,NYM,--,36,10,16,4,0,4,19,8,13,1,0,.444,.565,.889,1.454,https://www.mlb.com/player/431159
Tony Abreu,2B,KC,--,16,4,10,0,1,0,10,0,2,0,0,.625,.625,.750,1.375,https://www.mlb.com/player/473234
Dan Johnson,1B,CWS,--,6,3,2,0,0,1,3,2,2,0,0,.333,.500,.833,1.333,https://www.mlb.com/player/430681
Hector Gimenez,C,CWS,--,3,1,2,0,0,0,1,0,0,0,0,.667,.667,.667,1.333,https://www.mlb.com/player/430591
Vin Mazzaro,P,KC,--,3,0,2,0,0,0,1,0,1,0,0,.667,.667,.667,1.333,https://www.mlb.com/player/476570
Rich Thompson,LF,TB,--,3,2,2,0,0,0,1,0,1,4,1,.667,.667,.667,1.333,https://www.mlb.com/player/430829
Colby Lewis,P,TEX,--,3,0,2,0,0,0,2,0,1,0,0,.667,.667,.667,1.333,https://www.mlb.com/player/407890
Alex Gonzalez,SS,MIL,--,14,3,5,1,0,2,8,1,2,1,0,.357,.400,.857,1.257,https://www.mlb.com/player/136460
Alex White,P,COL,--,4,1,1,0,0,1,3,0,1,0,0,.250,.250,1.000,1.250,https://www.mlb.com/player/502229
Clete Thomas,RF,MIN,--,4,2,1,0,0,1,2,0,3,0,0,.250,.250,1.000,1.250,https://www.mlb.com/player/460004
Ronny Cedeno,SS,NYM,--,20,10,8,3,0,1,12,6,3,0,0,.400,.538,.700,1.238,https://www.mlb.com/player/430592
Evan Longoria,3B,TB,--,54,12,19,3,0,6,23,9,12,1,0,.352,.444,.741,1.185,https://www.mlb.com/player/446334
Dave Sappelt,CF,CHC,--,14,4,5,2,0,1,7,3,3,0,0,.357,.471,.714,1.185,https://www.mlb.com/player/543743
Derek Norris,C,OAK,--,46,10,17,3,1,4,20,5,13,1,0,.370,.442,.739,1.181,https://www.mlb.com/player/519083
Thomas Neal,LF,CLE,--,6,1,3,1,0,0,1,0,2,0,0,.500,.500,.667,1.167,https://www.mlb.com/player/489166
Tyler Chatwood,P,COL,--,2,0,1,0,0,0,1,1,0,0,0,.500,.667,.500,1.167,https://www.mlb.com/player/543022
Bryan Anderson,C,STL,--,2,0,1,0,0,0,0,1,0,0,0,.500,.667,.500,1.167,https://www.mlb.com/player/457762
Joey Votto,1B,CIN,--,41,18,14,6,0,1,11,23,9,2,2,.341,.597,.561,1.158,https://www.mlb.com/player/458015
Matt Adams,1B,STL,--,17,6,7,2,0,1,9,1,3,0,0,.412,.444,.706,1.150,https://www.mlb.com/player/571431
Chris Dickerson,LF,NYY,--,5,3,1,0,0,1,3,1,4,1,0,.200,.333,.800,1.133,https://www.mlb.com/player/447736
Justin Maxwell,CF,HOU,--,54,22,15,1,1,7,21,11,17,5,1,.278,.409,.722,1.131,https://www.mlb.com/player/452239
Miguel Cabrera,1B,DET,--,90,36,33,5,0,8,38,12,13,2,1,.367,.441,.689,1.130,https://www.mlb.com/player/408234
Pete Kozma,SS,STL,--,11,3,3,0,1,1,4,2,1,1,0,.273,.385,.727,1.112,https://www.mlb.com/player/518902
Matt Kemp,CF,LAD,--,60,26,19,3,1,5,21,16,20,5,1,.317,.461,.650,1.111,https://www.mlb.com/player/461314
George Kottaras,C,OAK,--,25,5,8,2,1,1,11,9,4,0,0,.320,.500,.600,1.100,https://www.mlb.com/player/435459
Laynce Nix,RF,PHI,--,24,6,8,4,0,1,10,6,7,0,0,.333,.467,.625,1.092,https://www.mlb.com/player/425556
Leonys Martin,CF,TEX,--,12,5,4,1,2,0,5,0,2,1,0,.333,.333,.750,1.083,https://www.mlb.com/player/547982
Jake Elmore,SS,ARI,--,13,0,5,3,0,0,3,2,0,0,0,.385,.467,.615,1.082,https://www.mlb.com/player/518653
Adeiny Hechavarria,SS,TOR,--,26,3,11,2,0,1,8,2,4,0,0,.423,.464,.615,1.080,https://www.mlb.com/player/588751
Collin Cowgill,RF,OAK,--,19,4,8,0,0,1,4,3,7,1,1,.421,.500,.579,1.079,https://www.mlb.com/player/518577
Kevin Frandsen,1B,PHI,--,28,8,11,1,1,1,10,4,4,0,0,.393,.469,.607,1.076,https://www.mlb.com/player/435623
Andre Ethier,RF,LAD,--,96,30,32,8,1,6,41,17,20,0,0,.333,.434,.625,1.059,https://www.mlb.com/player/444843
Will Middlebrooks,3B,BOS,--,55,16,17,3,0,6,25,5,10,4,0,.309,.367,.691,1.058,https://www.mlb.com/player/519025
Coco Crisp,CF,OAK,--,56,23,21,7,3,0,21,7,5,16,2,.375,.444,.607,1.052,https://www.mlb.com/player/424825
Ryan Braun,LF,MIL,--,96,40,32,7,1,6,31,14,11,15,3,.333,.434,.615,1.048,https://www.mlb.com/player/460075
Jonny Gomes,LF,OAK,--,50,15,16,1,0,3,18,17,21,2,0,.320,.514,.520,1.034,https://www.mlb.com/player/430404
Alexi Amarista,SS,SD,--,48,18,17,3,2,2,19,4,8,4,4,.354,.404,.625,1.029,https://www.mlb.com/player/506560
Jesus Guzman,LF,SD,--,49,12,14,4,1,4,24,7,18,1,1,.286,.375,.653,1.028,https://www.mlb.com/player/461882
Andrelton Simmons,SS,ATL,--,29,5,10,2,0,2,9,3,2,0,0,.345,.406,.621,1.027,https://www.mlb.com/player/592743
