player,position,team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,url
Patrick Corbin,P,ARI,--,1,1,1,0,1,0,3,0,0,0,0,1.000,1.000,3.000,4.000,https://www.mlb.com/player/571578
Tony Gwynn Jr.,CF,LAD,--,1,6,1,0,1,0,3,0,0,0,0,1.000,1.000,3.000,4.000,https://www.mlb.com/player/448242
Pete Orr,2B,PHI,--,1,3,1,0,1,0,3,0,0,0,0,1.000,1.000,3.000,4.000,https://www.mlb.com/player/434681
Anthony Bass,P,SD,--,1,1,1,0,1,0,3,0,0,0,0,1.000,1.000,3.000,4.000,https://www.mlb.com/player/542914
Ian Kennedy,P,ARI,--,1,2,1,0,1,0,5,1,0,0,0,1.000,.667,3.000,3.667,https://www.mlb.com/player/453178
Matt Diaz,LF,ATL,--,1,2,1,1,0,0,3,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/429841
Scott Van Slyke,LF,LAD,--,1,0,1,1,0,0,2,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/475100
Brandon Hicks,SS,OAK,--,1,1,1,1,0,0,2,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/518794
Darin Ruf,LF,PHI,--,1,0,1,1,0,0,3,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/573131
Welington Castillo,C,CHC,--,1,1,1,1,0,0,6,2,0,0,0,1.000,.750,2.000,2.750,https://www.mlb.com/player/456078
Todd Helton,1B,COL,--,5,9,4,0,0,2,12,0,0,0,0,.800,.667,2.000,2.667,https://www.mlb.com/player/115732
Anthony Rizzo,1B,CHC,--,3,3,2,1,0,1,8,1,1,0,0,.667,.600,2.000,2.600,https://www.mlb.com/player/519203
Alex Liddi,3B,SEA,--,2,3,1,0,0,1,4,0,1,0,0,.500,.500,2.000,2.500,https://www.mlb.com/player/499926
Mike Nickeas,C,NYM,--,3,3,2,0,0,1,6,0,0,0,0,.667,.667,1.667,2.333,https://www.mlb.com/player/435081
Josh Collmenter,P,ARI,--,1,1,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/518567
J.C. Boscan,C,ATL,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/400268
David Ortiz,DH,BOS,--,4,10,2,1,0,1,7,0,1,0,0,.500,.500,1.500,2.000,https://www.mlb.com/player/120074
Jhoulys Chacin,P,COL,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/468504
Charlie Blackmon,RF,COL,--,1,1,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/453568
Carl Crawford,LF,LAD,--,1,1,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/408307
Joe Blanton,P,LAD,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/430599
Gil Velazquez,3B,MIA,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/444041
Collin Cowgill,RF,OAK,--,1,2,1,0,0,0,2,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/518577
Brian Schneider,C,PHI,--,1,1,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/150411
Laynce Nix,RF,PHI,--,3,4,2,2,0,0,5,0,1,0,0,.667,.667,1.333,2.000,https://www.mlb.com/player/425556
Eric Stults,P,SD,--,1,0,1,0,0,0,2,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/445590
Santiago Casilla,P,SF,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/433586
Joe Kelly,P,STL,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/523260
Sam Fuld,LF,TB,--,1,2,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/453539
Colby Lewis,P,TEX,--,1,0,1,0,0,0,2,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/407890
Yan Gomes,3B,TOR,--,1,2,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/543228
Chad Tracy,3B,WSH,--,1,1,1,0,0,0,2,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/429710
Matt Joyce,LF,TB,--,9,9,5,1,0,2,15,1,1,0,0,.556,.600,1.333,1.933,https://www.mlb.com/player/459964
Kevin Youkilis,3B,CWS,--,6,17,3,0,0,2,11,0,2,0,0,.500,.429,1.500,1.929,https://www.mlb.com/player/425903
Alberto Callaspo,3B,LAA,--,5,8,3,0,0,1,9,1,0,0,0,.600,.667,1.200,1.867,https://www.mlb.com/player/430948
Pedro Ciriaco,SS,BOS,--,5,2,4,1,0,0,7,0,0,0,0,.800,.800,1.000,1.800,https://www.mlb.com/player/465674
Bryan LaHair,RF,CHC,--,5,5,3,0,0,1,7,0,2,0,0,.600,.600,1.200,1.800,https://www.mlb.com/player/445933
Mark Ellis,2B,LAD,--,4,11,3,1,0,0,7,1,0,0,0,.750,.800,1.000,1.800,https://www.mlb.com/player/407885
Ryan Howard,1B,PHI,--,9,8,5,0,0,2,13,0,2,0,0,.556,.556,1.222,1.778,https://www.mlb.com/player/429667
Joey Votto,1B,CIN,--,4,10,2,0,0,1,6,0,1,0,0,.500,.500,1.250,1.750,https://www.mlb.com/player/458015
Bobby Abreu,RF,LAD,--,3,6,2,1,0,0,6,1,0,0,0,.667,.750,1.000,1.750,https://www.mlb.com/player/110029
Hector Luna,1B,PIT,--,4,2,2,0,0,1,6,0,1,0,0,.500,.500,1.250,1.750,https://www.mlb.com/player/425659
Giancarlo Stanton,RF,MIA,--,10,7,5,0,0,2,16,2,2,0,0,.500,.583,1.100,1.683,https://www.mlb.com/player/519317
Will Middlebrooks,3B,BOS,--,6,5,3,1,0,1,8,0,1,0,0,.500,.500,1.167,1.667,https://www.mlb.com/player/519025
Edwin Maysonet,SS,MIL,--,3,3,1,0,0,1,4,0,2,0,0,.333,.333,1.333,1.667,https://www.mlb.com/player/446474
Jayson Nix,3B,NYY,--,3,4,2,1,0,0,4,0,0,0,0,.667,.667,1.000,1.667,https://www.mlb.com/player/434624
Cole Hamels,P,PHI,--,3,0,2,1,0,0,4,0,0,0,0,.667,.667,1.000,1.667,https://www.mlb.com/player/430935
Freddy Galvis,2B,PHI,--,3,2,2,1,0,0,4,0,0,0,0,.667,.667,1.000,1.667,https://www.mlb.com/player/520471
Munenori Kawasaki,SS,SEA,--,2,1,1,1,0,0,4,1,0,0,0,.500,.667,1.000,1.667,https://www.mlb.com/player/493128
Wilson Ramos,C,WSH,--,2,1,2,0,0,0,4,0,0,0,0,1.000,.667,1.000,1.667,https://www.mlb.com/player/467092
Michael Morse,LF,WSH,--,11,8,6,0,0,2,14,0,3,0,0,.545,.545,1.091,1.636,https://www.mlb.com/player/434604
Jonathan Lucroy,C,MIL,--,11,5,5,1,0,2,15,1,2,0,0,.455,.500,1.091,1.591,https://www.mlb.com/player/518960
Brandon Phillips,2B,CIN,--,4,11,3,0,0,0,7,2,0,0,0,.750,.833,.750,1.583,https://www.mlb.com/player/408252
Matt Carpenter,3B,STL,--,4,6,3,2,0,0,12,0,1,0,0,.750,.333,1.250,1.583,https://www.mlb.com/player/572761
Cody Ransom,3B,ARI,--,8,8,4,1,0,1,8,0,3,0,1,.500,.500,1.000,1.500,https://www.mlb.com/player/285068
Brett Jackson,CF,CHC,--,2,3,1,1,0,0,2,0,1,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/571804
Salvador Perez,C,KC,--,4,5,2,2,0,0,5,0,0,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/521692
Kendrys Morales,1B,LAA,--,9,5,5,1,0,1,15,1,2,0,0,.556,.500,1.000,1.500,https://www.mlb.com/player/434778
Juan Uribe,3B,LAD,--,1,3,1,0,0,0,3,0,0,0,0,1.000,.500,1.000,1.500,https://www.mlb.com/player/346874
Erik Kratz,C,PHI,--,2,3,1,1,0,0,7,1,0,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/456124
John Baker,C,SD,--,4,3,3,0,0,0,6,0,1,0,0,.750,.750,.750,1.500,https://www.mlb.com/player/434633
J.P. Arencibia,C,TOR,--,6,4,3,0,0,1,8,0,1,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/450317
Alejandro De Aza,LF,CWS,--,9,11,5,0,0,1,13,1,1,0,0,.556,.600,.889,1.489,https://www.mlb.com/player/457477
Kyle Seager,3B,SEA,--,12,7,8,2,0,0,19,2,1,0,0,.667,.625,.833,1.458,https://www.mlb.com/player/572122
Steve Lombardozzi,2B,WSH,--,10,9,6,1,1,0,12,0,0,0,0,.600,.545,.900,1.445,https://www.mlb.com/player/543459
Corey Hart,1B,MIL,--,11,13,6,0,0,1,13,1,1,0,0,.545,.615,.818,1.434,https://www.mlb.com/player/430611
Joe Mauer,C,MIN,--,6,18,3,0,0,1,10,0,0,0,0,.500,.429,1.000,1.429,https://www.mlb.com/player/408045
Jonny Gomes,LF,OAK,--,4,8,1,0,0,1,7,1,2,0,0,.250,.429,1.000,1.429,https://www.mlb.com/player/430404
George Kottaras,C,OAK,--,4,3,2,1,0,0,7,2,2,0,0,.500,.667,.750,1.417,https://www.mlb.com/player/435459
Martin Maldonado,C,MIL,--,4,2,1,0,0,1,5,1,1,0,1,.250,.400,1.000,1.400,https://www.mlb.com/player/455117
Roger Bernadina,LF,WSH,--,5,5,3,1,0,0,4,0,2,0,0,.600,.600,.800,1.400,https://www.mlb.com/player/465668
Seth Smith,LF,OAK,--,9,6,5,3,0,0,13,0,1,0,0,.556,.500,.889,1.389,https://www.mlb.com/player/452234
Stephen Drew,SS,OAK,--,6,8,4,0,0,0,7,1,2,0,0,.667,.714,.667,1.381,https://www.mlb.com/player/452220
Justin Turner,1B,NYM,--,5,6,3,1,0,0,8,1,1,0,0,.600,.571,.800,1.371,https://www.mlb.com/player/457759
Brett Lawrie,3B,TOR,--,5,11,3,1,0,0,8,0,1,0,1,.600,.571,.800,1.371,https://www.mlb.com/player/543434
