player,position,team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,url
Irving Falu,2B,KC,--,17,3,7,2,1,0,0,0,1,0,1,.412,.412,.647,1.059,https://www.mlb.com/player/458252
Raul Ibanez,LF,NYY,--,74,13,23,5,2,5,17,12,15,2,0,.311,.420,.635,1.056,https://www.mlb.com/player/116380
Kevin Frandsen,1B,PHI,--,44,7,17,3,0,2,4,4,6,0,0,.386,.460,.591,1.051,https://www.mlb.com/player/435623
Pete Kozma,SS,STL,--,16,2,5,1,2,0,5,3,6,2,0,.313,.421,.625,1.046,https://www.mlb.com/player/518902
Jason Heyward,RF,ATL,--,163,26,57,7,3,11,32,19,42,7,1,.350,.413,.632,1.045,https://www.mlb.com/player/518792
Joey Votto,1B,CIN,--,138,19,47,17,0,5,18,33,36,1,1,.341,.471,.572,1.043,https://www.mlb.com/player/458015
David Ortiz,DH,BOS,--,80,18,24,10,0,5,12,18,15,0,0,.300,.424,.613,1.037,https://www.mlb.com/player/120074
Xavier Paul,LF,CIN,--,16,1,6,1,1,0,0,3,4,2,1,.375,.474,.563,1.036,https://www.mlb.com/player/449082
Carlos Quentin,LF,SD,--,75,11,22,11,0,5,18,10,8,0,0,.293,.393,.640,1.033,https://www.mlb.com/player/435041
Giancarlo Stanton,RF,MIA,--,115,16,37,8,1,8,28,15,37,2,0,.322,.409,.617,1.026,https://www.mlb.com/player/519317
Andrew McCutchen,CF,PIT,--,182,32,64,9,3,9,26,27,49,8,2,.352,.441,.582,1.024,https://www.mlb.com/player/457705
Gerald Laird,C,DET,--,33,3,13,2,0,1,4,4,4,0,0,.394,.474,.545,1.019,https://www.mlb.com/player/408042
Rob Brantly,C,MIA,--,18,5,5,1,0,2,5,2,1,0,0,.278,.350,.667,1.017,https://www.mlb.com/player/542963
Wilin Rosario,C,COL,--,74,11,25,8,0,4,14,7,16,1,1,.338,.402,.608,1.011,https://www.mlb.com/player/501647
Jason Donald,3B,CLE,--,24,3,8,1,0,2,5,1,8,0,0,.333,.385,.625,1.010,https://www.mlb.com/player/453228
Stephen Strasburg,P,WSH,--,14,0,5,3,0,0,4,1,3,0,0,.357,.438,.571,1.009,https://www.mlb.com/player/544931
Garrett Jones,1B,PIT,--,116,12,42,11,0,5,25,14,27,1,0,.362,.418,.586,1.004,https://www.mlb.com/player/434540
Eric Chavez,3B,NYY,--,58,7,20,5,0,3,8,7,10,0,0,.345,.415,.586,1.002,https://www.mlb.com/player/136767
Bill Hall,LF,BAL,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/407849
Kristopher Negron,CF,CIN,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/502117
Jeanmar Gomez,P,CLE,--,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/491646
Juan Diaz,SS,CLE,--,0,0,0,0,0,0,0,0,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/501726
Jorge De La Rosa,P,COL,--,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/407822
Guillermo Moscoso,P,COL,--,2,0,1,0,0,0,1,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/446861
Josh Roenicke,P,COL,--,0,1,0,0,0,0,0,0,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/502158
Tyler Chatwood,P,COL,--,4,0,2,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/543022
Bruce Chen,P,KC,--,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/136600
Jerome Williams,P,LAA,--,3,1,1,1,0,0,0,0,0,0,0,.333,.333,.667,1.000,https://www.mlb.com/player/425532
Francisco Cervelli,C,NYY,--,0,1,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/465041
Steven Lerud,C,PHI,--,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/452722
Eric Fryer,C,PIT,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/518700
Eddy Rodriguez,C,SD,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/453256
Ike Davis,1B,NYM,--,129,21,39,8,0,10,29,20,24,0,0,.302,.397,.597,.994,https://www.mlb.com/player/477195
Juan Francisco,3B,ATL,--,29,3,10,1,0,2,7,3,12,0,0,.345,.406,.586,.992,https://www.mlb.com/player/464433
Edwin Encarnacion,1B,TOR,--,148,27,41,7,0,14,26,21,20,7,0,.277,.374,.608,.982,https://www.mlb.com/player/429665
Miguel Cabrera,1B,DET,--,204,28,70,15,0,11,37,20,31,0,0,.343,.403,.578,.981,https://www.mlb.com/player/408234
Carlos Ruiz,C,PHI,--,87,13,30,8,0,3,12,9,7,0,0,.345,.433,.540,.973,https://www.mlb.com/player/434563
David Ross,C,ATL,--,36,6,10,1,0,4,8,3,13,0,0,.278,.333,.639,.972,https://www.mlb.com/player/424325
Miguel Montero,C,ARI,--,105,14,37,10,1,2,20,16,25,0,0,.352,.443,.524,.966,https://www.mlb.com/player/471083
Hector Sanchez,C,SF,--,39,3,16,2,0,1,8,0,11,0,0,.410,.425,.538,.964,https://www.mlb.com/player/516949
Mike Trout,CF,LAA,--,185,46,61,14,2,9,18,15,41,16,2,.330,.390,.573,.963,https://www.mlb.com/player/545361
Paul Goldschmidt,1B,ARI,--,110,23,34,7,0,8,23,11,24,3,1,.309,.371,.591,.962,https://www.mlb.com/player/502671
Adeiny Hechavarria,SS,TOR,--,24,2,10,2,0,0,6,2,5,0,0,.417,.462,.500,.962,https://www.mlb.com/player/588751
Ben Zobrist,2B,TB,--,159,26,48,10,1,9,24,29,31,4,2,.302,.414,.547,.961,https://www.mlb.com/player/450314
Anthony Rizzo,1B,CHC,--,97,10,31,7,0,6,18,8,17,0,1,.320,.383,.577,.960,https://www.mlb.com/player/519203
Adam LaRoche,1B,WSH,--,171,25,51,14,0,12,35,18,41,0,0,.298,.363,.591,.954,https://www.mlb.com/player/425560
Josh Willingham,LF,MIN,--,139,21,39,11,0,9,28,25,41,0,1,.281,.399,.554,.953,https://www.mlb.com/player/425545
Justin Ruggiano,CF,MIA,--,63,8,20,5,0,3,9,10,19,4,2,.317,.411,.540,.951,https://www.mlb.com/player/448605
Chris Young,CF,OAK,--,81,11,23,6,0,6,13,11,18,1,1,.284,.370,.580,.950,https://www.mlb.com/player/455759
Yoenis Cespedes,LF,OAK,--,159,21,52,13,2,7,27,11,31,3,2,.327,.382,.566,.948,https://www.mlb.com/player/493316
Matt Kemp,CF,LAD,--,143,26,43,9,0,10,21,16,42,2,1,.301,.373,.573,.946,https://www.mlb.com/player/461314
Prince Fielder,1B,DET,--,170,16,53,14,0,8,36,25,26,0,0,.312,.410,.535,.945,https://www.mlb.com/player/425902
Chase Headley,3B,SD,--,190,26,57,9,1,13,35,23,47,7,1,.300,.381,.563,.945,https://www.mlb.com/player/452104
Wil Nieves,C,ARI,--,8,1,4,0,0,0,1,0,2,0,1,.500,.444,.500,.944,https://www.mlb.com/player/408242
Ronny Cedeno,SS,NYM,--,39,5,15,4,0,0,4,5,5,0,1,.385,.455,.487,.942,https://www.mlb.com/player/430592
Adam Wainwright,P,STL,--,6,0,2,1,0,0,1,1,3,0,0,.333,.429,.500,.929,https://www.mlb.com/player/425794
Corey Hart,1B,MIL,--,156,22,50,9,3,7,24,13,38,2,0,.321,.376,.551,.928,https://www.mlb.com/player/430611
Matt Treanor,C,LAD,--,22,2,6,0,0,2,8,5,4,0,1,.273,.379,.545,.925,https://www.mlb.com/player/276354
Evan Longoria,3B,TB,--,77,12,21,3,0,6,15,13,14,0,1,.273,.378,.545,.923,https://www.mlb.com/player/446334
Matt LaPorta,1B,CLE,--,13,0,6,0,0,0,0,0,2,0,0,.462,.462,.462,.923,https://www.mlb.com/player/453181
Moises Sierra,RF,TOR,--,31,3,9,2,0,2,3,3,8,0,0,.290,.371,.548,.920,https://www.mlb.com/player/501213
Adam Jones,CF,BAL,--,211,36,61,13,0,16,40,12,40,4,2,.289,.341,.578,.919,https://www.mlb.com/player/430945
Jonny Gomes,LF,OAK,--,85,15,21,3,0,6,16,22,30,0,0,.247,.423,.494,.918,https://www.mlb.com/player/430404
Aaron Hill,2B,ARI,--,148,20,46,12,0,7,18,16,17,2,2,.311,.382,.534,.916,https://www.mlb.com/player/431094
Jay Bruce,RF,CIN,--,163,25,44,10,1,12,35,19,54,3,1,.270,.344,.564,.908,https://www.mlb.com/player/457803
Maicer Izturis,3B,LAA,--,66,10,24,3,0,2,6,5,7,3,1,.364,.408,.500,.908,https://www.mlb.com/player/430895
Shelley Duncan,LF,CLE,--,49,6,14,4,0,3,11,6,11,0,0,.286,.357,.551,.908,https://www.mlb.com/player/455167
Jed Lowrie,SS,HOU,--,94,11,28,4,0,7,21,6,16,0,0,.298,.343,.564,.907,https://www.mlb.com/player/476704
Mitch Moreland,1B,TEX,--,55,5,17,2,0,3,8,8,8,0,0,.309,.397,.509,.906,https://www.mlb.com/player/519048
David Freese,3B,STL,--,115,13,38,6,1,3,15,19,30,0,0,.330,.426,.478,.905,https://www.mlb.com/player/501896
Luis Valbuena,3B,CHC,--,54,9,15,6,0,2,6,12,10,0,1,.278,.403,.500,.903,https://www.mlb.com/player/472528
Hunter Pence,RF,SF,--,163,21,50,8,1,9,42,17,34,3,1,.307,.368,.534,.902,https://www.mlb.com/player/452254
Mark Teixeira,1B,NYY,--,107,15,33,8,0,5,19,11,17,1,1,.308,.377,.523,.900,https://www.mlb.com/player/407893
Jose Reyes,SS,MIA,--,219,34,69,13,7,7,19,17,16,11,4,.315,.364,.534,.899,https://www.mlb.com/player/408314
Neil Walker,2B,PIT,--,130,16,41,9,0,6,27,14,29,3,2,.315,.374,.523,.897,https://www.mlb.com/player/435522
Lyle Overbay,1B,ATL,--,13,4,4,0,0,1,1,1,1,0,0,.308,.357,.538,.896,https://www.mlb.com/player/407489
Erick Aybar,SS,LAA,--,108,15,36,7,1,4,10,4,14,7,1,.333,.365,.528,.893,https://www.mlb.com/player/430947
Andy Parrino,2B,SD,--,16,2,4,3,0,0,2,6,4,0,0,.250,.455,.438,.892,https://www.mlb.com/player/519107
Scott Hairston,RF,NYM,--,87,14,27,6,1,4,11,6,15,3,0,.310,.351,.540,.891,https://www.mlb.com/player/430668
Jim Thome,DH,BAL,--,42,5,11,2,0,3,9,6,12,0,0,.262,.367,.524,.891,https://www.mlb.com/player/123272
David Wright,3B,NYM,--,191,28,56,17,0,8,32,28,42,7,4,.293,.383,.508,.891,https://www.mlb.com/player/431151
David Murphy,LF,TEX,--,88,9,30,5,0,1,10,19,12,3,1,.341,.459,.432,.890,https://www.mlb.com/player/461815
Donovan Solano,2B,MIA,--,67,10,24,4,1,1,5,5,13,2,0,.358,.397,.493,.890,https://www.mlb.com/player/456781
Darin Mastroianni,LF,MIN,--,43,7,13,1,1,2,3,5,5,3,0,.302,.375,.512,.887,https://www.mlb.com/player/518991
Andy Dirks,LF,DET,--,96,19,32,7,0,3,11,7,16,1,1,.333,.385,.500,.885,https://www.mlb.com/player/543108
Reed Johnson,LF,ATL,--,79,9,28,3,0,3,7,3,16,0,1,.354,.378,.506,.884,https://www.mlb.com/player/407862
A.J. Pierzynski,C,CWS,--,124,13,41,4,0,6,17,7,19,0,0,.331,.376,.508,.884,https://www.mlb.com/player/150229
Carlos Gonzalez,LF,COL,--,140,19,43,10,1,5,20,18,37,4,1,.307,.384,.500,.884,https://www.mlb.com/player/471865
Trevor Plouffe,3B,MIN,--,79,11,22,1,0,7,16,5,13,1,1,.278,.326,.557,.882,https://www.mlb.com/player/461858
Jordan Danks,LF,CWS,--,17,3,6,0,0,1,1,0,2,2,0,.353,.353,.529,.882,https://www.mlb.com/player/458668
Kendrys Morales,1B,LAA,--,119,13,35,7,1,7,24,7,26,0,0,.294,.336,.546,.882,https://www.mlb.com/player/434778
Chad Tracy,3B,WSH,--,23,0,8,3,0,0,4,2,2,0,0,.348,.400,.478,.878,https://www.mlb.com/player/429710
Carlos Beltran,RF,STL,--,152,17,40,9,0,10,34,23,34,4,0,.263,.358,.520,.877,https://www.mlb.com/player/136860
Nick Swisher,RF,NYY,--,125,16,33,8,0,7,26,22,35,1,1,.264,.380,.496,.876,https://www.mlb.com/player/430897
Alexi Amarista,SS,SD,--,62,12,18,6,0,3,10,5,7,2,1,.290,.343,.532,.876,https://www.mlb.com/player/506560
Yamaico Navarro,3B,PIT,--,8,1,3,0,0,0,0,2,2,0,2,.375,.500,.375,.875,https://www.mlb.com/player/501605
Cody Ransom,3B,ARI,--,59,10,16,3,0,4,18,7,28,0,0,.271,.348,.525,.874,https://www.mlb.com/player/285068
Travis Hafner,DH,CLE,--,49,6,13,2,1,2,8,7,5,0,0,.265,.403,.469,.873,https://www.mlb.com/player/400098
Juan Rivera,LF,LAD,--,78,12,23,3,0,5,18,6,9,0,0,.295,.345,.526,.870,https://www.mlb.com/player/407487
Welington Castillo,C,CHC,--,31,3,10,1,0,1,2,5,8,0,0,.323,.417,.452,.868,https://www.mlb.com/player/456078
Michael Morse,LF,WSH,--,89,13,28,6,0,4,12,4,24,0,0,.315,.351,.517,.868,https://www.mlb.com/player/434604
Mark Kotsay,LF,SD,--,42,1,14,3,0,1,6,4,4,0,2,.333,.391,.476,.868,https://www.mlb.com/player/117276
Aramis Ramirez,3B,MIL,--,176,18,55,20,1,3,37,15,23,2,0,.313,.379,.489,.867,https://www.mlb.com/player/133380
Salvador Perez,C,KC,--,71,9,24,5,0,2,12,4,6,0,0,.338,.373,.493,.866,https://www.mlb.com/player/521692
Yadier Molina,C,STL,--,109,11,32,6,0,6,23,9,17,0,1,.294,.352,.514,.866,https://www.mlb.com/player/425877
Alcides Escobar,SS,KC,--,162,18,58,9,0,3,10,6,19,11,2,.358,.395,.469,.864,https://www.mlb.com/player/444876
Anthony Recker,C,NYM,--,8,1,1,0,0,1,3,2,6,0,0,.125,.364,.500,.864,https://www.mlb.com/player/489232
Curtis Granderson,CF,NYY,--,160,27,37,5,1,14,35,22,52,4,0,.231,.324,.538,.862,https://www.mlb.com/player/434158
Chris Iannetta,C,LAA,--,34,5,11,0,0,2,4,2,8,0,1,.324,.361,.500,.861,https://www.mlb.com/player/455104
Adrian Beltre,3B,TEX,--,155,23,47,6,1,8,36,12,31,0,0,.303,.351,.510,.861,https://www.mlb.com/player/134181
Brian McCann,C,ATL,--,107,16,30,5,0,7,13,10,18,1,0,.280,.336,.523,.860,https://www.mlb.com/player/435263
Rob Johnson,C,NYM,--,7,1,3,0,0,0,0,0,3,0,0,.429,.429,.429,.857,https://www.mlb.com/player/453531
Eric Stults,P,SD,--,7,1,3,0,0,0,2,0,4,0,0,.429,.429,.429,.857,https://www.mlb.com/player/445590
Carlos Peguero,RF,SEA,--,7,0,2,0,1,0,0,0,4,0,0,.286,.286,.571,.857,https://www.mlb.com/player/451713
Anthony Gose,RF,TOR,--,30,6,8,2,2,0,3,5,7,3,1,.267,.389,.467,.856,https://www.mlb.com/player/543238
Melky Cabrera,LF,SF,--,145,20,47,6,2,4,17,13,22,4,1,.324,.375,.476,.851,https://www.mlb.com/player/466320
Stephen Drew,SS,OAK,--,79,16,25,4,1,2,6,9,18,1,1,.316,.382,.468,.850,https://www.mlb.com/player/452220
Martin Prado,LF,ATL,--,196,23,63,16,4,1,13,19,19,7,1,.321,.385,.459,.844,https://www.mlb.com/player/445988
Luis Alfonso Cruz,3B,LAD,--,69,4,24,6,0,1,6,2,9,0,0,.348,.366,.478,.844,https://www.mlb.com/player/458501
Pedro Ciriaco,SS,BOS,--,75,7,25,5,2,1,5,2,14,3,0,.333,.351,.493,.844,https://www.mlb.com/player/465674
Paul Konerko,1B,CWS,--,161,12,48,8,0,7,28,16,26,0,0,.298,.365,.478,.843,https://www.mlb.com/player/117244
Justin Upton,RF,ARI,--,137,21,40,4,1,6,16,17,35,3,1,.292,.374,.467,.841,https://www.mlb.com/player/457708
Daric Barton,1B,OAK,--,30,3,8,2,0,1,1,7,5,0,0,.267,.405,.433,.839,https://www.mlb.com/player/435558
Domonic Brown,LF,PHI,--,38,5,10,2,1,1,8,8,6,0,0,.263,.391,.447,.839,https://www.mlb.com/player/502126
Eduardo Nunez,SS,NYY,--,13,2,4,0,1,0,3,2,3,4,1,.308,.375,.462,.836,https://www.mlb.com/player/456488
Brandon Phillips,2B,CIN,--,193,26,61,10,1,6,29,12,21,5,1,.316,.365,.472,.836,https://www.mlb.com/player/408252
Martin Maldonado,C,MIL,--,59,6,19,1,0,3,10,2,11,1,1,.322,.344,.492,.836,https://www.mlb.com/player/455117
Alex Rios,RF,CWS,--,177,26,51,16,2,8,25,3,25,5,0,.288,.299,.537,.836,https://www.mlb.com/player/425567
Seth Smith,LF,OAK,--,106,17,30,5,0,5,15,12,20,1,0,.283,.364,.472,.835,https://www.mlb.com/player/452234
Chase Utley,2B,PHI,--,95,11,25,7,0,4,16,15,12,3,0,.263,.371,.463,.834,https://www.mlb.com/player/400284
Chris Heisey,LF,CIN,--,102,13,30,5,2,4,14,2,20,1,1,.294,.333,.500,.833,https://www.mlb.com/player/502317
Lorenzo Cain,CF,KC,--,71,10,22,1,0,4,9,2,20,5,0,.310,.338,.493,.831,https://www.mlb.com/player/456715
Ryan Braun,LF,MIL,--,188,26,49,13,0,8,20,33,44,11,3,.261,.372,.457,.829,https://www.mlb.com/player/460075
Allen Craig,1B,STL,--,144,23,44,11,0,5,22,8,21,1,0,.306,.342,.486,.828,https://www.mlb.com/player/501800
Jayson Werth,RF,WSH,--,106,13,34,8,1,1,4,11,18,3,1,.321,.385,.443,.828,https://www.mlb.com/player/150029
Matt Holliday,LF,STL,--,196,30,53,12,0,9,24,24,47,1,0,.270,.358,.469,.828,https://www.mlb.com/player/407812
J.P. Arencibia,C,TOR,--,66,11,15,3,0,6,16,4,22,0,0,.227,.282,.545,.827,https://www.mlb.com/player/450317
Fernando Martinez,LF,HOU,--,29,2,7,3,0,1,2,4,8,0,1,.241,.378,.448,.827,https://www.mlb.com/player/494686
Danny Espinosa,2B,WSH,--,148,24,42,10,1,4,15,17,49,3,4,.284,.380,.446,.826,https://www.mlb.com/player/457787
Chipper Jones,3B,ATL,--,104,13,27,4,0,6,24,17,14,0,0,.260,.355,.471,.826,https://www.mlb.com/player/116706
Matt Joyce,LF,TB,--,100,17,28,2,2,3,11,16,24,1,1,.280,.395,.430,.825,https://www.mlb.com/player/459964
Austin Jackson,CF,DET,--,191,35,59,10,1,5,15,18,49,6,2,.309,.374,.450,.825,https://www.mlb.com/player/457706
Joe Mauer,C,MIN,--,168,18,53,11,0,1,20,31,27,3,2,.315,.426,.399,.825,https://www.mlb.com/player/408045
Ian Desmond,SS,WSH,--,159,19,48,11,0,7,15,4,35,1,2,.302,.321,.503,.824,https://www.mlb.com/player/435622
B.J. Upton,CF,TB,--,178,20,47,9,1,10,26,18,47,10,3,.264,.330,.494,.824,https://www.mlb.com/player/425834
Andre Ethier,RF,LAD,--,156,19,42,15,0,4,22,26,33,0,1,.269,.380,.442,.823,https://www.mlb.com/player/444843
Jason Kubel,LF,ARI,--,119,11,31,10,1,6,22,9,36,0,0,.261,.310,.513,.823,https://www.mlb.com/player/430585
Robinson Cano,2B,NYY,--,165,25,44,13,0,8,25,15,27,0,0,.267,.330,.491,.821,https://www.mlb.com/player/429664
Bryan LaHair,RF,CHC,--,82,11,22,2,0,4,10,15,29,2,1,.268,.381,.439,.820,https://www.mlb.com/player/445933
Laynce Nix,RF,PHI,--,23,1,7,3,0,0,1,3,8,0,0,.304,.385,.435,.819,https://www.mlb.com/player/425556
Alex Gonzalez,SS,MIL,--,24,2,8,3,0,0,4,1,5,0,0,.333,.360,.458,.818,https://www.mlb.com/player/136460
Josh Bell,3B,ARI,--,11,1,3,0,0,1,3,0,2,0,0,.273,.273,.545,.818,https://www.mlb.com/player/458679
Kirk Nieuwenhuis,CF,NYM,--,78,14,22,3,1,3,6,8,23,3,4,.282,.356,.462,.818,https://www.mlb.com/player/543590
Chris Johnson,3B,ARI,--,98,10,28,4,2,4,14,4,22,3,0,.286,.327,.490,.817,https://www.mlb.com/player/453400
John Mayberry Jr.,LF,PHI,--,96,13,22,3,0,8,20,10,25,0,0,.229,.306,.510,.816,https://www.mlb.com/player/460055
Josh Rutledge,2B,COL,--,65,12,19,6,3,0,7,2,16,2,0,.292,.338,.477,.815,https://www.mlb.com/player/592710
Shin-Soo Choo,RF,CLE,--,187,23,52,12,2,7,17,15,47,7,1,.278,.338,.476,.814,https://www.mlb.com/player/425783
Jimmy Rollins,SS,PHI,--,219,41,63,11,1,10,18,14,28,7,1,.288,.329,.484,.813,https://www.mlb.com/player/276519
Kyle Seager,3B,SEA,--,177,15,49,10,0,8,30,17,35,5,2,.277,.344,.469,.812,https://www.mlb.com/player/572122
Torii Hunter,CF,LAA,--,153,17,50,4,0,4,26,13,42,0,0,.327,.381,.431,.812,https://www.mlb.com/player/116338
Wilson Ramos,C,WSH,--,29,4,9,1,0,1,3,3,7,0,0,.310,.364,.448,.812,https://www.mlb.com/player/467092
Angel Pagan,CF,SF,--,170,26,50,15,2,4,16,10,27,11,4,.294,.333,.476,.810,https://www.mlb.com/player/434636
Matt Carpenter,3B,STL,--,83,9,24,6,0,2,15,11,18,0,0,.289,.375,.434,.809,https://www.mlb.com/player/572761
Albert Pujols,1B,LAA,--,189,19,54,17,0,7,33,11,23,2,0,.286,.322,.487,.809,https://www.mlb.com/player/405395
Yonder Alonso,1B,SD,--,136,9,42,8,0,3,15,15,28,0,0,.309,.373,.434,.806,https://www.mlb.com/player/475174
Billy Butler,DH,KC,--,177,15,51,6,0,8,25,17,40,1,0,.288,.349,.458,.806,https://www.mlb.com/player/456714
Josh Hamilton,LF,TEX,--,162,24,42,6,1,8,31,24,38,3,2,.259,.349,.457,.806,https://www.mlb.com/player/285078
Justin Sellers,2B,LAD,--,7,2,2,1,0,0,0,1,2,0,0,.286,.375,.429,.804,https://www.mlb.com/player/451088
Justin Turner,1B,NYM,--,36,2,11,5,0,0,6,2,4,0,1,.306,.359,.444,.803,https://www.mlb.com/player/457759
Russell Martin,C,NYY,--,70,11,16,3,0,5,13,8,8,0,0,.229,.316,.486,.802,https://www.mlb.com/player/431145
J.D. Martinez,LF,HOU,--,86,8,23,6,0,3,10,12,24,0,0,.267,.360,.442,.802,https://www.mlb.com/player/502110
Luke Scott,DH,TB,--,75,8,19,5,0,4,14,7,22,1,0,.253,.321,.480,.801,https://www.mlb.com/player/432928
Matt Cain,P,SF,--,12,2,4,1,0,0,0,1,6,0,0,.333,.385,.417,.801,https://www.mlb.com/player/430912
