player,position,team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,url
David Hernandez,P,ARI,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/456696
Bill Hall,LF,BAL,--,4,1,2,0,0,1,1,4,2,0,0,.500,.750,1.250,2.000,https://www.mlb.com/player/407849
Jorge De La Rosa,P,COL,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/407822
Aneury Rodriguez,P,HOU,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/444553
Carlos Villanueva,P,TOR,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/453646
Shelby Miller,P,STL,--,3,0,2,1,0,0,0,0,0,0,0,.667,.667,1.000,1.667,https://www.mlb.com/player/571946
Eddy Rodriguez,C,SD,--,4,1,1,0,0,1,1,2,2,0,0,.250,.500,1.000,1.500,https://www.mlb.com/player/453256
Darin Ruf,LF,PHI,--,16,3,6,1,0,3,3,1,7,0,0,.375,.412,1.000,1.412,https://www.mlb.com/player/573131
James Darnell,LF,SD,--,9,1,4,1,0,1,1,1,1,0,0,.444,.500,.889,1.389,https://www.mlb.com/player/543083
Hector Noesi,P,SEA,--,3,0,2,0,0,0,0,0,1,0,0,.667,.667,.667,1.333,https://www.mlb.com/player/456051
Dan Johnson,1B,CWS,--,13,1,5,1,0,1,1,6,1,0,0,.385,.579,.692,1.271,https://www.mlb.com/player/430681
Rafael Ortega,CF,COL,--,2,0,1,0,0,0,0,0,1,0,0,.500,.667,.500,1.167,https://www.mlb.com/player/542364
Jered Weaver,P,LAA,--,2,0,1,0,0,0,0,1,1,0,0,.500,.667,.500,1.167,https://www.mlb.com/player/450308
Carlos Quentin,LF,SD,--,149,12,47,14,0,12,12,21,20,0,0,.315,.424,.651,1.075,https://www.mlb.com/player/435041
Drew Pomeranz,P,COL,--,14,1,5,2,0,1,1,0,7,0,0,.357,.357,.714,1.071,https://www.mlb.com/player/519141
Giancarlo Stanton,RF,MIA,--,253,26,80,20,0,26,26,14,75,0,0,.316,.354,.704,1.058,https://www.mlb.com/player/519317
Travis Hafner,DH,CLE,--,107,9,32,3,2,9,9,18,24,0,0,.299,.427,.617,1.044,https://www.mlb.com/player/400098
Jeremy Hermida,RF,SD,--,13,0,5,1,1,0,0,1,5,0,0,.385,.429,.615,1.044,https://www.mlb.com/player/435181
Miguel Cabrera,1B,DET,--,331,28,106,19,0,27,27,32,55,0,0,.320,.382,.622,1.004,https://www.mlb.com/player/408234
Julio Teheran,P,ATL,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/527054
Brian Matusz,P,BAL,--,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/451085
David Carpenter,P,BOS,--,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/502304
Franklin Morales,P,BOS,--,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/462985
Jeanmar Gomez,P,CLE,--,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/491646
Rob Scahill,P,COL,--,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000,https://www.mlb.com/player/543746
Hernan Perez,2B,DET,--,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/541650
Jerome Williams,P,LAA,--,3,0,1,1,0,0,0,0,0,0,0,.333,.333,.667,1.000,https://www.mlb.com/player/425532
Derek Lowe,P,NYY,--,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/117955
Ramiro Pena,SS,NYY,--,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/455369
Jason Marquis,P,SD,--,18,0,8,2,0,0,0,0,3,0,0,.444,.444,.556,1.000,https://www.mlb.com/player/150302
Casey Kelly,P,SD,--,4,0,2,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/543391
Brandon Guyer,RF,TB,--,5,1,1,0,0,1,1,0,1,0,0,.200,.200,.800,1.000,https://www.mlb.com/player/446386
Yu Darvish,P,TEX,--,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,https://www.mlb.com/player/506433
Carlos Corporan,C,HOU,--,45,4,15,1,0,4,4,2,12,0,0,.333,.375,.622,.997,https://www.mlb.com/player/449786
David Ortiz,DH,BOS,--,195,15,61,13,0,15,15,21,28,0,0,.313,.380,.610,.990,https://www.mlb.com/player/120074
