player,position,team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,url
Daniel Norris,P,DET,--,1,1,1,0,0,1,2,0,0,0,0,1.000,1.000,4.000,5.000,https://www.mlb.com/player/596057
Nate Karns,P,TB,--,1,1,1,0,0,1,1,0,0,0,0,1.000,1.000,4.000,5.000,https://www.mlb.com/player/501992
Chin-hui Tsao,P,LAD,--,1,0,1,1,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/425835
Branden Pinder,P,NYY,--,1,0,1,1,0,0,1,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/572038
Peter O'Brien,LF,ARI,--,3,1,2,1,0,1,1,0,1,0,0,.667,.667,2.000,2.667,https://www.mlb.com/player/598284
Cody Stanley,C,STL,--,2,1,2,1,0,0,0,0,0,0,0,1.000,1.000,1.500,2.500,https://www.mlb.com/player/592774
Mike Wright,P,BAL,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/605541
Jemile Weeks,2B,BOS,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/457789
Justin Masterson,P,BOS,--,2,0,2,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/475416
Jon Moscot,P,CIN,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/621209
Aaron Laffey,P,COL,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/444836
Scott Kazmir,P,HOU,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/431148
Chris Young,P,KC,--,1,0,1,0,0,0,2,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/432934
Carter Capps,P,MIA,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/605169
Alex Dickerson,RF,SD,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/543105
Donn Roach,P,TOR,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/543698
Ronald Torreyes,SS,LAD,--,3,0,2,1,0,0,1,0,0,0,0,.667,.667,1.000,1.667,https://www.mlb.com/player/591720
Ryan Vogelsong,P,SF,--,6,1,3,1,0,1,2,0,2,0,0,.500,.500,1.167,1.667,https://www.mlb.com/player/285064
Dallas Beeler,P,CHC,--,2,0,1,1,0,0,0,0,0,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/542923
Pedro Villarreal,P,CIN,--,2,0,1,1,0,0,2,0,0,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/543881
Matt Duffy,3B,HOU,--,2,0,1,1,0,0,1,0,0,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/592274
Pedro Severino,C,WSH,--,2,0,1,1,0,0,0,0,0,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/600474
Jamie Romak,LF,ARI,--,7,0,4,2,0,0,1,0,2,0,0,.571,.571,.857,1.429,https://www.mlb.com/player/457449
Jose Fernandez,P,MIA,--,5,1,2,0,0,1,1,0,0,0,0,.400,.400,1.000,1.400,https://www.mlb.com/player/605228
Jarrett Parker,RF,SF,--,20,5,7,1,0,4,9,0,8,1,1,.350,.350,1.000,1.350,https://www.mlb.com/player/592620
Scott Schebler,LF,LAD,--,15,3,7,0,0,2,3,0,2,1,0,.467,.467,.867,1.333,https://www.mlb.com/player/594988
Tony Sanchez,C,PIT,--,3,1,2,0,0,0,0,0,0,0,0,.667,.667,.667,1.333,https://www.mlb.com/player/506997
Adam Conley,P,MIA,--,5,0,3,0,0,0,0,0,0,0,0,.600,.600,.600,1.200,https://www.mlb.com/player/543045
Chris Colabello,1B,TOR,--,124,20,53,12,0,9,24,0,22,0,0,.427,.441,.742,1.183,https://www.mlb.com/player/499624
Carlos Frias,P,LAD,--,2,0,1,0,0,0,0,0,1,0,0,.500,.667,.500,1.167,https://www.mlb.com/player/516910
Brian Bogusevic,LF,PHI,--,24,7,9,3,0,2,3,0,6,0,0,.375,.375,.750,1.125,https://www.mlb.com/player/460131
Chris Gimenez,C,TEX,--,26,9,8,0,0,4,7,0,4,2,0,.308,.308,.769,1.077,https://www.mlb.com/player/460269
