player,position,team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,url
Dallas Beeler,P,CHC,--,1,0,1,1,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/542923
Chin-hui Tsao,P,LAD,--,1,0,1,1,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/425835
Jett Bandy,C,LAA,--,2,1,1,0,0,1,1,0,0,0,0,.500,.500,2.000,2.500,https://www.mlb.com/player/542908
Nate Karns,P,TB,--,2,1,1,0,0,1,1,0,1,0,0,.500,.500,2.000,2.500,https://www.mlb.com/player/501992
Adam Loewen,P,ARI,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/429400
Keith Hessler,P,ARI,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/594857
Carter Capps,P,MIA,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/605169
Mike Pelfrey,P,MIN,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/460059
Carlos Torres,P,NYM,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/448614
Sammy Solis,P,WSH,--,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/519301
Peter O'Brien,LF,ARI,--,5,1,2,1,0,1,1,2,3,0,0,.400,.571,1.200,1.771,https://www.mlb.com/player/598284
Ryan Brett,2B,TB,--,3,0,2,1,0,0,0,0,0,0,0,.667,.667,1.000,1.667,https://www.mlb.com/player/592166
Yovani Gallardo,P,TEX,--,3,0,2,1,0,0,0,0,1,0,0,.667,.667,1.000,1.667,https://www.mlb.com/player/451596
Daniel Fields,LF,MIL,--,2,0,1,1,0,0,0,0,1,0,0,.500,.500,1.000,1.500,https://www.mlb.com/player/571665
Emmanuel Burriss,2B,WSH,--,3,0,2,0,0,0,0,2,0,0,0,.667,.800,.667,1.467,https://www.mlb.com/player/502034
Max Stassi,C,HOU,--,9,1,5,0,0,1,1,0,2,0,0,.556,.556,.889,1.444,https://www.mlb.com/player/545358
Tyler Matzek,P,COL,--,6,0,3,1,0,0,0,0,1,0,0,.500,.500,.667,1.167,https://www.mlb.com/player/554431
Alfredo Marte,LF,LAA,--,2,0,1,0,0,0,0,1,0,0,0,.500,.667,.500,1.167,https://www.mlb.com/player/501245
Rey Navarro,2B,BAL,--,15,1,6,2,0,1,1,0,2,0,0,.400,.400,.733,1.133,https://www.mlb.com/player/519071
Mason Williams,CF,NYY,--,9,0,4,2,0,0,0,0,2,0,0,.444,.444,.667,1.111,https://www.mlb.com/player/592863
Bryce Harper,RF,WSH,--,289,25,94,23,1,25,25,54,75,0,0,.325,.433,.671,1.104,https://www.mlb.com/player/547180
Corey Seager,SS,LAD,--,48,2,18,5,1,2,2,6,8,0,0,.375,.455,.646,1.100,https://www.mlb.com/player/608369
