player,position,team,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,url
Wil Nieves,C,ATL,--,1,1,1,0,0,1,4,0,0,0,0,1.000,1.000,4.000,5.000,https://www.mlb.com/player/408242
Jarrett Parker,RF,SF,--,1,2,1,0,0,1,4,0,0,0,0,1.000,1.000,4.000,5.000,https://www.mlb.com/player/592620
Aaron Altherr,CF,PHI,--,2,4,2,0,1,1,8,1,0,0,0,1.000,1.000,3.500,4.500,https://www.mlb.com/player/571437
Kelby Tomlinson,2B,SF,--,2,2,2,0,0,1,5,0,0,0,0,1.000,1.000,2.500,3.500,https://www.mlb.com/player/605509
David Lough,LF,BAL,--,1,2,1,1,0,0,2,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/518953
Jackie Bradley Jr.,CF,BOS,--,4,6,4,2,1,0,9,1,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/598265
Michael McKenry,C,COL,--,1,5,1,1,0,0,3,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/502374
Kyle Parker,RF,COL,--,2,0,2,0,1,0,5,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/592621
Jeff Mathis,C,MIA,--,1,3,1,1,0,0,3,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/425772
Gregorio Petit,2B,NYY,--,1,0,1,1,0,0,3,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/463610
Darnell Sweeney,2B,PHI,--,1,2,1,1,0,0,3,1,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/572182
Andrew Susac,C,SF,--,2,2,2,2,0,0,6,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/572180
Dalton Pompey,CF,TOR,--,1,2,1,1,0,0,2,0,0,0,0,1.000,1.000,2.000,3.000,https://www.mlb.com/player/592647
Mike Trout,CF,LAA,--,4,16,3,1,0,2,13,0,0,0,0,.750,.429,2.500,2.929,https://www.mlb.com/player/545361
Nolan Reimold,LF,BAL,--,4,2,3,1,0,1,8,0,1,0,0,.750,.750,1.750,2.500,https://www.mlb.com/player/460099
Paulo Orlando,RF,KC,--,2,5,1,0,0,1,4,0,0,0,0,.500,.500,2.000,2.500,https://www.mlb.com/player/449181
Justin Ruggiano,RF,LAD,--,2,5,1,0,0,1,4,0,1,0,0,.500,.500,2.000,2.500,https://www.mlb.com/player/448605
Jason Rogers,1B,MIL,--,2,5,1,0,0,1,4,0,1,0,0,.500,.500,2.000,2.500,https://www.mlb.com/player/595386
Hector Sanchez,C,SF,--,2,2,1,0,0,1,4,0,1,0,0,.500,.500,2.000,2.500,https://www.mlb.com/player/516949
Steve Clevenger,C,BAL,--,3,4,2,0,0,1,7,0,0,0,0,.667,.667,1.667,2.333,https://www.mlb.com/player/502182
Bryan Holaday,C,DET,--,3,1,3,1,0,0,7,0,0,0,0,1.000,1.000,1.333,2.333,https://www.mlb.com/player/592407
Chris Heisey,LF,LAD,--,2,4,1,0,0,1,5,0,1,0,0,.500,.333,2.000,2.333,https://www.mlb.com/player/502317
Julio Teheran,P,ATL,--,1,0,1,0,0,0,2,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/527054
Sandy Leon,C,BOS,--,1,1,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/506702
Joe Kelly,P,BOS,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/523260
Arismendy Alcantara,2B,CHC,--,1,1,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/570489
Cristhian Adames,SS,COL,--,1,1,1,0,0,0,2,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/542436
Justin Morneau,1B,COL,--,1,3,1,0,0,0,2,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/408047
Carlos Correa,SS,HOU,--,2,5,1,0,1,0,4,0,0,0,0,.500,.500,1.500,2.000,https://www.mlb.com/player/621043
Enrique Hernandez,LF,LAD,--,1,5,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/571771
Jose Tabata,RF,LAD,--,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,https://www.mlb.com/player/467798
