id,season_played,type,W,L,ERA,G,GS,SV,IP,SO,WHIP
429714,7 Seasons,career,11.0,15.0,5.88,131.0,21.0,0.0,223.1,180.0,1.69
640455,2020,most recent,4.0,3.0,4.50,11.0,11.0,0.0,54.0,45.0,NA
640455,5 Seasons,career,39.0,31.0,3.85,97.0,96.0,0.0,547.2,447.0,1.20
518716,2017,most recent,3.0,2.0,3.47,18.0,4.0,1.0,49.1,41.0,NA
518716,8 Seasons,career,51.0,48.0,4.09,165.0,128.0,1.0,853.2,619.0,1.34
121250,2013,most recent,6.0,2.0,2.11,64.0,0.0,44.0,64.0,54.0,NA
121250,19 Seasons,career,82.0,60.0,2.21,1115.0,10.0,652.0,1283.2,1173.0,1.00
534812,2018,most recent,0.0,1.0,11.00,10.0,0.0,0.0,9.0,7.0,NA
534812,5 Seasons,career,13.0,15.0,4.38,203.0,0.0,8.0,207.2,186.0,1.33
519166,2019,most recent,0.0,1.0,5.40,22.0,1.0,0.0,25.0,24.0,NA
519166,6 Seasons,career,4.0,8.0,4.46,185.0,1.0,3.0,179.2,211.0,1.42
123790,2010,most recent,7.0,2.0,1.43,71.0,0.0,37.0,69.1,104.0,NA
123790,16 Seasons,career,47.0,40.0,2.31,853.0,0.0,422.0,903.0,1196.0,1.00
607192,2020,most recent,5.0,1.0,4.08,11.0,11.0,0.0,57.1,91.0,NA
607192,5 Seasons,career,15.0,18.0,4.43,90.0,51.0,0.0,315.0,383.0,1.34
453329,2019,most recent,2.0,5.0,6.56,12.0,12.0,0.0,59.0,39.0,NA
453329,13 Seasons,career,90.0,69.0,3.98,236.0,218.0,0.0,1332.1,1024.0,1.30
456045,2014,most recent,0.0,0.0,0.00,3.0,0.0,0.0,4.0,0.0,NA
456045,4 Seasons,career,3.0,2.0,3.83,44.0,0.0,0.0,51.2,32.0,1.26
458730,2016,most recent,0.0,0.0,6.75,6.0,0.0,0.0,5.1,4.0,NA
458730,9 Seasons,career,20.0,28.0,3.82,335.0,8.0,37.0,336.2,297.0,1.44
543408,2017,most recent,1.0,7.0,6.69,27.0,13.0,0.0,72.2,62.0,NA
543408,6 Seasons,career,36.0,55.0,4.39,161.0,133.0,0.0,784.1,604.0,1.39
543219,2020,most recent,0.0,0.0,8.31,2.0,0.0,0.0,4.1,5.0,NA
543219,6 Seasons,career,4.0,5.0,4.34,81.0,3.0,0.0,112.0,90.0,1.42
433579,2016,most recent,0.0,4.0,7.25,4.0,4.0,0.0,22.1,16.0,NA
433579,10 Seasons,career,79.0,104.0,4.38,247.0,247.0,0.0,1503.1,1102.0,1.35
656725,2020,most recent,0.0,0.0,0.00,2.0,0.0,0.0,3.0,2.0,NA
656725,3 Seasons,career,0.0,5.0,7.50,15.0,2.0,0.0,36.0,26.0,1.83
552640,2020,most recent,0.0,0.0,2.25,8.0,1.0,1.0,8.0,3.0,NA
552640,4 Seasons,career,4.0,3.0,4.93,93.0,11.0,1.0,111.1,105.0,1.46
276351,2017,most recent,2.0,5.0,6.30,46.0,0.0,1.0,40.0,48.0,NA
276351,15 Seasons,career,34.0,47.0,4.22,595.0,16.0,79.0,684.2,694.0,1.37
593423,2020,most recent,3.0,5.0,5.60,11.0,11.0,0.0,53.0,60.0,NA
593423,5 Seasons,career,18.0,14.0,4.21,70.0,40.0,0.0,261.0,262.0,1.39
453353,2013,most recent,1.0,3.0,5.52,6.0,5.0,0.0,29.1,13.0,NA
453353,3 Seasons,career,6.0,11.0,7.01,33.0,21.0,0.0,123.1,53.0,1.65
346797,2015,most recent,0.0,0.0,6.23,6.0,0.0,0.0,4.1,0.0,NA
346797,12 Seasons,career,30.0,23.0,3.49,534.0,1.0,84.0,539.2,571.0,1.22
621389,2019,most recent,1.0,3.0,12.00,7.0,5.0,0.0,27.0,20.0,NA
621389,4 Seasons,career,16.0,22.0,4.99,92.0,44.0,0.0,326.1,178.0,1.45
433585,2015,most recent,1.0,2.0,6.14,14.0,0.0,0.0,22.0,21.0,NA
433585,11 Seasons,career,72.0,82.0,4.97,254.0,217.0,1.0,1291.0,869.0,1.44
456496,2015,most recent,1.0,1.0,4.00,26.0,0.0,0.0,27.0,33.0,NA
456496,3 Seasons,career,2.0,4.0,4.65,70.0,0.0,0.0,71.2,84.0,1.31
425226,2011,most recent,0.0,2.0,9.45,19.0,0.0,0.0,13.1,10.0,NA
425226,9 Seasons,career,16.0,25.0,4.79,242.0,36.0,0.0,460.0,337.0,1.46
543331,2018,most recent,0.0,1.0,20.25,2.0,0.0,0.0,1.1,0.0,NA
543331,7 Seasons,career,19.0,21.0,4.17,290.0,0.0,6.0,285.0,294.0,1.35
456071,2016,most recent,0.0,0.0,12.27,2.0,0.0,0.0,3.2,0.0,NA
456071,3 Seasons,career,3.0,9.0,5.15,37.0,20.0,0.0,131.0,77.0,1.37
456379,2017,most recent,0.0,2.0,2.50,21.0,0.0,0.0,18.0,14.0,NA
456379,7 Seasons,career,17.0,8.0,3.16,264.0,0.0,1.0,245.0,291.0,1.31
502381,2019,most recent,0.0,0.0,7.94,6.0,0.0,0.0,5.2,2.0,NA
502381,11 Seasons,career,35.0,36.0,3.15,646.0,0.0,66.0,617.1,621.0,1.10
449079,2015,most recent,0.0,0.0,3.68,11.0,0.0,0.0,7.1,5.0,NA
449079,8 Seasons,career,10.0,18.0,4.16,372.0,4.0,2.0,307.0,295.0,1.40
450212,2019,most recent,0.0,1.0,5.00,20.0,0.0,3.0,18.0,9.0,NA
450212,13 Seasons,career,36.0,25.0,2.82,544.0,0.0,16.0,488.0,471.0,1.04
595371,2015,most recent,0.0,0.0,12.00,5.0,0.0,0.0,3.0,4.0,NA
595371,1 Season,career,0.0,0.0,12.00,5.0,0.0,0.0,3.0,4.0,2.67
595234,2018,most recent,0.0,0.0,4.70,4.0,0.0,0.0,7.2,0.0,NA
595234,2 Seasons,career,0.0,0.0,5.61,14.0,0.0,1.0,25.2,14.0,1.60
656803,2020,most recent,0.0,0.0,16.20,3.0,0.0,0.0,1.2,0.0,NA
656803,3 Seasons,career,0.0,2.0,4.50,23.0,0.0,0.0,22.0,21.0,1.86
461856,2014,most recent,0.0,1.0,5.14,17.0,0.0,0.0,14.0,13.0,NA
461856,6 Seasons,career,5.0,4.0,3.25,151.0,2.0,0.0,169.0,135.0,1.17
544150,2017,most recent,0.0,3.0,5.12,18.0,0.0,1.0,31.2,34.0,NA
544150,2 Seasons,career,3.0,8.0,4.51,40.0,12.0,1.0,115.2,88.0,1.29
518833,2015,most recent,0.0,0.0,6.00,5.0,0.0,0.0,3.0,4.0,NA
518833,2 Seasons,career,0.0,0.0,8.55,27.0,0.0,0.0,20.0,17.0,2.20
518495,2011,most recent,0.0,1.0,6.57,11.0,0.0,0.0,12.1,4.0,NA
518495,1 Season,career,0.0,1.0,6.57,11.0,0.0,0.0,12.1,4.0,1.54
444849,2010,most recent,0.0,0.0,67.50,1.0,0.0,0.0,0.2,1.0,NA
444849,1 Season,career,0.0,0.0,67.50,1.0,0.0,0.0,0.2,1.0,4.50
607572,2020,most recent,2.0,3.0,3.86,22.0,0.0,0.0,21.0,27.0,NA
607572,3 Seasons,career,4.0,3.0,4.91,46.0,0.0,0.0,44.0,51.0,1.48
430950,2011,most recent,0.0,1.0,5.23,2.0,2.0,0.0,10.1,4.0,NA
430950,2 Seasons,career,0.0,1.0,4.40,5.0,2.0,0.0,14.1,5.0,1.33
600986,2019,most recent,1.0,0.0,9.00,6.0,0.0,0.0,7.0,8.0,NA
600986,3 Seasons,career,2.0,1.0,7.36,23.0,0.0,1.0,25.2,24.0,1.79
458950,2013,most recent,0.0,8.0,7.90,17.0,7.0,0.0,54.2,36.0,NA
458950,8 Seasons,career,16.0,23.0,5.31,97.0,51.0,0.0,371.0,272.0,1.42
460092,2014,most recent,0.0,1.0,22.50,2.0,0.0,0.0,2.0,3.0,NA
460092,6 Seasons,career,1.0,3.0,6.03,65.0,0.0,0.0,71.2,66.0,1.70
595001,2020,most recent,1.0,1.0,6.84,16.0,1.0,1.0,26.1,18.0,NA
595001,5 Seasons,career,6.0,12.0,5.60,101.0,12.0,2.0,184.2,150.0,1.54
501873,2012,most recent,0.0,0.0,6.43,9.0,0.0,0.0,14.0,4.0,NA
501873,3 Seasons,career,5.0,0.0,3.88,35.0,0.0,0.0,48.2,35.0,1.34
150277,2011,most recent,1.0,7.0,6.50,9.0,9.0,0.0,45.2,36.0,NA
150277,13 Seasons,career,92.0,108.0,4.44,306.0,286.0,0.0,1715.2,1279.0,1.51
592091,2016,most recent,1.0,0.0,3.11,27.0,0.0,0.0,37.2,14.0,NA
592091,3 Seasons,career,2.0,1.0,3.92,45.0,0.0,0.0,62.0,33.0,1.45
474284,2016,most recent,0.0,2.0,5.84,19.0,1.0,0.0,24.2,17.0,NA
474284,4 Seasons,career,4.0,5.0,4.17,84.0,8.0,0.0,123.0,121.0,1.33
469686,2014,most recent,1.0,2.0,6.52,10.0,0.0,0.0,19.1,16.0,NA
469686,7 Seasons,career,31.0,16.0,3.83,204.0,15.0,29.0,380.1,282.0,1.21
460128,2014,most recent,0.0,0.0,13.50,1.0,0.0,0.0,1.1,1.0,NA
460128,2 Seasons,career,0.0,0.0,9.00,3.0,0.0,0.0,3.0,2.0,3.33
451596,2018,most recent,8.0,8.0,6.39,21.0,18.0,0.0,94.1,58.0,NA
451596,12 Seasons,career,121.0,101.0,4.06,319.0,307.0,1.0,1816.2,1584.0,1.37
608337,2020,most recent,4.0,3.0,3.48,12.0,12.0,0.0,72.1,97.0,NA
608337,5 Seasons,career,31.0,29.0,4.44,86.0,84.0,0.0,489.0,495.0,1.23
622161,2018,most recent,0.0,0.0,6.87,14.0,0.0,0.0,18.1,15.0,NA
622161,2 Seasons,career,0.0,1.0,5.53,32.0,0.0,1.0,40.2,32.0,1.45
605441,2020,most recent,0.0,0.0,9.00,3.0,0.0,0.0,4.0,3.0,NA
605441,4 Seasons,career,5.0,2.0,6.36,66.0,0.0,0.0,69.1,68.0,1.60
457707,2014,most recent,0.0,0.0,67.50,2.0,0.0,0.0,0.2,0.0,NA
457707,4 Seasons,career,4.0,8.0,5.57,54.0,11.0,0.0,116.1,76.0,1.76
571710,2020,most recent,1.0,1.0,3.63,22.0,0.0,1.0,22.1,25.0,NA
571710,6 Seasons,career,21.0,17.0,3.41,306.0,0.0,21.0,345.1,412.0,1.14
517448,2016,most recent,1.0,1.0,6.46,6.0,1.0,0.0,15.1,8.0,NA
517448,1 Season,career,1.0,1.0,6.46,6.0,1.0,0.0,15.1,8.0,1.43
457768,2017,most recent,2.0,0.0,6.43,20.0,0.0,0.0,21.0,15.0,NA
457768,6 Seasons,career,20.0,12.0,3.13,231.0,0.0,1.0,236.0,168.0,1.37
519294,2018,most recent,0.0,0.0,8.59,8.0,0.0,0.0,7.1,4.0,NA
519294,3 Seasons,career,4.0,2.0,5.35,82.0,0.0,0.0,79.0,97.0,1.70
608652,2020,most recent,0.0,0.0,8.44,4.0,0.0,0.0,5.1,8.0,NA
608652,4 Seasons,career,4.0,4.0,5.00,43.0,4.0,0.0,63.0,68.0,1.38
570257,2020,most recent,0.0,0.0,2.13,12.0,0.0,0.0,12.2,17.0,NA
570257,3 Seasons,career,1.0,2.0,4.56,50.0,0.0,0.0,49.1,42.0,1.56
473879,2019,most recent,5.0,1.0,3.32,61.0,0.0,2.0,62.1,55.0,NA
473879,8 Seasons,career,24.0,23.0,3.40,376.0,1.0,59.0,386.2,310.0,1.28
657117,2019,most recent,0.0,0.0,162.00,2.0,0.0,0.0,0.1,1.0,NA
657117,2 Seasons,career,0.0,1.0,10.80,12.0,0.0,0.0,10.0,9.0,2.20
116414,2012,most recent,3.0,2.0,4.14,50.0,0.0,0.0,45.2,31.0,NA
116414,16 Seasons,career,51.0,55.0,3.64,724.0,52.0,300.0,1007.2,830.0,1.33
472610,2020,most recent,0.0,2.0,7.56,11.0,2.0,0.0,8.1,11.0,NA
472610,8 Seasons,career,14.0,17.0,4.26,326.0,4.0,6.0,315.0,291.0,1.53
670970,2020,most recent,2.0,2.0,4.66,9.0,4.0,0.0,19.1,25.0,NA
670970,2 Seasons,career,2.0,2.0,6.26,14.0,6.0,0.0,27.1,34.0,1.54
123387,2011,most recent,0.0,1.0,4.58,8.0,0.0,0.0,17.2,14.0,NA
123387,14 Seasons,career,100.0,103.0,4.65,397.0,266.0,2.0,1816.0,1209.0,1.37
621098,2018,most recent,0.0,0.0,7.71,3.0,0.0,0.0,2.1,2.0,NA
621098,1 Season,career,0.0,0.0,7.71,3.0,0.0,0.0,2.1,2.0,2.14
124604,2014,most recent,5.0,4.0,4.35,61.0,1.0,1.0,70.1,54.0,NA
124604,19 Seasons,career,97.0,130.0,4.81,719.0,248.0,2.0,2036.2,1189.0,1.54
501955,2016,most recent,0.0,0.0,2.25,20.0,0.0,0.0,20.0,18.0,NA
501955,10 Seasons,career,25.0,21.0,3.81,385.0,43.0,7.0,555.1,546.0,1.38
542585,2020,most recent,3.0,3.0,3.03,29.0,0.0,0.0,29.2,34.0,NA
542585,4 Seasons,career,5.0,9.0,4.13,97.0,0.0,0.0,113.1,120.0,1.50
656794,2020,most recent,0.0,2.0,11.20,4.0,4.0,0.0,13.2,10.0,NA
656794,4 Seasons,career,22.0,23.0,4.16,109.0,57.0,1.0,346.0,343.0,1.42
502042,2019,most recent,3.0,9.0,5.19,23.0,23.0,0.0,119.2,143.0,NA
502042,8 Seasons,career,60.0,80.0,3.86,212.0,210.0,0.0,1235.0,1349.0,1.25
518883,2018,most recent,0.0,0.0,18.00,4.0,0.0,0.0,2.0,1.0,NA
518883,2 Seasons,career,0.0,0.0,6.38,30.0,0.0,0.0,24.0,15.0,1.63
571863,2019,most recent,0.0,0.0,9.15,9.0,0.0,0.0,20.2,9.0,NA
571863,4 Seasons,career,6.0,6.0,4.88,36.0,16.0,1.0,125.1,69.0,1.27
605240,2020,most recent,0.0,1.0,3.66,18.0,0.0,0.0,19.2,24.0,NA
605240,4 Seasons,career,5.0,8.0,4.75,156.0,1.0,4.0,132.2,165.0,1.42
446248,2011,most recent,0.0,1.0,9.53,5.0,0.0,0.0,5.2,6.0,NA
446248,2 Seasons,career,0.0,2.0,8.34,12.0,2.0,0.0,22.2,12.0,1.90
408057,2011,most recent,2.0,2.0,6.32,19.0,0.0,0.0,15.2,17.0,NA
408057,7 Seasons,career,16.0,20.0,3.53,348.0,0.0,173.0,357.1,351.0,1.25
519096,2019,most recent,0.0,0.0,4.85,25.0,0.0,0.0,29.2,16.0,NA
519096,8 Seasons,career,22.0,8.0,3.39,358.0,0.0,3.0,403.2,262.0,1.21
545404,2015,most recent,0.0,1.0,7.88,2.0,2.0,0.0,8.0,5.0,NA
545404,5 Seasons,career,14.0,12.0,3.36,48.0,48.0,0.0,275.2,280.0,1.16
425657,2016,most recent,1.0,3.0,4.05,68.0,0.0,1.0,26.2,15.0,NA
425657,14 Seasons,career,30.0,17.0,3.48,839.0,0.0,14.0,533.1,358.0,1.35
605222,2017,most recent,0.0,0.0,-.--,1.0,0.0,0.0,0.0,0.0,NA
605222,2 Seasons,career,0.0,1.0,5.54,4.0,3.0,0.0,13.0,10.0,1.92
650828,2018,most recent,3.0,4.0,3.26,69.0,0.0,0.0,66.1,54.0,NA
650828,2 Seasons,career,3.0,4.0,3.31,88.0,0.0,0.0,84.1,74.0,1.20
434641,2014,most recent,1.0,2.0,3.96,61.0,0.0,0.0,63.2,44.0,NA
434641,6 Seasons,career,7.0,17.0,4.49,264.0,3.0,24.0,286.1,241.0,1.36
523260,2020,most recent,0.0,0.0,1.80,12.0,1.0,0.0,10.0,9.0,NA
523260,9 Seasons,career,48.0,29.0,3.89,317.0,80.0,3.0,686.2,569.0,1.39
543483,2020,most recent,0.0,1.0,6.10,11.0,0.0,0.0,10.1,11.0,NA
543483,5 Seasons,career,8.0,8.0,4.63,112.0,6.0,5.0,149.2,158.0,1.55
493117,2015,most recent,0.0,0.0,16.20,2.0,0.0,0.0,1.2,1.0,NA
493117,3 Seasons,career,1.0,1.0,5.74,29.0,0.0,2.0,26.2,32.0,1.46
607560,2020,most recent,1.0,0.0,7.61,23.0,0.0,0.0,23.2,25.0,NA
607560,2 Seasons,career,5.0,2.0,4.96,84.0,0.0,1.0,78.0,75.0,1.31
664092,2020,most recent,0.0,0.0,4.70,6.0,0.0,0.0,7.2,10.0,NA
664092,2 Seasons,career,0.0,0.0,6.19,10.0,0.0,0.0,16.0,19.0,1.75
664682,2020,most recent,0.0,0.0,0.00,2.0,0.0,0.0,2.2,3.0,NA
664682,2 Seasons,career,2.0,1.0,5.70,20.0,1.0,0.0,23.2,24.0,1.39
543238,2019,most recent,0.0,3.0,3.50,22.0,0.0,1.0,18.0,22.0,NA
543238,Career Minors,career,3.0,6.0,4.39,71.0,0.0,5.0,65.2,73.0,1.61
594840,2020,most recent,0.0,1.0,54.00,3.0,0.0,0.0,1.0,2.0,NA
594840,6 Seasons,career,5.0,5.0,4.57,181.0,2.0,2.0,177.1,134.0,1.40
425386,2017,most recent,0.0,1.0,135.00,1.0,1.0,0.0,0.2,0.0,NA
425386,13 Seasons,career,91.0,109.0,4.42,306.0,273.0,0.0,1765.1,1046.0,1.34
608379,2020,most recent,1.0,4.0,6.62,8.0,7.0,0.0,34.0,37.0,NA
608379,8 Seasons,career,60.0,43.0,4.01,173.0,158.0,0.0,901.2,796.0,1.33
543725,2014,most recent,1.0,0.0,6.75,13.0,0.0,0.0,12.0,9.0,NA
543725,3 Seasons,career,4.0,2.0,5.72,57.0,1.0,1.0,56.2,52.0,1.55
456051,2019,most recent,0.0,3.0,8.46,12.0,4.0,0.0,27.2,24.0,NA
456051,6 Seasons,career,12.0,34.0,5.51,119.0,57.0,0.0,423.0,303.0,1.47
518715,2020,most recent,0.0,0.0,0.00,1.0,0.0,0.0,2.0,1.0,NA
518715,9 Seasons,career,13.0,12.0,3.61,337.0,2.0,5.0,304.0,283.0,1.31
444436,2016,most recent,0.0,0.0,5.19,18.0,0.0,0.0,17.1,11.0,NA
444436,8 Seasons,career,17.0,18.0,3.43,375.0,0.0,0.0,393.1,271.0,1.34
488786,2018,most recent,4.0,1.0,3.51,51.0,0.0,0.0,51.1,41.0,NA
488786,7 Seasons,career,12.0,6.0,3.51,264.0,0.0,2.0,276.2,272.0,1.29
592165,2020,most recent,0.0,0.0,3.68,5.0,0.0,0.0,7.1,7.0,NA
592165,2 Seasons,career,3.0,6.0,4.45,49.0,0.0,0.0,54.2,54.0,1.28
115399,2010,most recent,0.0,0.0,0.00,10.0,0.0,0.0,4.1,3.0,NA
115399,16 Seasons,career,148.0,115.0,4.06,419.0,355.0,1.0,2268.1,1387.0,1.44
421685,2015,most recent,6.0,15.0,4.86,29.0,29.0,0.0,172.1,108.0,NA
421685,14 Seasons,career,128.0,143.0,4.26,387.0,381.0,0.0,2322.0,1842.0,1.36
650671,2020,most recent,0.0,1.0,7.36,6.0,0.0,0.0,3.2,6.0,NA
650671,2 Seasons,career,2.0,4.0,5.94,40.0,0.0,1.0,33.1,50.0,1.83
571441,2013,most recent,0.0,1.0,4.50,4.0,0.0,0.0,4.0,4.0,NA
571441,1 Season,career,0.0,1.0,4.50,4.0,0.0,0.0,4.0,4.0,2.00
446290,2011,most recent,1.0,1.0,2.96,31.0,0.0,0.0,24.1,11.0,NA
446290,1 Season,career,1.0,1.0,2.96,31.0,0.0,0.0,24.1,11.0,1.56
594943,2018,most recent,0.0,0.0,9.00,1.0,0.0,0.0,1.0,0.0,NA
594943,3 Seasons,career,2.0,4.0,4.94,31.0,6.0,2.0,85.2,37.0,1.17
133982,2010,most recent,1.0,3.0,7.71,38.0,0.0,0.0,35.0,14.0,NA
133982,13 Seasons,career,45.0,52.0,3.84,769.0,0.0,66.0,787.2,653.0,1.25
503285,2020,most recent,4.0,0.0,1.10,19.0,0.0,0.0,16.1,22.0,NA
503285,13 Seasons,career,40.0,19.0,2.51,604.0,0.0,21.0,576.2,600.0,1.02
607374,2020,most recent,1.0,0.0,1.15,7.0,0.0,0.0,15.2,19.0,NA
607374,6 Seasons,career,13.0,14.0,4.29,49.0,39.0,0.0,233.0,212.0,1.37
641962,2018,most recent,0.0,0.0,7.04,10.0,0.0,0.0,7.2,7.0,NA
641962,1 Season,career,0.0,0.0,7.04,10.0,0.0,0.0,7.2,7.0,2.09
502166,2015,most recent,0.0,0.0,5.40,1.0,1.0,0.0,5.0,1.0,NA
502166,6 Seasons,career,4.0,4.0,7.97,21.0,14.0,0.0,79.0,71.0,1.76
150116,2015,most recent,0.0,5.0,6.23,8.0,7.0,0.0,34.2,28.0,NA
150116,16 Seasons,career,133.0,125.0,4.24,390.0,379.0,1.0,2328.1,1814.0,1.35
571577,2018,most recent,0.0,0.0,0.00,1.0,0.0,0.0,1.1,2.0,NA
571577,2 Seasons,career,1.0,1.0,5.94,6.0,3.0,0.0,16.2,8.0,1.62
621086,2019,most recent,0.0,3.0,8.31,4.0,4.0,0.0,17.1,9.0,NA
621086,1 Season,career,0.0,3.0,8.31,4.0,4.0,0.0,17.1,9.0,1.79
605301,2019,most recent,1.0,0.0,4.35,12.0,0.0,0.0,10.1,9.0,NA
605301,2 Seasons,career,1.0,0.0,5.33,29.0,0.0,0.0,25.1,24.0,1.82
664856,2020,most recent,0.0,0.0,9.35,6.0,0.0,0.0,8.2,6.0,NA
664856,3 Seasons,career,1.0,2.0,8.42,22.0,1.0,1.0,41.2,33.0,1.85
621142,2020,most recent,2.0,3.0,5.81,27.0,0.0,5.0,26.1,18.0,NA
621142,3 Seasons,career,8.0,11.0,4.30,115.0,0.0,11.0,115.0,122.0,1.30
519186,2016,most recent,0.0,1.0,7.50,8.0,0.0,0.0,6.0,3.0,NA
519186,6 Seasons,career,5.0,6.0,3.80,221.0,0.0,2.0,173.0,162.0,1.31
434181,2014,most recent,2.0,3.0,2.57,63.0,0.0,0.0,63.0,38.0,NA
434181,11 Seasons,career,27.0,35.0,3.65,498.0,0.0,74.0,532.0,375.0,1.33
492821,2010,most recent,0.0,0.0,4.50,8.0,0.0,0.0,6.0,3.0,NA
492821,1 Season,career,0.0,0.0,4.50,8.0,0.0,0.0,6.0,3.0,1.33
424805,2011,most recent,1.0,0.0,5.73,8.0,0.0,0.0,11.0,5.0,NA
424805,10 Seasons,career,58.0,74.0,5.03,328.0,166.0,1.0,1169.0,666.0,1.46
477569,2019,most recent,0.0,0.0,6.75,3.0,0.0,0.0,2.2,3.0,NA
477569,10 Seasons,career,25.0,28.0,3.91,496.0,0.0,30.0,489.2,474.0,1.22
502043,2020,most recent,2.0,6.0,5.35,12.0,12.0,0.0,67.1,58.0,NA
502043,8 Seasons,career,69.0,74.0,4.57,205.0,200.0,0.0,1154.1,903.0,1.42
442707,2011,most recent,0.0,0.0,12.00,3.0,0.0,0.0,3.0,3.0,NA
442707,3 Seasons,career,5.0,1.0,3.79,77.0,0.0,0.0,73.2,71.0,1.22
605276,2020,most recent,0.0,0.0,6.43,3.0,0.0,0.0,7.0,1.0,NA
605276,3 Seasons,career,4.0,20.0,5.86,47.0,33.0,0.0,190.1,143.0,1.47
571901,2020,most recent,3.0,2.0,2.52,24.0,0.0,0.0,25.0,22.0,NA
571901,9 Seasons,career,15.0,22.0,3.38,406.0,0.0,6.0,351.0,326.0,1.24
400089,2015,most recent,2.0,0.0,6.35,6.0,0.0,0.0,5.2,4.0,NA
400089,14 Seasons,career,24.0,28.0,2.89,591.0,8.0,207.0,636.1,641.0,1.08
425789,2010,most recent,1.0,2.0,3.16,24.0,0.0,0.0,37.0,14.0,NA
425789,4 Seasons,career,4.0,2.0,3.38,73.0,2.0,2.0,117.0,54.0,1.18
656546,2020,most recent,2.0,1.0,9.28,16.0,0.0,1.0,21.1,20.0,NA
656546,5 Seasons,career,10.0,16.0,6.40,68.0,38.0,1.0,230.2,197.0,1.62
460105,2010,most recent,1.0,2.0,6.23,8.0,8.0,0.0,39.0,31.0,NA
460105,2 Seasons,career,8.0,18.0,4.51,40.0,40.0,0.0,229.1,142.0,1.43
572744,2013,most recent,1.0,2.0,6.44,6.0,6.0,0.0,29.1,18.0,NA
572744,1 Season,career,1.0,2.0,6.44,6.0,6.0,0.0,29.1,18.0,1.67
571670,2020,most recent,3.0,0.0,2.59,25.0,0.0,0.0,24.1,19.0,NA
571670,5 Seasons,career,14.0,7.0,3.33,144.0,0.0,0.0,159.2,139.0,1.33
488748,2020,most recent,2.0,0.0,4.50,10.0,0.0,0.0,6.0,8.0,NA
488748,6 Seasons,career,17.0,4.0,2.90,267.0,0.0,2.0,220.0,243.0,1.18
622072,2020,most recent,0.0,1.0,6.39,9.0,2.0,0.0,12.2,15.0,NA
622072,8 Seasons,career,53.0,44.0,3.45,188.0,138.0,0.0,851.2,783.0,1.23
459999,2011,most recent,0.0,0.0,5.14,4.0,0.0,0.0,7.0,4.0,NA
459999,3 Seasons,career,1.0,0.0,6.27,33.0,0.0,0.0,37.1,28.0,1.71
594027,2019,most recent,1.0,2.0,6.26,52.0,0.0,0.0,46.0,43.0,NA
594027,3 Seasons,career,2.0,5.0,5.77,113.0,0.0,0.0,106.0,111.0,1.66
453268,2020,most recent,4.0,2.0,3.65,23.0,0.0,6.0,24.2,27.0,NA
453268,6 Seasons,career,14.0,21.0,3.67,234.0,10.0,11.0,282.0,279.0,1.23
543881,2015,most recent,1.0,3.0,3.42,29.0,0.0,0.0,50.0,29.0,NA
543881,4 Seasons,career,1.0,6.0,4.29,44.0,1.0,0.0,71.1,46.0,1.44
624586,2020,most recent,2.0,0.0,1.23,24.0,0.0,0.0,14.2,20.0,NA
624586,5 Seasons,career,4.0,1.0,3.71,98.0,0.0,0.0,94.2,124.0,1.24
407825,2014,most recent,0.0,1.0,3.86,27.0,0.0,0.0,28.0,12.0,NA
407825,11 Seasons,career,27.0,35.0,3.52,555.0,3.0,6.0,623.0,411.0,1.26
592753,2017,most recent,0.0,0.0,0.00,1.0,0.0,0.0,1.0,0.0,NA
592753,1 Season,career,0.0,0.0,0.00,1.0,0.0,0.0,1.0,0.0,0.00
628711,2020,most recent,3.0,0.0,3.27,11.0,10.0,0.0,55.0,45.0,NA
628711,5 Seasons,career,12.0,7.0,3.20,74.0,38.0,4.0,239.0,232.0,1.25
430884,2013,most recent,2.0,3.0,0.74,38.0,0.0,0.0,36.2,46.0,NA
430884,10 Seasons,career,45.0,30.0,3.05,532.0,0.0,4.0,532.0,440.0,1.23
458681,2020,most recent,6.0,3.0,3.32,13.0,13.0,0.0,84.0,89.0,NA
458681,9 Seasons,career,104.0,71.0,3.57,260.0,236.0,1.0,1426.2,1415.0,1.29
453286,2020,most recent,5.0,4.0,3.74,12.0,12.0,0.0,67.1,92.0,NA
453286,13 Seasons,career,175.0,93.0,3.21,377.0,368.0,0.0,2357.1,2784.0,1.10
598264,2020,most recent,1.0,3.0,4.30,24.0,0.0,9.0,23.0,31.0,NA
598264,7 Seasons,career,26.0,21.0,4.08,325.0,2.0,15.0,337.1,438.0,1.37
458709,2014,most recent,1.0,0.0,15.75,5.0,0.0,0.0,4.0,2.0,NA
458709,8 Seasons,career,46.0,58.0,4.18,153.0,148.0,0.0,862.0,450.0,1.44
452061,2016,most recent,0.0,0.0,2.70,8.0,0.0,0.0,6.2,6.0,NA
452061,4 Seasons,career,0.0,1.0,3.22,27.0,0.0,0.0,22.1,20.0,1.48
621199,2019,most recent,2.0,0.0,3.66,27.0,0.0,0.0,32.0,25.0,NA
621199,4 Seasons,career,7.0,13.0,4.02,183.0,0.0,2.0,181.1,149.0,1.26
452241,2010,most recent,0.0,0.0,5.40,1.0,1.0,0.0,3.1,3.0,NA
452241,3 Seasons,career,4.0,13.0,5.17,55.0,19.0,0.0,135.2,121.0,1.67
346799,2010,most recent,0.0,0.0,4.50,2.0,0.0,0.0,2.0,3.0,NA
