id,season_played,type,W,L,ERA,G,GS,SV,IP,SO,WHIP
279782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279782,13 Seasons,career,136.0,125.0,4.37,365.0,342.0,1.0,2151.1,1156.0,1.39
501817,2019,most recent,0.0,0.0,6.75,2.0,0.0,0.0,1.1,0.0,NA
501817,4 Seasons,career,11.0,4.0,3.53,127.0,0.0,2.0,145.1,132.0,1.25
430962,2010,most recent,4.0,5.0,4.29,38.0,2.0,0.0,56.2,47.0,NA
430962,6 Seasons,career,14.0,16.0,5.31,119.0,23.0,0.0,268.0,214.0,1.59
434678,2015,most recent,0.0,0.0,0.00,1.0,0.0,0.0,2.1,2.0,NA
434678,8 Seasons,career,43.0,65.0,5.57,152.0,144.0,0.0,770.1,547.0,1.62
525768,2019,most recent,0.0,0.0,3.12,9.0,0.0,0.0,8.2,4.0,NA
525768,6 Seasons,career,12.0,17.0,3.60,275.0,0.0,0.0,242.1,245.0,1.41
276912,2010,most recent,0.0,3.0,5.28,43.0,1.0,0.0,46.0,39.0,NA
276912,10 Seasons,career,46.0,44.0,3.18,491.0,15.0,21.0,697.0,631.0,1.24
425646,2013,most recent,2.0,1.0,3.27,39.0,0.0,0.0,33.0,22.0,NA
425646,9 Seasons,career,38.0,47.0,3.34,534.0,0.0,19.0,554.1,367.0,1.30
122987,2012,most recent,2.0,3.0,5.28,6.0,6.0,0.0,30.2,7.0,NA
122987,17 Seasons,career,140.0,146.0,4.70,448.0,417.0,0.0,2542.2,1390.0,1.46
573668,2019,most recent,0.0,0.0,3.90,22.0,0.0,0.0,27.2,27.0,NA
573668,4 Seasons,career,6.0,4.0,3.93,125.0,0.0,10.0,128.1,142.0,1.43
452249,2012,most recent,0.0,2.0,2.79,6.0,0.0,0.0,9.2,7.0,NA
452249,6 Seasons,career,32.0,33.0,4.86,138.0,68.0,1.0,483.0,347.0,1.40
519242,2019,most recent,6.0,11.0,4.40,25.0,25.0,0.0,147.1,218.0,NA
519242,10 Seasons,career,109.0,73.0,3.03,312.0,232.0,12.0,1629.2,2007.0,1.03
571704,2020,most recent,0.0,0.0,9.82,4.0,0.0,1.0,3.2,6.0,NA
571704,7 Seasons,career,14.0,18.0,2.74,357.0,0.0,115.0,351.0,478.0,1.12
349193,2012,most recent,0.0,2.0,6.41,32.0,0.0,0.0,26.2,13.0,NA
349193,10 Seasons,career,12.0,16.0,4.28,483.0,0.0,3.0,353.0,336.0,1.36
572208,2017,most recent,0.0,0.0,3.60,3.0,0.0,0.0,5.0,5.0,NA
572208,2 Seasons,career,1.0,0.0,4.66,8.0,0.0,0.0,9.2,10.0,1.66
493159,2015,most recent,1.0,1.0,3.62,8.0,7.0,0.0,32.1,31.0,NA
493159,2 Seasons,career,5.0,5.0,3.36,21.0,20.0,0.0,101.2,88.0,1.25
606995,2018,most recent,0.0,0.0,1.46,10.0,0.0,0.0,12.1,11.0,NA
606995,1 Season,career,0.0,0.0,1.46,10.0,0.0,0.0,12.1,11.0,1.14
477003,2016,most recent,8.0,7.0,5.50,29.0,20.0,0.0,121.0,88.0,NA
477003,9 Seasons,career,69.0,68.0,4.07,211.0,197.0,0.0,1189.1,914.0,1.38
592773,2020,most recent,0.0,0.0,7.20,9.0,0.0,0.0,10.0,11.0,NA
592773,4 Seasons,career,2.0,7.0,4.00,152.0,56.0,1.0,173.1,210.0,1.32
465065,2011,most recent,2.0,1.0,2.93,49.0,0.0,0.0,27.2,25.0,NA
465065,2 Seasons,career,3.0,1.0,3.48,63.0,0.0,0.0,41.1,35.0,1.26
607231,2020,most recent,0.0,3.0,2.40,17.0,0.0,0.0,15.0,18.0,NA
607231,5 Seasons,career,19.0,15.0,3.80,134.0,28.0,3.0,262.2,233.0,1.34
457567,2011,most recent,0.0,3.0,4.50,17.0,0.0,0.0,24.0,17.0,NA
457567,3 Seasons,career,2.0,5.0,4.74,74.0,0.0,0.0,98.2,86.0,1.54
591701,2017,most recent,0.0,0.0,10.50,6.0,0.0,0.0,6.0,6.0,NA
591701,1 Season,career,0.0,0.0,10.50,6.0,0.0,0.0,6.0,6.0,2.50
460283,2019,most recent,1.0,0.0,3.90,45.0,0.0,1.0,32.1,37.0,NA
460283,13 Seasons,career,30.0,13.0,3.54,609.0,1.0,7.0,495.1,508.0,1.24
656887,2020,most recent,1.0,0.0,1.35,5.0,0.0,0.0,6.2,6.0,NA
656887,3 Seasons,career,5.0,8.0,4.40,21.0,13.0,0.0,71.2,76.0,1.60
502009,2017,most recent,0.0,1.0,6.60,3.0,3.0,0.0,15.0,10.0,NA
502009,9 Seasons,career,71.0,59.0,3.64,197.0,189.0,0.0,1153.1,1011.0,1.21
451775,2016,most recent,2.0,0.0,4.20,34.0,0.0,0.0,40.2,37.0,NA
451775,6 Seasons,career,11.0,15.0,4.35,216.0,0.0,0.0,231.2,242.0,1.32
493157,2017,most recent,3.0,4.0,3.98,49.0,0.0,2.0,43.0,50.0,NA
493157,9 Seasons,career,22.0,26.0,2.66,436.0,12.0,95.0,480.2,572.0,0.89
607200,2020,most recent,2.0,4.0,4.29,11.0,8.0,0.0,50.1,28.0,NA
607200,4 Seasons,career,8.0,11.0,5.10,46.0,34.0,0.0,194.0,130.0,1.51
545001,2014,most recent,2.0,0.0,2.95,25.0,0.0,0.0,36.2,32.0,NA
545001,2 Seasons,career,2.0,1.0,4.21,44.0,0.0,0.0,51.1,48.0,1.34
664869,2018,most recent,0.0,0.0,8.22,3.0,2.0,0.0,7.2,5.0,NA
664869,1 Season,career,0.0,0.0,8.22,3.0,2.0,0.0,7.2,5.0,2.22
642564,2017,most recent,5.0,2.0,5.80,32.0,4.0,0.0,54.1,69.0,NA
642564,1 Season,career,5.0,2.0,5.80,32.0,4.0,0.0,54.1,69.0,1.51
615698,2020,most recent,2.0,0.0,2.25,18.0,3.0,1.0,32.0,31.0,NA
615698,2 Seasons,career,8.0,8.0,4.47,41.0,21.0,1.0,135.0,120.0,1.28
596133,2020,most recent,1.0,9.0,6.58,12.0,12.0,0.0,52.0,55.0,NA
596133,5 Seasons,career,20.0,29.0,4.71,76.0,67.0,0.0,349.1,362.0,1.40
460597,2011,most recent,1.0,2.0,5.47,26.0,0.0,0.0,24.2,14.0,NA
460597,3 Seasons,career,4.0,7.0,7.02,61.0,0.0,0.0,59.0,38.0,1.85
457935,2014,most recent,0.0,1.0,5.02,13.0,0.0,0.0,14.1,10.0,NA
457935,5 Seasons,career,2.0,3.0,4.47,112.0,0.0,0.0,100.2,98.0,1.27
623364,2020,most recent,0.0,0.0,18.00,1.0,0.0,0.0,1.0,2.0,NA
623364,3 Seasons,career,2.0,2.0,5.27,50.0,0.0,0.0,42.2,61.0,1.08
622663,2019,most recent,1.0,1.0,1.50,3.0,3.0,0.0,12.0,17.0,NA
622663,5 Seasons,career,42.0,26.0,3.46,99.0,88.0,0.0,530.0,589.0,1.15
596057,2020,most recent,3.0,1.0,3.25,14.0,1.0,0.0,27.2,28.0,NA
596057,7 Seasons,career,18.0,31.0,4.46,111.0,83.0,0.0,454.0,410.0,1.39
592767,2020,most recent,0.0,1.0,3.42,7.0,5.0,0.0,26.1,42.0,NA
592767,7 Seasons,career,35.0,35.0,4.13,188.0,111.0,3.0,710.2,714.0,1.26
622783,2019,most recent,0.0,0.0,9.00,1.0,0.0,0.0,1.0,0.0,NA
622783,2 Seasons,career,0.0,0.0,5.28,10.0,0.0,0.0,15.1,10.0,1.50
516769,2015,most recent,1.0,0.0,0.00,7.0,0.0,0.0,7.1,7.0,NA
516769,5 Seasons,career,9.0,14.0,3.68,113.0,18.0,28.0,183.1,162.0,1.48
597113,2019,most recent,0.0,2.0,5.04,28.0,0.0,0.0,25.0,24.0,NA
597113,2 Seasons,career,1.0,2.0,4.88,35.0,0.0,0.0,31.1,33.0,1.60
519455,2020,most recent,0.0,0.0,7.94,3.0,2.0,0.0,5.2,6.0,NA
519455,12 Seasons,career,95.0,91.0,4.06,277.0,275.0,0.0,1608.1,1271.0,1.25
453580,2012,most recent,0.0,1.0,4.70,14.0,0.0,0.0,15.1,9.0,NA
453580,2 Seasons,career,0.0,1.0,6.75,27.0,0.0,0.0,26.2,15.0,1.99
446372,2020,most recent,0.0,0.0,0.00,1.0,1.0,0.0,1.0,1.0,NA
446372,10 Seasons,career,98.0,58.0,3.16,209.0,204.0,0.0,1342.2,1462.0,1.09
518886,2020,most recent,0.0,1.0,5.28,18.0,0.0,2.0,15.1,28.0,NA
518886,11 Seasons,career,31.0,24.0,2.17,583.0,0.0,348.0,568.2,926.0,0.96
499107,2014,most recent,0.0,0.0,4.18,30.0,0.0,0.0,32.1,20.0,NA
499107,4 Seasons,career,2.0,1.0,2.98,56.0,0.0,0.0,60.1,33.0,1.21
134268,2012,most recent,0.0,2.0,8.31,10.0,0.0,0.0,8.2,6.0,NA
134268,14 Seasons,career,86.0,75.0,3.67,446.0,178.0,63.0,1380.0,1582.0,1.27
595345,2018,most recent,0.0,0.0,1.23,10.0,0.0,0.0,7.1,8.0,NA
595345,3 Seasons,career,1.0,1.0,4.28,70.0,0.0,0.0,48.1,44.0,1.18
446321,2020,most recent,1.0,1.0,3.20,16.0,0.0,0.0,19.2,15.0,NA
446321,12 Seasons,career,27.0,48.0,4.56,224.0,95.0,1.0,673.1,415.0,1.47
670329,2020,most recent,1.0,1.0,5.40,12.0,0.0,0.0,10.0,7.0,NA
670329,2 Seasons,career,1.0,2.0,7.31,14.0,1.0,0.0,16.0,9.0,1.94
465679,2015,most recent,0.0,1.0,6.86,9.0,2.0,1.0,21.0,17.0,NA
465679,6 Seasons,career,16.0,20.0,4.38,83.0,44.0,1.0,314.1,231.0,1.45
502085,2019,most recent,0.0,1.0,5.40,7.0,0.0,0.0,6.2,6.0,NA
502085,12 Seasons,career,53.0,33.0,2.90,661.0,0.0,137.0,663.2,880.0,1.15
608723,2020,most recent,2.0,5.0,6.34,11.0,11.0,0.0,49.2,44.0,NA
608723,3 Seasons,career,5.0,7.0,5.11,24.0,21.0,0.0,105.2,99.0,1.32
150302,2015,most recent,3.0,4.0,6.46,9.0,9.0,0.0,47.1,37.0,NA
150302,15 Seasons,career,124.0,118.0,4.61,377.0,318.0,1.0,1968.1,1174.0,1.45
434619,2011,most recent,0.0,0.0,10.00,8.0,0.0,0.0,9.0,3.0,NA
434619,6 Seasons,career,4.0,8.0,5.81,55.0,18.0,0.0,150.1,84.0,1.48
595411,2020,most recent,1.0,0.0,0.00,10.0,0.0,1.0,9.2,2.0,NA
595411,3 Seasons,career,3.0,1.0,2.73,28.0,0.0,1.0,29.2,20.0,1.18
430942,2011,most recent,0.0,1.0,6.48,7.0,0.0,0.0,8.1,6.0,NA
430942,5 Seasons,career,3.0,4.0,5.82,97.0,0.0,0.0,82.0,75.0,1.87
670426,2020,most recent,0.0,0.0,10.50,6.0,0.0,0.0,6.0,4.0,NA
670426,2 Seasons,career,0.0,0.0,8.78,16.0,0.0,0.0,13.1,12.0,1.50
457915,2020,most recent,0.0,0.0,4.02,14.0,0.0,0.0,15.2,13.0,NA
457915,10 Seasons,career,11.0,12.0,3.73,266.0,0.0,33.0,296.2,241.0,1.39
453214,2019,most recent,0.0,1.0,8.53,6.0,0.0,0.0,6.1,5.0,NA
453214,7 Seasons,career,24.0,16.0,3.86,81.0,44.0,1.0,347.2,271.0,1.33
658305,2020,most recent,0.0,0.0,10.80,4.0,0.0,1.0,3.1,1.0,NA
658305,2 Seasons,career,2.0,0.0,6.17,41.0,0.0,1.0,42.1,46.0,1.68
640451,2020,most recent,0.0,2.0,4.15,10.0,0.0,0.0,8.2,6.0,NA
640451,2 Seasons,career,1.0,2.0,3.00,17.0,0.0,0.0,15.0,17.0,1.13
607359,2016,most recent,1.0,1.0,5.48,16.0,0.0,0.0,21.1,22.0,NA
607359,3 Seasons,career,3.0,2.0,6.26,52.0,0.0,0.0,54.2,58.0,1.43
623451,2018,most recent,2.0,3.0,4.93,29.0,0.0,0.0,38.1,33.0,NA
623451,2 Seasons,career,4.0,4.0,4.83,36.0,4.0,0.0,63.1,54.0,1.47
543261,2017,most recent,0.0,0.0,0.00,3.0,0.0,0.0,0.2,0.0,NA
543261,3 Seasons,career,0.0,0.0,9.00,18.0,0.0,0.0,18.0,14.0,2.17
548357,2018,most recent,0.0,1.0,5.79,3.0,2.0,0.0,14.0,7.0,NA
548357,5 Seasons,career,11.0,15.0,5.59,71.0,25.0,0.0,215.2,130.0,1.47
608032,2020,most recent,1.0,3.0,7.50,26.0,0.0,1.0,24.0,27.0,NA
608032,4 Seasons,career,11.0,12.0,5.01,195.0,0.0,12.0,183.1,198.0,1.45
110683,2012,most recent,1.0,3.0,4.61,35.0,5.0,0.0,52.2,36.0,NA
110683,18 Seasons,career,102.0,115.0,4.48,658.0,248.0,41.0,1956.1,1250.0,1.49
596720,2020,most recent,0.0,3.0,7.11,17.0,0.0,0.0,19.0,23.0,NA
596720,4 Seasons,career,1.0,4.0,6.81,76.0,0.0,0.0,80.2,77.0,1.59
506433,2020,most recent,8.0,3.0,2.01,12.0,12.0,0.0,76.0,93.0,NA
506433,8 Seasons,career,71.0,56.0,3.47,182.0,182.0,0.0,1127.0,1392.0,1.16
547939,2013,most recent,0.0,0.0,5.40,6.0,0.0,0.0,5.0,5.0,NA
547939,1 Season,career,0.0,0.0,5.40,6.0,0.0,0.0,5.0,5.0,2.60
622491,2020,most recent,4.0,6.0,3.21,12.0,12.0,0.0,70.0,89.0,NA
622491,4 Seasons,career,32.0,33.0,3.62,90.0,90.0,0.0,519.2,578.0,1.17
456501,2020,most recent,2.0,3.0,5.40,12.0,12.0,0.0,63.1,56.0,NA
456501,13 Seasons,career,128.0,90.0,3.41,308.0,308.0,0.0,1919.2,1612.0,1.20
572020,2020,most recent,1.0,1.0,6.64,5.0,5.0,0.0,20.1,26.0,NA
572020,8 Seasons,career,57.0,33.0,3.58,136.0,136.0,0.0,753.1,829.0,1.21
606160,2020,most recent,0.0,1.0,4.08,17.0,0.0,8.0,17.2,19.0,NA
606160,6 Seasons,career,8.0,17.0,4.93,97.0,30.0,8.0,239.0,242.0,1.56
534576,2014,most recent,0.0,1.0,7.64,15.0,0.0,0.0,17.2,8.0,NA
534576,1 Season,career,0.0,1.0,7.64,15.0,0.0,0.0,17.2,8.0,1.64
650644,2020,most recent,4.0,6.0,4.74,12.0,12.0,0.0,74.0,69.0,NA
650644,2 Seasons,career,7.0,10.0,3.69,22.0,22.0,0.0,131.2,115.0,1.20
502260,2015,most recent,1.0,0.0,5.40,19.0,0.0,0.0,11.2,13.0,NA
502260,6 Seasons,career,6.0,8.0,2.98,223.0,0.0,11.0,202.2,244.0,1.26
592665,2018,most recent,1.0,6.0,4.50,55.0,0.0,0.0,56.0,44.0,NA
592665,8 Seasons,career,19.0,27.0,3.53,465.0,0.0,125.0,458.2,469.0,1.19
461872,2019,most recent,3.0,4.0,4.56,59.0,0.0,4.0,53.1,52.0,NA
461872,10 Seasons,career,26.0,36.0,4.32,375.0,32.0,10.0,641.0,485.0,1.35
542289,2018,most recent,0.0,0.0,2.25,2.0,0.0,1.0,4.0,1.0,NA
542289,2 Seasons,career,0.0,2.0,3.97,7.0,3.0,1.0,22.2,16.0,1.24
592879,2020,most recent,1.0,3.0,6.81,10.0,7.0,0.0,37.0,31.0,NA
592879,4 Seasons,career,9.0,15.0,5.95,57.0,34.0,0.0,198.0,191.0,1.45
543136,2013,most recent,0.0,0.0,21.60,2.0,0.0,0.0,1.2,1.0,NA
543136,3 Seasons,career,2.0,3.0,4.61,71.0,0.0,0.0,56.2,39.0,1.46
448287,2010,most recent,5.0,7.0,4.83,16.0,13.0,0.0,87.2,37.0,NA
448287,2 Seasons,career,9.0,12.0,4.99,31.0,25.0,0.0,155.0,79.0,1.50
276542,2017,most recent,1.0,6.0,4.65,52.0,0.0,2.0,50.1,46.0,NA
276542,16 Seasons,career,58.0,49.0,3.83,764.0,55.0,53.0,1068.2,1058.0,1.24
571584,2016,most recent,0.0,3.0,7.40,23.0,0.0,0.0,24.1,21.0,NA
571584,2 Seasons,career,1.0,3.0,7.15,35.0,0.0,0.0,34.0,32.0,1.74
594792,2016,most recent,2.0,0.0,4.24,15.0,0.0,0.0,17.0,16.0,NA
594792,2 Seasons,career,4.0,2.0,4.50,54.0,0.0,0.0,52.0,53.0,1.38
611093,2020,most recent,0.0,0.0,18.00,1.0,0.0,0.0,1.0,1.0,NA
611093,5 Seasons,career,2.0,2.0,4.82,92.0,0.0,1.0,89.2,94.0,1.32
445060,2017,most recent,6.0,15.0,4.92,33.0,33.0,0.0,181.0,143.0,NA
445060,12 Seasons,career,114.0,118.0,4.56,330.0,312.0,0.0,1887.2,1513.0,1.33
476601,2013,most recent,1.0,3.0,4.30,34.0,0.0,0.0,37.2,23.0,NA
476601,6 Seasons,career,3.0,5.0,4.51,103.0,2.0,0.0,133.2,100.0,1.40
622505,2019,most recent,3.0,2.0,4.85,46.0,0.0,0.0,42.2,24.0,NA
622505,3 Seasons,career,4.0,3.0,4.28,79.0,0.0,0.0,80.0,50.0,1.34
669214,2020,most recent,1.0,0.0,2.38,7.0,0.0,0.0,11.1,8.0,NA
669214,2 Seasons,career,1.0,1.0,4.13,15.0,3.0,0.0,28.1,30.0,1.27
502304,2019,most recent,0.0,0.0,5.40,4.0,0.0,0.0,3.1,2.0,NA
502304,6 Seasons,career,11.0,11.0,3.69,222.0,0.0,4.0,214.2,218.0,1.36
435140,2010,most recent,0.0,0.0,30.86,3.0,0.0,0.0,2.1,0.0,NA
435140,4 Seasons,career,4.0,6.0,9.51,33.0,15.0,0.0,82.1,53.0,2.17
457812,2011,most recent,0.0,0.0,2.25,3.0,0.0,0.0,4.0,2.0,NA
457812,2 Seasons,career,0.0,0.0,5.40,4.0,0.0,0.0,5.0,2.0,1.40
606930,2020,most recent,0.0,2.0,5.50,18.0,0.0,0.0,18.0,24.0,NA
606930,5 Seasons,career,4.0,13.0,4.36,200.0,1.0,5.0,198.0,209.0,1.39
607473,2019,most recent,0.0,0.0,4.86,12.0,0.0,1.0,16.2,11.0,NA
607473,3 Seasons,career,7.0,0.0,3.89,86.0,0.0,1.0,104.0,76.0,1.28
519076,2019,most recent,0.0,2.0,6.95,10.0,3.0,0.0,22.0,26.0,NA
519076,6 Seasons,career,33.0,46.0,4.22,119.0,107.0,0.0,633.1,578.0,1.37
641729,2020,most recent,1.0,3.0,7.15,25.0,0.0,5.0,22.2,22.0,NA
641729,4 Seasons,career,10.0,16.0,5.65,183.0,0.0,17.0,164.0,199.0,1.37
542609,2016,most recent,1.0,2.0,5.66,43.0,0.0,1.0,41.1,43.0,NA
542609,2 Seasons,career,3.0,4.0,5.27,73.0,0.0,3.0,68.1,82.0,1.51
573109,2020,most recent,0.0,0.0,3.38,3.0,0.0,0.0,2.2,1.0,NA
573109,8 Seasons,career,17.0,18.0,3.08,377.0,0.0,99.0,368.2,427.0,1.28
594772,2017,most recent,0.0,0.0,8.16,5.0,0.0,0.0,14.1,4.0,NA
594772,4 Seasons,career,2.0,3.0,4.73,29.0,3.0,0.0,64.2,33.0,1.50
572788,2016,most recent,0.0,1.0,2.86,20.0,2.0,0.0,28.1,22.0,NA
572788,2 Seasons,career,0.0,9.0,4.56,34.0,9.0,0.0,71.0,57.0,1.44
657228,2019,most recent,0.0,0.0,6.84,18.0,0.0,0.0,26.1,23.0,NA
657228,2 Seasons,career,0.0,1.0,6.99,21.0,0.0,0.0,28.1,24.0,1.38
277417,2014,most recent,6.0,6.0,2.88,20.0,20.0,0.0,115.2,107.0,NA
277417,14 Seasons,career,138.0,106.0,3.88,335.0,332.0,0.0,2051.0,1901.0,1.23
464400,2011,most recent,3.0,5.0,5.23,10.0,10.0,0.0,53.1,38.0,NA
464400,1 Season,career,3.0,5.0,5.23,10.0,10.0,0.0,53.1,38.0,1.44
642770,2020,most recent,1.0,0.0,10.13,14.0,0.0,0.0,13.1,12.0,NA
642770,2 Seasons,career,1.0,0.0,8.18,22.0,0.0,0.0,22.0,18.0,1.82
628452,2020,most recent,4.0,3.0,2.74,22.0,0.0,8.0,23.0,31.0,NA
628452,6 Seasons,career,18.0,32.0,3.15,274.0,21.0,106.0,411.2,479.0,1.12
642152,2020,most recent,0.0,0.0,3.86,20.0,0.0,0.0,23.1,26.0,NA
642152,3 Seasons,career,12.0,9.0,3.95,150.0,1.0,4.0,157.1,165.0,1.28
451661,2018,most recent,2.0,2.0,2.20,45.0,0.0,2.0,41.0,33.0,NA
451661,6 Seasons,career,17.0,12.0,3.71,288.0,0.0,13.0,276.1,312.0,1.17
669060,2020,most recent,1.0,0.0,4.02,6.0,2.0,1.0,15.2,15.0,NA
669060,3 Seasons,career,3.0,1.0,5.91,15.0,7.0,1.0,42.2,37.0,1.80
434638,2011,most recent,1.0,0.0,3.86,5.0,2.0,0.0,14.0,10.0,NA
434638,6 Seasons,career,18.0,25.0,5.75,106.0,56.0,0.0,358.1,224.0,1.62
430589,2017,most recent,1.0,1.0,5.40,19.0,0.0,0.0,16.2,11.0,NA
430589,14 Seasons,career,52.0,48.0,3.89,844.0,0.0,74.0,807.1,624.0,1.28
641154,2020,most recent,6.0,4.0,3.61,11.0,11.0,0.0,57.1,59.0,NA
641154,3 Seasons,career,13.0,16.0,4.47,42.0,42.0,0.0,227.1,200.0,1.23
656954,2020,most recent,4.0,3.0,3.58,10.0,10.0,0.0,55.1,48.0,NA
656954,3 Seasons,career,4.0,4.0,4.50,21.0,17.0,0.0,94.0,85.0,1.50
434538,2019,most recent,5.0,3.0,3.47,69.0,0.0,0.0,70.0,63.0,NA
434538,14 Seasons,career,112.0,114.0,4.15,419.0,300.0,1.0,1813.2,1815.0,1.36
607555,2020,most recent,0.0,0.0,1.17,8.0,0.0,0.0,7.2,3.0,NA
607555,2 Seasons,career,0.0,0.0,2.70,25.0,0.0,0.0,20.0,10.0,1.35
594736,2019,most recent,0.0,1.0,9.35,5.0,2.0,0.0,8.2,9.0,NA
594736,3 Seasons,career,9.0,9.0,4.76,39.0,26.0,0.0,160.2,107.0,1.36
594311,2019,most recent,0.0,0.0,2.96,23.0,0.0,1.0,24.1,14.0,NA
594311,3 Seasons,career,1.0,0.0,3.43,43.0,0.0,1.0,44.2,32.0,1.25
453307,2016,most recent,0.0,2.0,11.81,2.0,2.0,0.0,5.1,3.0,NA
453307,8 Seasons,career,25.0,30.0,5.17,120.0,57.0,0.0,393.1,234.0,1.51
448165,2012,most recent,1.0,4.0,3.68,30.0,0.0,14.0,29.1,18.0,NA
448165,8 Seasons,career,29.0,33.0,3.52,444.0,0.0,138.0,439.2,319.0,1.19
458250,2011,most recent,1.0,0.0,9.95,15.0,0.0,0.0,12.2,11.0,NA
458250,3 Seasons,career,2.0,5.0,4.99,80.0,1.0,0.0,83.0,60.0,1.58
656977,2020,most recent,0.0,0.0,12.27,4.0,0.0,0.0,3.2,2.0,NA
656977,3 Seasons,career,1.0,0.0,5.36,50.0,0.0,0.0,47.0,61.0,1.47
573185,2019,most recent,2.0,4.0,9.82,14.0,8.0,0.0,47.2,33.0,NA
573185,8 Seasons,career,44.0,40.0,4.56,156.0,140.0,0.0,803.1,681.0,1.32
453156,2015,most recent,1.0,3.0,4.91,36.0,0.0,0.0,33.0,20.0,NA
453156,2 Seasons,career,1.0,4.0,3.97,64.0,0.0,0.0,59.0,41.0,1.24
519411,2015,most recent,0.0,0.0,0.00,2.0,0.0,0.0,3.0,2.0,NA
519411,2 Seasons,career,0.0,0.0,3.86,5.0,0.0,0.0,7.0,5.0,1.43
543698,2016,most recent,2.0,0.0,8.44,4.0,0.0,0.0,5.1,2.0,NA
543698,3 Seasons,career,3.0,1.0,5.77,21.0,2.0,0.0,39.0,20.0,1.77
518567,2017,most recent,0.0,2.0,9.00,11.0,0.0,0.0,17.0,18.0,NA
518567,7 Seasons,career,38.0,35.0,3.64,214.0,78.0,2.0,695.1,494.0,1.20
430636,2010,most recent,0.0,5.0,6.41,12.0,8.0,0.0,46.1,26.0,NA
430636,7 Seasons,career,38.0,53.0,4.80,152.0,136.0,0.0,803.2,639.0,1.55
622554,2019,most recent,3.0,0.0,4.01,27.0,0.0,0.0,24.2,29.0,NA
622554,2 Seasons,career,5.0,5.0,3.27,80.0,0.0,16.0,82.2,103.0,1.09
449161,2012,most recent,3.0,1.0,3.92,7.0,7.0,0.0,39.0,41.0,NA
449161,2 Seasons,career,3.0,1.0,3.49,11.0,9.0,0.0,49.0,52.0,1.12
642073,2019,most recent,1.0,0.0,5.89,17.0,0.0,1.0,18.1,22.0,NA
642073,3 Seasons,career,3.0,0.0,2.98,43.0,0.0,2.0,45.1,48.0,1.17
543805,2012,most recent,0.0,1.0,4.35,11.0,0.0,0.0,10.1,10.0,NA
543805,2 Seasons,career,0.0,3.0,3.15,51.0,0.0,0.0,40.0,41.0,1.28
461325,2020,most recent,2.0,1.0,2.77,26.0,2.0,0.0,26.0,26.0,NA
461325,14 Seasons,career,55.0,47.0,3.13,777.0,14.0,68.0,842.0,931.0,1.10
608566,2020,most recent,4.0,6.0,3.75,13.0,13.0,0.0,81.2,73.0,NA
608566,5 Seasons,career,42.0,30.0,4.24,109.0,106.0,0.0,634.1,640.0,1.27
641771,2020,most recent,2.0,3.0,4.27,11.0,9.0,0.0,46.1,44.0,NA
641771,4 Seasons,career,20.0,23.0,4.36,72.0,70.0,0.0,359.1,320.0,1.42
543272,2020,most recent,2.0,1.0,2.05,23.0,0.0,16.0,22.0,29.0,NA
543272,10 Seasons,career,26.0,43.0,3.65,396.0,43.0,105.0,608.2,624.0,1.24
657610,2019,most recent,2.0,2.0,10.47,22.0,0.0,1.0,16.1,15.0,NA
657610,3 Seasons,career,9.0,11.0,5.35,132.0,0.0,9.0,131.1,129.0,1.39
571825,2019,most recent,1.0,0.0,3.52,5.0,0.0,0.0,7.2,7.0,NA
571825,Career Minors,career,3.0,2.0,4.47,75.0,3.0,2.0,100.2,99.0,1.49
571963,2016,most recent,0.0,0.0,6.30,7.0,0.0,0.0,10.0,9.0,NA
571963,1 Season,career,0.0,0.0,6.30,7.0,0.0,0.0,10.0,9.0,1.70
429901,2011,most recent,0.0,1.0,4.46,26.0,0.0,0.0,38.1,16.0,NA
429901,8 Seasons,career,13.0,30.0,5.21,143.0,64.0,1.0,454.2,265.0,1.49
444836,2015,most recent,1.0,0.0,3.68,3.0,0.0,0.0,7.1,3.0,NA
444836,8 Seasons,career,26.0,29.0,4.44,156.0,68.0,1.0,494.1,245.0,1.52
469690,2013,most recent,0.0,1.0,6.00,4.0,0.0,0.0,3.0,2.0,NA
469690,4 Seasons,career,6.0,3.0,7.05,82.0,0.0,0.0,83.0,64.0,1.81
605156,2019,most recent,6.0,8.0,5.65,29.0,18.0,0.0,110.0,82.0,NA
605156,4 Seasons,career,9.0,13.0,6.49,47.0,28.0,0.0,170.2,123.0,1.51
571539,2019,most recent,0.0,1.0,4.66,11.0,5.0,0.0,9.2,10.0,NA
571539,2 Seasons,career,1.0,1.0,7.46,30.0,5.0,0.0,25.1,27.0,2.05
448179,2020,most recent,2.0,2.0,3.03,8.0,8.0,0.0,38.2,31.0,NA
448179,16 Seasons,career,67.0,44.0,3.79,292.0,164.0,0.0,976.0,1035.0,1.22
408072,2011,most recent,0.0,1.0,0.96,5.0,0.0,0.0,9.1,7.0,NA
408072,7 Seasons,career,7.0,2.0,4.33,125.0,0.0,1.0,133.0,138.0,1.41
543294,2020,most recent,6.0,5.0,2.88,12.0,12.0,0.0,81.1,64.0,NA
543294,7 Seasons,career,69.0,48.0,3.12,175.0,174.0,0.0,1047.1,882.0,1.10
430641,2018,most recent,2.0,1.0,12.05,21.0,0.0,1.0,21.2,9.0,NA
430641,12 Seasons,career,17.0,27.0,4.55,447.0,0.0,5.0,468.1,292.0,1.43
