id,Season,Pitches,Zone %,Zone Swing %,Zone Contact %,Chase %,Chase Contact %,Edge %,1st Pitch Strike %,Swing %,Whiff %,Meatball %,Meatball Swing %
475115,2019,595.0,47.3,59.8,91.7,27.5,66.3,41.8,59.9,42.7,16.9,7.4,81.8
475115,ALL,7385.0,45.0,60.7,86.2,27.2,54.8,41.3,56.4,42.2,24.9,7.1,72.7
475115,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
425562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596112,2016,721.0,44.9,71.0,87.0,28.2,63.4,39.0,52.9,47.4,20.8,7.4,86.8
596112,2017,1464.0,45.5,67.5,79.3,27.4,52.3,42.5,54.3,45.6,29.5,6.9,79.2
596112,2018,247.0,50.2,64.5,77.5,24.4,66.7,42.5,44.4,44.5,25.5,6.1,86.7
596112,2019,1028.0,44.8,68.8,77.6,34.7,34.4,37.9,63.4,49.8,39.3,7.0,80.0
596112,2020,176.0,46.0,61.7,74.0,37.9,41.7,40.9,58.1,48.9,39.5,4.5,75.0
596112,ALL,3636.0,45.5,68.0,80.0,29.9,48.6,40.4,56.1,47.2,30.9,6.8,81.4
596112,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
554374,2017,434.0,44.5,63.7,77.2,21.2,45.1,42.2,50.9,40.1,32.2,6.5,64.3
554374,ALL,434.0,44.5,63.7,77.2,21.2,45.1,42.2,50.9,40.1,32.2,6.5,64.3
554374,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
456662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592865,2017,78.0,53.8,69.0,82.8,19.4,42.9,37.2,70.0,46.2,25.0,7.7,83.3
592865,2018,940.0,46.1,66.5,76.4,27.6,49.3,42.2,59.7,45.5,32.5,6.7,81.0
592865,2019,267.0,46.4,75.0,79.6,25.2,58.3,39.7,54.8,48.3,26.4,6.7,100.0
592865,2020,272.0,44.5,61.2,79.7,27.8,47.6,39.0,56.7,42.6,31.9,7.0,78.9
592865,ALL,1557.0,46.2,67.2,77.9,26.9,50.2,41.0,58.8,45.5,30.9,6.8,84.0
592865,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
119469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462515,2015,492.0,47.2,66.4,76.0,26.2,69.1,43.1,67.2,45.1,26.1,7.3,80.6
462515,2016,236.0,48.7,67.0,84.4,28.1,47.1,44.9,48.4,47.0,27.0,5.1,58.3
462515,2017,325.0,50.2,63.2,84.5,26.5,60.5,44.0,64.4,44.9,22.6,6.8,72.7
462515,2018,99.0,46.5,78.3,77.8,28.3,73.3,36.4,56.0,51.5,23.5,11.1,90.9
462515,ALL,1152.0,48.3,66.5,80.3,26.8,62.5,43.1,61.5,46.0,25.1,7.0,76.5
462515,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
595798,2019,263.0,50.2,66.7,89.8,24.4,43.8,42.2,49.3,45.6,22.5,9.1,79.2
595798,ALL,263.0,50.2,66.7,89.8,24.4,43.8,42.2,49.3,45.6,22.5,9.1,79.2
595798,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
500674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487675,2017,147.0,56.5,69.9,70.7,26.6,41.2,44.9,58.1,51.0,36.0,5.4,87.5
487675,2018,127.0,46.5,55.9,69.7,26.5,61.1,36.2,60.6,40.2,33.3,6.3,50.0
487675,ALL,274.0,51.8,64.1,70.3,26.5,51.4,40.9,59.4,46.0,34.9,5.8,68.8
487675,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
119215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593969,2016,32.0,46.9,80.0,83.3,17.6,0.0,46.9,50.0,46.9,33.3,3.1,100.0
593969,2017,237.0,45.1,62.6,85.1,26.2,50.0,42.2,71.0,42.6,26.7,8.0,68.4
593969,ALL,269.0,45.4,64.8,84.8,25.2,45.9,42.8,68.6,43.1,27.6,7.4,70.0
593969,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
592094,2018,571.0,45.5,75.0,82.1,27.3,54.1,39.8,55.6,49.0,26.4,6.5,78.4
592094,2019,397.0,43.6,68.8,77.3,25.4,61.4,39.8,46.2,44.3,27.8,7.1,78.6
592094,2020,260.0,45.0,65.0,69.7,27.3,35.9,36.2,56.9,44.2,41.7,5.4,71.4
592094,ALL,1228.0,44.8,70.9,78.2,26.7,52.5,39.0,52.9,46.5,29.9,6.4,77.2
592094,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
593833,2018,789.0,55.1,71.9,80.8,22.0,55.1,39.3,59.5,49.4,24.4,9.8,84.4
593833,2019,1210.0,51.5,71.3,75.0,26.9,58.2,44.4,59.1,49.8,29.4,7.1,83.7
593833,2020,381.0,46.7,75.3,70.9,33.5,60.3,41.7,61.8,53.0,32.7,7.6,89.7
593833,ALL,2380.0,51.9,72.1,76.4,26.6,57.9,42.3,59.7,50.2,28.3,8.1,84.9
593833,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
488683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657277,2019,676.0,45.7,64.1,86.4,24.8,57.1,40.7,55.7,42.8,22.8,7.5,58.8
657277,2020,998.0,48.0,63.7,83.6,22.0,57.9,38.7,60.2,42.0,22.9,7.3,76.7
657277,ALL,1674.0,47.1,63.8,84.7,23.1,57.6,39.5,58.3,42.3,22.9,7.4,69.4
657277,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
548384,2020,336.0,47.0,70.3,75.7,31.5,53.6,38.4,59.5,49.7,31.7,8.3,64.3
548384,ALL,336.0,47.0,70.3,75.7,31.5,53.6,38.4,59.5,49.7,31.7,8.3,64.3
548384,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
400291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425835,2015,132.0,41.7,74.5,82.9,35.1,66.7,43.9,67.6,51.5,23.5,3.8,100.0
425835,2016,36.0,41.7,66.7,90.0,9.5,50.0,30.6,44.4,33.3,16.7,8.3,100.0
425835,ALL,168.0,41.7,72.9,84.3,29.6,65.5,41.1,63.0,47.6,22.5,4.8,100.0
425835,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
605194,2016,441.0,50.8,68.8,80.5,34.1,63.5,43.5,66.1,51.7,25.0,5.4,70.8
605194,2017,2173.0,51.1,68.1,81.3,25.0,67.8,42.4,59.4,47.1,22.1,8.6,75.3
605194,ALL,2614.0,51.1,68.2,81.1,26.5,66.9,42.6,60.5,47.9,22.6,8.1,74.8
605194,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
460657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621345,2017,248.0,50.6,69.6,75.9,36.9,40.0,40.9,63.3,53.6,36.1,8.9,86.4
621345,2018,1045.0,49.1,70.5,76.2,30.2,49.7,41.1,58.5,49.5,32.1,7.8,80.0
621345,2019,588.0,45.9,73.0,79.2,29.9,49.5,38.6,54.4,49.7,30.5,7.1,83.3
621345,2020,397.0,47.9,72.6,77.5,28.0,55.2,41.1,57.6,49.4,29.1,6.3,80.0
621345,ALL,2278.0,48.2,71.4,77.2,30.4,49.3,40.4,57.8,50.0,31.6,7.5,81.7
621345,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
642231,2017,337.0,50.9,61.5,88.9,19.4,76.7,39.2,55.6,40.7,14.6,12.3,71.8
642231,2018,673.0,49.0,61.8,83.3,25.9,56.2,40.6,55.4,43.5,24.9,6.1,65.9
642231,2019,770.0,43.2,63.1,84.8,26.1,63.2,44.8,51.8,42.1,22.8,5.2,75.0
642231,2020,52.0,50.0,65.4,82.4,7.7,100.0,44.2,53.8,36.5,15.8,7.7,75.0
642231,ALL,1832.0,46.9,62.4,84.9,24.5,62.6,42.2,53.9,42.2,22.0,6.8,71.0
642231,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
502033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488674,2015,1048.0,48.5,61.0,94.2,25.6,59.4,37.9,59.6,42.7,16.5,8.4,81.8
488674,ALL,1048.0,48.5,61.0,94.2,25.6,59.4,37.9,59.6,42.7,16.5,8.4,81.8
488674,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
641816,2017,369.0,48.9,58.9,86.8,24.5,71.7,44.0,60.9,41.2,17.8,9.2,61.8
641816,2018,2071.0,51.2,66.3,80.9,26.9,62.5,44.9,62.5,47.1,24.3,6.9,78.3
641816,2019,2211.0,49.9,64.8,83.2,27.1,61.5,46.1,68.3,45.8,23.4,6.7,74.8
641816,2020,852.0,45.9,64.7,75.1,29.3,49.6,42.5,62.2,45.5,33.8,6.9,81.4
641816,ALL,5503.0,49.7,65.0,81.3,27.2,60.3,45.0,64.7,45.9,25.0,7.0,76.0
641816,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
543208,2017,1169.0,53.9,61.7,87.7,23.0,65.3,44.8,61.7,43.9,17.7,9.6,70.5
543208,2018,2041.0,47.4,63.4,88.7,25.8,57.4,42.0,64.2,43.6,21.0,6.3,73.6
543208,2019,1427.0,49.1,61.6,83.1,28.5,48.8,39.9,66.3,44.8,28.0,7.9,76.1
543208,2020,67.0,35.8,58.3,100.0,11.6,80.0,37.3,47.1,28.4,5.3,6.0,75.0
543208,ALL,4704.0,49.4,62.4,86.9,25.7,56.3,42.0,64.0,43.8,22.2,7.6,73.5
543208,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
113296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592145,2018,1013.0,51.6,63.7,82.0,23.5,51.3,41.6,59.4,44.2,25.9,8.4,77.6
592145,2019,617.0,47.3,61.3,83.9,17.4,60.0,40.3,53.9,38.4,21.9,7.7,71.7
592145,2020,20.0,55.0,72.7,87.5,11.1,100.0,40.0,50.0,45.0,11.1,0.0,NA
592145,ALL,1650.0,50.1,63.0,82.7,21.0,54.4,41.1,57.3,42.1,24.4,8.0,75.6
592145,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
543901,2015,407.0,47.9,64.6,89.7,22.2,76.6,44.7,56.0,42.5,13.9,5.4,77.3
543901,2016,539.0,56.8,60.8,90.3,21.0,71.4,48.2,63.1,43.6,13.6,6.9,62.2
543901,2017,55.0,60.0,45.5,93.3,36.4,100.0,43.6,85.7,41.8,4.3,7.3,100.0
543901,2018,74.0,50.0,56.8,100.0,32.4,75.0,28.4,72.0,44.6,9.1,12.2,66.7
543901,2019,674.0,49.6,62.0,89.9,27.6,75.5,45.1,66.3,44.7,14.6,8.5,75.4
543901,2020,645.0,49.6,62.5,89.0,20.6,73.1,44.2,63.8,41.4,15.0,7.0,71.1
543901,ALL,2394.0,51.2,61.6,90.1,23.7,75.1,44.9,63.8,43.1,14.0,7.3,71.8
543901,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
463645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622097,2016,919.0,45.6,62.6,89.7,23.1,66.1,39.9,48.9,40.9,17.6,7.7,81.4
622097,2017,803.0,49.3,64.9,89.1,20.6,54.8,41.5,55.2,42.5,19.4,6.0,70.8
622097,2018,286.0,43.7,68.0,85.9,26.7,65.1,37.1,59.2,44.8,21.1,6.3,77.8
622097,ALL,2008.0,46.8,64.3,88.9,22.7,62.0,40.1,53.0,42.1,18.8,6.8,77.2
622097,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
592169,2016,206.0,47.1,64.9,88.9,34.9,52.6,47.6,55.9,49.0,24.8,4.4,88.9
592169,2017,497.0,53.1,66.2,85.6,28.9,49.3,38.2,62.8,48.9,24.3,7.9,84.6
592169,2018,603.0,52.5,64.2,82.8,25.9,66.2,43.0,52.5,45.9,21.7,8.5,72.5
592169,2019,779.0,46.6,64.2,82.4,30.5,56.7,39.3,58.3,46.2,26.7,7.7,71.7
592169,2020,359.0,45.4,66.9,69.7,24.5,56.3,41.8,65.5,43.7,34.4,7.5,70.4
592169,ALL,2444.0,49.2,65.1,82.0,28.6,56.8,41.0,58.5,46.6,25.8,7.6,75.3
592169,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
119984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457779,2016,40.0,52.5,57.1,100.0,21.1,75.0,42.5,73.3,40.0,6.3,2.5,100.0
457779,ALL,40.0,52.5,57.1,100.0,21.1,75.0,42.5,73.3,40.0,6.3,2.5,100.0
457779,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
518533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453385,2015,615.0,52.7,67.9,90.0,29.6,76.7,45.5,61.3,49.8,13.7,6.8,73.8
453385,2016,1086.0,46.2,63.9,86.9,27.7,66.0,43.9,62.7,44.5,20.1,6.2,80.6
453385,2017,3045.0,46.5,67.2,86.6,30.3,67.0,44.2,62.5,47.4,20.0,6.2,73.1
453385,2018,2387.0,48.5,67.5,88.2,24.5,60.7,42.9,61.6,45.3,19.5,7.6,74.2
453385,2019,728.0,47.7,66.9,93.5,28.1,67.3,40.7,59.2,46.6,14.7,7.4,74.1
453385,ALL,7861.0,47.7,66.9,88.1,27.9,66.0,43.5,61.8,46.5,18.9,6.8,74.6
453385,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
462382,2015,1054.0,51.7,60.7,86.4,34.0,71.1,43.7,61.2,47.8,18.8,8.2,65.1
462382,2016,1054.0,50.8,56.6,87.8,26.6,63.8,43.1,56.8,41.8,19.7,9.8,67.0
462382,2017,975.0,46.3,59.1,84.6,27.4,58.7,43.0,60.2,42.1,24.4,6.6,76.6
462382,2018,1016.0,50.7,64.7,87.7,24.2,67.8,44.5,59.3,44.7,17.6,7.4,74.7
462382,ALL,4099.0,49.9,60.3,86.7,28.0,65.6,43.6,59.4,44.1,20.0,8.0,70.1
462382,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
542432,2015,215.0,44.7,67.7,78.5,20.2,79.2,40.5,61.5,41.4,21.3,7.0,86.7
542432,2016,571.0,47.6,65.4,74.7,24.4,61.6,40.8,57.3,44.0,29.1,7.7,77.3
542432,2017,1031.0,49.1,72.5,77.3,25.0,60.5,42.7,58.1,48.4,27.3,6.9,82.9
542432,2018,155.0,42.6,56.1,81.1,23.6,61.9,50.3,57.9,37.4,25.9,4.5,85.7
542432,ALL,1972.0,47.7,68.8,76.9,24.1,62.8,42.5,58.2,45.5,27.1,7.0,81.6
542432,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
502253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607030,2018,30.0,50.0,73.3,81.8,13.3,0.0,43.3,57.1,43.3,30.8,20.0,83.3
607030,ALL,30.0,50.0,73.3,81.8,13.3,0.0,43.3,57.1,43.3,30.8,20.0,83.3
607030,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
518693,2015,693.0,48.5,58.6,84.3,23.8,47.1,45.3,49.7,40.7,27.0,6.9,70.8
518693,2016,179.0,46.4,60.2,82.0,28.1,59.3,46.4,59.1,43.0,26.0,5.0,100.0
518693,2017,950.0,47.6,63.1,82.7,30.2,56.0,45.0,56.7,45.8,26.7,7.3,76.8
518693,2018,887.0,45.7,64.7,80.5,27.8,45.5,42.7,52.8,44.6,31.3,5.7,66.7
518693,2019,40.0,52.5,71.4,100.0,21.1,100.0,47.5,72.7,47.5,0.0,2.5,0.0
518693,2020,109.0,44.0,66.7,87.5,23.0,42.9,49.5,36.0,42.2,26.1,8.3,55.6
518693,ALL,2858.0,47.1,62.5,82.9,27.4,51.0,44.7,53.5,43.9,27.7,6.6,72.2
518693,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
543054,2015,1170.0,46.0,68.2,90.2,21.2,56.0,39.7,54.4,42.8,19.0,6.8,74.7
543054,2016,1095.0,45.0,60.6,87.6,19.4,66.7,39.1,54.5,38.0,18.3,7.2,67.1
543054,2017,485.0,40.6,66.5,86.3,22.6,67.7,39.4,51.8,40.4,19.9,7.4,80.6
543054,ALL,2750.0,44.7,64.9,88.6,20.8,62.3,39.4,54.0,40.5,18.9,7.1,72.7
543054,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
446488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605452,2015,1153.0,49.0,65.0,81.7,32.8,61.1,42.2,58.9,48.6,25.4,8.3,83.3
605452,2016,1708.0,48.3,65.3,83.8,30.1,58.6,43.5,56.4,47.1,24.5,7.3,75.8
605452,2017,1204.0,50.8,63.5,81.6,30.1,65.7,43.4,63.8,47.1,23.3,7.1,69.0
605452,2018,250.0,45.6,76.3,90.8,35.3,68.8,53.2,63.2,54.0,17.0,5.2,76.9
605452,2019,1138.0,44.2,69.2,81.6,29.4,66.8,42.4,59.3,47.0,23.6,5.9,77.6
605452,ALL,5453.0,48.0,66.0,82.8,30.8,62.9,43.4,59.5,47.7,23.8,7.1,76.6
605452,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
608678,2015,287.0,42.9,70.7,80.5,28.0,67.4,42.5,62.2,46.3,24.1,5.9,64.7
608678,2016,477.0,47.4,72.0,85.2,34.8,57.5,43.2,61.1,52.2,24.5,7.4,85.7
608678,2017,1082.0,45.3,66.3,78.5,34.0,48.8,39.9,57.0,48.6,32.9,6.7,79.5
608678,2018,389.0,46.3,73.9,78.2,34.4,55.6,46.0,54.7,52.7,29.8,5.7,81.8
608678,2019,682.0,41.0,68.4,83.3,35.0,51.1,43.1,62.2,48.7,30.4,6.5,86.0
608678,2020,191.0,37.2,74.6,84.9,35.0,35.7,33.5,63.8,49.7,36.8,5.2,80.0
608678,ALL,3108.0,44.1,69.5,81.1,33.9,52.0,41.7,59.4,49.5,30.1,6.5,81.0
608678,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
460008,2015,199.0,47.2,57.4,87.0,23.8,64.0,48.2,62.7,39.7,20.3,4.5,88.9
460008,ALL,199.0,47.2,57.4,87.0,23.8,64.0,48.2,62.7,39.7,20.3,4.5,88.9
460008,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
594902,2017,1411.0,52.1,65.3,85.6,26.7,73.3,43.5,59.1,46.9,17.7,8.2,72.2
594902,2018,541.0,52.1,61.3,81.5,20.1,75.0,41.4,56.6,41.6,20.0,7.9,72.1
594902,2019,27.0,55.6,46.7,71.4,25.0,66.7,37.0,83.3,37.0,30.0,11.1,100.0
594902,ALL,1979.0,52.2,64.0,84.4,24.9,73.6,42.9,58.7,45.3,18.4,8.2,72.7
594902,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
642121,2019,130.0,40.0,63.5,78.8,37.2,69.0,43.8,55.2,47.7,25.8,5.4,85.7
642121,2020,416.0,43.0,76.0,75.0,27.8,59.1,47.8,52.0,48.6,30.2,7.2,86.7
642121,ALL,546.0,42.3,73.2,75.7,30.2,62.1,46.9,52.7,48.4,29.2,6.8,86.5
642121,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
476011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605200,2015,539.0,42.3,59.6,80.1,28.0,65.5,43.2,60.4,41.4,25.6,4.6,56.0
605200,2016,2588.0,45.1,60.6,84.6,30.4,71.9,46.5,61.7,44.0,20.2,4.9,72.2
605200,2017,3089.0,46.6,64.0,86.7,24.5,71.0,45.1,57.3,42.9,18.0,6.2,77.6
605200,2018,1124.0,44.2,65.2,86.1,26.0,65.6,44.6,58.2,43.3,20.5,7.5,70.2
605200,2019,2680.0,40.8,66.2,88.5,27.6,72.8,46.9,53.6,43.3,17.4,3.7,79.8
605200,2020,1055.0,42.7,62.0,82.8,26.3,59.7,46.0,56.2,41.5,25.6,4.7,70.0
605200,ALL,11075.0,44.0,63.4,86.0,27.1,69.8,45.8,57.6,43.1,19.7,5.2,74.1
605200,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
592779,2016,484.0,52.3,65.6,80.7,29.9,63.8,43.0,60.3,48.6,24.3,8.1,76.9
592779,2017,585.0,50.6,73.6,81.7,22.8,56.1,41.2,61.2,48.5,24.3,8.4,79.6
592779,2018,336.0,50.3,70.8,79.8,26.4,64.3,40.6,57.8,48.2,23.5,9.1,75.9
592779,2019,486.0,47.5,69.3,84.4,25.5,67.7,37.4,60.5,46.3,20.4,9.5,84.8
592779,ALL,1891.0,50.2,69.9,81.8,25.9,62.8,40.6,60.2,47.9,23.2,8.7,79.8
592779,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
592238,2018,46.0,43.5,55.0,72.7,7.7,100.0,37.0,50.0,28.3,23.1,4.3,50.0
592238,ALL,46.0,43.5,55.0,72.7,7.7,100.0,37.0,50.0,28.3,23.1,4.3,50.0
592238,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
572119,2016,216.0,42.1,62.6,93.0,19.2,50.0,39.8,59.3,37.5,19.8,6.9,60.0
572119,ALL,216.0,42.1,62.6,93.0,19.2,50.0,39.8,59.3,37.5,19.8,6.9,60.0
572119,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
606424,2017,892.0,49.5,67.8,80.3,25.1,55.8,40.5,55.6,46.2,26.5,9.3,85.5
606424,2018,1037.0,48.8,65.4,86.5,24.1,65.9,43.0,51.1,44.2,19.0,6.0,78.7
606424,2019,759.0,51.1,65.9,83.5,27.0,68.0,44.2,50.5,46.9,20.8,7.1,79.6
606424,2020,284.0,58.5,57.2,84.2,16.1,84.2,41.2,62.2,40.1,15.8,9.5,70.4
606424,ALL,2972.0,50.5,65.3,83.6,24.5,64.2,42.4,53.3,45.1,21.5,7.6,80.4
606424,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
639373,2018,90.0,50.0,75.6,79.4,8.9,75.0,33.3,48.0,42.2,21.1,6.7,83.3
639373,2019,197.0,43.1,69.4,79.7,26.8,70.0,43.7,63.3,45.2,23.6,9.6,73.7
639373,ALL,287.0,45.3,71.5,79.6,21.7,70.6,40.4,58.1,44.3,22.8,8.7,76.0
639373,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
592644,2016,79.0,49.4,74.4,93.1,15.0,83.3,48.1,44.4,44.3,8.6,8.9,85.7
592644,2018,1268.0,50.1,71.6,85.2,29.7,70.7,44.4,61.3,50.7,19.1,6.8,84.9
592644,2019,1794.0,47.8,71.4,87.4,29.2,67.0,43.5,64.9,49.4,18.8,6.6,78.0
592644,2020,446.0,50.0,77.1,80.8,28.7,65.6,43.7,59.5,52.9,23.3,5.2,73.9
592644,ALL,3587.0,48.9,72.3,85.9,29.0,68.4,44.0,62.6,50.2,19.3,6.5,80.3
592644,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
571510,2015,1003.0,51.8,62.5,83.1,25.3,68.9,42.0,59.1,44.6,20.8,8.4,65.5
571510,2016,1683.0,51.5,68.4,82.9,31.0,71.9,43.4,62.9,50.2,20.4,8.9,71.3
571510,2017,2356.0,50.9,68.7,81.8,27.2,65.2,46.1,59.5,48.3,22.8,7.6,79.8
571510,2018,2860.0,49.7,67.0,82.9,25.5,59.0,42.5,58.5,46.2,23.7,7.4,72.5
571510,2019,3118.0,50.2,68.8,77.6,30.7,48.5,42.9,64.5,49.7,31.2,7.5,73.7
571510,2020,1086.0,45.2,70.5,82.4,30.3,52.2,42.3,59.4,48.4,27.9,6.5,66.2
571510,ALL,12106.0,50.1,67.9,81.3,28.3,59.2,43.4,61.0,48.1,25.2,7.7,72.9
571510,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
334492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448614,2015,921.0,51.6,70.9,87.5,27.6,52.8,40.8,61.7,49.9,21.7,8.9,79.3
448614,2016,1317.0,51.9,72.8,81.5,25.1,54.7,41.7,60.2,49.9,25.0,9.5,88.0
448614,2017,1248.0,48.0,71.2,83.5,28.5,67.9,42.5,56.5,49.1,21.2,7.1,86.4
448614,2018,148.0,47.3,77.1,75.9,26.9,66.7,39.9,53.7,50.7,26.7,7.4,90.9
448614,2019,115.0,60.3,65.9,72.4,10.3,66.7,45.2,48.3,44.3,29.4,12.3,77.8
448614,ALL,3749.0,50.5,71.8,83.2,26.7,59.8,41.7,58.7,49.5,23.1,8.5,85.1
448614,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
517451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605488,2018,562.0,53.5,63.3,73.2,23.4,72.1,45.8,60.3,44.7,27.1,9.3,59.6
605488,2019,665.0,51.0,67.3,74.1,23.6,57.1,41.8,61.9,45.9,30.2,8.3,80.0
605488,2020,405.0,51.4,68.3,66.9,27.9,50.9,42.5,61.6,48.6,37.6,7.2,82.8
