id,Season,Pitches,Zone %,Zone Swing %,Zone Contact %,Chase %,Chase Contact %,Edge %,1st Pitch Strike %,Swing %,Whiff %,Meatball %,Meatball Swing %
502010,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
640470,2019,225.0,42.2,70.5,77.6,26.2,64.7,37.8,61.7,44.9,26.7,6.7,86.7
640470,2020,387.0,48.1,61.8,82.6,25.9,50.0,40.8,51.7,43.2,27.5,7.8,73.3
640470,ALL,612.0,45.9,64.8,80.8,26.0,55.8,39.7,55.8,43.8,27.2,7.4,77.8
640470,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
430674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596271,2017,973.0,46.9,68.8,82.7,27.1,57.1,44.4,62.5,46.8,25.1,6.3,80.3
596271,2018,398.0,42.2,73.8,87.1,30.9,63.4,44.5,58.5,49.0,21.5,4.8,89.5
596271,ALL,1371.0,45.5,70.1,84.0,28.3,59.2,44.4,61.4,47.4,24.0,5.8,82.5
596271,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
605309,2015,1031.0,48.1,65.7,84.7,34.6,47.0,43.0,58.4,49.6,29.0,7.2,75.7
605309,2016,632.0,48.9,58.6,81.2,29.1,50.0,38.4,54.7,43.5,29.5,8.9,67.9
605309,2017,614.0,50.3,61.0,79.3,23.7,50.0,44.8,57.0,42.5,28.7,7.2,65.9
605309,2018,859.0,52.7,59.4,79.9,26.8,41.3,45.1,51.9,44.0,31.2,9.4,65.4
605309,2019,504.0,49.0,58.7,83.4,28.8,52.7,39.7,54.6,43.5,26.9,7.3,64.9
605309,2020,55.0,45.5,68.0,82.4,30.0,55.6,40.0,100.0,47.3,26.9,3.6,100.0
605309,ALL,3695.0,49.8,61.3,81.9,29.3,47.7,42.5,55.9,45.2,29.2,8.0,68.7
605309,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
455605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663465,2018,161.0,50.3,72.8,96.6,17.5,50.0,40.4,61.7,45.3,12.3,7.5,100.0
663465,2019,837.0,52.9,64.8,84.7,23.4,69.6,43.4,58.2,45.3,19.0,8.7,76.7
663465,2020,658.0,53.2,66.9,79.1,20.5,68.3,44.1,63.8,45.1,23.2,7.8,80.4
663465,ALL,1656.0,52.8,66.4,83.6,21.6,67.5,43.4,60.7,45.2,20.0,8.2,80.1
663465,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
434668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640455,2016,2169.0,51.1,68.4,84.0,34.1,55.5,43.9,65.0,51.6,25.2,8.0,74.0
640455,2017,2688.0,49.7,66.8,84.5,28.7,51.9,44.5,60.3,47.6,25.4,7.7,72.8
640455,2018,2371.0,54.4,68.8,86.1,29.1,62.1,42.8,64.4,50.8,20.2,8.7,75.6
640455,2019,444.0,48.2,69.2,78.4,27.8,56.3,40.1,61.5,47.7,28.3,6.5,72.4
640455,2020,812.0,51.0,69.1,85.7,27.1,57.4,44.7,64.9,48.5,22.1,7.5,70.5
640455,ALL,8484.0,51.4,68.1,84.7,30.0,56.3,43.7,63.2,49.6,23.7,8.0,73.7
640455,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
518716,2015,616.0,55.5,61.1,86.6,33.2,63.7,44.8,66.7,48.7,20.3,9.4,67.2
518716,2016,2047.0,49.9,62.8,88.0,30.8,68.7,44.6,61.0,46.8,18.4,7.9,70.2
518716,2017,801.0,52.8,67.1,82.0,27.5,62.5,44.9,64.6,48.4,23.2,7.9,74.6
518716,ALL,3464.0,51.6,63.5,86.3,30.5,66.5,44.7,62.9,47.5,19.9,8.1,70.6
518716,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
121250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534812,2015,1044.0,48.7,66.1,83.0,26.3,67.4,41.1,59.7,45.7,21.6,6.9,75.0
534812,2016,1025.0,48.8,63.2,85.8,24.4,70.3,44.4,56.5,43.3,18.7,7.6,66.7
534812,2017,510.0,46.3,63.1,89.3,24.8,60.3,41.8,58.4,42.5,19.8,5.9,90.0
534812,2018,172.0,51.7,64.0,77.2,20.5,64.7,47.1,53.3,43.0,25.7,8.1,71.4
534812,ALL,2751.0,48.5,64.4,84.7,25.0,66.9,42.8,57.8,44.1,20.5,7.1,73.7
534812,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
519166,2015,251.0,46.6,58.1,86.8,26.9,41.7,43.8,52.5,41.4,28.8,5.6,57.1
519166,2016,465.0,46.5,71.3,79.2,27.7,62.3,38.5,64.5,48.0,26.0,7.5,91.4
519166,2017,641.0,47.0,61.1,77.2,28.3,57.3,42.2,60.1,43.8,29.5,6.1,76.9
519166,2018,747.0,49.7,73.9,77.4,31.1,48.7,41.5,60.6,52.3,31.2,8.7,78.5
519166,2019,461.0,47.7,70.5,77.4,29.0,54.3,41.6,67.0,48.8,29.8,8.0,78.4
519166,ALL,2565.0,47.8,68.2,78.4,29.0,53.6,41.4,61.5,47.7,29.4,7.4,78.9
519166,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
123790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607192,2016,439.0,46.5,65.2,82.0,23.8,48.2,39.4,61.9,43.1,28.0,5.0,63.6
607192,2017,1220.0,48.3,61.0,88.0,23.9,59.6,42.7,56.7,41.8,20.4,7.6,82.8
607192,2018,1855.0,50.9,64.2,80.4,23.3,44.3,42.3,58.3,44.2,28.9,8.2,75.7
607192,2019,903.0,51.7,59.2,80.4,27.1,50.8,41.6,57.8,43.6,28.4,8.0,76.4
607192,2020,964.0,51.5,64.1,78.9,27.1,37.8,40.4,60.1,46.2,32.8,7.6,75.3
607192,ALL,5381.0,50.2,62.7,81.9,24.8,48.0,41.7,58.5,43.8,27.7,7.7,76.7
607192,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
453329,2015,1716.0,52.6,65.7,85.0,31.0,57.5,42.4,65.0,49.2,23.2,7.9,75.0
453329,2016,2226.0,50.2,63.4,85.8,27.2,59.8,45.1,62.6,45.4,22.0,6.4,69.2
453329,2017,144.0,54.9,67.1,86.8,27.7,83.3,53.5,72.5,49.3,14.1,6.9,70.0
453329,2018,1419.0,50.8,66.7,85.6,29.5,61.2,43.4,67.7,48.3,21.6,7.3,70.2
453329,2019,963.0,47.9,65.1,86.0,30.7,66.2,44.3,63.4,47.1,20.5,7.5,69.4
453329,ALL,6468.0,50.7,65.1,85.6,29.2,61.0,44.1,64.7,47.4,21.8,7.2,71.2
453329,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
456045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458730,2015,408.0,43.6,67.4,88.3,24.3,64.3,34.8,57.5,43.1,19.3,8.3,76.5
458730,2016,100.0,48.0,68.8,87.9,25.0,46.2,34.0,63.0,46.0,23.9,15.0,100.0
458730,ALL,508.0,44.5,67.7,88.2,24.5,60.9,34.6,58.6,43.7,20.3,9.6,83.7
458730,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
543408,2015,2976.0,48.9,62.8,88.9,25.4,64.6,41.6,58.6,43.7,18.3,7.4,77.7
543408,2016,3089.0,45.3,63.9,85.5,27.5,59.5,39.8,59.4,44.0,23.4,7.1,76.1
543408,2017,1282.0,45.4,64.3,86.5,23.4,58.0,40.5,53.9,42.1,21.9,9.0,76.3
543408,ALL,7347.0,46.8,63.5,87.1,26.0,61.2,40.6,58.1,43.5,21.1,7.5,76.8
543408,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
543219,2015,867.0,46.0,61.9,81.4,31.4,54.4,40.9,62.1,45.4,28.7,6.7,70.7
543219,2016,309.0,45.3,62.1,81.6,29.6,72.0,43.7,58.2,44.3,21.9,5.2,87.5
543219,2017,80.0,41.8,69.7,87.0,17.4,75.0,45.6,42.1,40.0,15.6,6.3,100.0
543219,2018,455.0,47.3,61.4,85.6,22.9,69.1,41.3,58.4,41.1,19.3,5.9,55.6
543219,2019,68.0,42.6,58.6,88.2,23.1,44.4,44.1,56.3,38.2,26.9,7.4,100.0
543219,2020,99.0,47.5,61.7,72.4,11.5,50.0,45.5,62.5,35.4,31.4,4.0,75.0
543219,ALL,1878.0,46.0,62.0,82.4,27.1,60.7,42.0,59.7,43.2,24.9,6.1,72.2
543219,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
433579,2015,2918.0,50.6,67.2,85.0,27.9,67.7,43.6,62.6,47.8,20.0,6.6,72.5
433579,2016,387.0,49.9,59.6,83.5,21.6,66.7,45.2,54.0,40.6,21.0,8.3,81.3
433579,ALL,3305.0,50.5,66.3,84.8,27.2,67.6,43.8,61.6,47.0,20.1,6.8,73.8
433579,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
656725,2018,134.0,39.6,58.5,93.5,25.9,71.4,41.8,62.5,38.8,15.4,4.5,33.3
656725,2019,547.0,43.5,68.1,91.8,28.1,58.2,40.0,59.8,46.6,19.6,7.6,81.6
656725,2020,33.0,54.5,72.2,76.9,20.0,100.0,48.5,60.0,48.5,18.8,0.0,NA
656725,ALL,714.0,43.2,66.6,91.1,27.3,62.1,40.8,60.3,45.2,18.9,6.6,75.0
656725,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
552640,2017,245.0,58.0,59.2,78.6,27.2,50.0,44.5,65.2,45.7,28.6,8.2,55.0
552640,2018,640.0,48.6,65.6,88.7,28.0,52.2,43.1,58.6,46.3,22.6,8.9,78.9
552640,2019,818.0,45.2,68.0,80.5,39.7,51.7,44.2,68.1,52.4,31.5,5.4,72.7
552640,2020,115.0,60.9,65.7,91.3,31.1,64.3,40.0,71.0,52.2,15.0,13.0,73.3
552640,ALL,1818.0,49.1,65.6,83.9,33.7,52.2,43.6,64.3,49.3,27.1,7.5,72.8
552640,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
276351,2015,591.0,50.4,68.5,76.5,34.5,56.4,46.9,61.4,51.6,30.2,6.1,72.2
276351,2016,1072.0,46.5,64.3,76.6,28.2,50.6,42.5,56.6,45.0,32.2,6.7,73.6
276351,2017,800.0,49.9,70.6,79.7,26.8,59.8,45.2,57.1,48.5,25.8,8.3,80.3
276351,ALL,2463.0,48.5,67.4,77.6,29.2,54.9,44.5,57.9,47.7,29.5,7.1,75.9
276351,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
593423,2015,286.0,51.4,68.7,71.3,25.9,66.7,42.7,53.0,47.9,29.9,10.1,79.3
593423,2017,620.0,50.2,66.8,84.1,23.8,41.1,40.5,62.5,45.5,27.3,6.6,80.5
593423,2018,995.0,52.2,70.5,87.1,24.7,60.7,42.5,59.0,48.5,19.5,10.2,79.2
593423,2019,1485.0,49.0,67.6,81.3,31.3,59.1,41.7,60.7,49.1,25.9,7.2,81.3
593423,2020,914.0,51.5,60.1,78.1,28.4,55.6,43.0,61.6,44.7,28.9,9.1,75.9
593423,ALL,4300.0,50.6,66.6,81.8,27.8,56.9,42.1,60.2,47.4,25.4,8.4,79.2
593423,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
453353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346797,2015,89.0,38.2,79.4,85.2,10.9,66.7,32.6,52.4,37.1,18.2,3.4,100.0
346797,ALL,89.0,38.2,79.4,85.2,10.9,66.7,32.6,52.4,37.1,18.2,3.4,100.0
346797,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
621389,2016,241.0,51.9,64.8,90.1,26.7,71.0,41.1,64.5,46.5,15.2,8.7,71.4
621389,2017,2519.0,51.6,66.1,87.6,22.9,74.6,43.1,61.7,45.2,15.6,7.9,79.4
621389,2018,1879.0,49.7,62.2,87.6,25.0,67.4,44.2,62.3,43.5,18.2,7.3,70.3
621389,2019,521.0,49.0,64.3,89.6,24.5,69.2,40.8,64.0,44.1,16.1,6.7,74.3
621389,ALL,5160.0,50.7,64.5,87.9,24.0,71.0,43.2,62.3,44.5,16.6,7.6,75.3
621389,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
433585,2015,400.0,42.0,64.9,83.5,28.0,66.2,38.3,57.0,43.5,23.0,7.3,79.3
433585,ALL,400.0,42.0,64.9,83.5,28.0,66.2,38.3,57.0,43.5,23.0,7.3,79.3
433585,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
456496,2015,477.0,47.6,62.6,86.6,26.8,58.2,39.0,55.8,43.8,22.5,8.0,76.3
456496,ALL,477.0,47.6,62.6,86.6,26.8,58.2,39.0,55.8,43.8,22.5,8.0,76.3
456496,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
425226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543331,2015,1119.0,43.6,67.4,78.7,27.7,67.4,40.7,52.7,45.0,25.2,5.8,80.0
543331,2016,414.0,45.2,71.1,82.7,22.9,61.5,40.6,56.7,44.7,23.2,5.3,81.8
543331,2017,822.0,41.7,62.7,74.4,25.3,54.5,37.2,52.8,40.9,32.7,6.9,71.9
543331,2018,41.0,41.5,47.1,75.0,25.0,100.0,46.3,50.0,34.1,14.3,4.9,0.0
543331,ALL,2396.0,43.2,66.2,78.1,26.0,62.7,39.6,53.3,43.4,27.1,6.1,76.0
543331,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
456071,2015,1068.0,52.9,62.7,87.3,21.1,62.3,46.7,59.1,43.1,18.5,8.0,76.5
456071,2016,62.0,50.0,58.1,88.9,9.7,66.7,53.2,45.0,33.9,14.3,8.1,80.0
456071,ALL,1130.0,52.7,62.4,87.4,20.4,62.4,47.1,58.2,42.6,18.3,8.0,76.7
456071,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
456379,2015,1077.0,48.9,60.0,82.9,26.9,50.7,42.7,56.8,43.1,27.4,7.9,63.5
456379,2016,48.0,41.7,60.0,75.0,32.1,66.7,39.6,58.3,43.8,28.6,6.3,66.7
456379,2017,263.0,50.6,63.2,78.6,27.7,52.8,45.2,60.6,45.6,29.2,7.6,70.0
456379,ALL,1388.0,49.0,60.6,81.8,27.3,51.8,43.1,57.6,43.6,27.8,7.8,64.8
456379,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
502381,2015,867.0,44.8,63.9,83.5,41.1,51.3,42.8,66.9,51.3,30.8,6.7,56.9
502381,2016,852.0,41.8,58.7,78.0,39.7,35.0,40.8,63.0,47.7,42.9,5.5,70.2
502381,2017,968.0,43.5,63.5,80.4,36.3,43.7,40.4,64.3,48.1,35.4,6.9,71.2
502381,2018,207.0,40.6,65.5,85.5,27.6,44.1,38.6,57.9,43.0,30.3,5.8,66.7
502381,2019,104.0,46.2,68.8,100.0,30.4,70.6,46.2,55.6,48.1,10.0,4.8,80.0
502381,ALL,2998.0,43.3,62.6,81.9,37.9,44.1,41.3,64.0,48.6,34.9,6.3,66.5
502381,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
449079,2015,114.0,43.9,58.0,89.7,25.0,75.0,35.1,71.0,39.5,15.6,5.3,83.3
449079,ALL,114.0,43.9,58.0,89.7,25.0,75.0,35.1,71.0,39.5,15.6,5.3,83.3
449079,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
450212,2015,849.0,54.3,69.2,84.3,32.2,61.6,39.9,69.1,52.3,22.1,7.9,82.1
450212,2016,712.0,53.7,63.4,82.6,32.7,63.9,40.7,71.4,49.2,23.1,10.5,72.0
450212,2017,940.0,55.8,69.7,80.0,37.6,57.7,40.5,71.1,55.5,26.6,11.0,79.6
450212,2018,370.0,53.2,64.5,80.3,32.4,69.6,44.1,73.3,49.5,23.0,7.8,79.3
450212,2019,281.0,49.6,65.5,80.2,30.5,74.4,40.0,67.9,48.0,21.5,8.6,62.5
450212,ALL,3152.0,54.1,67.2,81.8,33.7,62.9,40.8,70.6,51.8,23.8,9.5,76.8
450212,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
595371,2015,58.0,39.7,60.9,78.6,31.4,18.2,39.7,37.5,43.1,48.0,1.7,100.0
595371,ALL,58.0,39.7,60.9,78.6,31.4,18.2,39.7,37.5,43.1,48.0,1.7,100.0
595371,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
595234,2017,330.0,51.5,73.5,90.4,18.8,63.3,41.5,63.0,47.0,14.8,8.5,78.6
595234,2018,129.0,55.0,70.4,92.0,20.7,83.3,41.1,62.9,48.1,9.7,7.8,80.0
595234,ALL,459.0,52.5,72.6,90.9,19.3,69.0,41.4,62.9,47.3,13.4,8.3,78.9
595234,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
656803,2018,227.0,48.5,76.4,83.3,19.7,78.3,47.6,51.9,47.1,17.8,8.4,89.5
656803,2019,206.0,42.7,69.3,86.9,26.3,45.2,34.5,72.7,44.7,27.2,9.2,78.9
656803,2020,32.0,50.0,75.0,91.7,18.8,100.0,43.8,66.7,46.9,6.7,0.0,NA
656803,ALL,465.0,46.0,73.4,85.4,22.7,61.4,41.5,61.7,46.0,21.0,8.2,84.2
656803,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
461856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544150,2016,1373.0,47.3,66.5,85.2,26.7,66.8,41.5,59.7,45.5,20.5,8.4,79.1
544150,2017,550.0,47.7,63.0,81.2,26.1,50.7,41.5,57.0,43.8,28.2,8.7,68.8
544150,ALL,1923.0,47.5,65.5,84.1,26.5,62.3,41.5,59.0,45.0,22.6,8.5,76.1
544150,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
518833,2015,59.0,52.5,71.0,86.4,28.6,25.0,44.1,66.7,50.8,30.0,8.5,60.0
518833,ALL,59.0,52.5,71.0,86.4,28.6,25.0,44.1,66.7,50.8,30.0,8.5,60.0
518833,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
518495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607572,2018,86.0,47.7,80.5,90.9,31.1,64.3,45.3,65.0,54.7,17.0,11.6,90.0
607572,2019,383.0,43.1,72.7,79.2,30.3,45.5,38.1,56.0,48.6,32.8,6.5,84.0
607572,2020,361.0,36.0,70.8,72.8,31.6,53.4,39.9,52.2,45.7,35.8,3.9,85.7
607572,ALL,830.0,40.5,72.9,78.4,31.0,51.0,39.6,55.2,48.0,32.2,5.9,85.7
607572,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
430950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600986,2017,10.0,30.0,33.3,100.0,42.9,100.0,30.0,33.3,40.0,0.0,10.0,100.0
600986,2018,320.0,52.7,69.0,79.3,17.2,57.7,39.2,62.4,44.4,24.6,7.2,82.6
600986,2019,169.0,47.9,67.9,76.4,26.1,56.5,42.0,48.6,46.2,29.5,8.3,78.6
600986,ALL,499.0,50.6,68.3,78.5,21.1,59.6,40.0,57.6,44.9,25.9,7.6,81.6
600986,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
458950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595001,2015,662.0,47.7,64.9,82.0,23.1,70.0,40.9,56.5,43.1,21.4,8.0,84.9
595001,2016,1042.0,52.0,65.9,81.5,23.6,57.6,41.4,64.2,45.6,24.4,8.5,75.3
595001,2017,586.0,46.9,67.3,85.9,22.8,70.4,45.6,54.3,43.7,18.4,6.7,89.7
595001,2019,593.0,44.5,69.7,78.8,26.7,56.8,41.1,55.4,45.9,28.3,6.1,83.3
595001,2020,426.0,44.8,68.1,86.9,35.3,62.7,42.0,64.5,50.0,22.5,8.9,76.3
595001,ALL,3309.0,48.0,66.8,82.6,25.6,62.7,42.1,59.5,45.4,23.3,7.7,80.8
595001,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
501873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592091,2015,228.0,48.2,78.2,81.4,26.3,54.8,36.4,67.2,51.3,25.6,9.2,81.0
592091,2016,568.0,44.5,75.9,85.4,32.4,70.6,44.5,56.3,51.8,19.7,6.9,87.2
592091,ALL,796.0,45.6,76.6,84.2,30.7,66.9,42.2,59.2,51.6,21.4,7.5,85.0
592091,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
474284,2015,377.0,45.1,64.1,72.5,27.1,55.4,43.0,55.7,43.8,33.3,6.1,60.9
474284,2016,464.0,45.7,67.0,80.3,24.2,65.6,39.0,51.8,43.8,24.1,6.7,74.2
474284,ALL,841.0,45.4,65.7,76.9,25.5,60.7,40.8,53.5,43.8,28.3,6.4,68.5
474284,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
469686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451596,2015,3226.0,44.1,64.9,88.4,24.1,71.7,43.8,59.3,42.1,16.9,6.0,77.1
451596,2016,2107.0,44.5,62.8,88.5,23.4,69.6,44.3,54.2,40.9,17.5,6.4,71.1
451596,2017,2291.0,46.3,66.4,85.2,25.2,66.0,45.1,58.0,44.3,20.6,6.0,78.3
451596,2018,1668.0,46.4,61.0,88.1,22.4,69.0,44.2,62.6,40.3,17.6,5.3,68.5
451596,ALL,9292.0,45.2,64.1,87.5,23.9,69.3,44.3,58.4,42.0,18.1,6.0,74.5
451596,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
608337,2016,398.0,49.7,67.7,90.3,24.0,75.0,42.5,55.4,45.7,13.7,7.8,90.3
608337,2017,704.0,47.4,67.2,86.5,33.1,60.7,41.7,62.0,49.1,22.5,6.6,78.3
608337,2018,3007.0,48.7,62.9,85.4,24.5,61.4,42.3,55.4,43.2,21.6,7.7,66.5
608337,2019,2814.0,54.3,68.0,73.7,27.4,49.1,43.6,62.1,49.4,32.5,9.1,81.6
608337,2020,1214.0,50.0,73.1,71.6,28.0,41.8,40.5,59.4,50.6,36.6,8.4,87.3
608337,ALL,8137.0,50.8,66.8,79.1,26.7,54.8,42.4,58.8,47.1,27.7,8.2,77.4
608337,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
622161,2017,356.0,52.5,71.5,88.0,24.4,56.1,42.1,58.7,49.2,20.0,8.8,77.4
622161,2018,324.0,53.1,69.2,84.9,18.4,67.9,43.2,57.0,45.4,18.4,7.4,79.2
622161,ALL,680.0,52.8,70.4,86.5,21.6,60.9,42.6,57.9,47.4,19.3,8.1,78.2
622161,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
605441,2017,277.0,52.0,74.1,82.1,22.0,55.2,41.5,43.8,49.1,23.5,10.2,82.1
605441,2018,636.0,50.2,72.2,80.1,25.0,59.2,41.3,49.1,48.6,25.6,9.7,78.0
605441,2019,237.0,49.8,77.1,79.1,32.8,53.8,45.1,67.7,54.9,28.5,5.9,92.9
605441,2020,62.0,50.0,58.1,72.2,25.8,50.0,37.1,47.1,41.9,34.6,6.5,25.0
605441,ALL,1212.0,50.5,72.9,80.0,25.9,56.6,41.9,51.6,49.6,26.1,8.9,79.0
605441,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
457707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571710,2015,466.0,51.7,62.2,76.7,27.6,58.1,42.9,63.2,45.5,28.8,6.7,71.0
571710,2016,1306.0,51.6,68.7,71.9,28.6,57.5,41.4,59.1,49.3,32.1,9.1,74.8
571710,2017,1326.0,51.1,70.7,75.3,24.1,66.2,38.6,57.5,47.9,27.2,9.3,83.6
571710,2018,1247.0,53.6,70.6,78.6,26.1,63.6,41.7,55.8,50.0,25.0,8.1,78.2
571710,2019,1092.0,50.2,71.7,70.5,28.1,53.6,40.8,56.9,50.0,34.2,9.5,87.5
571710,2020,415.0,51.1,72.6,74.0,25.6,67.3,41.9,58.1,49.6,27.7,7.7,84.4
571710,ALL,5852.0,51.6,69.9,74.4,26.7,60.4,40.9,57.9,49.0,29.3,8.7,80.6
571710,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
517448,2016,263.0,40.3,65.1,89.9,40.1,85.7,47.1,58.2,50.2,12.1,6.5,88.2
517448,ALL,263.0,40.3,65.1,89.9,40.1,85.7,47.1,58.2,50.2,12.1,6.5,88.2
517448,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
457768,2015,1006.0,48.5,66.6,85.8,32.2,52.7,43.0,63.5,48.9,25.4,6.8,73.5
457768,2016,282.0,44.7,70.6,89.9,23.1,44.4,42.6,54.1,44.3,23.2,6.0,70.6
457768,2017,320.0,44.1,73.8,82.7,30.2,55.6,38.4,61.7,49.4,26.6,7.2,69.6
457768,ALL,1608.0,47.0,68.6,85.9,30.1,52.1,42.0,61.6,48.2,25.3,6.7,72.2
457768,MLB,48.4,66.1,82.8,28.2,59.4,42.6,60.6,46.6,24.5,7.2,75.1,NA
519294,2016,258.0,47.3,71.3,79.3,33.8,50.0,39.9,75.4,51.6,30.8,6.6,88.2
519294,2017,1057.0,51.1,63.0,78.2,25.7,47.4,43.8,56.9,44.7,30.4,7.5,75.9
519294,2018,165.0,47.9,67.1,92.5,14.0,91.7,37.0,55.3,39.4,7.7,7.3,91.7
