id,Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,HardHit%,K%,BB%,Whiff%,xERA,FB Velo,FB Spin,CB Spin
571951,2017.0, , , , , , , , , , , , , ,76.0,70.0,84.0
571951,2018.0, 2, 5, 10, 26, 1, 49, 51, 7, 21, 0, 5, 1, 2,58.0,63.0,81.0
433589,2015.0, 83, 76, 62, 48, 93, 69, 82, 76, 77, 37, 93, 29, 83,9.0,58.0,9.0
433589,2016.0, 73, 56, 54, 51, 80, 61, 48, 51, 66, 30, 85, 20, 73,9.0,52.0,14.0
433589,2017.0, 93, 87, 79, 64, 96, 57, 66, 52, 38, 86, 94, 48, 93,7.0,45.0,14.0
433589,2018.0, 65, 62, 33, 16, 91, 36, 25, 71, 64, 41, 94, 15, 65,4.0,41.0,16.0
433589,2019.0, 88, 82, 55, 30, 98, 47, 39, 73, 64, 52, 99, 47, 88,3.0,42.0,9.0
433589,2020.0, 43, 60, 25, 13, 81, 38, 13, 64, 70, 24, 84, 46, 43,2.0,19.0,3.0
455119,2015.0, , , , , , , , , , , , , ,60.0,39.0,20.0
455119,2018.0, , , , , , , , , , , , , ,68.0,55.0,13.0
455119,2019.0, 77, 52, 41, 39, 94, 60, 17, 47, 18, 85, 100, 55, 77,78.0,56.0,NA
455119,2020.0, , , , , , , , , , , , , ,46.0,23.0,NA
429440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670036,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670036,2019.0, , , , , , , , , , , , , ,41.0,53.0,63.0
474463,2015.0, 67, 52, 60, 65, 71, 22, 74, 46, 52, 17, 72, 12, 67,30.0,0.0,60.0
474463,2016.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474463,2017.0, 4, 0, 8, 33, 3, 78, 83, 12, 2, 10, 49, 21, 4,21.0,1.0,31.0
474463,2018.0, 29, 10, 18, 31, 51, 36, 25, 29, 24, 3, 99, 3, 29,16.0,1.0,33.0
474463,2019.0, 15, 8, 14, 24, 27, 4, 43, 22, 20, 0, 74, 2, 15,15.0,1.0,35.0
474463,2020.0, 31, 19, 29, 40, 45, 23, 58, 35, 5, 9, 90, 9, 31,10.0,7.0,45.0
458720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650382,2019.0, , , , , , , , , , , , , ,84.0,70.0,64.0
650382,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434378,2015.0, 88, 81, 87, 87, 89, 45, 74, 78, 90, 55, 73, 47, 88,61.0,99.0,78.0
434378,2016.0, 86, 89, 72, 48, 94, 2, 17, 67, 64, 88, 75, 77, 86,71.0,99.0,89.0
434378,2017.0, 51, 61, 40, 28, 66, 3, 26, 39, 29, 74, 46, 45, 51,84.0,98.0,90.0
434378,2018.0, 98, 96, 91, 77, 100, 16, 55, 44, 72, 96, 96, 87, 98,80.0,99.0,95.0
434378,2019.0, 98, 95, 86, 60, 99, 10, 45, 81, 75, 96, 93, 90, 98,75.0,97.0,90.0
434378,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519326,2015.0, , , , , , , , , , , , , ,96.0,90.0,34.0
519326,2016.0, 71, 66, 60, 59, 71, 76, 66, 24, 53, 64, 54, 68, 71,97.0,88.0,71.0
519326,2017.0, 44, 59, 35, 23, 40, 51, 14, 47, 75, 49, 16, 54, 44,88.0,89.0,NA
519326,2018.0, , , , , , , , , , , , , ,78.0,80.0,NA
519326,2019.0, , , , , , , , , , , , , ,86.0,69.0,NA
519326,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446399,2015.0, 97, 96, 96, 91, 97, 91, 78, 40, 68, 97, 72, 95, 97,45.0,34.0,45.0
446399,2016.0, , , , , , , , , , , , , ,41.0,30.0,46.0
446399,2017.0, 85, 67, 73, 73, 88, 88, 94, 57, 83, 64, 89, 76, 85,23.0,12.0,23.0
446399,2018.0, , , , , , , , , , , , , ,6.0,20.0,36.0
444520,2015.0, 31, 43, 24, 14, 40, 62, 56, 53, 28, 22, 36, 37, 31,22.0,18.0,39.0
444520,2016.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444520,2017.0, , , , , , , , , , , , , ,12.0,3.0,47.0
502462,2015.0, , , , , , , , , , , , , ,53.0,26.0,59.0
594857,2015.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594857,2016.0, , , , , , , , , , , , , ,40.0,66.0,NA
593958,2015.0, 25, 18, 29, 42, 26, 29, 36, 66, 64, 38, 55, 17, 25,76.0,37.0,NA
593958,2016.0, 62, 74, 59, 49, 69, 36, 40, 95, 97, 59, 41, 52, 62,69.0,33.0,NA
593958,2017.0, 57, 74, 43, 26, 72, 15, 16, 72, 65, 74, 44, 66, 57,47.0,40.0,NA
593958,2018.0, 63, 67, 55, 42, 71, 29, 42, 63, 71, 72, 51, 59, 63,39.0,43.0,NA
593958,2019.0, 76, 75, 72, 66, 71, 16, 70, 96, 93, 61, 39, 63, 76,34.0,32.0,22.0
501989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430661,2015.0, , , , , , , , , , , , , ,73.0,72.0,20.0
430661,2016.0, 78, 85, 80, 74, 47, 87, 86, 88, 91, 63, 5, 92, 78,84.0,56.0,NA
430661,2017.0, 17, 20, 16, 17, 22, 43, 33, 28, 10, 32, 46, 51, 17,65.0,40.0,NA
501936,2016.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571893,2015.0, , , , , , , , , , , , , ,75.0,59.0,NA
571893,2016.0, , , , , , , , , , , , , ,41.0,43.0,NA
571893,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571893,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622446,2018.0, 16, 62, 33, 15, 3, 72, 47, 80, 60, 15, 1, 19, 16,83.0,71.0,54.0
622446,2019.0, 24, 34, 30, 28, 28, 74, 57, 6, 5, 8, 20, 6, 24,60.0,59.0,37.0
277405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458708,2015.0, 33, 55, 5, 1, 88, 29, 0, 14, 21, 66, 98, 34, 33,4.0,93.0,82.0
458708,2016.0, 24, 8, 7, 9, 67, 3, 21, 67, 68, 16, 99, 6, 24,2.0,98.0,88.0
458708,2017.0, 14, 4, 5, 9, 47, 10, 28, 19, 18, 26, 100, 17, 14,2.0,88.0,85.0
458708,2018.0, 1, 2, 0, 0, 32, 24, 3, 32, 28, 4, 99, 9, 1,2.0,86.0,86.0
458708,2019.0, 44, 16, 19, 25, 80, 47, 60, 37, 74, 6, 100, 9, 44,3.0,85.0,89.0
458708,2020.0, 41, 25, 17, 19, 62, 8, 8, 38, 54, 42, 90, 24, 41,2.0,93.0,75.0
596074,2018.0, , , , , , , , , , , , , ,14.0,48.0,31.0
596074,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573244,2015.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573244,2017.0, , , , , , , , , , , , , ,5.0,29.0,13.0
458677,2015.0, 71, 67, 76, 76, 62, 85, 80, 53, 13, 84, 36, 78, 71,80.0,78.0,32.0
458677,2016.0, 90, 84, 88, 85, 90, 82, 73, 65, 83, 81, 67, 78, 90,71.0,88.0,67.0
458677,2017.0, 86, 95, 93, 85, 72, 88, 76, 66, 89, 93, 2, 80, 86,80.0,90.0,NA
458677,2018.0, 47, 66, 71, 69, 21, 77, 42, 59, 72, 86, 2, 61, 47,72.0,82.0,NA
458677,2019.0, , , , , , , , , , , , , ,50.0,82.0,NA
458677,2020.0, 75, 72, 81, 87, 57, 74, 65, 96, 92, 67, 30, 35, 75,54.0,58.0,NA
656713,2019.0, 37, 33, 26, 26, 55, 53, 7, 3, 3, 68, 61, 37, 37,48.0,39.0,4.0
660761,2019.0, 9, 15, 13, 15, 8, 37, 18, 45, 45, 22, 37, 50, 9,32.0,46.0,87.0
660761,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623149,2017.0, 64, 63, 49, 40, 71, 54, 27, 21, 49, 70, 63, 61, 64,31.0,79.0,NA
623149,2018.0, 57, 54, 51, 48, 53, 72, 63, 53, 91, 54, 35, 26, 57,16.0,62.0,NA
623149,2019.0, , , , , , , , , , , , , ,22.0,65.0,NA
623149,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
628317,2016.0, 79, 76, 72, 65, 79, 25, 60, 96, 98, 76, 64, 80, 79,18.0,67.0,66.0
628317,2017.0, 76, 70, 68, 63, 84, 39, 72, 75, 86, 70, 85, 72, 76,26.0,65.0,50.0
628317,2018.0, 74, 72, 72, 64, 71, 41, 65, 77, 73, 84, 51, 87, 74,38.0,63.0,68.0
628317,2019.0, 87, 81, 86, 86, 84, 39, 80, 96, 96, 73, 48, 88, 87,36.0,55.0,76.0
628317,2020.0, 92, 79, 72, 63, 97, 19, 52, 93, 98, 88, 95, 89, 92,23.0,47.0,62.0
488768,2015.0, 46, 47, 53, 58, 40, 12, 47, 28, 37, 51, 36, 24, 46,86.0,44.0,25.0
488768,2016.0, 7, 15, 13, 13, 5, 18, 14, 3, 8, 35, 18, 13, 7,71.0,37.0,21.0
488768,2017.0, 31, 17, 51, 79, 16, 31, 87, 52, 57, 2, 35, 2, 31,57.0,23.0,23.0
488768,2018.0, 5, 4, 8, 17, 5, 8, 34, 23, 45, 5, 29, 4, 5,46.0,22.0,30.0
488768,2019.0, 19, 27, 22, 21, 30, 10, 34, 21, 15, 11, 33, 25, 19,64.0,34.0,29.0
534910,2015.0, 46, 26, 63, 86, 29, 85, 98, 84, 84, 18, 71, 10, 46,50.0,50.0,99.0
534910,2016.0, 2, 3, 6, 16, 3, 61, 17, 74, 58, 1, 27, 2, 2,77.0,55.0,98.0
534910,2017.0, 28, 20, 38, 60, 22, 61, 72, 17, 47, 20, 46, 8, 28,65.0,49.0,98.0
534910,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534910,2020.0, , , , , , , , , , , , , ,78.0,45.0,98.0
642003,2016.0, 6, 18, 4, 2, 12, 49, 5, 9, 17, 33, 42, 40, 6,63.0,40.0,NA
642003,2017.0, , , , , , , , , , , , , ,70.0,54.0,NA
642003,2018.0, , , , , , , , , , , , , ,46.0,5.0,NA
642003,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642003,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543699,2015.0, 19, 18, 10, 10, 39, 25, 21, 91, 89, 14, 78, 12, 19,61.0,17.0,90.0
543699,2016.0, 55, 61, 62, 66, 41, 18, 63, 78, 79, 43, 41, 39, 55,48.0,15.0,87.0
543699,2017.0, 49, 38, 50, 62, 43, 15, 59, 57, 50, 48, 53, 45, 49,44.0,14.0,83.0
543699,2018.0, 36, 29, 31, 36, 46, 12, 59, 65, 66, 27, 78, 16, 36,29.0,14.0,85.0
543699,2019.0, 18, 18, 19, 24, 25, 4, 24, 39, 45, 43, 65, 15, 18,36.0,18.0,82.0
543699,2020.0, 5, 12, 4, 2, 13, 1, 5, 33, 18, 20, 30, 50, 5,20.0,10.0,79.0
650893,2019.0, , , , , , , , , , , , , ,91.0,48.0,60.0
650893,2020.0, 35, 90, 62, 32, 19, 65, 25, 98, 82, 91, 2, 98, 35,88.0,51.0,44.0
150119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650633,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650633,2020.0, 32, 37, 38, 39, 35, 56, 61, 73, 82, 38, 44, 16, 32,52.0,45.0,28.0
489265,2015.0, 98, 90, 95, 96, 98, 95, 94, 96, 98, 95, 96, 98, 98,5.0,72.0,31.0
489265,2016.0, , , , , , , , , , , , , ,1.0,48.0,NA
489265,2017.0, 72, 82, 55, 28, 83, 61, 18, 82, 93, 77, 46, 95, 72,2.0,49.0,NA
489265,2018.0, 79, 82, 58, 35, 90, 53, 20, 90, 84, 72, 69, 87, 79,1.0,45.0,NA
489265,2019.0, 89, 85, 74, 58, 92, 80, 82, 99, 100, 58, 71, 80, 89,1.0,41.0,NA
489265,2020.0, 60, 69, 60, 53, 55, 74, 66, 81, 70, 65, 57, 63, 60,0.0,59.0,NA
502139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445213,2015.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445213,2016.0, 52, 11, 50, 77, 59, 87, 86, 49, 9, 12, 98, 6, 52,58.0,1.0,NA
445213,2017.0, 54, 28, 53, 70, 58, 66, 80, 88, 89, 5, 91, 1, 54,62.0,5.0,NA
445213,2018.0, 14, 4, 23, 51, 6, 68, 65, 44, 11, 12, 46, 3, 14,50.0,4.0,NA
445213,2019.0, 75, 60, 63, 63, 76, 69, 53, 28, 7, 36, 85, 6, 75,44.0,7.0,NA
445213,2020.0, 39, 33, 39, 44, 32, 56, 56, 81, 65, 4, 26, 1, 39,27.0,2.0,NA
425883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571666,2015.0, 59, 67, 49, 32, 58, 9, 28, 56, 78, 72, 31, 43, 59,11.0,46.0,84.0
571666,2016.0, 28, 15, 23, 29, 39, 16, 46, 16, 14, 30, 82, 34, 28,11.0,45.0,84.0
571666,2017.0, 25, 41, 30, 25, 26, 7, 12, 67, 53, 52, 34, 27, 25,12.0,51.0,87.0
571666,2018.0, 18, 29, 4, 2, 60, 0, 3, 11, 32, 30, 92, 14, 18,10.0,65.0,87.0
571666,2019.0, 23, 27, 22, 19, 37, 6, 45, 65, 35, 10, 67, 4, 23,15.0,59.0,87.0
571666,2020.0, 34, 30, 29, 29, 47, 6, 44, 45, 70, 5, 79, 2, 34,5.0,23.0,69.0
605476,2015.0, 98, 98, 99, 99, 89, 91, 90, 73, 65, 97, 39, 94, 98,59.0,51.0,NA
605476,2016.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605476,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605476,2018.0, , , , , , , , , , , , , ,38.0,43.0,NA
150035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571946,2015.0, 74, 71, 78, 79, 58, 27, 83, 78, 89, 47, 30, 37, 74,55.0,54.0,43.0
571946,2016.0, 1, 2, 1, 4, 2, 12, 1, 16, 12, 9, 32, 11, 1,46.0,58.0,37.0
571946,2017.0, , , , , , , , , , , , , ,53.0,72.0,30.0
571946,2018.0, , , , , , , , , , , , , ,67.0,66.0,31.0
571946,2019.0, 2, 9, 11, 17, 1, 66, 37, 22, 23, 2, 6, 6, 2,69.0,64.0,26.0
643290,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643290,2020.0, 11, 44, 16, 10, 8, 8, 11, 2, 12, 23, 4, 19, 11,25.0,40.0,31.0
592869,2015.0, , , , , , , , , , , , , ,23.0,42.0,55.0
592869,2016.0, 10, 5, 10, 16, 20, 36, 48, 16, 28, 5, 82, 3, 10,16.0,40.0,56.0
592869,2017.0, , , , , , , , , , , , , ,22.0,62.0,51.0
505447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425794,2015.0, , , , , , , , , , , , , ,7.0,53.0,89.0
425794,2016.0, 28, 11, 33, 51, 30, 8, 51, 86, 81, 35, 64, 25, 28,7.0,51.0,82.0
425794,2017.0, 31, 13, 41, 70, 19, 41, 80, 62, 45, 21, 53, 10, 31,5.0,57.0,77.0
425794,2018.0, , , , , , , , , , , , , ,2.0,44.0,82.0
425794,2019.0, 30, 22, 38, 53, 23, 13, 60, 42, 26, 30, 41, 8, 30,3.0,44.0,83.0
425794,2020.0, 41, 25, 32, 41, 52, 13, 59, 68, 53, 33, 84, 32, 41,4.0,42.0,81.0
462956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523848,2015.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523848,2016.0, , , , , , , , , , , , , ,93.0,17.0,NA
228594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594815,2015.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594815,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460156,2015.0, 36, 55, 18, 6, 65, 50, 8, 19, 37, 34, 72, 66, 36,34.0,45.0,3.0
459967,2015.0, , , , , , , , , , , , , ,4.0,6.0,5.0
454537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518764,2015.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605400,2015.0, 62, 54, 50, 46, 71, 59, 56, 35, 48, 58, 73, 38, 62,28.0,15.0,82.0
605400,2016.0, 77, 58, 74, 84, 74, 61, 89, 82, 71, 77, 79, 61, 77,19.0,8.0,64.0
605400,2017.0, 85, 78, 78, 74, 88, 28, 68, 85, 68, 79, 71, 66, 85,37.0,17.0,63.0
605400,2018.0, 93, 86, 89, 87, 92, 28, 83, 81, 82, 76, 69, 69, 93,46.0,20.0,62.0
605400,2019.0, 53, 60, 59, 58, 47, 10, 53, 33, 24, 72, 30, 58, 53,48.0,26.0,61.0
605400,2020.0, 75, 66, 69, 69, 74, 28, 70, 51, 45, 91, 57, 78, 75,41.0,21.0,48.0
592614,2016.0, , , , , , , , , , , , , ,6.0,43.0,16.0
592614,2017.0, , , , , , , , , , , , , ,11.0,64.0,44.0
444447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582494,2016.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582494,2017.0, , , , , , , , , , , , , ,7.0,30.0,30.0
582494,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582494,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475054,2015.0, , , , , , , , , , , , , ,59.0,87.0,71.0
475054,2016.0, , , , , , , , , , , , , ,56.0,79.0,87.0
475054,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475054,2018.0, 67, 80, 80, 68, 55, 82, 51, 99, 96, 71, 55, 60, 67,44.0,72.0,NA
475054,2019.0, 65, 69, 91, 97, 25, 97, 96, 94, 97, 79, 4, 66, 65,24.0,92.0,71.0
475054,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595897,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595897,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595897,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430634,2016.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621249,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621249,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621249,2020.0, 43, 35, 23, 20, 57, 56, 22, 2, 8, 83, 74, 93, 43,73.0,20.0,26.0
643511,2019.0, , , , , , , , , , , , , ,0.0,0.0,24.0
643511,2020.0, 79, 55, 88, 98, 69, 97, 99, 89, 56, 41, 90, 32, 79,0.0,3.0,21.0
448178,2015.0, 49, 65, 54, 42, 52, 59, 36, 12, 7, 52, 15, 67, 49,82.0,94.0,78.0
448178,2016.0, 4, 7, 2, 4, 9, 65, 37, 0, 0, 12, 27, 30, 4,73.0,87.0,51.0
448178,2018.0, , , , , , , , , , , , , ,39.0,87.0,35.0
435620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543859,2015.0, , , , , , , , , , , , , ,80.0,69.0,NA
543859,2016.0, 19, 31, 15, 11, 35, 36, 3, 4, 3, 78, 54, 68, 19,77.0,84.0,NA
543859,2017.0, , , , , , , , , , , , , ,65.0,78.0,NA
477195,2015.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477229,2015.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544759,2015.0, , , , , , , , , , , , , ,84.0,78.0,NA
544759,2016.0, , , , , , , , , , , , , ,87.0,81.0,NA
607309,2015.0, , , , , , , , , , , , , ,30.0,76.0,NA
607309,2016.0, , , , , , , , , , , , , ,44.0,37.0,31.0
605359,2015.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605359,2016.0, , , , , , , , , , , , , ,71.0,35.0,NA
605359,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605359,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605359,2019.0, 60, 62, 67, 71, 45, 87, 77, 88, 90, 24, 11, 44, 60,60.0,77.0,80.0
605359,2020.0, 97, 86, 98, 99, 94, 100, 100, 51, 67, 88, 63, 88, 97,46.0,53.0,72.0
623406,2016.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623406,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664042,2019.0, , , , , , , , , , , , , ,36.0,69.0,82.0
664042,2020.0, 21, 18, 34, 48, 12, 38, 23, 20, 17, 39, 24, 21, 21,34.0,60.0,77.0
518445,2017.0, 3, 5, 5, 7, 4, 41, 8, 21, 3, 34, 17, 24, 3,26.0,27.0,NA
518445,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572140,2016.0, 7, 27, 11, 6, 9, 52, 2, 9, 9, 64, 15, 21, 7,59.0,64.0,96.0
572140,2017.0, 25, 28, 27, 28, 33, 34, 14, 34, 8, 42, 61, 18, 25,39.0,46.0,86.0
572140,2018.0, 52, 46, 52, 57, 53, 33, 56, 18, 22, 61, 61, 55, 52,30.0,40.0,79.0
572140,2019.0, 40, 30, 43, 55, 40, 56, 66, 50, 72, 55, 44, 19, 40,26.0,33.0,67.0
276530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605130,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605130,2019.0, 72, 81, 83, 82, 47, 66, 57, 47, 46, 83, 9, 91, 72,70.0,56.0,52.0
605130,2020.0, 53, 45, 39, 36, 57, 46, 36, 77, 24, 84, 68, 95, 53,78.0,56.0,44.0
445590,2015.0, , , , , , , , , , , , , ,4.0,9.0,10.0
502087,2015.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502087,2016.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660875,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527054,2015.0, 18, 23, 26, 32, 16, 9, 47, 21, 19, 49, 25, 75, 18,37.0,49.0,55.0
527054,2016.0, 64, 68, 45, 29, 82, 10, 37, 41, 57, 59, 88, 58, 64,28.0,56.0,68.0
527054,2017.0, 36, 38, 35, 37, 37, 6, 40, 49, 70, 26, 38, 30, 36,29.0,51.0,72.0
527054,2018.0, 33, 64, 40, 22, 31, 11, 34, 37, 37, 51, 10, 72, 33,12.0,60.0,78.0
527054,2019.0, 37, 56, 52, 47, 25, 13, 52, 39, 61, 40, 16, 24, 37,9.0,70.0,84.0
527054,2020.0, 0, 1, 0, 0, 1, 8, 7, 37, 40, 3, 28, 0, 0,9.0,45.0,69.0
285079,2015.0, 36, 33, 39, 48, 40, 9, 67, 68, 71, 12, 61, 23, 36,0.0,1.0,NA
285079,2016.0, 13, 15, 15, 15, 18, 6, 20, 71, 40, 22, 37, 54, 13,0.0,0.0,NA
285079,2017.0, 38, 34, 48, 62, 32, 21, 80, 69, 68, 17, 53, 21, 38,0.0,1.0,NA
608638,2016.0, , , , , , , , , , , , , ,95.0,60.0,NA
608638,2018.0, , , , , , , , , , , , , ,82.0,72.0,NA
608638,2019.0, , , , , , , , , , , , , ,88.0,60.0,NA
642397,2019.0, 4, 6, 8, 14, 2, 42, 8, 3, 4, 8, 9, 9, 4,83.0,67.0,NA
642397,2020.0, 66, 81, 89, 88, 41, 74, 66, 6, 59, 79, 11, 65, 66,96.0,82.0,NA
657053,2018.0, , , , , , , , , , , , , ,56.0,27.0,48.0
657053,2019.0, , , , , , , , , , , , , ,57.0,38.0,46.0
657053,2020.0, 5, 29, 11, 8, 3, 28, 5, 33, 37, 57, 11, 80, 5,62.0,49.0,51.0
448656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623167,2017.0, 4, 15, 27, 40, 1, 71, 55, 75, 69, 11, 1, 17, 4,44.0,14.0,59.0
623167,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
