id,Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,HardHit%,K%,BB%,Whiff%,xERA,FB Velo,FB Spin,CB Spin
407842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605304,2015.0, , , , , , , , , , , , , ,38.0,48.0,97.0
605304,2016.0, , , , , , , , , , , , , ,16.0,28.0,85.0
543507,2015.0, 63, 43, 53, 60, 67, 47, 70, 30, 33, 64, 83, 57, 63,63.0,71.0,59.0
543507,2016.0, , , , , , , , , , , , , ,75.0,68.0,53.0
543507,2018.0, , , , , , , , , , , , , ,70.0,67.0,52.0
543507,2019.0, 80, 91, 79, 57, 81, 69, 49, 73, 64, 83, 23, 79, 80,85.0,68.0,54.0
543507,2020.0, 77, 83, 54, 29, 92, 46, 9, 8, 37, 98, 66, 99, 77,89.0,76.0,NA
502211,2015.0, 53, 50, 63, 71, 35, 41, 41, 46, 40, 54, 14, 45, 53,3.0,48.0,70.0
502211,2016.0, , , , , , , , , , , , , ,4.0,34.0,51.0
502211,2017.0, , , , , , , , , , , , , ,10.0,26.0,43.0
593140,2015.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593140,2016.0, 82, 90, 68, 39, 91, 61, 14, 24, 4, 97, 44, 96, 82,86.0,54.0,NA
593140,2017.0, 48, 52, 41, 40, 47, 66, 13, 25, 2, 93, 22, 91, 48,92.0,67.0,NA
593140,2018.0, 14, 24, 23, 22, 11, 64, 12, 21, 12, 68, 17, 44, 14,78.0,60.0,NA
593140,2019.0, 75, 91, 71, 43, 69, 53, 4, 75, 79, 87, 14, 73, 75,79.0,62.0,NA
593140,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595014,2015.0, 77, 77, 89, 92, 32, 85, 86, 63, 28, 70, 6, 68, 77,95.0,87.0,NA
595014,2016.0, 94, 93, 97, 96, 75, 94, 93, 89, 89, 71, 5, 68, 94,90.0,78.0,NA
595014,2017.0, 63, 38, 69, 85, 41, 78, 90, 59, 30, 60, 61, 78, 63,96.0,71.0,NA
595014,2018.0, 98, 93, 98, 99, 97, 97, 99, 83, 95, 93, 77, 97, 98,95.0,89.0,NA
595014,2019.0, 24, 44, 49, 52, 8, 60, 34, 68, 65, 47, 4, 59, 24,87.0,67.0,NA
595014,2020.0, 77, 54, 89, 98, 62, 97, 99, 95, 81, 33, 63, 24, 77,92.0,54.0,NA
595307,2015.0, 25, 9, 17, 30, 37, 62, 56, 56, 54, 26, 91, 22, 25,17.0,5.0,9.0
595307,2016.0, , , , , , , , , , , , , ,7.0,0.0,15.0
595307,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476595,2015.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605795,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642008,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642008,2018.0, , , , , , , , , , , , , ,91.0,96.0,95.0
642008,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592130,2016.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592130,2017.0, 88, 92, 84, 60, 91, 66, 55, 23, 64, 62, 35, 56, 88,39.0,62.0,NA
592130,2018.0, , , , , , , , , , , , , ,34.0,51.0,NA
592717,2015.0, 26, 33, 59, 76, 7, 55, 67, 14, 11, 20, 5, 17, 26,88.0,70.0,96.0
592717,2016.0, 45, 44, 49, 54, 46, 12, 46, 9, 10, 46, 46, 30, 45,84.0,60.0,94.0
592717,2017.0, , , , , , , , , , , , , ,80.0,70.0,94.0
592717,2018.0, 9, 20, 20, 26, 3, 24, 17, 23, 19, 21, 7, 48, 9,66.0,62.0,96.0
592717,2019.0, 19, 28, 34, 43, 8, 20, 37, 19, 8, 22, 14, 22, 19,60.0,48.0,91.0
607481,2017.0, , , , , , , , , , , , , ,60.0,2.0,NA
607481,2018.0, , , , , , , , , , , , , ,48.0,7.0,NA
607481,2019.0, 96, 94, 99, 100, 86, 99, 99, 22, 35, 51, 29, 41, 96,69.0,12.0,NA
607481,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656756,2017.0, 57, 56, 53, 46, 72, 17, 44, 56, 61, 55, 57, 69, 57,36.0,47.0,40.0
656756,2018.0, , , , , , , , , , , , , ,15.0,32.0,37.0
656756,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656756,2020.0, 60, 37, 49, 54, 72, 33, 62, 95, 88, 54, 92, 60, 60,39.0,42.0,21.0
435043,2015.0, 45, 83, 57, 27, 28, 62, 18, 66, 64, 81, 1, 75, 45,16.0,2.0,40.0
435043,2016.0, 90, 92, 98, 99, 61, 96, 96, 100, 99, 84, 9, 76, 90,16.0,4.0,45.0
435043,2017.0, , , , , , , , , , , , , ,5.0,0.0,25.0
435043,2018.0, 86, 72, 95, 99, 46, 100, 100, 44, 63, 45, 40, 44, 86,5.0,1.0,20.0
435043,2019.0, , , , , , , , , , , , , ,5.0,6.0,29.0
608331,2017.0, , , , , , , , , , , , , ,47.0,7.0,81.0
608331,2018.0, , , , , , , , , , , , , ,54.0,9.0,92.0
608331,2019.0, 68, 42, 68, 86, 60, 40, 92, 33, 27, 61, 73, 52, 68,64.0,11.0,91.0
608331,2020.0, 88, 83, 93, 95, 80, 56, 92, 98, 98, 44, 51, 41, 88,51.0,12.0,81.0
430911,2015.0, , , , , , , , , , , , , ,41.0,65.0,NA
451600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518927,2015.0, 48, 58, 85, 93, 8, 98, 96, 86, 89, 60, 1, 47, 48,20.0,21.0,49.0
518927,2016.0, , , , , , , , , , , , , ,15.0,13.0,63.0
518927,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656427,2017.0, , , , , , , , , , , , , ,55.0,36.0,67.0
656427,2018.0, 82, 87, 88, 82, 71, 29, 45, 85, 55, 87, 27, 86, 82,50.0,27.0,46.0
656427,2019.0, 86, 82, 78, 70, 89, 16, 52, 93, 91, 85, 65, 83, 86,64.0,30.0,50.0
656427,2020.0, 28, 29, 36, 43, 25, 38, 53, 61, 79, 76, 41, 88, 28,57.0,27.0,36.0
218894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621244,2016.0, 3, 29, 7, 4, 2, 46, 10, 6, 49, 23, 4, 25, 3,67.0,34.0,43.0
621244,2017.0, 61, 70, 63, 53, 63, 31, 68, 82, 80, 58, 59, 41, 61,63.0,45.0,45.0
621244,2018.0, 64, 71, 65, 57, 64, 16, 59, 77, 60, 68, 58, 56, 64,58.0,38.0,37.0
621244,2019.0, 60, 50, 48, 47, 71, 9, 60, 86, 83, 53, 78, 33, 60,45.0,25.0,27.0
621244,2020.0, 43, 41, 50, 57, 40, 19, 59, 43, 32, 59, 39, 53, 43,68.0,25.0,30.0
453646,2015.0, 66, 65, 65, 60, 57, 85, 84, 58, 19, 62, 31, 83, 66,8.0,42.0,21.0
453646,2016.0, 11, 3, 3, 6, 30, 34, 7, 24, 34, 35, 95, 59, 11,7.0,32.0,39.0
608716,2017.0, , , , , , , , , , , , , ,85.0,80.0,NA
608716,2018.0, 79, 78, 76, 63, 64, 68, 47, 59, 65, 77, 24, 51, 79,76.0,77.0,2.0
608716,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544365,2015.0, , , , , , , , , , , , , ,12.0,14.0,51.0
544365,2019.0, 4, 8, 11, 15, 2, 60, 25, 42, 38, 19, 3, 43, 4,32.0,5.0,66.0
543001,2018.0, , , , , , , , , , , , , ,13.0,33.0,91.0
543001,2019.0, , , , , , , , , , , , , ,11.0,22.0,85.0
543475,2015.0, 33, 22, 60, 85, 12, 95, 95, 46, 22, 11, 22, 23, 33,51.0,9.0,3.0
543475,2016.0, 38, 26, 71, 93, 9, 97, 99, 82, 68, 2, 18, 9, 38,61.0,11.0,29.0
543475,2017.0, 13, 8, 12, 21, 20, 43, 36, 44, 14, 18, 76, 30, 13,65.0,42.0,50.0
543475,2018.0, 67, 75, 57, 41, 76, 46, 45, 53, 66, 53, 61, 39, 67,64.0,15.0,29.0
543475,2019.0, 53, 65, 40, 27, 61, 16, 25, 16, 12, 60, 32, 39, 53,44.0,26.0,49.0
543475,2020.0, 18, 18, 18, 23, 27, 4, 40, 27, 21, 4, 50, 3, 18,39.0,20.0,49.0
476451,2015.0, 14, 20, 8, 7, 29, 1, 4, 4, 17, 41, 63, 55, 14,24.0,33.0,96.0
476451,2016.0, 33, 27, 26, 25, 51, 6, 28, 74, 90, 41, 82, 58, 33,19.0,18.0,97.0
476451,2017.0, 14, 12, 8, 10, 27, 7, 40, 34, 36, 5, 76, 10, 14,12.0,31.0,96.0
476451,2018.0, 35, 37, 27, 24, 53, 32, 19, 81, 83, 18, 91, 10, 35,9.0,25.0,92.0
476451,2019.0, , , , , , , , , , , , , ,3.0,36.0,91.0
630263,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630263,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457456,2015.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457456,2016.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502010,2015.0, , , , , , , , , , , , , ,41.0,38.0,79.0
640470,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640470,2020.0, 71, 92, 95, 90, 47, 88, 81, 33, 40, 91, 4, 54, 71,74.0,68.0,NA
430674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596271,2017.0, 37, 43, 44, 51, 35, 66, 59, 62, 47, 35, 30, 54, 37,28.0,28.0,32.0
596271,2018.0, , , , , , , , , , , , , ,17.0,28.0,NA
605309,2015.0, 95, 93, 96, 96, 93, 91, 88, 58, 25, 88, 49, 88, 95,92.0,60.0,30.0
605309,2016.0, , , , , , , , , , , , , ,92.0,53.0,35.0
605309,2017.0, , , , , , , , , , , , , ,92.0,58.0,37.0
605309,2018.0, 84, 84, 78, 58, 85, 82, 51, 59, 69, 91, 37, 83, 84,95.0,58.0,38.0
605309,2019.0, , , , , , , , , , , , , ,90.0,52.0,33.0
605309,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663465,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663465,2019.0, 35, 11, 60, 93, 12, 99, 99, 53, 54, 6, 33, 7, 35,16.0,19.0,0.0
663465,2020.0, 34, 55, 47, 39, 30, 38, 51, 35, 43, 35, 12, 25, 34,12.0,35.0,5.0
434668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640455,2016.0, 40, 45, 27, 17, 66, 21, 30, 11, 16, 51, 76, 65, 40,52.0,7.0,NA
640455,2017.0, 27, 23, 31, 40, 27, 17, 51, 6, 3, 37, 57, 56, 27,34.0,4.0,NA
640455,2018.0, 25, 18, 12, 14, 49, 4, 21, 17, 14, 13, 94, 15, 25,17.0,4.0,NA
640455,2019.0, , , , , , , , , , , , , ,11.0,2.0,NA
640455,2020.0, 60, 25, 45, 58, 72, 13, 51, 13, 14, 30, 97, 18, 60,18.0,0.0,2.0
518716,2015.0, , , , , , , , , , , , , ,13.0,49.0,75.0
518716,2016.0, 31, 31, 24, 22, 41, 28, 44, 84, 82, 15, 68, 12, 31,7.0,77.0,63.0
518716,2017.0, 33, 44, 24, 18, 49, 57, 13, 52, 52, 32, 71, 40, 33,12.0,78.0,62.0
121250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534812,2015.0, 60, 58, 62, 62, 53, 62, 24, 10, 19, 73, 36, 40, 60,30.0,41.0,24.0
534812,2016.0, 19, 11, 19, 24, 20, 76, 73, 51, 20, 19, 37, 15, 19,24.0,32.0,2.0
534812,2017.0, , , , , , , , , , , , , ,20.0,19.0,3.0
534812,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519166,2015.0, , , , , , , , , , , , , ,64.0,81.0,65.0
519166,2016.0, , , , , , , , , , , , , ,47.0,79.0,44.0
519166,2017.0, , , , , , , , , , , , , ,56.0,77.0,29.0
519166,2018.0, , , , , , , , , , , , , ,83.0,90.0,NA
519166,2019.0, , , , , , , , , , , , , ,73.0,84.0,80.0
123790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607192,2016.0, , , , , , , , , , , , , ,71.0,44.0,57.0
607192,2017.0, 5, 20, 15, 17, 2, 46, 22, 34, 23, 25, 2, 19, 5,71.0,42.0,67.0
607192,2018.0, 50, 77, 52, 31, 46, 27, 5, 11, 24, 85, 12, 76, 50,93.0,79.0,90.0
607192,2019.0, 99, 98, 98, 96, 99, 87, 75, 79, 83, 91, 78, 70, 99,94.0,54.0,94.0
607192,2020.0, 83, 89, 67, 41, 92, 19, 28, 16, 20, 97, 43, 83, 83,94.0,79.0,92.0
453329,2015.0, 79, 55, 83, 92, 78, 85, 99, 66, 63, 67, 90, 54, 79,29.0,75.0,90.0
453329,2016.0, 28, 38, 35, 34, 30, 21, 33, 61, 64, 13, 27, 38, 28,28.0,67.0,90.0
453329,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453329,2018.0, 56, 37, 44, 46, 69, 44, 51, 46, 37, 40, 88, 27, 56,5.0,39.0,84.0
453329,2019.0, 3, 4, 1, 2, 17, 30, 0, 91, 50, 6, 76, 13, 3,1.0,34.0,78.0
456045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458730,2015.0, , , , , , , , , , , , , ,66.0,10.0,39.0
458730,2016.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543408,2015.0, 27, 45, 32, 23, 26, 6, 31, 8, 16, 27, 15, 14, 27,51.0,25.0,70.0
543408,2016.0, 24, 33, 39, 46, 13, 9, 33, 69, 59, 35, 13, 51, 24,46.0,18.0,58.0
543408,2017.0, 10, 21, 16, 17, 5, 43, 28, 8, 21, 26, 18, 32, 10,53.0,24.0,59.0
543219,2015.0, 92, 85, 91, 91, 81, 95, 95, 84, 87, 69, 45, 86, 92,12.0,7.0,57.0
543219,2016.0, , , , , , , , , , , , , ,6.0,4.0,36.0
543219,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543219,2018.0, , , , , , , , , , , , , ,5.0,3.0,36.0
543219,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543219,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433579,2015.0, 43, 43, 37, 36, 50, 9, 47, 73, 71, 20, 51, 25, 43,11.0,83.0,8.0
433579,2016.0, , , , , , , , , , , , , ,2.0,78.0,7.0
656725,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656725,2019.0, , , , , , , , , , , , , ,41.0,29.0,41.0
656725,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552640,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552640,2018.0, , , , , , , , , , , , , ,54.0,33.0,NA
552640,2019.0, 83, 72, 73, 75, 88, 92, 84, 88, 70, 76, 85, 84, 83,78.0,61.0,NA
552640,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276351,2015.0, , , , , , , , , , , , , ,76.0,91.0,NA
276351,2016.0, 58, 89, 63, 37, 46, 72, 19, 9, 51, 96, 3, 94, 58,53.0,80.0,NA
276351,2017.0, , , , , , , , , , , , , ,51.0,77.0,NA
593423,2015.0, , , , , , , , , , , , , ,96.0,84.0,NA
593423,2017.0, , , , , , , , , , , , , ,97.0,78.0,NA
593423,2018.0, 10, 5, 9, 21, 15, 49, 30, 17, 11, 6, 64, 11, 10,88.0,76.0,NA
593423,2019.0, 84, 62, 80, 89, 82, 74, 96, 86, 64, 69, 83, 51, 84,93.0,76.0,NA
593423,2020.0, 39, 42, 37, 36, 44, 13, 40, 54, 59, 60, 38, 65, 39,86.0,59.0,NA
453353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346797,2015.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621389,2016.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621389,2017.0, 24, 6, 24, 48, 27, 31, 89, 57, 51, 1, 84, 4, 24,15.0,23.0,18.0
621389,2018.0, 21, 6, 29, 64, 13, 41, 79, 49, 45, 6, 53, 6, 21,14.0,24.0,50.0
621389,2019.0, , , , , , , , , , , , , ,9.0,29.0,34.0
433585,2015.0, , , , , , , , , , , , , ,2.0,5.0,45.0
456496,2015.0, , , , , , , , , , , , , ,79.0,73.0,NA
425226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543331,2015.0, 49, 77, 67, 51, 31, 69, 50, 94, 93, 45, 4, 68, 49,69.0,89.0,75.0
543331,2016.0, , , , , , , , , , , , , ,41.0,67.0,64.0
543331,2017.0, , , , , , , , , , , , , ,45.0,85.0,76.0
543331,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456071,2015.0, 5, 12, 4, 5, 10, 45, 13, 4, 3, 13, 31, 14, 5,32.0,6.0,NA
456071,2016.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456379,2015.0, 35, 37, 67, 80, 7, 85, 85, 28, 60, 58, 2, 82, 35,66.0,75.0,NA
456379,2016.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456379,2017.0, , , , , , , , , , , , , ,65.0,73.0,NA
502381,2015.0, 98, 95, 94, 87, 99, 91, 91, 93, 93, 77, 96, 91, 98,16.0,84.0,28.0
502381,2016.0, 95, 96, 94, 80, 96, 87, 71, 71, 47, 90, 50, 100, 95,13.0,86.0,NA
502381,2017.0, 64, 65, 39, 25, 78, 46, 6, 62, 18, 79, 63, 96, 64,13.0,85.0,NA
502381,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502381,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449079,2015.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450212,2015.0, 81, 79, 69, 53, 88, 69, 31, 81, 98, 68, 82, 44, 81,23.0,22.0,NA
450212,2016.0, , , , , , , , , , , , , ,12.0,31.0,NA
450212,2017.0, 100, 96, 95, 86, 100, 88, 88, 92, 93, 89, 100, 67, 100,17.0,14.0,NA
450212,2018.0, , , , , , , , , , , , , ,8.0,13.0,NA
450212,2019.0, , , , , , , , , , , , , ,4.0,15.0,NA
595371,2015.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595234,2017.0, , , , , , , , , , , , , ,15.0,3.0,20.0
595234,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656803,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656803,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656803,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544150,2016.0, 35, 31, 33, 33, 36, 42, 40, 54, 65, 9, 60, 27, 35,47.0,59.0,40.0
544150,2017.0, , , , , , , , , , , , , ,60.0,63.0,42.0
518833,2015.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607572,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607572,2019.0, , , , , , , , , , , , , ,44.0,67.0,NA
607572,2020.0, 61, 78, 66, 54, 52, 88, 86, 61, 59, 80, 34, 91, 61,35.0,83.0,NA
430950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600986,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600986,2018.0, , , , , , , , , , , , , ,93.0,32.0,NA
600986,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595001,2015.0, , , , , , , , , , , , , ,22.0,72.0,91.0
595001,2016.0, 59, 78, 58, 43, 67, 52, 17, 94, 84, 30, 20, 60, 59,25.0,70.0,90.0
595001,2017.0, , , , , , , , , , , , , ,18.0,78.0,80.0
595001,2019.0, , , , , , , , , , , , , ,26.0,68.0,95.0
595001,2020.0, 31, 27, 40, 49, 27, 74, 92, 65, 86, 8, 44, 21, 31,17.0,57.0,89.0
501873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592091,2015.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592091,2016.0, , , , , , , , , , , , , ,31.0,64.0,NA
474284,2015.0, , , , , , , , , , , , , ,46.0,72.0,38.0
474284,2016.0, , , , , , , , , , , , , ,44.0,64.0,16.0
469686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451596,2015.0, 27, 15, 48, 76, 16, 41, 93, 46, 33, 16, 26, 8, 27,29.0,24.0,62.0
451596,2016.0, 23, 31, 37, 46, 12, 36, 64, 34, 38, 15, 7, 8, 23,19.0,31.0,46.0
451596,2017.0, 11, 13, 11, 13, 10, 13, 27, 21, 34, 15, 19, 20, 11,42.0,29.0,47.0
451596,2018.0, 1, 2, 4, 15, 1, 38, 49, 34, 7, 2, 14, 5, 1,31.0,14.0,39.0
608337,2016.0, , , , , , , , , , , , , ,69.0,12.0,65.0
608337,2017.0, , , , , , , , , , , , , ,44.0,23.0,63.0
608337,2018.0, 10, 25, 23, 22, 5, 7, 38, 37, 34, 10, 10, 27, 10,46.0,13.0,36.0
608337,2019.0, 81, 81, 77, 66, 84, 7, 14, 65, 67, 90, 50, 88, 81,70.0,66.0,51.0
608337,2020.0, 85, 86, 81, 75, 82, 28, 66, 73, 59, 92, 38, 94, 85,65.0,65.0,47.0
622161,2017.0, , , , , , , , , , , , , ,57.0,70.0,NA
622161,2018.0, , , , , , , , , , , , , ,60.0,56.0,NA
605441,2017.0, , , , , , , , , , , , , ,67.0,8.0,NA
605441,2018.0, , , , , , , , , , , , , ,89.0,10.0,26.0
605441,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605441,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571710,2015.0, , , , , , , , , , , , , ,80.0,88.0,NA
571710,2016.0, 81, 89, 93, 92, 47, 91, 91, 98, 96, 94, 8, 94, 81,81.0,84.0,NA
571710,2017.0, 71, 79, 67, 50, 77, 54, 36, 62, 56, 84, 57, 71, 71,85.0,80.0,NA
571710,2018.0, 86, 76, 87, 92, 65, 82, 92, 98, 89, 65, 29, 51, 86,81.0,81.0,NA
571710,2019.0, 59, 75, 47, 25, 61, 51, 4, 42, 23, 91, 22, 92, 59,81.0,77.0,NA
571710,2020.0, 59, 85, 50, 22, 68, 65, 51, 68, 87, 68, 27, 56, 59,74.0,80.0,NA
517448,2016.0, , , , , , , , , , , , , ,25.0,50.0,55.0
457768,2015.0, 56, 45, 80, 92, 24, 98, 99, 23, 32, 26, 15, 70, 56,60.0,20.0,64.0
457768,2016.0, , , , , , , , , , , , , ,38.0,9.0,43.0
457768,2017.0, , , , , , , , , , , , , ,34.0,19.0,51.0
519294,2016.0, , , , , , , , , , , , , ,91.0,51.0,NA
519294,2017.0, 44, 61, 49, 40, 25, 61, 34, 57, 70, 72, 8, 85, 44,76.0,41.0,NA
519294,2018.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608652,2017.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608652,2018.0, , , , , , , , , , , , , ,46.0,85.0,68.0
608652,2019.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608652,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570257,2016.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570257,2017.0, , , , , , , , , , , , , ,56.0,10.0,NA
570257,2020.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473879,2015.0, 92, 88, 96, 98, 85, 85, 93, 66, 50, 69, 63, 73, 92,93.0,63.0,97.0
