id,Year,Pitch Type,RV/100,Run Value,Pitches,%,PA,BA,SLG,wOBA,Whiff%,K%,PutAway %,xBA,xSLG,xwOBA,Hard Hit %
608652,2020.0, 4-Seamer,3.5,2.0,43.0,36.1,10.0,0.286,0.714,0.478,11.1,20.0,13.3,0.259,0.527,0.403,66.7
608652,2020.0, Changeup,-2.3,0.0,1.0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608652,2019.0, Curveball,2.9,1.0,27.0,12.7,4.0,0.25,1.0,0.5,9.1,0.0,0.0,0.213,0.782,0.389,25.0
608652,2019.0, Slider,-2.5,-2.0,74.0,34.9,19.0,0.111,0.278,0.2,37.9,36.8,28.0,0.189,0.382,0.262,18.2
608652,2019.0, 4-Seamer,-1.7,-2.0,111.0,52.4,25.0,0.136,0.364,0.236,16.7,20.0,16.1,0.148,0.382,0.254,33.3
608652,2018.0, Curveball,-1.6,-1.0,44.0,7.4,8.0,0.0,0.0,0.175,28.6,37.5,18.8,0.236,0.281,0.347,33.3
608652,2018.0, Changeup,6.0,2.0,30.0,5.0,12.0,0.3,0.6,0.433,21.4,8.3,12.5,0.318,0.619,0.445,44.4
608652,2018.0, Slider,-1.5,-3.0,173.0,29.1,51.0,0.265,0.306,0.271,37.5,31.4,30.8,0.235,0.292,0.249,33.3
608652,2018.0, 4-Seamer,2.1,7.0,346.0,58.2,67.0,0.246,0.632,0.415,21.1,26.9,18.0,0.263,0.553,0.388,50.0
608652,2017.0, Curveball,3.2,1.0,20.0,8.1,4.0,0.25,0.5,0.313,16.7,25.0,9.1,0.127,0.326,0.185,33.3
608652,2017.0, Changeup,-2.3,-1.0,23.0,9.3,4.0,0.25,0.5,0.313,37.5,0.0,0.0,0.244,0.404,0.28,25.0
608652,2017.0, Slider,-0.6,0.0,62.0,25.2,18.0,0.267,0.267,0.282,40.0,16.7,21.4,0.212,0.275,0.298,25.0
608652,2017.0, 4-Seamer,0.8,1.0,139.0,56.5,35.0,0.214,0.429,0.368,15.7,14.3,11.4,0.232,0.434,0.369,30.4
608652,2017.0, Sinker,3.6,0.0,2.0,0.8,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570257,2020.0, Slider,15.9,1.0,6.0,2.6,2.0,1.0,1.5,1.075,0.0,0.0,0.0,0.782,0.913,0.704,50.0
570257,2020.0, 4-Seamer,-0.6,0.0,66.0,28.2,15.0,0.273,0.364,0.368,22.7,20.0,16.7,0.319,0.692,0.459,44.4
570257,2020.0, Changeup,-4.5,-3.0,70.0,29.9,16.0,0.0,0.0,0.056,33.3,43.8,20.0,0.119,0.134,0.118,22.2
570257,2020.0, Sinker,-1.4,-1.0,92.0,39.3,19.0,0.176,0.235,0.234,22.9,36.8,23.3,0.171,0.256,0.226,60.0
570257,2017.0, 4-Seamer,-2.0,-2.0,102.0,20.4,29.0,0.273,0.273,0.336,14.6,3.4,10.0,0.177,0.255,0.317,9.5
570257,2017.0, Slider,4.7,8.0,178.0,35.7,44.0,0.317,0.634,0.42,25.9,27.3,17.1,0.245,0.393,0.304,34.5
570257,2017.0, Sinker,3.8,8.0,216.0,43.3,57.0,0.36,0.52,0.472,16.8,8.8,11.1,0.313,0.426,0.361,41.3
473879,2019.0, 4-Seamer,-1.3,-1.0,84.0,9.9,19.0,0.167,0.556,0.331,17.5,10.5,33.3,0.352,0.772,0.474,37.5
473879,2019.0, Slider,0.1,0.0,59.0,7.0,20.0,0.1,0.15,0.113,12.0,30.0,20.0,0.194,0.241,0.189,21.4
473879,2019.0, Changeup,0.0,0.0,90.0,10.6,24.0,0.19,0.19,0.238,31.1,33.3,20.0,0.194,0.22,0.247,15.4
473879,2019.0, Cutter,-1.6,-4.0,231.0,27.2,57.0,0.167,0.241,0.199,25.2,33.3,29.2,0.161,0.225,0.187,22.2
473879,2019.0, Sinker,-0.7,-3.0,383.0,45.2,128.0,0.302,0.448,0.363,12.0,14.8,25.0,0.26,0.438,0.327,46.5
473879,2018.0, 4-Seamer,3.2,2.0,72.0,7.3,17.0,0.5,1.0,0.616,22.6,17.6,33.3,0.359,0.896,0.538,46.2
473879,2018.0, Slider,-0.5,0.0,55.0,5.6,18.0,0.118,0.235,0.178,16.0,16.7,9.7,0.14,0.156,0.169,7.1
473879,2018.0, Cutter,-1.7,-2.0,143.0,14.4,30.0,0.179,0.214,0.185,32.4,46.7,23.7,0.193,0.311,0.23,26.7
473879,2018.0, Changeup,-1.6,-2.0,138.0,13.9,36.0,0.143,0.286,0.194,36.7,41.7,20.3,0.136,0.174,0.153,20.0
473879,2018.0, Sinker,-1.5,-9.0,578.0,58.4,170.0,0.242,0.356,0.326,20.1,12.4,18.8,0.261,0.383,0.324,41.2
473879,2018.0, N/A,0.0,0.0,1.0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473879,2017.0, Slider,6.1,1.0,20.0,2.2,4.0,0.25,1.0,0.5,12.5,25.0,10.0,0.171,0.431,0.245,33.3
473879,2017.0, 4-Seamer,-1.8,-2.0,129.0,13.9,27.0,0.227,0.318,0.308,16.4,0.0,0.0,0.254,0.341,0.327,17.4
473879,2017.0, Changeup,1.6,2.0,137.0,14.8,39.0,0.324,0.486,0.368,25.0,20.5,15.1,0.24,0.4,0.295,31.0
473879,2017.0, Cutter,-0.8,-1.0,175.0,18.9,46.0,0.19,0.19,0.242,33.7,39.1,30.0,0.158,0.182,0.201,25.0
473879,2017.0, Sinker,2.2,10.0,466.0,50.3,137.0,0.339,0.579,0.434,10.5,5.1,9.1,0.294,0.505,0.384,33.3
657117,2019.0, 4-Seamer,19.1,2.0,11.0,37.9,3.0,1.0,2.5,1.2,0.0,0.0,0.0,0.474,1.327,0.717,50.0
657117,2019.0, Slider,18.5,3.0,17.0,58.6,4.0,0.75,2.0,1.125,55.6,25.0,16.7,0.493,1.149,0.672,33.3
657117,2019.0, Changeup,8.1,0.0,1.0,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657117,2018.0, 4-Seamer,3.9,4.0,93.0,53.1,20.0,0.333,1.133,0.616,16.7,10.0,9.5,0.401,1.07,0.629,35.7
657117,2018.0, Slider,-3.0,-2.0,72.0,41.1,22.0,0.227,0.409,0.27,42.9,27.3,20.7,0.252,0.391,0.278,25.0
657117,2018.0, Changeup,2.5,0.0,9.0,5.1,50.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
116414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472610,2020.0, Splitter,4.8,2.0,33.0,17.9,8.0,0.375,0.5,0.381,50.0,50.0,22.2,0.3,0.371,0.274,25.0
472610,2020.0, 4-Seamer,0.3,0.0,36.0,19.6,8.0,0.333,0.333,0.55,11.1,0.0,0.0,0.407,1.029,0.647,66.7
472610,2020.0, Slider,0.0,0.0,47.0,25.5,12.0,0.111,0.111,0.25,50.0,50.0,40.0,0.056,0.075,0.214,0.0
472610,2020.0, Sinker,3.0,2.0,67.0,36.4,16.0,0.313,0.563,0.484,18.2,6.3,16.7,0.416,0.699,0.456,60.0
472610,2019.0, Splitter,-0.5,-1.0,196.0,18.6,57.0,0.115,0.173,0.179,44.8,40.4,26.4,0.137,0.219,0.2,17.2
472610,2019.0, Sinker,1.4,4.0,261.0,24.8,64.0,0.385,0.635,0.477,20.8,3.1,6.7,0.403,0.665,0.495,47.1
472610,2019.0, 4-Seamer,2.3,5.0,231.0,21.9,73.0,0.393,0.656,0.51,8.9,5.5,8.9,0.341,0.601,0.444,47.4
472610,2019.0, Slider,-0.9,-3.0,358.0,34.0,81.0,0.157,0.329,0.254,42.4,33.3,21.8,0.158,0.305,0.248,20.0
472610,2018.0, Splitter,-0.6,-1.0,93.0,12.2,18.0,0.118,0.118,0.139,46.5,55.6,22.7,0.124,0.144,0.15,28.6
472610,2018.0, 4-Seamer,-1.2,-1.0,114.0,14.9,37.0,0.273,0.333,0.297,23.0,21.6,26.7,0.289,0.411,0.347,48.0
472610,2018.0, Slider,-0.1,0.0,290.0,38.0,66.0,0.203,0.39,0.298,51.3,40.9,27.3,0.153,0.258,0.233,25.0
472610,2018.0, Sinker,3.0,7.0,244.0,31.9,76.0,0.373,0.582,0.453,15.7,6.6,18.5,0.352,0.544,0.421,44.4
472610,2017.0, Splitter,1.1,1.0,131.0,13.1,30.0,0.179,0.286,0.233,40.4,50.0,23.4,0.183,0.265,0.226,53.8
472610,2017.0, Slider,-1.2,-3.0,236.0,23.7,59.0,0.109,0.2,0.185,57.1,50.8,33.7,0.134,0.243,0.195,12.0
472610,2017.0, Sinker,-1.8,-5.0,309.0,31.0,96.0,0.287,0.345,0.311,18.4,5.2,12.2,0.257,0.34,0.305,31.3
472610,2017.0, 4-Seamer,-3.1,-10.0,319.0,32.0,105.0,0.26,0.313,0.28,11.7,9.5,22.2,0.309,0.47,0.357,37.5
670970,2020.0, Curveball,-2.5,-1.0,45.0,14.0,7.0,0.143,0.143,0.129,7.7,28.6,18.2,0.233,0.375,0.25,20.0
670970,2020.0, Slider,1.7,1.0,40.0,12.4,15.0,0.286,0.5,0.36,47.6,53.3,32.0,0.215,0.276,0.236,16.7
670970,2020.0, Splitter,-2.9,-2.0,56.0,17.4,18.0,0.167,0.333,0.211,57.1,61.1,28.9,0.192,0.369,0.221,42.9
670970,2020.0, 4-Seamer,2.1,4.0,181.0,56.2,39.0,0.333,0.806,0.513,14.6,10.3,9.5,0.352,0.764,0.462,40.6
670970,2019.0, Sinker,2.4,0.0,3.0,1.9,2.0,0.5,0.5,0.45,0.0,0.0,0.56,0.619,0.512,0.0,NA
670970,2019.0, Changeup,4.1,1.0,28.0,18.2,6.0,0.333,0.5,0.358,28.6,50.0,30.0,0.277,0.358,0.268,33.3
670970,2019.0, Curveball,-6.0,-3.0,43.0,27.9,9.0,0.111,0.111,0.1,25.0,44.4,25.0,0.186,0.225,0.177,40.0
670970,2019.0, 4-Seamer,7.4,6.0,80.0,51.9,25.0,0.5,0.864,0.594,17.0,8.0,13.3,0.386,0.735,0.493,60.0
123387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621098,2018.0, Changeup,12.2,1.0,5.0,8.5,1.0,1.0,2.0,1.25,0.0,0.0,0.0,0.807,0.915,0.766,0.0
621098,2018.0, Slider,-1.2,0.0,12.0,20.3,3.0,0.333,0.333,0.3,60.0,66.7,33.3,0.152,0.178,0.144,100.0
621098,2018.0, 4-Seamer,1.8,0.0,26.0,44.1,4.0,0.333,0.333,0.4,9.1,0.0,0.0,0.385,0.65,0.504,0.0
621098,2018.0, Sinker,-6.1,-1.0,16.0,27.1,5.0,0.25,0.25,0.32,0.0,0.0,0.0,0.38,0.573,0.469,75.0
124604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542585,2020.0, Sinker,0.2,0.0,24.0,4.6,2.0,0.5,0.5,0.45,25.0,0.0,0.0,0.606,0.723,0.554,50.0
542585,2020.0, Changeup,-5.4,-2.0,46.0,8.9,11.0,0.0,0.0,0.0,13.3,9.1,25.0,0.236,0.294,0.231,20.0
542585,2020.0, Slider,-1.8,-3.0,146.0,28.1,37.0,0.143,0.171,0.169,48.5,43.2,29.1,0.164,0.304,0.216,31.6
542585,2020.0, 4-Seamer,-1.2,-4.0,303.0,58.4,73.0,0.274,0.403,0.354,27.7,23.3,19.5,0.27,0.47,0.358,57.8
542585,2019.0, Sinker,8.3,5.0,62.0,9.6,10.0,0.625,1.25,0.878,12.0,0.0,0.0,0.354,0.779,0.489,66.7
542585,2019.0, Changeup,0.7,0.0,56.0,8.7,15.0,0.286,0.357,0.31,18.2,13.3,16.7,0.259,0.311,0.281,16.7
542585,2019.0, Slider,-3.2,-6.0,197.0,30.5,49.0,0.186,0.349,0.273,34.0,22.4,18.3,0.174,0.243,0.229,26.5
542585,2019.0, 4-Seamer,0.7,2.0,331.0,51.2,85.0,0.254,0.437,0.357,26.1,31.8,21.3,0.236,0.416,0.337,42.2
656794,2020.0, Slider,0.6,0.0,29.0,9.7,6.0,0.2,0.2,0.267,0.0,0.0,0.0,0.242,0.318,0.31,40.0
656794,2020.0, Curveball,2.9,1.0,49.0,16.3,15.0,0.333,0.583,0.407,17.6,20.0,20.0,0.267,0.5,0.339,30.0
656794,2020.0, Changeup,-2.2,-1.0,60.0,20.0,17.0,0.143,0.357,0.294,30.4,17.6,23.1,0.237,0.405,0.341,27.3
656794,2020.0, 4-Seamer,2.7,4.0,162.0,54.0,32.0,0.448,0.759,0.533,20.3,12.5,11.8,0.341,0.634,0.419,36.0
656794,2019.0, Changeup,-1.2,-1.0,82.0,6.9,23.0,0.304,0.609,0.383,21.3,8.7,11.8,0.344,0.583,0.388,33.3
656794,2019.0, Slider,1.0,1.0,96.0,8.1,23.0,0.105,0.263,0.217,20.9,34.8,15.7,0.201,0.382,0.309,33.3
656794,2019.0, Curveball,-1.6,-4.0,233.0,19.7,46.0,0.093,0.093,0.124,43.3,45.7,28.8,0.157,0.233,0.201,40.9
656794,2019.0, 4-Seamer,-0.1,-1.0,770.0,65.2,200.0,0.276,0.425,0.354,19.7,17.0,16.3,0.255,0.399,0.33,28.4
656794,2018.0, Slider,-0.5,-1.0,125.0,4.3,26.0,0.2,0.36,0.229,41.3,53.8,23.7,0.228,0.367,0.245,41.7
656794,2018.0, Curveball,0.0,0.0,417.0,14.3,75.0,0.139,0.181,0.175,28.9,32.0,16.0,0.192,0.267,0.222,29.2
656794,2018.0, Changeup,1.4,8.0,559.0,19.1,167.0,0.272,0.411,0.335,28.0,15.0,17.9,0.241,0.343,0.299,24.6
656794,2018.0, 4-Seamer,-0.7,-13.0,1817.0,62.2,427.0,0.226,0.379,0.321,22.3,22.7,20.3,0.224,0.379,0.325,35.4
656794,2017.0, Slider,-1.2,-1.0,78.0,4.3,20.0,0.158,0.158,0.17,37.5,40.0,25.0,0.254,0.332,0.279,36.4
656794,2017.0, Changeup,0.7,1.0,197.0,10.8,52.0,0.388,0.531,0.406,39.0,17.3,21.4,0.233,0.345,0.262,23.8
656794,2017.0, Curveball,0.4,2.0,384.0,21.0,103.0,0.194,0.269,0.261,31.3,35.0,20.1,0.195,0.252,0.245,36.8
656794,2017.0, 4-Seamer,0.3,4.0,1119.0,61.1,263.0,0.277,0.498,0.395,22.6,19.8,17.7,0.29,0.513,0.403,37.3
502042,2019.0, Curveball,0.0,0.0,44.0,2.1,7.0,0.286,0.714,0.407,33.3,28.6,25.0,0.221,0.431,0.261,20.0
502042,2019.0, Sinker,2.8,6.0,219.0,10.4,53.0,0.378,0.778,0.529,10.6,7.5,12.5,0.39,0.803,0.523,48.8
502042,2019.0, Changeup,0.8,2.0,253.0,12.1,58.0,0.214,0.482,0.335,29.5,17.2,16.7,0.262,0.507,0.335,41.3
502042,2019.0, 4-Seamer,-0.6,-5.0,837.0,39.9,169.0,0.243,0.458,0.344,18.9,24.3,21.4,0.277,0.556,0.385,48.1
502042,2019.0, Slider,0.5,4.0,744.0,35.5,237.0,0.233,0.379,0.309,42.2,36.3,27.0,0.228,0.362,0.3,29.0
502042,2018.0, Curveball,-1.7,-1.0,37.0,1.5,7.0,0.167,0.333,0.179,18.2,0.0,0.0,0.32,0.401,0.308,28.6
502042,2018.0, Sinker,0.2,0.0,264.0,10.5,59.0,0.327,0.49,0.399,19.3,13.6,14.8,0.27,0.44,0.369,40.5
502042,2018.0, Changeup,-0.5,-1.0,248.0,9.9,71.0,0.309,0.441,0.336,33.1,16.9,21.1,0.277,0.412,0.306,29.8
502042,2018.0, 4-Seamer,0.7,6.0,911.0,36.4,183.0,0.306,0.513,0.404,18.3,16.9,14.2,0.289,0.551,0.399,50.8
502042,2018.0, Slider,0.0,0.0,1043.0,41.6,314.0,0.231,0.39,0.301,36.2,35.4,24.2,0.219,0.346,0.271,33.2
502042,2017.0, Changeup,1.3,4.0,273.0,8.0,58.0,0.352,0.407,0.377,32.5,6.9,14.3,0.318,0.434,0.353,40.0
502042,2017.0, 4-Seamer,0.3,5.0,1609.0,47.2,303.0,0.284,0.515,0.387,21.5,21.1,19.8,0.287,0.517,0.382,50.2
502042,2017.0, Slider,-1.3,-19.0,1453.0,42.7,466.0,0.21,0.349,0.27,37.0,37.1,28.6,0.193,0.318,0.244,32.6
518883,2018.0, Slider,3.2,1.0,19.0,42.2,2.0,0.5,0.5,0.45,37.5,50.0,11.1,0.126,0.13,0.113,0.0
518883,2018.0, Sinker,15.4,4.0,24.0,53.3,11.0,0.6,1.1,0.72,7.1,0.0,0.0,0.313,0.516,0.358,27.3
518883,2018.0, Changeup,0.5,0.0,2.0,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571863,2019.0, Curveball,-0.1,0.0,27.0,7.4,5.0,0.2,0.4,0.25,10.0,0.0,0.0,0.257,0.6,0.341,40.0
571863,2019.0, Changeup,2.9,2.0,59.0,16.2,19.0,0.353,0.824,0.511,16.0,10.5,14.3,0.404,0.803,0.518,46.7
571863,2019.0, Cutter,-0.3,0.0,103.0,28.3,25.0,0.19,0.381,0.314,20.4,8.0,6.7,0.243,0.491,0.37,26.3
571863,2019.0, 4-Seamer,3.7,6.0,175.0,48.1,47.0,0.409,0.841,0.536,9.8,10.6,11.6,0.38,0.746,0.481,61.5
571863,2018.0, Curveball,1.5,3.0,203.0,15.7,58.0,0.286,0.446,0.365,19.0,12.1,11.9,0.323,0.656,0.424,36.7
571863,2018.0, Changeup,-3.3,-7.0,209.0,16.1,64.0,0.172,0.259,0.238,20.8,14.1,14.3,0.239,0.415,0.327,34.0
571863,2018.0, Cutter,0.1,0.0,328.0,25.3,102.0,0.245,0.426,0.315,17.3,15.7,17.8,0.314,0.541,0.392,39.2
571863,2018.0, 4-Seamer,1.6,9.0,555.0,42.8,135.0,0.322,0.678,0.453,11.8,13.3,12.6,0.333,0.71,0.467,51.0
571863,2017.0, Changeup,162.4,2.0,1.0,11.1,1.0,1.0,2.0,1.25,0.0,0.0,0.49,1.115,0.647,100.0,NA
571863,2017.0, 4-Seamer,12.3,1.0,8.0,88.9,2.0,1.0,1.0,0.8,0.0,0.0,0.859,1.169,0.787,100.0,NA
605240,2020.0, Changeup,-0.9,0.0,17.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.479,0.527,0.431,0.0
605240,2020.0, Curveball,1.5,1.0,59.0,17.4,4.0,0.25,1.0,0.5,25.0,0.0,0.0,0.173,0.521,0.269,25.0
605240,2020.0, 4-Seamer,6.4,2.0,30.0,8.8,8.0,0.5,1.0,0.65,0.0,0.0,0.0,0.353,0.666,0.475,33.3
605240,2020.0, Sinker,-1.1,-1.0,99.0,29.2,27.0,0.16,0.28,0.259,27.3,25.9,36.8,0.231,0.399,0.29,50.0
605240,2020.0, Cutter,-1.4,-2.0,134.0,39.5,40.0,0.235,0.324,0.311,45.2,42.5,33.3,0.194,0.26,0.264,52.9
605240,2019.0, Changeup,-2.0,-2.0,80.0,7.6,18.0,0.111,0.278,0.161,25.7,16.7,20.0,0.256,0.422,0.286,40.0
605240,2019.0, Curveball,1.2,2.0,196.0,18.6,19.0,0.529,1.059,0.669,26.7,10.5,14.3,0.495,0.874,0.581,43.8
605240,2019.0, Sinker,-0.5,-1.0,132.0,12.5,39.0,0.367,0.433,0.415,18.5,10.3,14.8,0.296,0.364,0.365,37.0
605240,2019.0, 4-Seamer,0.1,0.0,124.0,11.8,40.0,0.103,0.241,0.304,34.0,30.0,34.3,0.168,0.383,0.359,35.3
605240,2019.0, Cutter,-0.5,-3.0,522.0,49.5,132.0,0.176,0.296,0.31,44.4,35.6,26.4,0.191,0.306,0.297,40.3
605240,2018.0, Curveball,-0.7,-1.0,210.0,23.6,22.0,0.238,0.286,0.233,23.5,22.7,16.7,0.137,0.161,0.164,18.8
605240,2018.0, Changeup,-1.5,-1.0,96.0,10.8,25.0,0.12,0.12,0.18,32.0,16.0,14.3,0.215,0.276,0.216,28.6
605240,2018.0, 4-Seamer,-0.6,-1.0,130.0,14.6,32.0,0.269,0.423,0.363,20.4,25.0,26.7,0.208,0.36,0.319,21.1
605240,2018.0, Sinker,1.8,3.0,171.0,19.2,41.0,0.233,0.467,0.448,19.1,12.2,13.9,0.312,0.672,0.491,44.0
605240,2018.0, Cutter,-1.3,-4.0,283.0,31.8,94.0,0.169,0.247,0.212,49.4,51.1,32.9,0.185,0.262,0.217,31.0
605240,2017.0, Slider,3.0,0.0,10.0,7.8,1.0,0.7,100.0,0.0,0.0,0.7,NA,NA,NA,NA,NA
605240,2017.0, Changeup,2.3,0.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431,0.431,0.388,100.0
605240,2017.0, Curveball,-1.6,0.0,22.0,17.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202,0.48,0.29,50.0
605240,2017.0, Cutter,-3.6,-1.0,16.0,12.4,4.0,0.333,0.333,0.4,25.0,0.0,0.0,0.436,0.616,0.509,33.3
605240,2017.0, 4-Seamer,13.7,3.0,19.0,14.7,6.0,0.667,1.333,0.842,35.7,16.7,14.3,0.556,1.155,0.71,80.0
605240,2017.0, Sinker,-2.9,-2.0,53.0,41.1,19.0,0.412,0.588,0.461,20.0,10.5,22.2,0.418,0.63,0.476,40.0
446248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519096,2019.0, Slider,1.7,1.0,58.0,13.9,10.0,0.5,0.6,0.485,32.1,10.0,14.3,0.317,0.367,0.301,33.3
519096,2019.0, 4-Seamer,-3.9,-2.0,50.0,12.0,12.0,0.083,0.083,0.075,27.8,33.3,23.5,0.18,0.492,0.269,50.0
519096,2019.0, Changeup,-1.2,-1.0,78.0,18.8,31.0,0.267,0.433,0.313,13.6,9.7,15.8,0.301,0.588,0.382,40.7
519096,2019.0, Sinker,2.5,6.0,230.0,55.3,78.0,0.373,0.627,0.438,5.3,10.3,19.0,0.332,0.52,0.375,32.8
519096,2018.0, Slider,3.0,2.0,68.0,7.3,17.0,0.294,0.412,0.306,25.0,17.6,13.0,0.278,0.434,0.306,42.9
519096,2018.0, 4-Seamer,3.2,4.0,111.0,12.0,33.0,0.303,0.667,0.405,21.8,39.4,22.4,0.208,0.503,0.298,35.0
519096,2018.0, Changeup,-0.4,0.0,114.0,12.3,36.0,0.286,0.4,0.319,18.6,5.6,5.7,0.283,0.382,0.305,36.4
519096,2018.0, Sinker,0.0,0.0,605.0,65.3,152.0,0.284,0.52,0.374,16.9,15.1,14.8,0.294,0.467,0.341,40.8
519096,2017.0, Slider,0.3,0.0,76.0,9.0,19.0,0.222,0.278,0.292,28.2,31.6,20.7,0.26,0.443,0.321,41.7
519096,2017.0, 4-Seamer,0.3,0.0,125.0,14.7,22.0,0.364,0.636,0.427,19.1,13.6,6.7,0.452,0.689,0.485,47.4
519096,2017.0, Changeup,1.1,1.0,83.0,9.8,31.0,0.241,0.276,0.26,14.9,12.9,15.4,0.343,0.396,0.347,52.0
519096,2017.0, Sinker,-1.0,-6.0,554.0,65.3,164.0,0.275,0.4,0.311,12.4,14.0,14.5,0.289,0.38,0.297,30.9
545404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605222,2017.0, 4-Seamer,7.7,0.0,3.0,33.3,1.0,0.7,0.0,0.7,NA,NA,NA,NA,NA,NA,NA
605222,2017.0, Sinker,19.1,1.0,3.0,33.3,1.0,0.7,0.0,0.7,NA,NA,NA,NA,NA,NA,NA
605222,2017.0, Curveball,3.8,0.0,1.0,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605222,2017.0, Slider,7.4,0.0,2.0,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650828,2018.0, Changeup,-3.4,-1.0,33.0,3.6,6.0,0.167,0.167,0.15,50.0,33.3,33.3,0.214,0.304,0.221,50.0
650828,2018.0, 4-Seamer,-0.9,-1.0,121.0,13.0,38.0,0.257,0.514,0.354,10.7,7.9,10.3,0.277,0.483,0.356,46.9
650828,2018.0, Slider,-2.7,-10.0,362.0,39.0,94.0,0.156,0.244,0.204,47.9,42.6,28.8,0.187,0.286,0.224,30.0
650828,2018.0, Sinker,-0.6,-3.0,413.0,44.5,130.0,0.301,0.447,0.363,11.5,6.9,17.0,0.307,0.51,0.367,38.8
650828,2017.0, 4-Seamer,-3.4,-1.0,33.0,11.1,10.0,0.0,0.0,0.35,22.2,0.0,0.0,0.279,0.654,0.541,20.0
650828,2017.0, Slider,-0.9,-1.0,114.0,38.5,34.0,0.212,0.394,0.269,53.4,55.9,40.4,0.155,0.316,0.209,42.9
650828,2017.0, Sinker,0.2,0.0,148.0,50.0,35.0,0.286,0.464,0.415,18.5,2.9,4.8,0.293,0.443,0.393,21.4
434641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523260,2020.0, Sinker,-1.2,0.0,39.0,22.8,8.0,0.25,0.25,0.225,7.1,12.5,12.5,0.216,0.275,0.203,0.0
523260,2020.0, 4-Seamer,-1.6,0.0,24.0,14.0,8.0,0.0,0.0,0.35,12.5,0.0,0.0,0.451,0.676,0.581,50.0
523260,2020.0, Curveball,-0.4,0.0,108.0,63.2,26.0,0.273,0.409,0.329,36.2,30.8,25.8,0.212,0.255,0.265,46.7
523260,2019.0, Changeup,1.8,2.0,111.0,12.4,32.0,0.241,0.31,0.284,27.1,37.5,17.1,0.185,0.253,0.236,35.3
523260,2019.0, Sinker,0.3,1.0,201.0,22.5,47.0,0.368,0.5,0.44,20.0,12.8,13.0,0.225,0.328,0.327,37.5
523260,2019.0, 4-Seamer,-1.8,-5.0,247.0,27.6,69.0,0.259,0.431,0.372,15.9,20.3,25.5,0.263,0.451,0.363,50.0
523260,2019.0, Curveball,-0.6,-2.0,322.0,36.0,73.0,0.137,0.247,0.188,40.5,41.1,34.5,0.179,0.29,0.201,34.9
523260,2018.0, Sinker,-6.0,-4.0,65.0,5.5,17.0,0.077,0.077,0.218,12.9,5.9,4.8,0.348,0.637,0.489,41.7
523260,2018.0, Slider,2.1,4.0,176.0,15.0,33.0,0.233,0.4,0.335,35.0,24.2,15.1,0.199,0.294,0.257,22.7
523260,2018.0, Curveball,-0.3,-1.0,219.0,18.6,34.0,0.233,0.333,0.259,39.1,35.3,24.0,0.203,0.326,0.245,30.0
523260,2018.0, Changeup,-0.5,-1.0,129.0,11.0,41.0,0.094,0.188,0.251,50.0,46.3,27.9,0.063,0.084,0.206,14.3
523260,2018.0, 4-Seamer,-0.4,-2.0,586.0,49.8,160.0,0.281,0.374,0.344,16.7,17.5,15.6,0.29,0.416,0.355,44.6
523260,2017.0, Changeup,-1.8,-1.0,31.0,3.0,14.0,0.083,0.083,0.164,66.7,71.4,47.6,0.057,0.062,0.146,0.0
523260,2017.0, Curveball,1.8,3.0,188.0,18.3,30.0,0.407,0.593,0.46,22.5,13.3,8.3,0.339,0.57,0.419,34.8
523260,2017.0, Slider,-0.8,-1.0,157.0,15.3,35.0,0.167,0.2,0.244,39.4,20.0,11.1,0.216,0.304,0.289,29.2
523260,2017.0, Sinker,-3.0,-9.0,315.0,30.7,76.0,0.171,0.243,0.212,18.4,19.7,13.3,0.273,0.419,0.319,35.7
