id,Year,Pitch Type,RV/100,Run Value,Pitches,%,PA,BA,SLG,wOBA,Whiff%,K%,PutAway %,xBA,xSLG,xwOBA,Hard Hit %
594965,2018.0, Curveball,3.9,1.0,18.0,3.1,3.0,0.667,0.667,0.6,0.0,0.0,0.0,0.629,0.722,0.596,0.0
594965,2018.0, Changeup,1.0,1.0,96.0,16.5,25.0,0.217,0.391,0.294,22.2,16.0,8.9,0.228,0.396,0.305,15.8
594965,2018.0, Cutter,0.8,1.0,93.0,16.0,29.0,0.222,0.333,0.271,20.8,20.7,14.0,0.261,0.434,0.327,28.6
594965,2018.0, 4-Seamer,-1.4,-5.0,367.0,63.2,73.0,0.175,0.254,0.247,31.7,28.8,20.2,0.214,0.355,0.298,32.6
622103,2019.0, Curveball,16.8,1.0,8.0,1.7,1.0,1.0,2.0,1.25,20.0,0.0,0.0,0.622,0.705,0.574,100.0
622103,2019.0, Sinker,-1.7,-1.0,66.0,14.4,15.0,0.154,0.154,0.213,29.6,20.0,16.7,0.17,0.247,0.251,30.0
622103,2019.0, Slider,-1.9,-2.0,111.0,24.2,33.0,0.156,0.156,0.158,41.4,39.4,28.3,0.123,0.175,0.146,21.1
622103,2019.0, 4-Seamer,2.9,8.0,273.0,59.6,67.0,0.296,0.593,0.425,34.0,32.8,32.8,0.217,0.423,0.325,40.0
435045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519263,2017.0, Curveball,-1.9,0.0,25.0,5.0,2.0,0.5,0.5,0.45,20.0,0.0,0.0,0.377,0.398,0.339,100.0
519263,2017.0, 4-Seamer,3.6,1.0,41.0,8.3,11.0,0.444,0.778,0.555,11.8,0.0,0.0,0.274,0.49,0.398,55.6
519263,2017.0, Changeup,-1.6,-3.0,181.0,36.5,47.0,0.174,0.304,0.214,29.2,34.0,22.9,0.207,0.358,0.254,33.3
519263,2017.0, Sinker,0.5,1.0,231.0,46.6,69.0,0.271,0.39,0.331,10.3,13.0,20.0,0.265,0.439,0.353,36.5
605333,2017.0, Curveball,-10.7,-1.0,7.0,6.7,1.0,0.0,0.0,0.0,66.7,0.0,0.0,0.362,0.359,0.325,0.0
605333,2017.0, Changeup,3.8,0.0,11.0,10.5,1.0,1.0,2.0,1.25,0.0,0.0,0.682,1.357,0.849,100.0,NA
605333,2017.0, 4-Seamer,0.8,1.0,87.0,82.9,23.0,0.2,0.267,0.315,34.5,30.4,28.0,0.121,0.193,0.311,50.0
520980,2020.0, Slider,-2.1,-1.0,67.0,21.9,10.0,0.111,0.222,0.195,43.8,20.0,14.3,0.196,0.227,0.237,28.6
520980,2020.0, Changeup,-3.9,-4.0,110.0,35.9,30.0,0.12,0.24,0.243,29.1,16.7,13.2,0.161,0.252,0.259,20.0
520980,2020.0, 4-Seamer,1.1,1.0,129.0,42.2,30.0,0.207,0.345,0.27,20.3,20.0,14.6,0.268,0.432,0.298,34.8
520980,2019.0, Sinker,-6.5,0.0,3.0,0.3,1.0,0.0,0.0,0.0,100.0,100.0,0.0,NA,NA,NA,NA
520980,2019.0, Slider,-0.9,-2.0,188.0,16.9,45.0,0.209,0.279,0.245,30.1,20.0,26.5,0.241,0.365,0.27,22.9
520980,2019.0, Changeup,-3.5,-12.0,348.0,31.3,102.0,0.157,0.258,0.24,28.7,16.7,16.5,0.2,0.32,0.277,24.7
520980,2019.0, 4-Seamer,-0.6,-3.0,552.0,49.6,122.0,0.182,0.327,0.266,34.1,33.6,23.8,0.157,0.279,0.232,30.4
520980,2018.0, Slider,-0.4,-1.0,209.0,21.5,37.0,0.278,0.417,0.334,42.7,18.9,15.2,0.207,0.315,0.239,17.2
520980,2018.0, Changeup,-2.7,-4.0,140.0,14.4,38.0,0.135,0.216,0.17,48.1,39.5,24.6,0.139,0.239,0.178,22.7
520980,2018.0, Sinker,0.3,1.0,219.0,22.5,56.0,0.311,0.511,0.394,15.3,5.4,7.7,0.273,0.459,0.377,27.3
520980,2018.0, 4-Seamer,-1.9,-7.0,371.0,38.2,98.0,0.174,0.279,0.243,29.3,35.7,25.4,0.215,0.317,0.277,28.3
520980,2017.0, Changeup,-1.4,-2.0,131.0,11.2,24.0,0.261,0.304,0.269,45.3,20.8,11.6,0.327,0.404,0.336,5.6
520980,2017.0, Slider,-0.3,-1.0,191.0,16.3,34.0,0.212,0.394,0.269,44.4,26.5,18.0,0.213,0.414,0.279,33.3
520980,2017.0, Sinker,0.0,0.0,217.0,18.5,55.0,0.273,0.455,0.405,19.2,12.7,12.1,0.301,0.451,0.4,21.6
520980,2017.0, 4-Seamer,-1.6,-10.0,635.0,54.1,165.0,0.208,0.43,0.309,30.2,26.1,17.6,0.211,0.372,0.29,35.8
641427,2018.0, Changeup,6.7,0.0,6.0,1.2,1.0,0.7,0.0,0.7,NA,NA,NA,NA,NA,NA,NA
641427,2018.0, Sinker,0.4,0.0,16.0,3.1,3.0,0.333,0.333,0.3,16.7,0.0,0.0,0.487,0.795,0.549,100.0
641427,2018.0, Curveball,2.8,5.0,164.0,32.2,35.0,0.294,0.588,0.407,26.8,22.9,17.4,0.314,0.61,0.404,38.5
641427,2018.0, 4-Seamer,4.1,12.0,287.0,56.4,76.0,0.365,0.698,0.489,27.2,19.7,18.1,0.262,0.553,0.4,46.9
641427,2017.0, Changeup,-11.5,0.0,3.0,0.6,2.0,0.0,0.0,0.0,66.7,50.0,50.0,0.023,0.047,0.029,0.0
641427,2017.0, Sinker,-4.2,-2.0,37.0,7.4,12.0,0.125,0.5,0.225,8.3,0.0,0.0,0.325,0.653,0.443,36.4
641427,2017.0, Curveball,-0.5,-1.0,146.0,29.0,32.0,0.161,0.258,0.225,13.7,21.9,12.7,0.243,0.321,0.262,41.7
641427,2017.0, 4-Seamer,-1.2,-4.0,317.0,63.0,75.0,0.242,0.394,0.297,18.7,20.0,15.2,0.236,0.432,0.322,39.6
467856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519008,2020.0, Slider,2.0,2.0,78.0,23.6,15.0,0.429,0.714,0.503,25.0,13.3,20.0,0.316,0.487,0.344,33.3
519008,2020.0, Changeup,-1.0,-1.0,55.0,16.6,17.0,0.313,0.375,0.326,35.3,17.6,14.3,0.307,0.458,0.336,46.2
519008,2020.0, Sinker,0.0,0.0,198.0,59.8,60.0,0.268,0.554,0.381,6.9,6.7,10.8,0.294,0.536,0.364,44.2
519008,2019.0, Changeup,1.9,3.0,143.0,15.9,34.0,0.353,0.529,0.407,37.3,20.6,19.4,0.338,0.491,0.351,33.3
519008,2019.0, Slider,1.3,2.0,139.0,15.5,36.0,0.242,0.333,0.303,34.9,25.0,18.4,0.277,0.517,0.345,44.0
519008,2019.0, Sinker,0.6,4.0,608.0,67.8,173.0,0.318,0.484,0.382,15.6,11.0,13.5,0.31,0.487,0.37,40.7
519008,2019.0, 4-Seamer,-3.0,0.0,4.0,0.4,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519008,2018.0, Slider,0.3,0.0,148.0,13.8,25.0,0.227,0.455,0.265,24.0,24.0,13.6,0.201,0.37,0.258,38.9
519008,2018.0, Changeup,0.9,1.0,143.0,13.4,32.0,0.25,0.344,0.295,21.7,3.1,4.3,0.214,0.303,0.227,22.6
519008,2018.0, Sinker,-1.9,-14.0,776.0,72.6,232.0,0.238,0.322,0.293,19.2,15.1,19.1,0.272,0.389,0.323,40.2
519008,2018.0, 4-Seamer,2.1,0.0,1.0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519008,2017.0, Slider,1.2,1.0,115.0,13.9,19.0,0.167,0.167,0.189,20.5,26.3,11.4,0.22,0.296,0.229,28.6
519008,2017.0, Changeup,1.1,1.0,103.0,12.4,26.0,0.32,0.44,0.344,29.4,19.2,21.7,0.228,0.307,0.247,25.0
519008,2017.0, Sinker,0.8,5.0,603.0,72.7,188.0,0.308,0.424,0.356,12.1,10.1,13.3,0.27,0.387,0.31,32.5
519008,2017.0, 4-Seamer,7.4,0.0,1.0,0.1,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572021,2020.0, Slider,6.8,2.0,36.0,27.5,7.0,0.6,1.4,0.693,7.1,0.0,0.0,0.42,0.692,0.43,50.0
572021,2020.0, Sinker,3.1,3.0,90.0,68.7,22.0,0.389,0.833,0.571,13.3,4.5,4.3,0.368,0.685,0.469,47.1
572021,2020.0, Changeup,4.9,0.0,5.0,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572021,2019.0, Slider,0.6,0.0,47.0,31.5,8.0,0.25,0.25,0.225,47.4,37.5,18.8,0.207,0.281,0.216,40.0
572021,2019.0, Sinker,-3.1,-3.0,101.0,67.8,29.0,0.192,0.346,0.278,26.5,24.1,25.0,0.233,0.408,0.312,31.6
572021,2018.0, Slider,0.6,0.0,66.0,8.2,17.0,0.25,0.25,0.253,23.8,35.3,14.6,0.124,0.159,0.157,10.0
572021,2018.0, Sinker,-1.3,-10.0,736.0,91.8,194.0,0.249,0.376,0.318,20.3,20.1,20.2,0.235,0.385,0.311,36.0
572021,2017.0, Slider,-1.6,-4.0,235.0,25.3,45.0,0.098,0.146,0.158,50.0,55.6,27.2,0.085,0.133,0.149,25.0
572021,2017.0, Sinker,1.3,9.0,683.0,73.5,192.0,0.278,0.444,0.388,21.9,20.3,23.4,0.248,0.364,0.325,35.9
136880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608717,2020.0, Changeup,-2.8,-2.0,54.0,9.9,11.0,0.273,0.273,0.245,54.2,27.3,30.0,0.255,0.287,0.237,25.0
608717,2020.0, Curveball,-4.3,-4.0,93.0,17.0,20.0,0.105,0.158,0.108,31.1,30.0,20.7,0.179,0.209,0.178,42.9
608717,2020.0, Slider,3.1,5.0,146.0,26.7,39.0,0.297,0.541,0.373,25.0,17.9,13.2,0.231,0.425,0.288,46.7
608717,2020.0, 4-Seamer,-1.1,-3.0,254.0,46.4,61.0,0.204,0.306,0.303,39.1,37.7,28.4,0.225,0.405,0.328,37.0
608717,2019.0, Cutter,2.1,0.0,4.0,0.3,1.0,0.0,0.0,0.0,100.0,100.0,50.0,0.0,NA,NA,NA
608717,2019.0, Sinker,-15.6,0.0,2.0,0.1,1.0,0.0,0.0,0.0,100.0,100.0,0.0,NA,NA,NA,NA
608717,2019.0, Changeup,5.1,4.0,74.0,5.4,23.0,0.45,0.7,0.522,27.8,8.7,25.0,0.371,0.596,0.445,33.3
608717,2019.0, Curveball,0.5,1.0,162.0,11.9,49.0,0.261,0.522,0.352,36.2,32.7,29.1,0.223,0.371,0.276,13.3
608717,2019.0, Slider,2.3,7.0,300.0,22.0,83.0,0.291,0.443,0.346,29.4,19.3,14.5,0.282,0.433,0.323,34.9
608717,2019.0, 4-Seamer,-0.3,-2.0,703.0,51.6,158.0,0.293,0.457,0.364,19.4,18.4,16.9,0.276,0.434,0.347,40.5
608717,2018.0, Cutter,0.3,0.0,70.0,2.9,19.0,0.143,0.214,0.297,25.0,15.8,13.6,0.181,0.24,0.322,27.3
608717,2018.0, Sinker,3.0,6.0,202.0,8.2,48.0,0.409,0.568,0.466,11.3,2.1,2.3,0.352,0.512,0.404,37.2
608717,2018.0, Changeup,2.5,6.0,249.0,10.1,67.0,0.303,0.591,0.396,26.6,13.4,15.8,0.307,0.546,0.373,36.8
608717,2018.0, Slider,1.1,3.0,310.0,12.6,83.0,0.28,0.453,0.335,26.4,21.7,16.2,0.287,0.459,0.347,35.6
608717,2018.0, Curveball,1.2,5.0,367.0,14.9,85.0,0.269,0.436,0.319,27.7,28.2,17.0,0.287,0.508,0.358,39.3
608717,2018.0, 4-Seamer,0.0,0.0,1248.0,50.8,320.0,0.253,0.427,0.338,18.2,17.5,16.9,0.284,0.482,0.368,40.9
608717,2017.0, Changeup,0.8,1.0,79.0,7.6,16.0,0.5,0.714,0.579,31.8,6.3,11.1,0.31,0.507,0.371,7.1
608717,2017.0, Sinker,-0.6,-1.0,98.0,9.4,29.0,0.2,0.32,0.321,8.7,13.8,16.7,0.276,0.433,0.363,14.3
608717,2017.0, Slider,1.8,2.0,120.0,11.5,34.0,0.333,0.407,0.382,37.7,32.4,22.0,0.297,0.481,0.416,47.1
608717,2017.0, Cutter,-1.0,-2.0,182.0,17.5,44.0,0.333,0.385,0.361,14.0,9.1,10.5,0.317,0.384,0.353,25.7
608717,2017.0, Curveball,-2.1,-4.0,193.0,18.5,47.0,0.116,0.163,0.174,36.7,38.3,25.0,0.149,0.224,0.203,26.9
608717,2017.0, 4-Seamer,0.0,0.0,367.0,35.2,86.0,0.27,0.486,0.362,15.4,15.1,12.5,0.286,0.47,0.362,39.7
430606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657566,2019.0, Changeup,-3.3,0.0,11.0,3.2,1.0,0.0,0.0,0.0,0.0,0.0,0.288,0.307,0.277,0.0,NA
657566,2019.0, Curveball,1.2,1.0,45.0,13.2,15.0,0.214,0.286,0.25,16.7,40.0,23.1,0.144,0.182,0.177,12.5
657566,2019.0, Cutter,5.4,6.0,121.0,35.4,28.0,0.4,0.84,0.571,42.4,25.0,26.9,0.321,0.609,0.42,33.3
657566,2019.0, 4-Seamer,3.4,5.0,150.0,43.9,42.0,0.389,0.611,0.468,27.8,16.7,24.1,0.367,0.524,0.424,51.7
519229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429722,2019.0, Changeup,17.8,3.0,15.0,6.0,4.0,0.667,1.667,0.9,0.0,0.0,0.0,0.433,1.368,0.719,66.7
429722,2019.0, Sinker,7.7,2.0,26.0,10.4,8.0,0.6,1.8,0.781,10.0,0.0,0.0,0.429,1.17,0.767,66.7
429722,2019.0, Slider,0.6,1.0,106.0,42.4,20.0,0.263,0.632,0.388,23.4,15.0,8.1,0.308,0.742,0.437,31.3
429722,2019.0, 4-Seamer,1.4,1.0,103.0,41.2,32.0,0.31,0.69,0.42,5.7,6.3,8.0,0.302,0.62,0.39,35.7
429722,2018.0, Changeup,3.3,3.0,87.0,20.3,21.0,0.3,0.6,0.395,12.8,19.0,18.2,0.244,0.523,0.342,50.0
429722,2018.0, Sinker,3.7,3.0,77.0,17.9,21.0,0.412,0.941,0.588,2.7,0.0,0.0,0.338,0.766,0.511,35.3
429722,2018.0, Slider,0.8,1.0,135.0,31.5,34.0,0.323,0.581,0.391,15.1,17.6,12.5,0.3,0.505,0.366,15.4
429722,2018.0, 4-Seamer,2.7,4.0,129.0,30.1,38.0,0.25,0.656,0.387,10.3,15.8,15.8,0.295,0.816,0.485,50.0
429722,2017.0, N/A,0.0,0.0,1.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
429722,2017.0, Changeup,0.5,2.0,328.0,10.1,102.0,0.276,0.48,0.337,21.1,9.8,15.4,0.316,0.535,0.376,34.1
429722,2017.0, Sinker,1.3,8.0,643.0,19.9,174.0,0.333,0.538,0.409,12.1,6.9,9.6,0.301,0.472,0.366,30.3
429722,2017.0, Slider,-1.7,-21.0,1178.0,36.4,287.0,0.157,0.269,0.216,38.6,33.4,23.4,0.171,0.287,0.224,27.8
429722,2017.0, 4-Seamer,-1.8,-19.0,1066.0,33.0,293.0,0.216,0.405,0.308,15.3,16.0,15.3,0.237,0.43,0.327,30.7
606303,2020.0, Slider,2.2,0.0,19.0,32.2,1.0,0.0,0.0,0.0,25.0,100.0,25.0,0.0,NA,NA,NA
606303,2020.0, Sinker,-7.1,-1.0,8.0,13.6,2.0,0.0,0.0,0.0,33.3,0.0,0.643,0.821,0.586,100.0,NA
606303,2020.0, 4-Seamer,3.6,1.0,29.0,49.2,10.0,0.286,0.429,0.425,20.0,10.0,14.3,0.436,0.897,0.567,83.3
606303,2020.0, Changeup,0.6,0.0,3.0,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606303,2019.0, Changeup,8.6,0.0,3.0,4.5,1.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA
606303,2019.0, Sinker,12.5,1.0,7.0,10.6,1.0,1.0,1.0,0.9,66.7,0.0,0.927,1.144,0.889,100.0,NA
606303,2019.0, Slider,2.9,1.0,24.0,36.4,6.0,0.4,0.4,0.417,33.3,33.3,33.3,0.332,0.453,0.395,33.3
606303,2019.0, 4-Seamer,-5.3,-2.0,32.0,48.5,9.0,0.143,0.143,0.256,8.3,11.1,14.3,0.314,0.872,0.523,50.0
623381,2019.0, Slider,45.8,0.0,1.0,0.1,1.0,1.0,1.0,0.9,0.0,0.0,0.592,0.677,0.537,100.0,NA
623381,2019.0, Changeup,1.0,2.0,193.0,15.4,58.0,0.298,0.386,0.337,21.1,6.9,10.5,0.327,0.55,0.374,41.5
623381,2019.0, Curveball,-0.1,0.0,287.0,22.9,66.0,0.222,0.365,0.272,29.5,30.3,19.6,0.251,0.402,0.295,23.3
623381,2019.0, 4-Seamer,1.0,8.0,774.0,61.7,199.0,0.248,0.509,0.389,25.5,22.6,20.7,0.231,0.48,0.365,42.6
623381,2018.0, Curveball,1.1,1.0,127.0,18.3,25.0,0.158,0.211,0.262,37.1,32.0,17.4,0.129,0.17,0.241,8.3
623381,2018.0, Changeup,-0.5,-1.0,122.0,17.6,42.0,0.225,0.425,0.295,23.2,14.3,18.8,0.183,0.358,0.257,32.4
623381,2018.0, 4-Seamer,-0.6,-3.0,446.0,64.2,114.0,0.248,0.455,0.339,20.7,13.2,14.0,0.259,0.483,0.345,39.3
433657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491624,2020.0, Slider,-6.5,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.036,0.057,0.035,0.0,NA
491624,2020.0, 4-Seamer,-4.7,-1.0,12.0,6.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.807,2.121,1.09,100.0
491624,2020.0, Sinker,-1.3,0.0,18.0,9.4,5.0,0.25,0.25,0.32,28.6,0.0,0.0,0.178,0.348,0.322,25.0
491624,2020.0, Changeup,-3.8,-6.0,159.0,83.2,46.0,0.14,0.233,0.178,31.6,26.1,25.0,0.238,0.304,0.244,31.3
491624,2017.0, Slider,2.2,1.0,47.0,9.4,7.0,0.429,1.0,0.593,38.9,0.0,0.0,0.349,0.822,0.48,42.9
491624,2017.0, 4-Seamer,1.1,1.0,78.0,15.6,10.0,0.375,0.625,0.48,15.0,10.0,5.9,0.399,0.648,0.491,71.4
491624,2017.0, Sinker,10.3,13.0,128.0,25.6,36.0,0.636,1.182,0.763,10.9,0.0,0.0,0.479,0.959,0.607,57.6
491624,2017.0, Changeup,-0.8,-2.0,247.0,49.4,86.0,0.175,0.338,0.26,29.3,23.3,21.7,0.249,0.427,0.315,33.3
594760,2017.0, 4-Seamer,40.7,2.0,5.0,6.7,1.0,1.0,3.0,1.6,33.3,0.0,0.797,2.616,1.363,100.0,NA
594760,2017.0, Changeup,-0.2,0.0,9.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.401,0.401,0.361,0.0
594760,2017.0, Curveball,1.7,0.0,8.0,10.7,2.0,0.35,80.0,0.0,0.0,0.353,0.0,NA,NA,NA,NA
594760,2017.0, Slider,2.9,1.0,18.0,24.0,5.0,0.25,1.0,0.54,77.8,60.0,37.5,0.216,0.85,0.478,0.0
594760,2017.0, Sinker,0.7,0.0,34.0,45.3,10.0,0.5,0.667,0.572,23.1,0.0,0.0,0.478,0.737,0.578,71.4
622766,2019.0, Curveball,8.6,1.0,12.0,11.8,3.0,0.333,1.333,0.667,40.0,33.3,25.0,0.253,0.351,0.266,0.0
622766,2019.0, Changeup,8.1,1.0,13.0,12.7,4.0,0.75,1.5,0.938,25.0,0.0,0.0,0.59,0.677,0.553,0.0
622766,2019.0, Slider,1.1,0.0,23.0,22.5,6.0,0.4,0.6,0.475,16.7,16.7,20.0,0.189,0.423,0.323,25.0
622766,2019.0, 4-Seamer,-3.2,-2.0,54.0,52.9,16.0,0.214,0.286,0.278,12.5,12.5,14.3,0.298,0.522,0.389,50.0
622766,2018.0, Sinker,6.3,0.0,7.0,2.0,2.0,1.0,1.0,0.9,0.0,0.0,0.318,0.367,0.305,50.0,NA
622766,2018.0, Curveball,-3.2,0.0,14.0,4.0,3.0,0.0,0.0,0.0,20.0,33.3,14.3,0.046,0.034,0.043,0.0
622766,2018.0, Changeup,1.3,1.0,72.0,20.7,15.0,0.286,0.429,0.333,41.2,33.3,26.3,0.202,0.295,0.244,33.3
622766,2018.0, Slider,0.8,1.0,69.0,19.9,18.0,0.133,0.267,0.256,44.8,27.8,21.7,0.151,0.191,0.24,30.0
622766,2018.0, 4-Seamer,-1.4,-3.0,185.0,53.3,45.0,0.216,0.459,0.326,34.0,42.2,30.2,0.189,0.391,0.304,50.0
622766,2017.0, Slider,3.3,5.0,155.0,20.0,30.0,0.31,0.448,0.372,27.1,36.7,20.8,0.2,0.292,0.233,22.2
622766,2017.0, 4-Seamer,0.9,1.0,152.0,19.6,36.0,0.242,0.788,0.433,18.3,22.2,24.2,0.257,0.69,0.404,38.5
622766,2017.0, Changeup,3.2,4.0,114.0,14.7,38.0,0.207,0.379,0.384,28.3,10.5,12.5,0.189,0.307,0.322,15.4
622766,2017.0, Sinker,2.1,7.0,351.0,45.3,88.0,0.304,0.551,0.435,18.7,11.4,11.4,0.288,0.524,0.417,37.7
450308,2017.0, Sinker,2.0,3.0,137.0,20.4,31.0,0.269,0.5,0.398,7.1,9.7,10.3,0.342,0.642,0.463,34.8
450308,2017.0, Slider,3.3,3.0,100.0,14.9,35.0,0.265,0.676,0.423,20.0,17.1,16.2,0.288,0.643,0.397,25.0
450308,2017.0, Changeup,-1.0,-1.0,118.0,17.6,36.0,0.212,0.515,0.34,27.9,8.3,15.0,0.29,0.591,0.38,25.8
450308,2017.0, Curveball,3.7,4.0,117.0,17.4,39.0,0.342,0.684,0.44,21.7,12.8,15.2,0.267,0.474,0.327,24.2
450308,2017.0, 4-Seamer,2.5,5.0,192.0,28.6,47.0,0.385,0.744,0.511,13.0,10.6,10.2,0.313,0.59,0.43,40.0
450308,2017.0, N/A,0.0,0.0,1.0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622864,2019.0, Changeup,4.8,1.0,16.0,5.8,3.0,1.0,1.0,0.767,16.7,0.0,0.0,0.925,1.005,0.748,0.0
622864,2019.0, 4-Seamer,1.8,0.0,17.0,6.1,4.0,0.333,0.333,0.4,42.9,0.0,0.0,0.423,0.681,0.52,66.7
622864,2019.0, Slider,-1.6,-1.0,80.0,28.8,27.0,0.154,0.269,0.198,64.7,63.0,48.6,0.123,0.231,0.168,44.4
622864,2019.0, Sinker,1.5,2.0,165.0,59.4,37.0,0.433,0.667,0.542,13.3,2.7,4.0,0.354,0.568,0.449,34.5
622864,2018.0, Changeup,1.9,2.0,113.0,11.8,24.0,0.417,0.625,0.45,27.0,20.8,20.8,0.265,0.381,0.28,31.6
622864,2018.0, Slider,0.6,1.0,237.0,24.7,59.0,0.255,0.418,0.316,36.6,33.9,18.3,0.227,0.373,0.288,34.3
622864,2018.0, 4-Seamer,-0.4,-1.0,298.0,31.0,72.0,0.262,0.475,0.338,20.9,16.7,16.9,0.292,0.536,0.384,35.8
622864,2018.0, Sinker,-1.1,-3.0,311.0,32.4,91.0,0.267,0.307,0.334,16.2,8.8,11.4,0.257,0.36,0.346,40.6
622864,2018.0, N/A,0.0,0.0,1.0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642232,2020.0, Curveball,-1.4,-1.0,89.0,10.7,23.0,0.15,0.3,0.236,40.5,34.8,26.7,0.138,0.174,0.186,0.0
642232,2020.0, Sinker,-1.9,-4.0,195.0,23.4,43.0,0.243,0.297,0.293,16.5,4.7,8.0,0.265,0.395,0.323,27.8
642232,2020.0, Changeup,-0.6,-2.0,250.0,30.0,67.0,0.215,0.323,0.247,36.0,19.4,14.0,0.235,0.367,0.262,15.4
642232,2020.0, Cutter,1.1,3.0,300.0,36.0,100.0,0.315,0.461,0.356,23.5,21.0,24.1,0.285,0.454,0.331,35.7
642232,2019.0, 4-Seamer,-4.5,0.0,3.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.039,0.043,0.035,0.0,NA
642232,2019.0, Curveball,-1.8,-5.0,278.0,13.5,54.0,0.082,0.204,0.175,37.3,31.5,20.2,0.138,0.2,0.187,9.1
642232,2019.0, Sinker,1.7,8.0,496.0,24.1,116.0,0.34,0.585,0.416,16.3,16.4,16.8,0.357,0.58,0.421,50.6
642232,2019.0, Changeup,-1.5,-8.0,526.0,25.6,162.0,0.206,0.313,0.23,32.0,22.8,22.6,0.236,0.367,0.263,19.5
642232,2019.0, Cutter,-0.8,-6.0,754.0,36.7,228.0,0.224,0.379,0.291,14.5,19.3,20.2,0.25,0.388,0.293,22.1
642232,2018.0, 4-Seamer,-2.5,-2.0,70.0,2.9,10.0,0.111,0.111,0.16,11.5,20.0,12.5,0.163,0.185,0.215,42.9
642232,2018.0, Curveball,-2.9,-8.0,265.0,11.1,84.0,0.095,0.176,0.195,41.5,42.9,27.3,0.133,0.218,0.217,15.8
642232,2018.0, Sinker,0.9,7.0,771.0,32.2,161.0,0.308,0.517,0.393,13.6,17.4,17.5,0.296,0.49,0.374,46.6
642232,2018.0, Changeup,1.0,6.0,598.0,24.9,176.0,0.242,0.448,0.336,26.3,19.3,15.4,0.274,0.478,0.344,25.0
642232,2018.0, Cutter,-0.8,-5.0,691.0,28.8,191.0,0.271,0.412,0.331,14.7,14.7,14.5,0.268,0.391,0.319,15.4
542674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450306,2019.0, Curveball,-0.1,0.0,380.0,15.2,95.0,0.236,0.404,0.296,24.2,21.1,18.7,0.23,0.437,0.299,34.3
450306,2019.0, Sinker,0.6,3.0,555.0,22.2,152.0,0.302,0.543,0.408,8.3,9.9,14.4,0.311,0.581,0.406,40.3
450306,2019.0, 4-Seamer,0.4,3.0,691.0,27.6,157.0,0.256,0.488,0.386,15.3,19.7,20.0,0.226,0.461,0.353,38.0
450306,2019.0, Changeup,-0.8,-7.0,879.0,35.1,243.0,0.22,0.327,0.283,36.4,23.9,20.3,0.227,0.376,0.286,26.3
450306,2018.0, 4-Seamer,-0.7,-1.0,176.0,11.3,30.0,0.167,0.458,0.33,16.9,16.7,13.9,0.145,0.252,0.248,19.0
450306,2018.0, Curveball,-1.2,-3.0,240.0,15.5,61.0,0.228,0.281,0.274,35.5,36.1,28.9,0.228,0.337,0.275,31.4
450306,2018.0, Changeup,1.0,4.0,420.0,27.0,124.0,0.261,0.47,0.336,38.4,23.4,20.9,0.257,0.435,0.322,18.4
450306,2018.0, Sinker,2.1,13.0,616.0,39.7,166.0,0.324,0.566,0.423,16.1,15.1,17.2,0.298,0.537,0.394,39.0
