id,Year,Pitch,Team,Hand,#,MPH,Inches of Drop,vs Avg,% vs Avg,Inches of Break,vs Avg,% Break vs Avg
592779,2016.0,Sinker, LAD , R,41.0,92.9,19.1,-2.7,-13.0,15.3,0.0,0.0
592238,2018.0,Sinker, TOR , R,27.0,91.0,21.9,-2.4,-10.0,16.5,1.6,11.0
592238,2018.0,Slider, TOR , R,11.0,82.7,44.6,3.5,8.0,2.8,-4.1,-60.0
592238,2018.0,Changeup, TOR , R,8.0,84.7,27.0,-5.3,-17.0,16.5,2.9,21.0
572119,2016.0,Sinker, PHI , L,97.0,88.4,29.1,-2.2,-7.0,17.8,0.7,4.0
572119,2016.0,Curveball, PHI , L,93.0,78.9,47.6,0.6,1.0,10.6,0.2,2.0
572119,2016.0,Changeup, PHI , L,26.0,82.7,38.0,0.0,0.0,14.1,-1.3,-8.0
606424,2020.0,4-Seamer, SF , L,138.0,93.7,19.4,-4.1,-27.0,15.3,7.9,106.0
606424,2020.0,Slider, SF , L,94.0,83.5,38.8,0.3,1.0,6.6,0.6,9.0
606424,2020.0,Changeup, SF , L,52.0,85.9,29.5,-1.2,-4.0,17.0,3.6,27.0
606424,2019.0,Changeup, MIA , L,132.0,86.9,29.7,0.2,1.0,18.8,4.8,35.0
606424,2019.0,Slider, MIA , L,323.0,84.4,39.1,1.7,5.0,6.6,1.6,33.0
606424,2019.0,4-Seamer, MIA , L,303.0,93.3,19.9,-3.8,-24.0,16.0,8.4,109.0
606424,2018.0,4-Seamer, MIA , L,533.0,92.1,20.7,-4.1,-25.0,14.5,7.2,98.0
606424,2018.0,Changeup, MIA , L,252.0,85.7,30.2,-0.4,-1.0,18.6,5.3,40.0
606424,2018.0,Curveball, MIA , L,2.0,79.2,44.1,-10.2,-19.0,5.0,-3.1,-38.0
606424,2018.0,Slider, MIA , L,232.0,85.1,32.1,-4.1,-11.0,3.6,-0.9,-20.0
606424,2017.0,Slider, MIA , L,268.0,85.1,36.6,1.8,5.0,5.6,1.4,34.0
606424,2017.0,Changeup, MIA , L,166.0,87.3,24.8,-2.1,-8.0,17.2,3.8,29.0
606424,2017.0,4-Seamer, MIA , L,439.0,94.3,15.3,-1.5,-11.0,11.7,3.6,44.0
606424,2017.0,Sinker, MIA , L,4.0,93.4,23.1,2.4,12.0,14.9,-0.1,-1.0
639373,2019.0,4-Seamer, SEA , R,124.0,97.7,10.2,3.2,24.0,3.3,-4.5,-58.0
639373,2019.0,Slider, SEA , R,70.0,86.0,37.5,2.1,6.0,4.6,0.2,4.0
639373,2019.0,Changeup, SEA , R,3.0,86.0,25.4,-4.6,-15.0,8.0,-5.6,-41.0
639373,2018.0,4-Seamer, NYM , R,73.0,96.9,12.0,2.5,17.0,5.4,-2.6,-33.0
639373,2018.0,Slider, NYM , R,15.0,85.9,36.2,0.5,2.0,8.1,3.5,77.0
639373,2018.0,Changeup, NYM , R,2.0,85.4,33.7,1.9,6.0,12.7,-0.6,-5.0
592644,2020.0,Curveball, CLE , R,56.0,76.9,56.3,-0.9,-2.0,11.3,1.7,18.0
592644,2020.0,Changeup, CLE , R,20.0,84.3,26.7,-3.8,-13.0,9.0,-4.0,-31.0
592644,2020.0,4-Seamer, CLE , R,224.0,91.0,15.1,1.4,8.0,4.1,-2.4,-36.0
592644,2020.0,Slider, CLE , R,146.0,86.4,28.6,-5.8,-17.0,4.0,-0.3,-7.0
592644,2019.0,Slider, CLE , R,434.0,85.9,29.8,-5.9,-16.0,4.3,-0.1,-2.0
592644,2019.0,Changeup, CLE , R,201.0,84.1,26.6,-4.5,-14.0,8.4,-4.8,-36.0
592644,2019.0,Curveball, CLE , R,191.0,77.3,54.5,-2.9,-5.0,10.2,0.6,6.0
592644,2019.0,4-Seamer, CLE , R,968.0,91.1,14.8,2.2,13.0,4.2,-2.6,-38.0
592644,2018.0,4-Seamer, CLE , R,757.0,91.0,14.3,2.8,17.0,4.2,-2.8,-40.0
592644,2018.0,Curveball, CLE , R,124.0,75.4,61.8,0.4,1.0,9.5,0.0,0.0
592644,2018.0,Changeup, CLE , R,123.0,84.4,25.9,-5.5,-17.0,6.9,-6.3,-48.0
592644,2018.0,Slider, CLE , R,262.0,81.8,36.7,-5.0,-12.0,5.4,-1.1,-17.0
592644,2016.0,4-Seamer, CLE , R,50.0,91.5,11.3,3.7,25.0,5.1,-3.0,-37.0
592644,2016.0,Slider, CLE , R,14.0,83.5,33.4,-3.1,-9.0,3.3,-0.6,-16.0
592644,2016.0,Curveball, CLE , R,10.0,77.0,54.1,-2.0,-4.0,7.5,-0.2,-3.0
592644,2016.0,Changeup, CLE , R,5.0,83.4,20.5,-9.3,-31.0,7.2,-5.6,-43.0
571510,2020.0,4-Seamer, DET , L,546.0,91.7,18.3,-2.0,-12.0,11.2,4.1,58.0
571510,2020.0,Curveball, DET , L,81.0,74.1,65.0,2.6,4.0,12.9,2.2,21.0
571510,2020.0,Changeup, DET , L,187.0,79.1,37.0,1.7,5.0,15.9,2.4,18.0
571510,2020.0,Sinker, DET , L,26.0,90.5,22.7,-0.7,-3.0,16.1,1.5,11.0
571510,2020.0,Slider, DET , L,246.0,79.3,46.8,3.6,8.0,3.4,-6.7,-66.0
571510,2019.0,Cutter, DET , L,1.0,90.5,12.8,13.2,51.0,0.3,-2.0,-116.0
571510,2019.0,Curveball, DET , L,122.0,72.2,61.1,-3.1,-5.0,14.6,2.1,17.0
571510,2019.0,Slider, DET , L,1091.0,79.6,46.0,2.3,5.0,4.2,-6.5,-60.0
571510,2019.0,Changeup, DET , L,182.0,79.1,32.3,-3.5,-10.0,11.4,-2.8,-19.0
571510,2019.0,4-Seamer, DET , L,1509.0,92.1,17.3,-0.5,-3.0,10.2,2.6,34.0
571510,2019.0,Sinker, DET , L,119.0,90.2,23.1,-0.9,-4.0,14.4,0.1,0.0
571510,2018.0,Changeup, DET , L,229.0,78.6,34.6,-0.7,-2.0,10.3,-2.4,-19.0
571510,2018.0,Curveball, DET , L,352.0,72.1,58.3,-6.6,-10.0,14.5,3.2,28.0
571510,2018.0,Sinker, DET , L,417.0,90.1,22.4,-1.9,-8.0,14.3,-0.1,-1.0
571510,2018.0,Slider, DET , L,881.0,80.5,41.3,-2.0,-5.0,2.4,-5.9,-72.0
571510,2018.0,4-Seamer, DET , L,975.0,90.5,18.2,-0.7,-4.0,9.0,2.0,28.0
571510,2017.0,Curveball, DET , L,423.0,74.6,48.4,-10.5,-18.0,12.3,1.2,11.0
571510,2017.0,Sinker, DET , L,572.0,91.5,20.6,-1.9,-8.0,15.4,0.4,3.0
571510,2017.0,Changeup, DET , L,487.0,80.9,30.4,-2.0,-6.0,13.7,0.7,5.0
571510,2017.0,Slider, DET , L,271.0,86.2,29.4,-4.2,-12.0,4.1,-7.4,-223.0
571510,2017.0,4-Seamer, DET , L,586.0,92.6,15.7,-0.6,-4.0,10.2,2.0,24.0
571510,2016.0,Changeup, DET , L,262.0,79.8,26.9,-4.8,-15.0,11.4,-0.7,-6.0
571510,2016.0,Curveball, DET , L,190.0,74.2,52.6,-8.3,-14.0,10.4,1.0,10.0
571510,2016.0,Slider, DET , L,203.0,84.3,32.2,-2.3,-7.0,0.3,-3.3,-111.0
571510,2016.0,4-Seamer, DET , L,1018.0,91.8,15.0,-0.3,-2.0,11.4,3.5,44.0
571510,2015.0,4-Seamer, DET , L,564.0,91.7,13.7,0.8,6.0,8.5,0.6,8.0
571510,2015.0,Curveball, DET , L,84.0,71.4,65.1,0.4,1.0,10.5,2.0,23.0
571510,2015.0,Slider, DET , L,170.0,80.5,42.9,2.1,5.0,2.9,-1.7,-38.0
571510,2015.0,Changeup, DET , L,178.0,79.2,27.2,-4.2,-13.0,9.6,-2.8,-23.0
334492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448614,2019.0,4-Seamer, DET , R,18.0,91.3,17.7,0.5,3.0,2.7,-5.5,-67.0
448614,2019.0,Slider, DET , R,4.0,80.3,44.6,1.5,3.0,15.5,4.8,45.0
448614,2019.0,Cutter, DET , R,31.0,90.0,23.3,3.3,12.0,2.8,1.0,61.0
448614,2019.0,Curveball, DET , R,11.0,79.5,51.9,0.0,0.0,10.1,-1.2,-11.0
448614,2019.0,Sinker, DET , R,9.0,90.7,24.7,-1.0,-4.0,14.4,-1.0,-6.0
448614,2018.0,Cutter, WSH , R,67.0,92.0,22.1,1.5,6.0,2.7,1.3,92.0
448614,2018.0,4-Seamer, WSH , R,52.0,93.0,16.2,0.6,4.0,3.0,-5.2,-64.0
448614,2018.0,Curveball, WSH , R,29.0,80.2,56.5,3.7,7.0,8.6,-0.6,-6.0
448614,2017.0,Cutter, MIL , R,488.0,92.4,19.4,2.0,9.0,2.9,1.2,68.0
448614,2017.0,Curveball, MIL , R,147.0,80.1,56.2,4.6,9.0,10.7,1.9,22.0
448614,2017.0,4-Seamer, MIL , R,544.0,93.4,16.9,-1.4,-9.0,3.2,-5.7,-64.0
448614,2017.0,Slider, MIL , R,22.0,83.2,42.0,3.9,10.0,15.8,9.9,169.0
448614,2017.0,Sinker, MIL , R,39.0,92.3,25.4,1.7,7.0,10.5,-5.0,-33.0
448614,2016.0,4-Seamer, MIL , R,686.0,92.4,18.3,-2.9,-19.0,2.2,-6.7,-75.0
448614,2016.0,Sinker, MIL , R,22.0,92.3,21.1,0.3,2.0,14.5,-0.3,-2.0
448614,2016.0,Cutter, MIL , R,409.0,90.7,22.4,0.5,2.0,2.4,2.1,679.0
448614,2016.0,Changeup, MIL , R,1.0,84.4,34.6,3.1,10.0,1.3,-14.5,-110.0
448614,2016.0,Curveball, MIL , R,153.0,81.4,49.9,1.7,4.0,10.2,2.3,29.0
448614,2015.0,4-Seamer, NYM , R,339.0,92.8,18.6,-3.1,-20.0,3.4,-5.6,-62.0
448614,2015.0,Curveball, NYM , R,150.0,81.7,51.8,3.5,7.0,10.3,2.7,34.0
448614,2015.0,Sinker, NYM , R,25.0,93.3,21.1,0.1,1.0,12.9,-2.7,-17.0
448614,2015.0,Changeup, NYM , R,8.0,84.1,33.5,2.3,7.0,4.5,-9.4,-67.0
448614,2015.0,Cutter, NYM , R,347.0,90.2,26.3,-2.9,-12.0,3.4,3.7,-1342.0
517451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605488,2020.0,Changeup, BOS , L,105.0,81.5,31.2,-0.1,0.0,10.7,-1.4,-12.0
605488,2020.0,Sinker, BOS , L,190.0,92.1,15.5,-6.5,-30.0,10.2,-4.2,-29.0
605488,2020.0,Slider, BOS , L,110.0,83.0,40.9,1.7,4.0,4.2,-2.1,-34.0
605488,2019.0,Changeup, TEX , L,204.0,80.3,30.5,-2.1,-6.0,9.3,-2.5,-21.0
605488,2019.0,Sinker, TEX , L,386.0,92.1,16.3,-6.3,-28.0,10.7,-3.7,-26.0
605488,2019.0,Slider, TEX , L,75.0,83.7,39.4,1.0,3.0,4.8,-0.7,-13.0
605488,2018.0,Slider, TEX , L,77.0,81.9,42.2,1.3,3.0,4.8,-1.4,-22.0
605488,2018.0,Sinker, TEX , L,352.0,91.3,18.3,-4.5,-20.0,12.6,-1.7,-12.0
605488,2018.0,Curveball, TEX , L,2.0,75.4,53.4,-7.4,-12.0,1.4,-8.2,-85.0
605488,2018.0,Changeup, TEX , L,130.0,79.0,31.4,-2.9,-9.0,9.7,-0.9,-9.0
451482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669160,2020.0,Cutter, LAD , R,213.0,93.6,23.8,-1.5,-7.0,0.1,-1.3,-94.0
669160,2020.0,4-Seamer, LAD , R,48.0,99.1,13.4,-1.1,-9.0,10.4,2.2,27.0
669160,2020.0,Curveball, LAD , R,116.0,86.8,42.0,-1.6,-4.0,10.0,1.0,11.0
669160,2020.0,Sinker, LAD , R,445.0,97.9,20.9,1.3,7.0,18.8,2.7,17.0
669160,2020.0,Changeup, LAD , R,44.0,90.7,29.5,1.4,5.0,15.4,0.8,6.0
669160,2019.0,Changeup, LAD , R,6.0,86.3,26.8,-3.1,-10.0,13.2,-0.8,-6.0
669160,2019.0,Curveball, LAD , R,60.0,83.0,53.9,4.6,9.0,8.4,0.8,11.0
669160,2019.0,4-Seamer, LAD , R,38.0,95.7,14.1,0.3,2.0,7.9,0.3,4.0
669160,2019.0,Sinker, LAD , R,286.0,96.0,20.6,0.4,2.0,16.8,1.9,13.0
669160,2019.0,Cutter, LAD , R,176.0,90.8,27.5,-2.6,-10.0,1.7,0.0,-1.0
607352,2020.0,Cutter, HOU , R,10.0,88.8,27.9,-1.5,-6.0,2.5,-0.5,-18.0
607352,2020.0,4-Seamer, HOU , R,21.0,93.8,19.6,-5.7,-41.0,8.3,2.0,31.0
607352,2020.0,Sinker, HOU , R,54.0,93.3,15.3,-4.4,-22.0,11.9,-2.0,-14.0
607352,2020.0,Curveball, HOU , R,21.0,77.4,61.1,3.3,6.0,5.0,-2.0,-29.0
607352,2020.0,Changeup, HOU , R,12.0,88.0,26.3,0.1,0.0,7.4,-5.0,-40.0
607352,2019.0,Curveball, HOU , R,99.0,77.0,67.1,9.3,16.0,7.1,1.6,28.0
607352,2019.0,4-Seamer, HOU , R,183.0,93.8,14.5,-0.1,-1.0,3.7,-2.9,-44.0
607352,2019.0,Changeup, HOU , R,125.0,87.1,27.3,-0.9,-3.0,11.9,-1.0,-8.0
607352,2019.0,Sinker, HOU , R,397.0,94.1,16.1,-4.3,-21.0,11.4,-2.8,-20.0
607352,2019.0,Cutter, HOU , R,338.0,87.8,31.6,-3.2,-11.0,3.7,1.6,74.0
607352,2018.0,Curveball, TOR , R,168.0,78.1,66.0,8.1,14.0,8.4,0.6,8.0
607352,2018.0,4-Seamer, TOR , R,65.0,93.7,14.7,0.1,1.0,2.3,-4.4,-66.0
607352,2018.0,Cutter, TOR , R,185.0,89.1,27.6,-0.4,-1.0,2.4,0.2,8.0
607352,2018.0,Sinker, TOR , R,684.0,94.3,15.9,-4.2,-21.0,11.5,-2.5,-18.0
607352,2018.0,Changeup, TOR , R,118.0,86.4,29.0,0.4,1.0,14.5,1.5,12.0
607352,2017.0,Changeup, TOR , R,278.0,86.3,27.2,1.5,6.0,16.1,3.5,28.0
607352,2017.0,4-Seamer, TOR , R,119.0,93.3,15.0,-1.3,-10.0,5.8,-1.2,-17.0
607352,2017.0,Sinker, TOR , R,932.0,93.8,15.4,-2.5,-14.0,13.1,-1.0,-7.0
607352,2017.0,Curveball, TOR , R,415.0,78.8,61.8,7.2,13.0,6.8,0.0,0.0
607352,2017.0,Cutter, TOR , R,185.0,90.0,24.3,-0.9,-4.0,1.3,-3.4,-164.0
607352,2016.0,Slider, TOR , R,181.0,89.8,25.6,-1.5,-5.0,1.6,-3.7,-177.0
607352,2016.0,4-Seamer, TOR , R,644.0,94.9,13.7,-1.3,-10.0,11.6,3.3,40.0
607352,2016.0,Cutter, TOR , R,2.0,88.3,25.7,-1.1,-4.0,1.1,-1.9,-239.0
607352,2016.0,Curveball, TOR , R,190.0,80.7,57.3,6.4,13.0,5.0,-0.6,-11.0
607352,2016.0,Changeup, TOR , R,65.0,86.5,26.8,0.9,3.0,15.3,2.3,18.0
607352,2016.0,Sinker, TOR , R,11.0,95.8,13.5,-3.2,-19.0,11.5,-3.1,-21.0
656186,2020.0,Slider, SD , R,193.0,90.0,26.6,-2.5,-9.0,0.9,-1.2,-57.0
656186,2020.0,4-Seamer, SD , R,170.0,97.3,14.1,0.9,6.0,9.3,0.2,2.0
656186,2019.0,4-Seamer, SEA , R,166.0,96.6,12.8,2.7,17.0,9.7,0.5,5.0
656186,2019.0,Slider, SEA , R,114.0,87.9,32.0,-2.6,-7.0,6.4,2.3,56.0
656186,2018.0,Changeup, SEA , R,1.0,89.5,23.4,-9.5,-29.0,13.1,-2.0,-13.0
656186,2018.0,Slider, SEA , R,168.0,87.5,33.2,-1.9,-5.0,7.4,2.4,47.0
656186,2018.0,4-Seamer, SEA , R,187.0,96.0,14.2,1.9,12.0,9.9,0.6,6.0
656186,2017.0,Slider, SEA , R,273.0,87.8,32.7,-0.6,-2.0,7.6,3.8,101.0
656186,2017.0,4-Seamer, SEA , R,456.0,96.8,13.8,0.4,3.0,12.2,2.2,22.0
656186,2017.0,Sinker, SEA , R,23.0,95.6,24.5,2.6,12.0,18.7,2.6,16.0
656186,2016.0,Slider, SEA , R,56.0,89.5,32.6,2.9,10.0,4.7,3.2,212.0
656186,2016.0,Sinker, SEA , R,4.0,96.0,14.3,-5.6,-28.0,11.0,-4.9,-31.0
656186,2016.0,4-Seamer, SEA , R,111.0,97.1,14.5,-0.9,-7.0,12.3,1.9,18.0
570632,2020.0,Changeup, MIA , R,28.0,90.4,22.8,-5.0,-18.0,13.6,-0.6,-4.0
570632,2020.0,Sinker, MIA , R,165.0,95.3,23.3,3.4,17.0,15.8,1.2,8.0
570632,2020.0,4-Seamer, MIA , R,75.0,95.6,16.4,-2.2,-15.0,9.9,2.3,30.0
570632,2020.0,Slider, MIA , R,128.0,85.6,32.8,-2.6,-7.0,2.0,-2.6,-56.0
570632,2019.0,4-Seamer, MIA , R,6.0,94.8,16.6,-1.1,-7.0,9.7,1.6,20.0
570632,2019.0,Curveball, MIA , R,85.0,84.7,37.3,-9.7,-21.0,4.7,-2.1,-30.0
570632,2019.0,Slider, MIA , R,273.0,85.8,30.8,-4.7,-13.0,1.9,-2.7,-59.0
570632,2019.0,Changeup, MIA , R,145.0,90.1,25.4,-2.5,-9.0,16.1,1.5,11.0
570632,2019.0,Sinker, MIA , R,863.0,95.8,20.7,-0.1,-1.0,16.6,1.3,9.0
570632,2018.0,4-Seamer, MIA , R,59.0,95.6,14.8,-0.1,0.0,10.9,3.2,42.0
570632,2018.0,Changeup, MIA , R,525.0,89.9,23.3,-4.3,-16.0,15.1,0.9,6.0
570632,2018.0,Sinker, MIA , R,1539.0,95.8,19.1,-0.9,-4.0,15.6,0.8,6.0
570632,2018.0,Slider, MIA , R,598.0,86.4,29.0,-5.4,-16.0,0.1,-4.2,-98.0
570632,2018.0,Curveball, MIA , R,49.0,84.8,37.1,-10.0,-21.0,5.3,-1.9,-26.0
570632,2017.0,Changeup, MIA , R,618.0,88.6,22.9,-3.9,-14.0,14.3,0.4,3.0
570632,2017.0,4-Seamer, MIA , R,901.0,95.8,15.2,-2.1,-16.0,13.1,4.6,55.0
570632,2017.0,Cutter, MIA , R,1.0,90.2,26.2,-2.1,-9.0,14.5,-16.2,-951.0
570632,2017.0,Sinker, MIA , R,672.0,95.5,20.4,0.9,5.0,16.5,1.1,7.0
570632,2017.0,Slider, MIA , R,684.0,85.0,29.5,-5.3,-15.0,1.7,-2.4,-58.0
570632,2016.0,Changeup, MIA , R,258.0,89.8,20.2,-5.1,-20.0,14.4,0.6,4.0
570632,2016.0,4-Seamer, MIA , R,388.0,96.0,13.6,-1.0,-8.0,12.8,3.7,41.0
570632,2016.0,Slider, MIA , R,152.0,86.4,28.1,-3.4,-11.0,0.3,-1.9,-86.0
570632,2016.0,Curveball, MIA , R,92.0,84.7,34.9,-8.0,-19.0,4.2,-2.3,-35.0
570632,2016.0,Sinker, MIA , R,520.0,95.2,19.2,1.5,8.0,16.5,1.7,11.0
570632,2015.0,4-Seamer, MIA , R,497.0,94.6,14.3,-1.1,-8.0,10.5,2.1,25.0
570632,2015.0,Curveball, MIA , R,26.0,82.2,38.5,-8.9,-19.0,2.8,-3.7,-57.0
570632,2015.0,Sinker, MIA , R,111.0,93.6,19.0,0.2,1.0,14.6,0.1,1.0
570632,2015.0,Slider, MIA , R,177.0,86.1,28.8,-3.1,-10.0,1.6,-3.9,-166.0
570632,2015.0,Changeup, MIA , R,166.0,88.2,21.8,-4.2,-16.0,12.2,-1.1,-8.0
460284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570714,2016.0,Changeup, SD , R,18.0,80.7,31.8,0.4,1.0,8.8,-3.5,-29.0
570714,2016.0,Curveball, SD , R,29.0,75.5,59.7,0.9,1.0,9.4,1.1,13.0
570714,2016.0,Cutter, SD , R,17.0,89.4,24.5,-1.1,-5.0,4.8,4.9,-4151.0
570714,2016.0,4-Seamer, SD , R,372.0,90.0,22.6,-6.3,-39.0,0.7,-7.1,-91.0
570714,2016.0,Slider, SD , R,142.0,79.8,49.4,6.3,15.0,5.5,0.1,2.0
570714,2016.0,Sinker, SD , R,13.0,89.3,25.5,4.0,19.0,7.0,-6.8,-49.0
457425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150359,2015.0,Sinker, PIT , R,1216.0,91.6,23.7,2.9,14.0,14.4,-0.4,-3.0
150359,2015.0,Curveball, PIT , R,719.0,82.3,48.0,1.1,2.0,5.5,-1.7,-23.0
150359,2015.0,4-Seamer, PIT , R,290.0,91.7,19.7,-4.5,-30.0,8.7,0.5,6.0
150359,2015.0,Changeup, PIT , R,216.0,86.3,31.2,3.6,13.0,12.5,-0.9,-6.0
459411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621111,2020.0,Curveball, LAD , R,96.0,81.9,54.5,5.0,10.0,11.9,3.2,37.0
621111,2020.0,Slider, LAD , R,43.0,87.4,37.1,3.8,11.0,10.8,6.8,171.0
621111,2020.0,Sinker, LAD , R,52.0,97.2,14.1,-5.3,-27.0,13.8,-1.5,-10.0
621111,2020.0,4-Seamer, LAD , R,323.0,96.8,9.9,3.5,26.0,5.2,-2.5,-32.0
621111,2020.0,Cutter, LAD , R,86.0,92.7,21.4,1.1,5.0,5.6,3.8,209.0
621111,2019.0,Sinker, LAD , R,202.0,96.6,16.2,-3.9,-20.0,13.4,-1.8,-12.0
621111,2019.0,Slider, LAD , R,402.0,86.8,38.0,3.5,10.0,11.1,6.6,149.0
621111,2019.0,Cutter, LAD , R,369.0,92.8,22.7,0.2,1.0,5.4,3.6,193.0
621111,2019.0,Curveball, LAD , R,340.0,80.7,59.2,7.0,13.0,10.3,1.6,19.0
621111,2019.0,Changeup, LAD , R,13.0,91.5,26.1,-0.4,-2.0,12.9,-1.7,-12.0
621111,2019.0,4-Seamer, LAD , R,1504.0,96.5,11.7,2.4,17.0,4.8,-3.0,-38.0
621111,2018.0,Slider, LAD , R,316.0,87.1,36.1,1.7,5.0,8.9,4.6,106.0
621111,2018.0,Sinker, LAD , R,391.0,96.1,15.5,-4.3,-22.0,12.4,-2.4,-16.0
621111,2018.0,Cutter, LAD , R,161.0,92.3,23.6,0.2,1.0,5.9,3.8,180.0
621111,2018.0,Curveball, LAD , R,282.0,80.2,59.2,5.9,11.0,8.2,-0.2,-2.0
621111,2018.0,Changeup, LAD , R,81.0,90.1,23.7,-3.8,-14.0,12.4,-2.0,-14.0
621111,2018.0,4-Seamer, LAD , R,848.0,96.2,11.8,2.6,18.0,3.7,-3.9,-51.0
621111,2017.0,4-Seamer, LAD , R,126.0,98.2,7.7,3.5,31.0,2.2,-6.0,-73.0
621111,2017.0,Curveball, LAD , R,45.0,83.6,51.2,4.4,9.0,10.0,2.9,40.0
621111,2017.0,Sinker, LAD , R,8.0,98.0,14.1,-3.3,-19.0,7.8,-7.5,-49.0
621111,2017.0,Slider, LAD , R,13.0,92.1,24.4,-1.2,-5.0,8.5,6.3,289.0
446454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570666,2020.0,Curveball, NYY , R,7.0,80.4,48.8,-2.8,-5.0,8.5,0.1,2.0
570666,2020.0,Sinker, NYY , R,51.0,93.5,17.2,-4.3,-20.0,13.1,-1.6,-11.0
570666,2020.0,Slider, NYY , R,196.0,83.7,40.1,2.4,6.0,3.1,-2.3,-43.0
570666,2020.0,Changeup, NYY , R,45.0,87.5,27.5,-1.9,-6.0,12.6,-1.2,-9.0
570666,2020.0,4-Seamer, NYY , R,61.0,93.7,14.8,0.2,2.0,6.4,-0.6,-8.0
570666,2019.0,4-Seamer, NYY , R,444.0,94.6,15.3,0.3,2.0,9.2,1.3,16.0
570666,2019.0,Slider, NYY , R,650.0,84.8,38.5,0.8,2.0,1.0,-3.9,-80.0
570666,2019.0,Changeup, NYY , R,97.0,87.1,28.7,-1.6,-5.0,12.2,-1.6,-11.0
570666,2019.0,Curveball, NYY , R,11.0,80.7,47.7,-5.4,-10.0,4.3,-3.3,-43.0
570666,2019.0,Sinker, NYY , R,102.0,93.8,20.0,-2.3,-10.0,15.0,0.0,0.0
570666,2018.0,4-Seamer, NYY , R,289.0,94.8,16.1,-0.4,-3.0,7.8,-0.2,-2.0
570666,2018.0,Curveball, NYY , R,22.0,80.5,51.9,-1.7,-3.0,5.4,-2.1,-28.0
570666,2018.0,Slider, NYY , R,298.0,83.7,42.1,2.1,5.0,2.0,-3.6,-65.0
570666,2018.0,Sinker, NYY , R,4.0,93.9,20.8,-1.1,-5.0,11.9,-3.1,-20.0
570666,2018.0,Changeup, NYY , R,91.0,86.1,28.6,-2.1,-7.0,11.8,-1.7,-13.0
570666,2017.0,Changeup, NYY , R,120.0,86.5,29.7,0.9,3.0,14.3,0.8,6.0
570666,2017.0,Sinker, NYY , R,1.0,92.7,25.6,4.2,20.0,19.9,4.4,28.0
570666,2017.0,Slider, NYY , R,187.0,85.7,35.9,1.2,4.0,0.1,-4.0,-103.0
570666,2017.0,4-Seamer, NYY , R,261.0,95.3,13.3,0.3,2.0,9.7,1.1,13.0
570666,2017.0,Curveball, NYY , R,55.0,81.0,46.5,-5.3,-10.0,6.4,-0.8,-11.0
570666,2016.0,Curveball, NYY , R,172.0,81.0,46.3,-3.3,-7.0,5.8,-0.7,-11.0
570666,2016.0,Slider, NYY , R,238.0,85.8,34.2,0.8,2.0,0.5,-3.0,-122.0
570666,2016.0,Changeup, NYY , R,112.0,85.5,28.7,-0.4,-1.0,13.1,0.1,1.0
570666,2016.0,4-Seamer, NYY , R,524.0,95.2,13.7,-0.4,-3.0,9.2,-0.1,-1.0
502032,2018.0,Slider, STL , R,72.0,84.1,44.5,5.9,15.0,5.7,0.6,12.0
502032,2018.0,Cutter, STL , R,350.0,89.7,28.9,-2.6,-10.0,3.8,1.8,89.0
502032,2018.0,Sinker, STL , R,288.0,94.6,15.7,-4.9,-24.0,13.1,-1.5,-10.0
502032,2018.0,Changeup, STL , R,2.0,88.3,25.2,-3.5,-12.0,13.4,-0.7,-5.0
502032,2018.0,4-Seamer, STL , R,257.0,94.4,13.4,1.9,12.0,5.5,-2.0,-26.0
502032,2017.0,Sinker, LAA , R,223.0,94.2,17.4,-2.5,-13.0,14.6,-0.5,-3.0
502032,2017.0,Cutter, LAA , R,373.0,89.9,27.1,-2.7,-11.0,3.7,1.9,106.0
502032,2017.0,Changeup, LAA , R,2.0,87.5,26.7,-2.2,-8.0,12.3,-1.4,-10.0
502032,2017.0,Slider, LAA , R,196.0,84.8,41.3,5.7,16.0,4.2,-0.1,-1.0
502032,2017.0,4-Seamer, LAA , R,265.0,94.1,13.5,0.4,3.0,7.3,-0.8,-9.0
502032,2016.0,Sinker, LAD , R,183.0,94.0,15.0,-3.6,-19.0,15.0,0.3,2.0
502032,2016.0,Slider, LAD , R,645.0,85.4,36.9,3.4,10.0,3.6,1.0,38.0
502032,2016.0,Changeup, LAD , R,50.0,85.1,28.5,-0.6,-2.0,15.2,1.9,14.0
502032,2016.0,4-Seamer, LAD , R,930.0,94.1,11.6,2.1,16.0,8.9,0.1,1.0
