id,Year,Pitch,Team,Hand,#,MPH,Inches of Drop,vs Avg,% vs Avg,Inches of Break,vs Avg,% Break vs Avg
477569,2015.0,Changeup, LAA , R,142.0,85.5,26.1,-2.7,-9.0,11.2,-2.2,-17.0
477569,2015.0,4-Seamer, LAA , R,583.0,91.2,14.5,1.7,10.0,7.8,-0.8,-9.0
477569,2015.0,Sinker, LAA , R,8.0,91.6,15.5,-6.1,-28.0,13.7,-1.3,-9.0
502043,2020.0,Slider, TEX , R,284.0,83.0,40.3,1.0,2.0,5.4,-0.4,-6.0
502043,2020.0,Curveball, TEX , R,89.0,78.8,52.5,-3.2,-6.0,6.3,-1.8,-22.0
502043,2020.0,4-Seamer, TEX , R,159.0,92.4,15.8,-1.1,-7.0,5.7,-0.6,-9.0
502043,2020.0,Sinker, TEX , R,404.0,92.2,19.6,-0.7,-3.0,13.9,0.1,1.0
502043,2020.0,Changeup, TEX , R,203.0,84.4,31.6,2.1,7.0,14.8,2.2,18.0
502043,2019.0,Changeup, MIN , R,447.0,85.3,30.8,2.0,7.0,13.2,0.1,1.0
502043,2019.0,Slider, MIN , R,574.0,84.1,40.0,2.9,8.0,5.5,1.2,28.0
502043,2019.0,Sinker, MIN , R,884.0,93.2,19.4,-1.0,-5.0,13.6,-0.2,-1.0
502043,2019.0,Curveball, MIN , R,353.0,80.1,51.5,-2.0,-4.0,6.6,-1.2,-15.0
502043,2019.0,4-Seamer, MIN , R,504.0,93.4,15.0,-0.4,-3.0,5.6,-0.6,-10.0
502043,2018.0,Sinker, MIN , R,1112.0,92.9,19.9,-0.3,-2.0,14.1,0.3,2.0
502043,2018.0,4-Seamer, MIN , R,753.0,93.1,15.1,-0.1,-1.0,5.7,-0.5,-8.0
502043,2018.0,Curveball, MIN , R,339.0,80.7,50.1,-2.5,-5.0,6.0,-1.5,-20.0
502043,2018.0,Changeup, MIN , R,356.0,85.6,31.2,1.7,6.0,13.7,0.4,3.0
502043,2018.0,Slider, MIN , R,674.0,85.4,37.4,2.3,7.0,4.8,0.7,16.0
502043,2017.0,Curveball, MIN , R,270.0,79.5,47.3,-4.8,-9.0,6.1,-1.4,-19.0
502043,2017.0,Sinker, MIN , R,924.0,91.8,18.7,-0.8,-4.0,14.3,0.4,3.0
502043,2017.0,4-Seamer, MIN , R,586.0,92.6,12.3,1.6,11.0,6.8,0.3,4.0
502043,2017.0,Slider, MIN , R,427.0,84.2,33.6,-1.5,-4.0,5.0,1.1,27.0
502043,2017.0,Changeup, MIN , R,379.0,84.0,29.8,1.9,7.0,13.5,0.8,6.0
502043,2016.0,Curveball, MIN , R,230.0,80.9,41.3,-9.2,-18.0,3.0,-2.7,-47.0
502043,2016.0,Slider, MIN , R,451.0,84.8,31.7,-1.8,-5.0,3.5,0.2,6.0
502043,2016.0,Sinker, MIN , R,708.0,91.4,18.7,0.0,0.0,14.2,0.4,3.0
502043,2016.0,Changeup, MIN , R,420.0,83.1,30.2,1.4,5.0,13.6,1.2,10.0
502043,2016.0,4-Seamer, MIN , R,638.0,91.9,14.7,-1.1,-8.0,8.6,1.3,18.0
502043,2015.0,Sinker, MIN , R,1217.0,92.2,18.9,0.1,1.0,15.0,0.8,5.0
502043,2015.0,Changeup, MIN , R,611.0,84.3,29.8,2.1,8.0,14.8,1.8,14.0
502043,2015.0,4-Seamer, MIN , R,640.0,92.6,12.4,0.9,6.0,9.2,1.4,18.0
502043,2015.0,Slider, MIN , R,592.0,85.6,31.3,-1.5,-5.0,2.2,-0.6,-20.0
502043,2015.0,Curveball, MIN , R,134.0,81.3,40.6,-8.5,-17.0,3.4,-2.8,-45.0
442707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605276,2020.0,Changeup, BAL , R,9.0,85.5,27.6,-3.4,-11.0,10.5,-3.3,-24.0
605276,2020.0,Slider, BAL , R,24.0,79.7,41.6,-1.4,-3.0,9.6,0.1,1.0
605276,2020.0,Curveball, BAL , R,4.0,76.0,58.3,0.2,0.0,7.8,-1.2,-14.0
605276,2020.0,4-Seamer, BAL , R,78.0,92.8,14.8,1.0,6.0,5.4,-1.9,-26.0
605276,2019.0,Changeup, BAL , R,167.0,85.5,29.1,-2.2,-7.0,13.0,-1.0,-7.0
605276,2019.0,Sinker, BAL , R,82.0,92.5,18.0,-5.2,-22.0,13.2,-1.9,-12.0
605276,2019.0,4-Seamer, BAL , R,764.0,93.0,15.0,1.6,10.0,3.7,-4.2,-53.0
605276,2019.0,Curveball, BAL , R,65.0,77.3,52.2,-5.4,-9.0,7.9,-1.6,-17.0
605276,2019.0,Slider, BAL , R,352.0,83.4,36.9,-2.9,-7.0,5.1,-1.6,-24.0
605276,2018.0,Changeup, BAL , R,158.0,83.6,31.3,-1.6,-5.0,10.3,-3.3,-24.0
605276,2018.0,4-Seamer, BAL , R,1023.0,91.9,15.8,1.3,7.0,2.9,-4.8,-62.0
605276,2018.0,Curveball, BAL , R,130.0,72.2,64.5,-0.7,-1.0,12.2,1.2,11.0
605276,2018.0,Sinker, BAL , R,5.0,93.0,17.8,-5.1,-22.0,12.7,-2.3,-15.0
605276,2018.0,Slider, BAL , R,434.0,80.0,42.3,-2.0,-4.0,7.5,-0.9,-10.0
571901,2020.0,Changeup, TB , L,30.0,80.6,44.2,0.1,0.0,18.6,2.2,13.0
571901,2020.0,Sinker, TB , L,170.0,92.0,28.7,-0.4,-1.0,19.7,2.0,11.0
571901,2020.0,Cutter, TB , L,106.0,85.4,35.3,-0.5,-2.0,0.0,-0.1,-106.0
571901,2020.0,Curveball, TB , L,35.0,77.6,46.6,0.4,1.0,16.4,1.5,10.0
571901,2019.0,Changeup, SD , L,3.0,79.2,47.9,0.0,0.0,19.1,0.2,1.0
571901,2019.0,Sinker, SD , L,23.0,91.7,28.2,-2.6,-8.0,19.0,1.5,8.0
571901,2019.0,Curveball, SD , L,8.0,76.1,54.5,5.1,10.0,16.3,6.0,58.0
571901,2019.0,Cutter, SD , L,19.0,84.4,37.1,-3.3,-10.0,0.1,-1.3,-92.0
571901,2018.0,Cutter, PHI , L,116.0,84.0,39.2,-0.6,-2.0,1.2,-0.3,-21.0
571901,2018.0,Changeup, PHI , L,61.0,79.7,46.0,-0.2,0.0,18.0,2.7,18.0
571901,2018.0,Sinker, PHI , L,466.0,92.0,29.0,-1.3,-4.0,19.9,1.5,8.0
571901,2018.0,Curveball, PHI , L,68.0,75.9,56.5,5.1,10.0,17.8,2.6,17.0
571901,2017.0,Changeup, TOR , L,143.0,79.7,44.1,-0.7,-2.0,17.0,1.2,7.0
571901,2017.0,Curveball, TOR , L,103.0,77.2,50.2,1.4,3.0,18.2,2.8,18.0
571901,2017.0,4-Seamer, TOR , L,7.0,92.8,17.0,1.3,7.0,15.4,4.1,37.0
571901,2017.0,Sinker, TOR , L,651.0,92.0,28.1,1.0,4.0,18.5,1.4,8.0
571901,2017.0,Cutter, TOR , L,103.0,85.3,34.0,-0.4,-1.0,0.1,-0.6,-129.0
571901,2016.0,Sinker, TOR , L,173.0,91.7,25.4,-1.1,-4.0,19.0,2.2,13.0
571901,2016.0,Changeup, TOR , L,37.0,80.8,42.3,3.3,9.0,19.6,3.8,24.0
571901,2016.0,Slider, TOR , L,50.0,76.2,56.1,11.0,24.0,11.0,2.0,23.0
571901,2015.0,Changeup, TOR , L,148.0,82.9,38.4,3.6,10.0,20.1,4.6,30.0
571901,2015.0,Sinker, TOR , L,468.0,93.8,23.3,1.6,8.0,19.5,3.2,20.0
571901,2015.0,Slider, TOR , L,102.0,81.4,44.6,5.2,13.0,6.2,-0.1,-2.0
400089,2015.0,Curveball, CHC , R,24.0,80.8,40.5,-8.5,-17.0,3.9,-3.5,-47.0
400089,2015.0,4-Seamer, CHC , R,38.0,91.5,16.4,-1.6,-11.0,4.1,-3.6,-47.0
400089,2015.0,Cutter, CHC , R,17.0,91.0,16.8,2.2,11.0,0.3,-0.3,-51.0
400089,2015.0,Sinker, CHC , R,4.0,91.4,18.4,-1.7,-8.0,11.1,-3.4,-24.0
400089,2015.0,Slider, CHC , R,24.0,85.5,29.7,-2.3,-7.0,3.2,0.8,34.0
425789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656546,2020.0,Curveball, COL , R,72.0,77.7,57.8,2.2,4.0,9.3,-0.6,-6.0
656546,2020.0,4-Seamer, COL , R,218.0,94.4,15.4,-1.0,-7.0,9.9,2.8,40.0
656546,2020.0,Changeup, COL , R,109.0,85.3,33.6,3.7,12.0,11.6,-1.4,-11.0
656546,2019.0,Changeup, COL , R,143.0,84.3,35.1,3.9,12.0,10.7,-2.5,-19.0
656546,2019.0,Curveball, COL , R,363.0,77.1,59.7,1.9,3.0,11.1,1.2,12.0
656546,2019.0,4-Seamer, COL , R,738.0,93.7,17.5,-1.9,-12.0,11.5,4.2,57.0
656546,2019.0,Slider, COL , R,12.0,83.7,37.9,-0.1,0.0,3.3,-1.7,-34.0
656546,2018.0,Slider, COL , R,38.0,86.0,31.1,-3.0,-9.0,3.3,-0.7,-17.0
656546,2018.0,Changeup, COL , R,25.0,86.6,27.2,-2.7,-9.0,12.0,-1.5,-11.0
656546,2018.0,4-Seamer, COL , R,96.0,92.7,17.3,-1.4,-9.0,8.4,1.4,20.0
656546,2018.0,Curveball, COL , R,21.0,76.4,60.4,3.1,5.0,9.7,0.1,1.0
656546,2017.0,4-Seamer, COL , R,1077.0,94.4,13.5,-0.2,-1.0,8.7,1.2,16.0
656546,2017.0,Slider, COL , R,145.0,82.7,44.5,6.7,18.0,5.3,0.1,2.0
656546,2017.0,Curveball, COL , R,290.0,76.8,59.2,4.4,8.0,11.3,2.2,25.0
656546,2017.0,Changeup, COL , R,97.0,86.8,23.2,-3.8,-14.0,10.3,-3.1,-23.0
656546,2016.0,Changeup, COL , R,76.0,87.1,24.3,-3.2,-12.0,14.3,0.9,7.0
656546,2016.0,Curveball, COL , R,87.0,76.8,60.5,4.5,8.0,10.5,2.1,25.0
656546,2016.0,4-Seamer, COL , R,307.0,94.6,13.5,-0.7,-5.0,10.5,2.1,24.0
656546,2016.0,Slider, COL , R,53.0,84.0,39.6,4.6,13.0,3.0,0.0,-1.0
460105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571670,2020.0,4-Seamer, LAD , R,15.0,93.3,19.9,-4.8,-32.0,11.1,4.2,60.0
571670,2020.0,Sinker, LAD , R,159.0,93.4,21.5,0.6,3.0,16.4,2.1,15.0
571670,2020.0,Changeup, LAD , R,80.0,86.2,33.1,3.0,10.0,15.8,2.3,17.0
571670,2020.0,Slider, LAD , R,117.0,88.0,28.1,-4.2,-13.0,0.4,-3.2,-88.0
571670,2019.0,Changeup, LAD , R,28.0,87.1,29.5,0.5,2.0,16.6,2.8,20.0
571670,2019.0,Sinker, LAD , R,343.0,93.7,21.3,0.0,0.0,16.1,1.5,11.0
571670,2019.0,Slider, LAD , R,208.0,87.9,29.6,-3.0,-9.0,1.5,-2.0,-58.0
571670,2019.0,4-Seamer, LAD , R,150.0,94.0,16.0,-0.6,-4.0,10.0,2.6,35.0
571670,2018.0,4-Seamer, LAD , R,96.0,93.8,16.2,-0.7,-4.0,9.1,1.7,23.0
571670,2018.0,Slider, LAD , R,278.0,86.9,31.2,-2.3,-7.0,2.0,-2.0,-50.0
571670,2018.0,Sinker, LAD , R,529.0,93.1,24.0,2.4,11.0,16.9,2.3,16.0
571670,2018.0,Changeup, LAD , R,84.0,85.8,34.7,3.8,12.0,16.1,2.4,18.0
571670,2017.0,Sinker, CHC , R,74.0,91.3,23.4,2.0,10.0,16.1,1.6,11.0
571670,2017.0,Slider, CHC , R,38.0,86.9,27.4,-4.8,-15.0,1.7,-1.5,-46.0
571670,2017.0,Changeup, CHC , R,6.0,84.1,35.1,4.9,16.0,12.5,-0.9,-7.0
571670,2017.0,Cutter, CHC , R,1.0,91.3,18.9,4.1,18.0,0.4,-2.1,-125.0
571670,2017.0,4-Seamer, CHC , R,14.0,91.4,18.3,-2.8,-18.0,9.8,2.0,26.0
571670,2016.0,4-Seamer, TB , R,27.0,92.8,18.2,-4.0,-28.0,7.5,-0.8,-10.0
571670,2016.0,Sinker, TB , R,151.0,93.2,23.4,4.6,25.0,15.4,0.9,6.0
571670,2016.0,Slider, TB , R,49.0,87.3,30.8,0.8,3.0,1.0,-0.8,-44.0
571670,2016.0,Cutter, TB , R,1.0,93.7,18.2,0.1,1.0,1.7,1.3,324.0
571670,2016.0,Changeup, TB , R,12.0,86.1,32.6,4.4,16.0,10.9,-2.5,-19.0
571670,2016.0,Curveball, TB , R,4.0,77.5,44.7,-10.3,-19.0,4.3,-3.5,-45.0
488748,2020.0,4-Seamer, LAA , L,70.0,92.5,14.4,1.6,10.0,9.4,2.0,27.0
488748,2020.0,Cutter, LAA , L,9.0,87.2,26.8,2.4,8.0,1.8,-1.1,-38.0
488748,2020.0,Curveball, LAA , L,35.0,78.3,45.7,-7.0,-13.0,15.7,4.7,42.0
488748,2019.0,Curveball, OAK , L,176.0,77.6,49.6,-6.6,-12.0,16.1,5.2,48.0
488748,2019.0,4-Seamer, OAK , L,492.0,92.4,14.0,2.2,14.0,8.4,1.1,15.0
488748,2019.0,Cutter, OAK , L,115.0,89.7,20.6,4.3,17.0,0.4,-2.1,-124.0
488748,2018.0,Cutter, OAK , L,113.0,89.6,21.3,3.6,15.0,0.6,-2.7,-126.0
488748,2018.0,4-Seamer, OAK , L,448.0,92.4,13.4,2.9,18.0,7.4,0.2,3.0
488748,2018.0,Curveball, OAK , L,117.0,79.5,43.9,-9.5,-18.0,13.7,4.4,48.0
488748,2017.0,4-Seamer, KC , L,894.0,92.6,12.9,1.8,13.0,4.3,-3.2,-43.0
488748,2017.0,Cutter, KC , L,115.0,87.8,27.4,-1.7,-6.0,5.5,3.7,207.0
488748,2017.0,Curveball, KC , L,85.0,78.8,46.7,-5.4,-10.0,14.4,5.2,56.0
488748,2016.0,Slider, SD , L,95.0,86.4,28.9,-2.4,-8.0,1.7,-0.4,-18.0
488748,2016.0,Curveball, SD , L,16.0,80.3,45.3,-4.7,-9.0,1.6,-5.9,-79.0
488748,2016.0,Cutter, SD , L,72.0,90.4,17.7,4.7,21.0,3.1,-3.7,-604.0
488748,2016.0,4-Seamer, SD , L,924.0,92.9,10.9,3.2,23.0,7.6,-0.7,-9.0
622072,2020.0,4-Seamer, LAD , L,5.0,91.0,18.6,-0.8,-5.0,9.8,1.2,15.0
622072,2020.0,Changeup, LAD , L,65.0,84.7,35.5,1.5,4.0,13.9,-0.2,-1.0
622072,2020.0,Sinker, LAD , L,131.0,91.2,19.4,-5.4,-22.0,13.2,-2.0,-13.0
622072,2020.0,Curveball, LAD , L,80.0,84.6,38.0,-5.1,-12.0,0.6,-10.5,-106.0
622072,2019.0,Changeup, CIN , L,147.0,83.6,34.5,1.3,4.0,13.9,-0.3,-2.0
622072,2019.0,Curveball, CIN , L,144.0,81.4,45.1,-4.6,-9.0,3.8,-6.3,-63.0
622072,2019.0,Sinker, CIN , L,282.0,89.9,21.0,-3.7,-15.0,13.5,-1.1,-7.0
622072,2019.0,4-Seamer, CIN , L,13.0,90.0,18.3,-0.1,0.0,8.4,1.1,15.0
622072,2018.0,Sinker, LAD , L,1050.0,89.9,20.4,-3.7,-15.0,11.5,-2.8,-20.0
622072,2018.0,Changeup, LAD , L,643.0,83.7,34.1,1.4,4.0,14.5,0.8,6.0
622072,2018.0,Curveball, LAD , L,750.0,82.4,42.8,-6.2,-13.0,2.3,-6.6,-74.0
622072,2017.0,Sinker, LAD , L,1133.0,91.9,16.3,-5.5,-25.0,13.9,-1.0,-7.0
622072,2017.0,Changeup, LAD , L,571.0,85.1,30.8,0.1,0.0,16.9,2.9,21.0
622072,2017.0,Curveball, LAD , L,544.0,83.5,40.4,-4.5,-10.0,4.9,-3.6,-42.0
622072,2016.0,Curveball, LAD , L,283.0,82.6,43.9,-1.9,-4.0,3.5,-4.2,-54.0
622072,2016.0,Changeup, LAD , L,173.0,84.5,33.9,3.0,10.0,15.7,2.1,15.0
622072,2016.0,Sinker, LAD , L,515.0,91.2,18.6,-2.5,-12.0,12.9,-1.7,-12.0
622072,2015.0,Sinker, LAD , L,1664.0,89.7,22.7,-1.5,-6.0,14.4,-0.9,-6.0
622072,2015.0,Curveball, LAD , L,631.0,80.8,44.2,-4.6,-9.0,4.7,-2.6,-35.0
622072,2015.0,Changeup, LAD , L,538.0,83.6,34.8,1.6,5.0,16.4,1.7,12.0
459999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594027,2019.0,4-Seamer, MIA , R,631.0,98.9,12.0,0.2,1.0,8.9,1.7,24.0
594027,2019.0,Slider, MIA , R,184.0,87.3,35.0,2.0,6.0,4.1,0.6,19.0
594027,2019.0,Sinker, MIA , R,85.0,99.3,15.3,-1.6,-9.0,13.1,-0.8,-6.0
594027,2018.0,4-Seamer, MIA , R,852.0,98.8,12.7,-0.3,-2.0,10.0,3.0,44.0
594027,2018.0,Changeup, MIA , R,20.0,93.6,21.7,-0.4,-2.0,12.6,-1.2,-8.0
594027,2018.0,Slider, MIA , R,215.0,86.0,36.7,2.3,7.0,3.8,-0.3,-7.0
594027,2018.0,Sinker, MIA , R,31.0,98.7,16.3,-1.5,-8.0,13.9,0.3,2.0
594027,2016.0,4-Seamer, SD , R,19.0,95.8,12.1,0.2,2.0,5.8,-2.5,-30.0
594027,2016.0,Slider, SD , R,3.0,85.4,34.5,2.7,9.0,4.8,3.1,178.0
453268,2020.0,Slider, COL , R,125.0,87.6,34.0,1.0,3.0,6.2,2.3,58.0
453268,2020.0,4-Seamer, COL , R,168.0,97.1,17.7,-3.4,-24.0,8.0,-0.8,-9.0
453268,2020.0,Sinker, COL , R,59.0,96.9,21.6,0.6,3.0,15.1,-1.1,-7.0
453268,2020.0,Changeup, COL , R,51.0,89.7,35.3,5.1,17.0,16.2,1.0,7.0
543881,2015.0,Slider, CIN , R,146.0,89.7,20.4,-7.3,-26.0,1.8,-3.4,-210.0
543881,2015.0,4-Seamer, CIN , R,92.0,92.9,13.6,0.9,6.0,9.1,0.7,9.0
543881,2015.0,Changeup, CIN , R,31.0,87.0,23.6,-3.8,-14.0,11.3,-2.0,-15.0
543881,2015.0,Sinker, CIN , R,305.0,93.0,18.4,-1.3,-7.0,14.3,-0.4,-3.0
543881,2015.0,Curveball, CIN , R,174.0,84.9,31.6,-11.0,-26.0,0.1,-5.9,-101.0
624586,2020.0,4-Seamer, MIA , R,42.0,87.8,18.9,-1.1,-6.0,10.1,4.8,88.0
624586,2020.0,Slider, MIA , R,163.0,80.5,41.0,-1.4,-3.0,2.3,-5.5,-70.0
624586,2020.0,Changeup, MIA , R,4.0,84.5,30.5,1.5,5.0,14.2,1.7,14.0
624586,2020.0,Sinker, MIA , R,34.0,88.9,23.9,0.2,1.0,16.6,2.8,20.0
624586,2019.0,4-Seamer, CLE , R,8.0,93.5,17.3,-1.9,-12.0,11.7,5.0,74.0
624586,2019.0,Sinker, CLE , R,41.0,94.0,22.3,1.5,7.0,16.3,1.9,13.0
624586,2019.0,Slider, CLE , R,55.0,84.3,41.4,3.8,10.0,4.0,-0.7,-16.0
624586,2019.0,Changeup, CLE , R,19.0,90.0,28.4,0.7,2.0,13.6,-0.3,-2.0
624586,2018.0,Changeup, HOU , R,1.0,86.9,27.8,-1.6,-5.0,18.6,5.4,41.0
624586,2018.0,4-Seamer, HOU , R,9.0,92.9,14.2,1.3,9.0,12.4,5.7,84.0
624586,2018.0,Slider, HOU , R,4.0,85.5,35.1,-0.3,-1.0,2.0,-2.3,-54.0
624586,2018.0,Sinker, HOU , R,1.0,92.2,17.4,-4.1,-19.0,16.4,2.2,15.0
624586,2017.0,4-Seamer, HOU , R,291.0,93.4,16.1,-2.4,-17.0,10.9,3.6,49.0
624586,2017.0,Slider, HOU , R,420.0,84.3,42.8,7.1,20.0,1.7,-2.6,-60.0
624586,2017.0,Changeup, HOU , R,82.0,88.6,31.6,5.8,23.0,13.2,-0.1,-1.0
624586,2017.0,Sinker, HOU , R,49.0,93.5,22.6,3.7,19.0,17.7,3.2,22.0
624586,2016.0,4-Seamer, HOU , R,117.0,94.0,15.1,-2.3,-18.0,8.9,0.7,9.0
624586,2016.0,Changeup, HOU , R,23.0,88.8,30.9,5.8,23.0,8.8,-4.1,-32.0
624586,2016.0,Slider, HOU , R,187.0,86.5,37.9,6.5,21.0,1.0,-1.3,-56.0
624586,2016.0,Sinker, HOU , R,21.0,94.1,17.1,-0.5,-3.0,14.7,0.1,1.0
407825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592753,2017.0,Curveball, SF , R,8.0,79.9,44.0,-7.8,-15.0,2.9,-10.2,-140.0
592753,2017.0,4-Seamer, SF , R,7.0,92.4,15.0,-0.6,-4.0,11.6,4.1,55.0
592753,2017.0,Sinker, SF , R,1.0,92.1,18.2,-2.4,-12.0,17.1,2.3,16.0
628711,2020.0,4-Seamer, LAD , L,489.0,94.2,13.4,1.5,10.0,4.2,-2.9,-41.0
628711,2020.0,Slider, LAD , L,49.0,86.3,32.6,-1.7,-5.0,4.7,0.7,19.0
628711,2020.0,Curveball, LAD , L,217.0,80.4,45.5,-5.6,-11.0,15.3,7.4,94.0
628711,2020.0,Sinker, LAD , L,4.0,94.0,16.6,-6.2,-27.0,11.4,-3.9,-25.0
628711,2020.0,Changeup, LAD , L,116.0,84.9,30.4,-0.3,-1.0,14.7,1.3,10.0
628711,2019.0,Slider, LAD , L,232.0,84.6,37.9,-0.6,-2.0,5.7,0.6,11.0
628711,2019.0,Curveball, LAD , L,82.0,77.3,57.5,-0.5,-1.0,7.5,-0.8,-10.0
628711,2019.0,Sinker, LAD , L,34.0,95.5,15.8,-5.8,-27.0,8.0,-7.4,-48.0
628711,2019.0,4-Seamer, LAD , L,777.0,95.1,13.6,1.6,10.0,2.2,-5.5,-71.0
628711,2019.0,Changeup, LAD , L,219.0,82.2,29.8,-2.9,-9.0,13.8,0.3,2.0
628711,2018.0,Sinker, LAD , L,6.0,94.0,15.2,-6.7,-31.0,6.2,-8.9,-59.0
628711,2018.0,Curveball, LAD , L,4.0,76.8,55.4,-3.6,-6.0,8.0,-1.1,-12.0
628711,2018.0,Slider, LAD , L,6.0,83.7,37.4,-1.7,-4.0,3.9,-1.3,-25.0
628711,2018.0,Changeup, LAD , L,8.0,82.1,28.7,-4.4,-13.0,12.9,-0.4,-3.0
628711,2018.0,4-Seamer, LAD , L,34.0,92.9,15.7,0.6,4.0,1.0,-6.5,-87.0
628711,2017.0,Curveball, LAD , L,36.0,77.5,50.2,-7.1,-12.0,4.9,-3.2,-40.0
628711,2017.0,Sinker, LAD , L,24.0,93.2,16.6,-4.2,-20.0,11.6,-3.8,-25.0
628711,2017.0,Changeup, LAD , L,104.0,81.3,25.7,-6.4,-20.0,16.6,3.2,24.0
628711,2017.0,Slider, LAD , L,46.0,85.6,31.3,-3.9,-11.0,2.0,-2.1,-51.0
628711,2017.0,4-Seamer, LAD , L,192.0,93.2,11.6,3.1,21.0,5.7,-2.7,-32.0
628711,2016.0,Curveball, LAD , L,234.0,76.6,50.8,-5.9,-10.0,12.8,4.6,56.0
628711,2016.0,4-Seamer, LAD , L,788.0,93.2,12.8,1.5,10.0,3.4,-5.4,-61.0
628711,2016.0,Slider, LAD , L,208.0,85.6,31.5,-2.3,-7.0,4.8,1.9,63.0
628711,2016.0,Changeup, LAD , L,184.0,80.5,28.2,-3.9,-12.0,12.1,-0.6,-5.0
430884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458681,2020.0,Curveball, TEX , R,126.0,83.6,43.4,-4.0,-9.0,4.7,-3.6,-44.0
458681,2020.0,Changeup, TEX , R,16.0,84.6,29.2,-2.7,-8.0,7.9,-5.6,-41.0
458681,2020.0,Sinker, TEX , R,253.0,92.0,25.1,2.6,12.0,13.3,-1.3,-9.0
458681,2020.0,4-Seamer, TEX , R,700.0,94.0,15.4,-0.2,-1.0,6.7,-0.9,-12.0
458681,2020.0,Cutter, TEX , R,310.0,89.4,27.1,-1.2,-5.0,2.1,-0.1,-5.0
458681,2019.0,Cutter, TEX , R,558.0,89.0,29.6,-2.4,-9.0,3.3,1.3,68.0
458681,2019.0,Sinker, TEX , R,590.0,92.8,24.4,2.1,9.0,12.9,-1.8,-12.0
458681,2019.0,4-Seamer, TEX , R,1858.0,94.6,15.9,-0.6,-4.0,6.1,-1.8,-23.0
458681,2019.0,Changeup, TEX , R,102.0,86.9,29.6,-0.2,-1.0,12.6,-1.7,-12.0
458681,2019.0,Curveball, TEX , R,327.0,81.2,52.0,0.9,2.0,7.8,-1.5,-16.0
458681,2018.0,Sinker, NYY , R,953.0,92.3,26.0,3.4,15.0,12.3,-2.4,-16.0
458681,2018.0,4-Seamer, NYY , R,1318.0,93.7,17.2,-1.4,-9.0,5.4,-2.4,-31.0
458681,2018.0,Curveball, NYY , R,267.0,80.0,54.6,1.8,3.0,8.5,-0.7,-8.0
458681,2018.0,Changeup, NYY , R,57.0,85.3,32.6,0.8,3.0,12.1,-1.6,-12.0
458681,2018.0,Cutter, NYY , R,339.0,87.4,32.5,-4.3,-15.0,4.4,2.2,104.0
458681,2017.0,Sinker, STL , R,1340.0,91.4,24.2,1.7,7.0,14.7,-0.4,-3.0
458681,2017.0,Cutter, STL , R,330.0,87.1,28.5,-0.6,-2.0,1.2,-0.8,-42.0
458681,2017.0,4-Seamer, STL , R,1154.0,92.4,16.7,-1.0,-7.0,8.9,0.3,3.0
458681,2017.0,Curveball, STL , R,151.0,78.9,52.2,-1.4,-3.0,5.6,-3.1,-36.0
458681,2017.0,Changeup, STL , R,168.0,86.0,27.8,-2.4,-8.0,13.0,-0.7,-5.0
458681,2015.0,Curveball, STL , R,134.0,78.0,54.3,0.2,0.0,6.8,-1.2,-15.0
458681,2015.0,4-Seamer, STL , R,1657.0,92.8,16.7,-1.5,-10.0,10.8,2.0,23.0
458681,2015.0,Sinker, STL , R,815.0,91.5,25.1,3.8,18.0,15.3,0.4,3.0
458681,2015.0,Changeup, STL , R,72.0,84.9,30.3,0.4,1.0,15.2,1.8,13.0
458681,2015.0,Slider, STL , R,230.0,87.0,28.8,-3.7,-11.0,1.6,-3.9,-172.0
453286,2020.0,Slider, WSH , R,231.0,85.5,34.9,-1.1,-3.0,4.1,-1.1,-22.0
453286,2020.0,Cutter, WSH , R,118.0,91.1,23.9,0.2,1.0,0.7,-2.0,-156.0
453286,2020.0,Curveball, WSH , R,111.0,77.2,54.9,-0.5,-1.0,14.4,3.7,35.0
453286,2020.0,Changeup, WSH , R,195.0,84.9,35.0,2.5,8.0,14.5,0.8,6.0
453286,2020.0,4-Seamer, WSH , R,558.0,94.7,15.0,0.2,1.0,10.5,2.6,32.0
453286,2019.0,Curveball, WSH , R,240.0,78.5,51.3,-3.1,-6.0,10.8,-0.3,-3.0
453286,2019.0,4-Seamer, WSH , R,1341.0,94.9,16.7,-0.5,-3.0,12.2,3.1,35.0
453286,2019.0,Changeup, WSH , R,401.0,84.3,36.3,2.8,8.0,15.7,1.0,7.0
453286,2019.0,Cutter, WSH , R,214.0,89.8,26.6,0.1,0.0,0.5,-2.2,-132.0
453286,2019.0,Slider, WSH , R,573.0,85.6,36.1,0.0,0.0,3.2,-2.6,-45.0
453286,2018.0,Curveball, WSH , R,274.0,78.4,52.0,-3.3,-6.0,8.0,-2.0,-20.0
453286,2018.0,Slider, WSH , R,577.0,85.2,37.3,0.1,0.0,3.2,-2.2,-41.0
453286,2018.0,Cutter, WSH , R,336.0,88.7,28.2,-1.2,-4.0,1.5,-0.3,-16.0
