id,Year,team,league,BF,W,L,ERA,G,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
488768,2016.0,MIA,NL,241.0,1.0,4.0,5.98,12.0,11.0,0.0,52.2,62.0,36.0,35.0,6.0,30.0,45.0,1.75
488768,2017.0,TEX,AL,704.0,11.0,11.0,3.40,28.0,28.0,0.0,166.2,156.0,75.0,63.0,15.0,64.0,86.0,1.32
488768,2018.0,BAL,AL,681.0,4.0,15.0,5.29,28.0,28.0,0.0,153.0,177.0,97.0,90.0,25.0,65.0,99.0,1.58
488768,2019.0,2,Teams,636.0,11.0,8.0,4.68,42.0,23.0,1.0,150.0,144.0,84.0,78.0,19.0,58.0,108.0,1.35
488768,2019.0,BAL,AL,400.0,9.0,3.0,3.83,17.0,17.0,0.0,96.1,86.0,45.0,41.0,11.0,29.0,66.0,1.19
488768,2019.0,BOS,AL,236.0,2.0,5.0,6.20,25.0,6.0,1.0,53.2,58.0,39.0,37.0,8.0,29.0,42.0,1.62
534910,2014.0,SD,NL,306.0,7.0,4.0,3.07,14.0,12.0,0.0,73.1,57.0,26.0,25.0,4.0,32.0,70.0,1.21
534910,2015.0,OAK,AL,406.0,6.0,6.0,3.35,16.0,16.0,0.0,96.2,88.0,46.0,36.0,5.0,25.0,64.0,1.17
534910,2016.0,OAK,AL,203.0,2.0,4.0,6.02,9.0,9.0,0.0,46.1,57.0,32.0,31.0,8.0,19.0,23.0,1.64
534910,2017.0,OAK,AL,316.0,3.0,6.0,5.30,14.0,13.0,0.0,69.2,78.0,46.0,41.0,4.0,27.0,55.0,1.51
534910,2019.0,KC,AL,27.0,0.0,1.0,13.50,6.0,0.0,0.0,4.2,7.0,7.0,7.0,1.0,6.0,7.0,2.79
534910,2020.0,KC,AL,65.0,1.0,0.0,0.52,18.0,0.0,3.0,17.1,4.0,1.0,1.0,0.0,8.0,19.0,0.69
642003,2016.0,CIN,NL,230.0,0.0,7.0,7.36,10.0,10.0,0.0,47.2,67.0,47.0,39.0,12.0,19.0,43.0,1.80
642003,2017.0,CIN,NL,79.0,1.0,1.0,5.09,12.0,1.0,1.0,17.2,11.0,11.0,10.0,3.0,19.0,17.0,1.70
642003,2018.0,CIN,NL,188.0,1.0,3.0,3.98,17.0,7.0,0.0,43.0,45.0,21.0,19.0,5.0,15.0,42.0,1.40
642003,2019.0,CIN,NL,25.0,0.0,0.0,1.42,3.0,0.0,0.0,6.1,6.0,1.0,1.0,0.0,1.0,7.0,1.11
642003,2020.0,2,Teams,55.0,0.0,1.0,4.50,11.0,0.0,0.0,12.0,11.0,6.0,6.0,2.0,8.0,12.0,1.58
642003,2020.0,CIN,NL,46.0,0.0,1.0,5.79,9.0,0.0,0.0,9.1,10.0,6.0,6.0,2.0,8.0,10.0,1.93
642003,2020.0,TB,AL,9.0,0.0,0.0,0.00,2.0,0.0,0.0,2.2,1.0,0.0,0.0,0.0,0.0,2.0,0.38
473646,2013.0,HOU,AL,118.0,0.0,1.0,3.90,25.0,0.0,1.0,27.2,26.0,12.0,12.0,3.0,12.0,24.0,1.37
473646,2014.0,HOU,AL,98.0,0.0,0.0,6.97,23.0,0.0,0.0,20.2,30.0,18.0,16.0,6.0,7.0,18.0,1.79
400010,2002.0,CWS,AL,130.0,2.0,1.0,6.59,8.0,6.0,0.0,28.2,28.0,26.0,21.0,7.0,14.0,19.0,1.47
400010,2004.0,2,Teams,131.0,4.0,1.0,2.81,11.0,4.0,0.0,32.0,30.0,10.0,10.0,1.0,11.0,22.0,1.28
400010,2004.0,MON,NL,88.0,3.0,0.0,1.54,9.0,2.0,0.0,23.1,14.0,4.0,4.0,1.0,7.0,18.0,0.90
400010,2004.0,CWS,AL,43.0,1.0,1.0,6.23,2.0,2.0,0.0,8.2,16.0,6.0,6.0,0.0,4.0,4.0,2.31
400010,2005.0,WSH,NL,124.0,2.0,4.0,3.60,15.0,1.0,0.0,30.0,24.0,12.0,12.0,3.0,11.0,23.0,1.17
400010,2006.0,WSH,NL,383.0,4.0,5.0,3.35,85.0,0.0,2.0,91.1,78.0,37.0,34.0,13.0,36.0,86.0,1.25
400010,2007.0,WSH,NL,354.0,8.0,4.0,3.61,88.0,0.0,4.0,87.1,75.0,37.0,35.0,7.0,21.0,71.0,1.10
400010,2008.0,2,Teams,295.0,4.0,8.0,4.14,74.0,0.0,18.0,71.2,69.0,36.0,33.0,11.0,16.0,66.0,1.19
400010,2008.0,ARI,NL,103.0,0.0,6.0,6.56,26.0,0.0,1.0,23.1,27.0,18.0,17.0,6.0,9.0,22.0,1.54
400010,2008.0,WSH,NL,192.0,4.0,2.0,2.98,48.0,0.0,17.0,48.1,42.0,18.0,16.0,5.0,7.0,44.0,1.01
400010,2009.0,2,Teams,299.0,7.0,3.0,3.60,75.0,0.0,2.0,70.0,70.0,30.0,28.0,6.0,23.0,49.0,1.33
400010,2009.0,ARI,NL,235.0,2.0,2.0,4.14,58.0,0.0,2.0,54.1,57.0,27.0,25.0,5.0,17.0,35.0,1.36
400010,2009.0,MIN,AL,64.0,5.0,1.0,1.72,17.0,0.0,0.0,15.2,13.0,3.0,3.0,1.0,6.0,14.0,1.21
400010,2010.0,MIN,AL,245.0,3.0,1.0,3.12,59.0,0.0,21.0,57.2,61.0,20.0,20.0,3.0,14.0,46.0,1.30
400010,2011.0,TOR,AL,225.0,5.0,4.0,4.85,53.0,0.0,11.0,52.0,56.0,28.0,28.0,11.0,14.0,36.0,1.35
400010,2012.0,NYM,NL,233.0,3.0,7.0,3.59,73.0,0.0,4.0,57.2,45.0,28.0,23.0,7.0,12.0,42.0,0.99
400010,2013.0,MIA,NL,80.0,1.0,2.0,7.56,15.0,0.0,0.0,16.2,23.0,14.0,14.0,1.0,7.0,15.0,1.80
543699,2013.0,WSH,NL,204.0,7.0,1.0,1.51,14.0,5.0,0.0,53.2,38.0,11.0,9.0,1.0,11.0,40.0,0.91
543699,2014.0,WSH,NL,798.0,15.0,10.0,2.85,31.0,31.0,0.0,198.2,178.0,64.0,63.0,16.0,39.0,138.0,1.09
543699,2015.0,WSH,NL,467.0,4.0,7.0,4.38,40.0,12.0,1.0,111.0,119.0,55.0,54.0,17.0,26.0,70.0,1.31
543699,2016.0,WSH,NL,855.0,16.0,10.0,2.83,34.0,33.0,0.0,210.0,173.0,72.0,66.0,17.0,73.0,172.0,1.17
543699,2017.0,WSH,NL,776.0,13.0,11.0,4.67,32.0,30.0,0.0,181.1,178.0,105.0,94.0,23.0,64.0,166.0,1.33
543699,2018.0,WSH,NL,760.0,9.0,15.0,4.34,31.0,30.0,0.0,180.1,181.0,90.0,87.0,24.0,50.0,146.0,1.28
543699,2019.0,2,Teams,722.0,10.0,10.0,4.35,31.0,31.0,0.0,165.1,180.0,84.0,80.0,28.0,51.0,158.0,1.40
543699,2019.0,CIN,NL,484.0,6.0,7.0,4.24,21.0,21.0,0.0,110.1,119.0,55.0,52.0,14.0,38.0,108.0,1.42
543699,2019.0,OAK,AL,238.0,4.0,3.0,4.58,10.0,10.0,0.0,55.0,61.0,29.0,28.0,14.0,13.0,50.0,1.35
543699,2020.0,TOR,AL,220.0,2.0,3.0,6.80,11.0,11.0,0.0,47.2,60.0,39.0,36.0,14.0,23.0,41.0,1.74
650893,2019.0,STL,NL,99.0,0.0,2.0,4.87,13.0,2.0,1.0,20.1,23.0,16.0,11.0,2.0,11.0,19.0,1.67
650893,2020.0,STL,NL,96.0,4.0,1.0,2.42,19.0,0.0,1.0,22.1,10.0,9.0,6.0,3.0,16.0,32.0,1.16
150119,1999.0,SEA,AL,887.0,17.0,8.0,4.07,33.0,33.0,0.0,201.1,205.0,96.0,91.0,18.0,90.0,170.0,1.47
150119,2000.0,SEA,AL,538.0,9.0,5.0,3.91,21.0,20.0,0.0,124.1,112.0,62.0,54.0,16.0,64.0,79.0,1.42
150119,2001.0,SEA,AL,971.0,18.0,6.0,3.05,34.0,34.0,0.0,238.2,199.0,88.0,81.0,16.0,69.0,163.0,1.12
150119,2002.0,SEA,AL,955.0,16.0,10.0,4.39,34.0,34.0,0.0,223.2,227.0,110.0,109.0,30.0,63.0,181.0,1.30
150119,2003.0,SEA,AL,862.0,12.0,14.0,4.51,33.0,33.0,0.0,201.1,196.0,109.0,101.0,31.0,71.0,144.0,1.33
150119,2004.0,2,Teams,878.0,13.0,11.0,3.81,31.0,31.0,0.0,210.0,192.0,92.0,89.0,22.0,64.0,184.0,1.22
150119,2004.0,SEA,AL,446.0,4.0,7.0,3.20,15.0,15.0,0.0,107.0,96.0,39.0,38.0,8.0,32.0,82.0,1.20
150119,2004.0,CWS,AL,432.0,9.0,4.0,4.46,16.0,16.0,0.0,103.0,96.0,53.0,51.0,14.0,32.0,102.0,1.24
150119,2005.0,CWS,AL,943.0,14.0,8.0,3.87,33.0,33.0,0.0,228.0,225.0,102.0,98.0,26.0,60.0,146.0,1.25
150119,2006.0,CWS,AL,917.0,17.0,9.0,4.53,33.0,33.0,0.0,216.1,228.0,116.0,109.0,32.0,48.0,135.0,1.28
150119,2007.0,PHI,NL,264.0,1.0,5.0,5.90,11.0,11.0,0.0,58.0,74.0,39.0,38.0,12.0,19.0,50.0,1.60
150119,2008.0,DET,AL,61.0,1.0,1.0,4.20,3.0,3.0,0.0,15.0,11.0,8.0,7.0,3.0,6.0,12.0,1.13
150119,2009.0,CWS,AL,229.0,3.0,4.0,4.34,9.0,9.0,0.0,56.0,56.0,27.0,27.0,4.0,12.0,37.0,1.21
150119,2010.0,CWS,AL,671.0,12.0,6.0,4.64,28.0,28.0,0.0,157.0,171.0,85.0,81.0,23.0,45.0,89.0,1.38
150119,2011.0,NYY,AL,626.0,12.0,8.0,3.62,26.0,25.0,0.0,146.2,152.0,63.0,59.0,16.0,45.0,96.0,1.34
150119,2012.0,NYY,AL,461.0,7.0,6.0,5.20,30.0,17.0,0.0,107.1,112.0,64.0,62.0,18.0,35.0,89.0,1.37
150119,2013.0,2,Teams,331.0,4.0,7.0,4.37,17.0,13.0,0.0,80.1,83.0,40.0,39.0,18.0,17.0,46.0,1.24
150119,2013.0,BAL,AL,225.0,3.0,5.0,5.77,11.0,10.0,0.0,53.0,60.0,35.0,34.0,16.0,12.0,26.0,1.36
150119,2013.0,ATL,NL,106.0,1.0,2.0,1.65,6.0,3.0,0.0,27.1,23.0,5.0,5.0,2.0,5.0,20.0,1.02
650633,2019.0,NYY,AL,9.0,0.0,0.0,0.00,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.00
650633,2020.0,NYY,AL,121.0,1.0,2.0,7.76,9.0,4.0,0.0,26.2,30.0,23.0,23.0,5.0,11.0,26.0,1.54
489265,2008.0,SF,NL,130.0,3.0,1.0,2.12,29.0,0.0,0.0,34.0,16.0,13.0,8.0,3.0,8.0,33.0,0.71
489265,2009.0,SF,NL,143.0,5.0,2.0,3.97,45.0,0.0,2.0,34.0,30.0,15.0,15.0,1.0,11.0,41.0,1.21
489265,2010.0,SF,NL,247.0,5.0,3.0,2.18,68.0,0.0,0.0,62.0,46.0,16.0,15.0,6.0,14.0,70.0,0.97
489265,2011.0,SF,NL,175.0,3.0,1.0,1.50,65.0,0.0,1.0,48.0,29.0,8.0,8.0,2.0,5.0,70.0,0.71
489265,2012.0,SF,NL,215.0,4.0,2.0,1.79,69.0,0.0,14.0,55.1,37.0,11.0,11.0,5.0,10.0,63.0,0.85
489265,2013.0,SF,NL,250.0,5.0,8.0,2.54,65.0,0.0,38.0,60.1,53.0,20.0,17.0,5.0,12.0,58.0,1.08
489265,2014.0,SF,NL,230.0,6.0,4.0,3.72,64.0,0.0,23.0,58.0,43.0,24.0,24.0,9.0,12.0,59.0,0.95
489265,2015.0,SF,NL,230.0,0.0,5.0,2.98,70.0,0.0,2.0,57.1,51.0,20.0,19.0,3.0,10.0,71.0,1.06
489265,2016.0,SF,NL,117.0,1.0,0.0,2.64,40.0,0.0,4.0,30.2,26.0,9.0,9.0,5.0,7.0,33.0,1.08
489265,2017.0,2,Teams,224.0,3.0,1.0,3.56,55.0,0.0,0.0,55.2,42.0,23.0,22.0,9.0,19.0,59.0,1.10
489265,2017.0,LAD,NL,108.0,1.0,1.0,6.12,30.0,0.0,0.0,25.0,23.0,17.0,17.0,7.0,12.0,31.0,1.40
489265,2017.0,TB,AL,116.0,2.0,0.0,1.47,25.0,0.0,0.0,30.2,19.0,6.0,5.0,2.0,7.0,28.0,0.85
489265,2018.0,TB,AL,284.0,3.0,4.0,4.14,73.0,5.0,25.0,67.1,65.0,31.0,31.0,11.0,20.0,75.0,1.26
489265,2019.0,2,Teams,249.0,2.0,1.0,3.43,65.0,0.0,20.0,60.1,50.0,27.0,23.0,7.0,17.0,60.0,1.11
489265,2019.0,MIN,AL,93.0,0.0,1.0,3.18,27.0,0.0,3.0,22.2,17.0,9.0,8.0,3.0,4.0,27.0,0.93
489265,2019.0,MIA,NL,156.0,2.0,0.0,3.58,38.0,0.0,17.0,37.2,33.0,18.0,15.0,4.0,13.0,33.0,1.22
489265,2020.0,MIN,AL,87.0,1.0,2.0,4.05,24.0,0.0,5.0,20.0,16.0,9.0,9.0,3.0,7.0,23.0,1.15
502139,2011.0,NYM,NL,57.0,0.0,2.0,6.92,14.0,0.0,1.0,13.0,14.0,10.0,10.0,1.0,7.0,8.0,1.62
502139,2012.0,MIL,NL,38.0,0.0,0.0,0.96,6.0,1.0,0.0,9.1,7.0,1.0,1.0,1.0,5.0,3.0,1.29
502139,2013.0,BAL,AL,63.0,0.0,0.0,3.18,11.0,1.0,0.0,17.0,10.0,7.0,6.0,4.0,3.0,12.0,0.76
502139,2014.0,BAL,AL,61.0,0.0,0.0,6.23,8.0,0.0,0.0,13.0,16.0,9.0,9.0,2.0,6.0,6.0,1.69
445213,2010.0,MIL,NL,33.0,0.0,1.0,7.36,7.0,0.0,0.0,7.1,10.0,6.0,6.0,2.0,4.0,9.0,1.91
445213,2011.0,MIL,NL,61.0,1.0,1.0,3.68,9.0,0.0,0.0,14.2,14.0,9.0,6.0,3.0,3.0,15.0,1.16
445213,2012.0,MIL,NL,72.0,3.0,0.0,3.78,14.0,0.0,0.0,16.2,18.0,7.0,7.0,1.0,7.0,14.0,1.50
445213,2013.0,MIL,NL,305.0,3.0,3.0,2.69,71.0,0.0,0.0,77.0,66.0,26.0,23.0,2.0,16.0,58.0,1.06
445213,2014.0,MIL,NL,239.0,3.0,3.0,3.24,64.0,0.0,0.0,58.1,62.0,22.0,21.0,8.0,16.0,31.0,1.34
445213,2015.0,MIL,NL,36.0,0.0,1.0,6.43,7.0,0.0,0.0,7.0,12.0,6.0,5.0,1.0,5.0,7.0,2.43
445213,2016.0,MIN,AL,224.0,0.0,2.0,3.15,54.0,0.0,17.0,54.1,59.0,22.0,19.0,5.0,8.0,35.0,1.23
445213,2017.0,2,Teams,288.0,4.0,3.0,3.03,72.0,0.0,29.0,71.1,66.0,25.0,24.0,5.0,16.0,39.0,1.15
445213,2017.0,WSH,NL,106.0,2.0,1.0,3.46,27.0,0.0,1.0,26.0,25.0,10.0,10.0,2.0,5.0,12.0,1.15
445213,2017.0,MIN,AL,182.0,2.0,2.0,2.78,45.0,0.0,28.0,45.1,41.0,15.0,14.0,3.0,11.0,27.0,1.15
445213,2018.0,2,Teams,263.0,3.0,3.0,4.60,70.0,0.0,2.0,60.2,67.0,31.0,31.0,5.0,22.0,43.0,1.47
445213,2018.0,CHC,NL,88.0,2.0,1.0,7.00,25.0,0.0,0.0,18.0,27.0,14.0,14.0,3.0,9.0,12.0,2.00
445213,2018.0,WSH,NL,175.0,1.0,2.0,3.59,45.0,0.0,2.0,42.2,40.0,17.0,17.0,2.0,13.0,31.0,1.24
445213,2019.0,CHC,NL,227.0,3.0,3.0,2.68,62.0,0.0,1.0,57.0,45.0,18.0,17.0,5.0,13.0,48.0,1.02
445213,2020.0,MIA,NL,101.0,2.0,3.0,2.22,24.0,0.0,12.0,24.1,21.0,7.0,6.0,3.0,11.0,14.0,1.32
425883,2003.0,FLA,NL,668.0,14.0,6.0,3.30,27.0,27.0,0.0,160.2,148.0,61.0,59.0,13.0,58.0,142.0,1.28
425883,2004.0,FLA,NL,848.0,10.0,11.0,4.02,32.0,32.0,0.0,197.0,210.0,99.0,88.0,20.0,61.0,139.0,1.38
425883,2005.0,FLA,NL,960.0,22.0,10.0,2.63,34.0,34.0,0.0,236.1,213.0,79.0,69.0,11.0,55.0,170.0,1.13
425883,2006.0,FLA,NL,975.0,12.0,12.0,3.87,34.0,34.0,0.0,223.1,234.0,106.0,96.0,21.0,83.0,160.0,1.42
425883,2007.0,FLA,NL,942.0,10.0,15.0,5.17,35.0,35.0,0.0,205.1,241.0,131.0,118.0,29.0,87.0,146.0,1.60
425883,2008.0,DET,AL,122.0,0.0,2.0,9.38,8.0,7.0,0.0,24.0,18.0,25.0,25.0,4.0,35.0,18.0,2.21
425883,2009.0,DET,AL,160.0,1.0,4.0,7.49,7.0,7.0,0.0,33.2,37.0,28.0,28.0,4.0,28.0,17.0,1.93
425883,2010.0,2,Teams,316.0,2.0,3.0,5.62,15.0,13.0,0.0,65.2,72.0,41.0,41.0,6.0,56.0,47.0,1.95
425883,2010.0,ARI,NL,114.0,1.0,1.0,6.85,6.0,5.0,0.0,22.1,24.0,17.0,17.0,3.0,27.0,14.0,2.28
425883,2010.0,DET,AL,202.0,1.0,2.0,4.98,9.0,8.0,0.0,43.1,48.0,24.0,24.0,3.0,29.0,33.0,1.78
425883,2011.0,CIN,NL,334.0,1.0,6.0,5.00,13.0,13.0,0.0,75.2,78.0,42.0,42.0,6.0,37.0,57.0,1.52
489567,2011.0,COL,NL,20.0,0.0,0.0,9.00,1.0,1.0,0.0,4.0,6.0,5.0,4.0,0.0,3.0,3.0,2.25
571666,2011.0,MIL,NL,10.0,0.0,0.0,0.00,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,2.50
571666,2012.0,MIL,NL,539.0,9.0,10.0,3.74,23.0,22.0,0.0,127.2,125.0,56.0,53.0,12.0,36.0,135.0,1.26
571666,2013.0,MIL,NL,103.0,1.0,4.0,7.25,11.0,3.0,0.0,22.1,28.0,20.0,18.0,8.0,6.0,15.0,1.52
571666,2014.0,MIL,NL,274.0,6.0,5.0,2.13,14.0,10.0,0.0,71.2,46.0,19.0,17.0,7.0,17.0,76.0,0.88
571666,2015.0,2,Teams,761.0,7.0,10.0,3.69,31.0,30.0,0.0,180.1,162.0,83.0,74.0,24.0,64.0,180.0,1.25
571666,2015.0,HOU,AL,252.0,2.0,1.0,3.32,10.0,9.0,0.0,62.1,45.0,26.0,23.0,10.0,21.0,59.0,1.06
571666,2015.0,MIL,NL,509.0,5.0,9.0,3.89,21.0,21.0,0.0,118.0,117.0,57.0,51.0,14.0,43.0,121.0,1.36
571666,2016.0,HOU,AL,724.0,11.0,8.0,4.48,31.0,30.0,0.0,168.2,187.0,89.0,84.0,26.0,42.0,134.0,1.36
571666,2017.0,HOU,AL,671.0,8.0,10.0,5.22,29.0,28.0,0.0,153.1,157.0,95.0,89.0,32.0,62.0,146.0,1.43
571666,2018.0,2,Teams,714.0,12.0,8.0,3.56,31.0,30.0,0.0,172.0,166.0,71.0,68.0,32.0,37.0,139.0,1.18
571666,2018.0,DET,AL,502.0,7.0,6.0,3.48,21.0,21.0,0.0,119.0,121.0,49.0,46.0,20.0,26.0,87.0,1.24
571666,2018.0,OAK,AL,212.0,5.0,2.0,3.74,10.0,9.0,0.0,53.0,45.0,22.0,22.0,12.0,11.0,52.0,1.06
571666,2019.0,OAK,AL,754.0,15.0,4.0,3.90,33.0,33.0,0.0,184.2,166.0,82.0,80.0,30.0,53.0,126.0,1.19
571666,2020.0,OAK,AL,257.0,6.0,3.0,4.58,11.0,11.0,0.0,59.0,65.0,31.0,30.0,9.0,16.0,37.0,1.37
605476,2014.0,SEA,AL,29.0,1.0,0.0,0.00,9.0,0.0,0.0,8.1,2.0,0.0,0.0,0.0,3.0,10.0,0.60
605476,2015.0,SEA,AL,284.0,2.0,5.0,2.31,70.0,0.0,13.0,70.0,49.0,19.0,18.0,2.0,22.0,92.0,1.01
605476,2016.0,BOS,AL,11.0,0.0,0.0,0.00,3.0,0.0,0.0,2.2,2.0,1.0,0.0,0.0,1.0,2.0,1.13
605476,2017.0,BOS,AL,27.0,0.0,0.0,1.35,8.0,0.0,1.0,6.2,7.0,1.0,1.0,0.0,2.0,7.0,1.35
605476,2018.0,BOS,AL,64.0,1.0,1.0,3.77,18.0,0.0,0.0,14.1,14.0,6.0,6.0,2.0,6.0,18.0,1.40
150035,1999.0,CHC,NL,579.0,5.0,9.0,5.05,27.0,21.0,0.0,130.0,140.0,80.0,73.0,28.0,52.0,70.0,1.48
150035,2000.0,CHC,NL,371.0,2.0,9.0,6.43,46.0,5.0,1.0,77.0,90.0,58.0,55.0,14.0,50.0,74.0,1.82
150035,2001.0,CHC,NL,339.0,4.0,6.0,2.74,76.0,0.0,2.0,82.0,65.0,26.0,25.0,8.0,29.0,107.0,1.15
150035,2002.0,CHC,NL,213.0,4.0,6.0,7.33,45.0,0.0,1.0,46.2,53.0,47.0,38.0,9.0,24.0,46.0,1.65
150035,2003.0,CHC,NL,312.0,3.0,2.0,3.30,77.0,0.0,0.0,76.1,53.0,31.0,28.0,6.0,36.0,92.0,1.17
150035,2004.0,CHC,NL,298.0,4.0,5.0,4.73,72.0,0.0,0.0,66.2,67.0,39.0,35.0,10.0,33.0,78.0,1.50
150035,2005.0,2,Teams,277.0,1.0,1.0,2.19,72.0,0.0,16.0,70.0,44.0,18.0,17.0,5.0,27.0,87.0,1.01
150035,2005.0,DET,AL,174.0,1.0,1.0,2.32,46.0,0.0,6.0,42.2,29.0,12.0,11.0,1.0,20.0,55.0,1.15
150035,2005.0,ATL,NL,103.0,0.0,0.0,1.98,26.0,0.0,10.0,27.1,15.0,6.0,6.0,4.0,7.0,32.0,0.80
150035,2006.0,NYY,AL,289.0,3.0,6.0,4.36,72.0,0.0,6.0,66.0,62.0,34.0,32.0,8.0,28.0,75.0,1.36
150035,2007.0,NYY,AL,266.0,2.0,1.0,4.80,64.0,0.0,0.0,60.0,60.0,35.0,32.0,9.0,27.0,48.0,1.45
150035,2008.0,2,Teams,261.0,2.0,3.0,4.48,61.0,0.0,1.0,60.1,70.0,32.0,30.0,15.0,22.0,61.0,1.52
150035,2008.0,DET,AL,76.0,1.0,1.0,6.75,16.0,0.0,0.0,16.0,27.0,14.0,12.0,4.0,5.0,18.0,2.00
150035,2008.0,NYY,AL,185.0,1.0,2.0,3.65,45.0,0.0,1.0,44.1,43.0,18.0,18.0,11.0,17.0,43.0,1.35
150035,2009.0,KC,AL,168.0,1.0,5.0,4.58,41.0,0.0,0.0,37.1,43.0,22.0,19.0,3.0,14.0,42.0,1.53
150035,2010.0,2,Teams,267.0,3.0,2.0,3.34,60.0,0.0,0.0,64.2,55.0,25.0,24.0,4.0,19.0,61.0,1.14
150035,2010.0,KC,AL,185.0,3.0,0.0,2.42,37.0,0.0,0.0,44.2,40.0,13.0,12.0,2.0,12.0,36.0,1.16
150035,2010.0,ATL,NL,82.0,0.0,2.0,5.40,23.0,0.0,0.0,20.0,15.0,12.0,12.0,2.0,7.0,25.0,1.10
150035,2011.0,TB,AL,231.0,5.0,1.0,2.18,63.0,0.0,25.0,57.2,45.0,15.0,14.0,5.0,12.0,51.0,0.99
150035,2012.0,TB,AL,120.0,1.0,6.0,4.00,34.0,0.0,0.0,27.0,22.0,13.0,12.0,1.0,14.0,25.0,1.33
150035,2013.0,2,Teams,162.0,3.0,1.0,4.70,48.0,0.0,2.0,38.1,43.0,20.0,20.0,5.0,10.0,28.0,1.38
150035,2013.0,PIT,NL,33.0,1.0,1.0,1.04,9.0,0.0,2.0,8.2,6.0,1.0,1.0,1.0,3.0,9.0,1.04
150035,2013.0,TB,AL,129.0,2.0,0.0,5.76,39.0,0.0,0.0,29.2,37.0,19.0,19.0,4.0,7.0,19.0,1.48
150035,2014.0,2,Teams,128.0,0.0,3.0,4.40,35.0,0.0,3.0,28.2,32.0,14.0,14.0,2.0,15.0,18.0,1.64
150035,2014.0,HOU,AL,57.0,0.0,0.0,6.17,16.0,0.0,0.0,11.2,14.0,8.0,8.0,0.0,9.0,8.0,1.97
150035,2014.0,NYM,NL,71.0,0.0,3.0,3.18,19.0,0.0,3.0,17.0,18.0,6.0,6.0,2.0,6.0,10.0,1.41
571946,2012.0,STL,NL,54.0,1.0,0.0,1.32,6.0,1.0,0.0,13.2,9.0,2.0,2.0,0.0,4.0,16.0,0.95
571946,2013.0,STL,NL,722.0,15.0,9.0,3.06,31.0,31.0,0.0,173.1,152.0,65.0,59.0,20.0,57.0,169.0,1.21
571946,2014.0,STL,NL,764.0,10.0,9.0,3.74,32.0,31.0,0.0,183.0,160.0,78.0,76.0,22.0,73.0,127.0,1.27
571946,2015.0,ATL,NL,860.0,6.0,17.0,3.02,33.0,33.0,0.0,205.1,183.0,82.0,69.0,13.0,73.0,171.0,1.25
571946,2016.0,ARI,NL,460.0,3.0,12.0,6.15,20.0,20.0,0.0,101.0,127.0,72.0,69.0,14.0,42.0,70.0,1.67
571946,2017.0,ARI,NL,99.0,2.0,2.0,4.09,4.0,4.0,0.0,22.0,20.0,10.0,10.0,1.0,12.0,20.0,1.45
571946,2018.0,ARI,NL,79.0,0.0,4.0,10.69,5.0,4.0,0.0,16.0,24.0,21.0,19.0,5.0,8.0,19.0,2.00
571946,2019.0,TEX,AL,220.0,1.0,3.0,8.59,19.0,8.0,0.0,44.0,58.0,46.0,42.0,8.0,29.0,30.0,1.98
643290,2019.0,SEA,AL,30.0,0.0,0.0,2.70,4.0,4.0,0.0,6.2,2.0,2.0,2.0,0.0,9.0,5.0,1.65
643290,2020.0,SEA,AL,198.0,4.0,1.0,4.34,10.0,10.0,0.0,45.2,31.0,23.0,22.0,10.0,31.0,38.0,1.36
592869,2015.0,BAL,AL,149.0,2.0,2.0,3.50,9.0,5.0,0.0,36.0,39.0,14.0,14.0,1.0,11.0,13.0,1.39
592869,2016.0,BAL,AL,414.0,4.0,6.0,5.27,24.0,13.0,0.0,94.0,110.0,57.0,55.0,15.0,24.0,55.0,1.43
592869,2017.0,BAL,AL,70.0,2.0,2.0,7.04,9.0,1.0,0.0,15.1,22.0,14.0,12.0,3.0,4.0,9.0,1.70
505447,2011.0,STL,NL,34.0,0.0,0.0,3.24,4.0,1.0,0.0,8.1,9.0,3.0,3.0,2.0,3.0,7.0,1.44
505447,2012.0,STL,NL,32.0,0.0,0.0,7.11,4.0,0.0,0.0,6.1,10.0,7.0,5.0,2.0,2.0,6.0,1.89
123801,1992.0,PIT,NL,373.0,8.0,1.0,2.15,13.0,13.0,0.0,92.0,76.0,26.0,22.0,3.0,35.0,51.0,1.21
123801,1993.0,PIT,NL,595.0,6.0,11.0,5.61,24.0,20.0,0.0,128.1,145.0,83.0,80.0,14.0,75.0,59.0,1.71
123801,1995.0,BOS,AL,804.0,16.0,8.0,2.95,27.0,27.0,0.0,195.1,163.0,76.0,64.0,22.0,68.0,119.0,1.18
123801,1996.0,BOS,AL,963.0,14.0,13.0,5.14,32.0,32.0,0.0,211.2,238.0,151.0,121.0,38.0,90.0,140.0,1.55
123801,1997.0,BOS,AL,866.0,12.0,15.0,4.25,35.0,29.0,0.0,201.1,193.0,109.0,95.0,24.0,87.0,151.0,1.39
123801,1998.0,BOS,AL,939.0,17.0,8.0,4.58,36.0,33.0,0.0,216.0,211.0,123.0,110.0,30.0,79.0,146.0,1.34
123801,1999.0,BOS,AL,635.0,6.0,11.0,5.08,49.0,17.0,15.0,140.0,146.0,93.0,79.0,19.0,72.0,104.0,1.56
