team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
St. Louis Cardinals,NL,52,29,2.92,81,81,5,2,18,23,749.0,675,280,243,55,25,216,564,1.19,.243,https://www.mlb.com/cardinals
San Diego Padres,NL,45,36,2.92,81,81,0,0,20,27,748.0,613,262,243,66,11,266,695,1.18,.223,https://www.mlb.com/padres
Oakland Athletics,AL,47,34,3.04,81,81,2,2,21,27,736.0,610,276,249,62,16,245,564,1.16,.225,https://www.mlb.com/athletics
San Francisco Giants,NL,49,32,3.07,81,81,2,2,28,34,747.0,618,274,255,64,24,292,689,1.22,.225,https://www.mlb.com/giants
New York Mets,NL,47,34,3.12,81,81,5,4,17,26,741.0,676,282,257,47,28,285,568,1.30,.243,https://www.mlb.com/mets
Atlanta Braves,NL,56,25,3.20,81,81,0,0,24,31,742.0,648,295,264,60,23,245,666,1.20,.237,https://www.mlb.com/braves
Seattle Mariners,AL,35,46,3.40,81,81,5,1,21,27,747.0,668,304,282,69,15,224,510,1.19,.238,https://www.mlb.com/mariners
Tampa Bay Rays,AL,49,32,3.42,81,81,3,3,26,32,743.0,646,294,282,84,22,234,626,1.18,.232,https://www.mlb.com/rays
Philadelphia Phillies,NL,54,30,3.49,84,84,6,2,23,33,776.0,718,319,301,89,28,211,645,1.20,.246,https://www.mlb.com/phillies
Houston Astros,AL,42,39,3.51,81,81,3,2,24,32,741.0,679,324,289,66,23,281,654,1.30,.244,https://www.mlb.com/astros
Minnesota Twins,AL,53,28,3.53,81,81,3,1,22,29,739.0,748,313,290,64,20,189,530,1.27,.263,https://www.mlb.com/twins
Los Angeles Angels,AL,43,38,3.55,81,81,5,3,21,31,754.0,692,322,297,68,25,276,600,1.28,.243,https://www.mlb.com/angels
Detroit Tigers,AL,52,29,3.62,81,81,2,1,19,22,750.0,716,329,302,71,24,246,540,1.28,.252,https://www.mlb.com/tigers
Texas Rangers,AL,51,30,3.65,81,81,3,0,21,35,748.0,704,339,303,81,34,264,592,1.29,.247,https://www.mlb.com/rangers
Los Angeles Dodgers,NL,45,36,3.81,81,81,3,3,20,27,749.0,651,336,317,67,28,270,665,1.23,.234,https://www.mlb.com/dodgers
Cleveland Indians,AL,38,43,3.84,81,81,6,2,18,25,741.0,726,354,316,70,28,268,486,1.34,.258,https://www.mlb.com/indians
Miami Marlins,NL,41,40,3.90,81,81,3,1,17,33,743.0,724,368,322,60,26,291,664,1.37,.256,https://www.mlb.com/marlins
Washington Nationals,NL,41,40,3.97,81,81,1,1,24,36,744.0,738,359,328,76,24,242,590,1.32,.260,https://www.mlb.com/nationals
Cincinnati Reds,NL,49,32,3.98,81,81,1,0,22,30,744.0,720,341,329,82,23,275,604,1.34,.255,https://www.mlb.com/reds
Toronto Blue Jays,AL,45,33,4.08,78,78,3,2,21,27,714.0,692,348,324,81,32,249,610,1.32,.254,https://www.mlb.com/bluejays
New York Yankees,AL,52,29,4.22,81,81,1,0,19,28,730.0,688,366,342,108,37,269,581,1.31,.249,https://www.mlb.com/yankees
Boston Red Sox,AL,46,35,4.25,81,81,1,0,20,27,743.0,722,393,351,71,32,288,604,1.36,.254,https://www.mlb.com/redsox
Colorado Rockies,NL,52,29,4.25,81,81,2,0,20,33,743.0,743,379,351,79,30,232,634,1.31,.263,https://www.mlb.com/rockies
Chicago White Sox,AL,45,36,4.38,81,81,2,1,20,27,735.0,745,371,358,79,17,256,605,1.36,.264,https://www.mlb.com/whitesox
Milwaukee Brewers,NL,40,41,4.51,81,81,2,2,16,24,740.0,768,414,371,96,19,293,670,1.43,.267,https://www.mlb.com/brewers
Arizona Diamondbacks,NL,40,41,4.53,81,81,1,0,23,30,739.0,763,409,372,103,25,234,568,1.35,.267,https://www.mlb.com/dbacks
Chicago Cubs,NL,35,46,4.55,81,81,0,0,17,23,739.0,767,431,374,87,30,312,666,1.46,.266,https://www.mlb.com/cubs
Pittsburgh Pirates,NL,40,41,4.56,81,81,1,1,21,25,729.0,758,403,369,66,32,267,512,1.41,.268,https://www.mlb.com/pirates
Kansas City Royals,AL,38,43,4.57,81,81,1,1,23,35,746.0,803,403,379,82,20,254,539,1.42,.275,https://www.mlb.com/royals
Baltimore Orioles,AL,37,44,4.66,81,81,1,0,16,31,747.0,788,414,387,106,34,259,544,1.40,.271,https://www.mlb.com/orioles
