team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Houston Astros,AL,--,--,3.12,--,--,--,--,--,0,848.1,711,312,294,85,31,231,881,1.11,.226,https://www.mlb.com/astros
Los Angeles Dodgers,NL,--,--,3.43,--,--,--,--,--,0,938.0,816,393,357,116,41,242,1014,1.13,.231,https://www.mlb.com/dodgers
Chicago Cubs,NL,--,--,3.46,--,--,--,--,--,0,958.2,849,399,369,97,47,371,846,1.27,.238,https://www.mlb.com/cubs
Cleveland Indians,AL,--,--,3.50,--,--,--,--,--,0,784.2,685,333,305,90,33,189,832,1.11,.232,https://www.mlb.com/indians
New York Yankees,AL,--,--,3.61,--,--,--,--,--,0,884.0,788,392,355,111,29,291,971,1.22,.235,https://www.mlb.com/yankees
St. Louis Cardinals,NL,--,--,3.67,--,--,--,--,--,0,738.0,661,319,301,72,46,258,708,1.25,.240,https://www.mlb.com/cardinals
Philadelphia Phillies,NL,--,--,3.69,--,--,--,--,--,0,795.0,706,366,326,77,39,224,808,1.17,.237,https://www.mlb.com/phillies
Milwaukee Brewers,NL,--,--,3.74,--,--,--,--,--,0,847.1,704,385,352,102,36,266,866,1.14,.227,https://www.mlb.com/brewers
Arizona Diamondbacks,NL,--,--,3.75,--,--,--,--,--,0,889.1,814,396,371,110,33,309,897,1.26,.243,https://www.mlb.com/dbacks
Boston Red Sox,AL,--,--,3.76,--,--,--,--,--,0,984.0,896,438,411,125,42,341,1049,1.26,.240,https://www.mlb.com/redsox
Atlanta Braves,NL,--,--,3.86,--,--,--,--,--,0,849.2,745,390,364,86,30,307,834,1.24,.235,https://www.mlb.com/braves
Oakland Athletics,AL,--,--,3.92,--,--,--,--,--,0,842.1,757,403,367,111,32,257,700,1.20,.239,https://www.mlb.com/athletics
New York Mets,NL,--,--,3.97,--,--,--,--,--,0,845.1,777,409,373,106,41,264,861,1.23,.244,https://www.mlb.com/mets
Seattle Mariners,AL,--,--,4.00,--,--,--,--,--,0,955.2,926,455,425,132,47,271,859,1.25,.254,https://www.mlb.com/mariners
Tampa Bay Rays,AL,--,--,4.01,--,--,--,--,--,0,926.2,837,441,413,113,37,295,894,1.22,.241,https://www.mlb.com/rays
Pittsburgh Pirates,NL,--,--,4.04,--,--,--,--,--,0,781.2,739,377,351,85,39,236,773,1.25,.248,https://www.mlb.com/pirates
San Francisco Giants,NL,--,--,4.11,--,--,--,--,--,0,935.2,884,461,427,106,29,344,824,1.31,.251,https://www.mlb.com/giants
Washington Nationals,NL,--,--,4.11,--,--,--,--,--,0,819.1,767,392,374,122,42,245,812,1.24,.246,https://www.mlb.com/nationals
Cincinnati Reds,NL,--,--,4.14,--,--,--,--,--,0,801.2,776,406,369,99,26,244,702,1.27,.254,https://www.mlb.com/reds
Colorado Rockies,NL,--,--,4.24,--,--,--,--,--,0,886.0,834,443,417,111,36,308,828,1.29,.249,https://www.mlb.com/rockies
San Diego Padres,NL,--,--,4.36,--,--,--,--,--,0,922.1,876,485,447,114,42,288,882,1.26,.251,https://www.mlb.com/padres
Detroit Tigers,AL,--,--,4.40,--,--,--,--,--,0,865.0,870,468,423,119,37,276,727,1.32,.261,https://www.mlb.com/tigers
Minnesota Twins,AL,--,--,4.47,--,--,--,--,--,0,815.2,808,431,405,116,50,282,801,1.34,.258,https://www.mlb.com/twins
Los Angeles Angels,AL,--,--,4.48,--,--,--,--,--,0,845.1,799,460,421,130,51,309,815,1.31,.250,https://www.mlb.com/angels
Toronto Blue Jays,AL,--,--,4.76,--,--,--,--,--,0,843.2,895,481,446,129,38,309,791,1.43,.271,https://www.mlb.com/bluejays
Miami Marlins,NL,--,--,4.80,--,--,--,--,--,0,819.0,777,466,437,110,50,303,730,1.32,.250,https://www.mlb.com/marlins
Chicago White Sox,AL,--,--,4.90,--,--,--,--,--,0,812.0,802,491,442,110,60,332,719,1.40,.257,https://www.mlb.com/whitesox
Kansas City Royals,AL,--,--,5.04,--,--,--,--,--,0,839.2,920,499,470,130,32,280,682,1.43,.280,https://www.mlb.com/royals
Baltimore Orioles,AL,--,--,5.13,--,--,--,--,--,0,791.2,840,493,451,129,39,280,680,1.41,.271,https://www.mlb.com/orioles
Texas Rangers,AL,--,--,5.16,--,--,--,--,--,0,963.0,1038,595,552,165,56,322,791,1.41,.274,https://www.mlb.com/rangers
