team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Los Angeles Dodgers,NL,--,--,2.99,--,--,--,--,--,0,186.1,154,76,62,25,11,0,141,0.83,.221,https://www.mlb.com/dodgers
Cleveland Indians,AL,--,--,3.15,--,--,--,--,--,0,188.2,162,73,66,27,10,0,180,0.86,.233,https://www.mlb.com/indians
Minnesota Twins,AL,--,--,3.42,--,--,--,--,--,0,184.1,174,74,70,16,9,0,158,0.94,.247,https://www.mlb.com/twins
San Diego Padres,NL,--,--,3.54,--,--,--,--,--,0,190.2,173,78,75,22,5,0,170,0.91,.239,https://www.mlb.com/padres
Cincinnati Reds,NL,--,--,3.62,--,--,--,--,--,0,166.2,146,79,67,17,9,0,173,0.88,.233,https://www.mlb.com/reds
St. Louis Cardinals,NL,--,--,4.00,--,--,--,--,--,0,168.2,146,87,75,23,11,0,147,0.87,.233,https://www.mlb.com/cardinals
Houston Astros,AL,--,--,4.06,--,--,--,--,--,0,186.1,169,92,84,25,13,0,170,0.91,.241,https://www.mlb.com/astros
New York Yankees,AL,--,--,4.07,--,--,--,--,--,0,179.0,175,88,81,30,8,0,157,0.98,.248,https://www.mlb.com/yankees
Chicago Cubs,NL,--,--,4.13,--,--,--,--,--,0,185.1,174,87,85,25,6,0,159,0.94,.248,https://www.mlb.com/cubs
Chicago White Sox,AL,--,--,4.13,--,--,--,--,--,0,194.0,183,99,89,30,10,0,170,0.94,.247,https://www.mlb.com/whitesox
Pittsburgh Pirates,NL,--,--,4.16,--,--,--,--,--,0,177.1,154,92,82,26,19,0,152,0.87,.233,https://www.mlb.com/pirates
Oakland Athletics,AL,--,--,4.41,--,--,--,--,--,0,190.0,193,98,93,35,8,0,163,1.02,.263,https://www.mlb.com/athletics
Tampa Bay Rays,AL,--,--,4.62,--,--,--,--,--,0,185.0,196,107,95,33,14,0,163,1.06,.271,https://www.mlb.com/rays
Texas Rangers,AL,--,--,4.73,--,--,--,--,--,0,192.1,175,112,101,23,10,0,148,0.91,.240,https://www.mlb.com/rangers
Atlanta Braves,NL,--,--,4.74,--,--,--,--,--,0,188.0,201,107,99,27,14,0,143,1.07,.271,https://www.mlb.com/braves
Baltimore Orioles,AL,--,--,4.75,--,--,--,--,--,0,187.2,186,114,99,27,12,0,130,0.99,.259,https://www.mlb.com/orioles
Kansas City Royals,AL,--,--,4.90,--,--,--,--,--,0,174.1,178,105,95,28,12,0,141,1.02,.266,https://www.mlb.com/royals
Milwaukee Brewers,NL,--,--,4.92,--,--,--,--,--,0,186.2,174,106,102,30,13,0,203,0.93,.247,https://www.mlb.com/brewers
San Francisco Giants,NL,--,--,5.03,--,--,--,--,--,0,180.2,185,115,101,28,22,0,147,1.02,.264,https://www.mlb.com/giants
Los Angeles Angels,AL,--,--,5.08,--,--,--,--,--,0,182.1,172,111,103,34,11,0,128,0.94,.247,https://www.mlb.com/angels
Toronto Blue Jays,AL,--,--,5.11,--,--,--,--,--,0,183.0,195,121,104,38,5,0,152,1.07,.273,https://www.mlb.com/bluejays
Washington Nationals,NL,--,--,5.23,--,--,--,--,--,0,194.1,215,120,113,37,12,0,158,1.11,.276,https://www.mlb.com/nationals
Seattle Mariners,AL,--,--,5.53,--,--,--,--,--,0,192.0,181,124,118,33,16,0,156,0.94,.247,https://www.mlb.com/mariners
Colorado Rockies,NL,--,--,5.71,--,--,--,--,--,0,190.2,215,132,121,30,15,0,113,1.13,.287,https://www.mlb.com/rockies
New York Mets,NL,--,--,5.73,--,--,--,--,--,0,183.2,206,127,117,38,14,0,152,1.12,.280,https://www.mlb.com/mets
Philadelphia Phillies,NL,--,--,5.79,--,--,--,--,--,0,171.0,227,119,110,33,14,0,155,1.33,.318,https://www.mlb.com/phillies
Arizona Diamondbacks,NL,--,--,5.92,--,--,--,--,--,0,184.0,216,127,121,47,9,0,155,1.17,.289,https://www.mlb.com/dbacks
Miami Marlins,NL,--,--,6.04,--,--,--,--,--,0,178.2,200,132,120,37,14,0,120,1.12,.282,https://www.mlb.com/marlins
Detroit Tigers,AL,--,--,6.66,--,--,--,--,--,0,175.2,199,133,130,34,12,0,136,1.13,.285,https://www.mlb.com/tigers
Boston Red Sox,AL,--,--,6.91,--,--,--,--,--,0,185.0,238,153,142,46,12,0,160,1.29,.312,https://www.mlb.com/redsox
