team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Boston Red Sox,AL,36,10,3.15,46,46,0,0,18,21,414.0,351,149,145,35,19,145,466,1.20,.228,https://www.mlb.com/redsox
Los Angeles Dodgers,NL,28,17,3.23,45,45,0,0,13,19,406.2,337,160,146,48,20,105,459,1.09,.222,https://www.mlb.com/dodgers
Houston Astros,AL,34,17,3.41,51,51,0,0,14,23,456.2,374,187,173,48,23,130,541,1.10,.221,https://www.mlb.com/astros
Pittsburgh Pirates,NL,30,26,3.41,56,56,1,1,15,21,501.1,425,201,190,55,25,172,472,1.19,.227,https://www.mlb.com/pirates
Arizona Diamondbacks,NL,20,27,3.52,47,47,0,0,10,19,419.0,378,173,164,47,16,146,411,1.25,.241,https://www.mlb.com/dbacks
Washington Nationals,NL,33,31,3.59,64,64,1,0,16,21,578.2,509,245,231,67,27,201,574,1.23,.235,https://www.mlb.com/nationals
Cleveland Indians,AL,36,23,3.69,59,59,2,1,15,19,536.1,477,235,220,80,14,123,564,1.12,.236,https://www.mlb.com/indians
New York Yankees,AL,32,20,3.70,52,52,0,0,13,19,469.0,434,209,193,57,19,146,533,1.24,.243,https://www.mlb.com/yankees
Oakland Athletics,AL,37,23,3.79,60,60,1,1,17,22,551.0,473,246,232,68,19,168,464,1.16,.229,https://www.mlb.com/athletics
Milwaukee Brewers,NL,28,32,3.80,60,60,0,0,15,26,533.1,453,247,225,70,19,202,550,1.23,.228,https://www.mlb.com/brewers
New York Mets,NL,26,27,3.84,53,53,3,1,14,19,473.2,418,219,202,63,23,160,500,1.22,.235,https://www.mlb.com/mets
Tampa Bay Rays,AL,37,26,3.88,63,63,0,0,24,35,561.2,468,262,242,61,20,217,580,1.22,.224,https://www.mlb.com/rays
Atlanta Braves,NL,31,22,3.95,53,53,0,0,11,19,474.0,393,221,208,52,21,226,478,1.31,.225,https://www.mlb.com/braves
St. Louis Cardinals,NL,32,28,4.02,60,60,0,0,14,21,532.2,483,265,238,55,32,228,490,1.33,.242,https://www.mlb.com/cardinals
Chicago Cubs,NL,46,31,4.09,77,77,0,0,24,34,693.0,627,343,315,81,35,306,638,1.35,.241,https://www.mlb.com/cubs
Miami Marlins,NL,20,30,4.15,50,50,1,0,9,12,442.0,386,219,204,50,16,178,405,1.28,.235,https://www.mlb.com/marlins
Philadelphia Phillies,NL,25,29,4.16,54,54,0,0,18,24,475.2,417,235,220,61,26,169,494,1.23,.235,https://www.mlb.com/phillies
San Francisco Giants,NL,28,28,4.25,56,56,0,0,15,25,518.1,522,269,245,53,20,204,446,1.40,.264,https://www.mlb.com/giants
Los Angeles Angels,AL,20,24,4.27,44,44,0,0,7,14,390.0,372,198,185,55,26,150,409,1.34,.251,https://www.mlb.com/angels
Cincinnati Reds,NL,27,37,4.35,64,64,0,0,15,22,565.0,582,303,273,94,16,217,512,1.41,.265,https://www.mlb.com/reds
San Diego Padres,NL,20,28,4.44,48,48,0,0,11,16,428.0,423,225,211,57,22,144,450,1.32,.257,https://www.mlb.com/padres
Seattle Mariners,AL,25,27,4.48,52,52,0,0,19,23,460.0,455,242,229,67,18,117,421,1.24,.256,https://www.mlb.com/mariners
Minnesota Twins,AL,30,32,4.56,62,62,2,1,12,24,546.2,544,292,277,72,32,213,542,1.38,.259,https://www.mlb.com/twins
Detroit Tigers,AL,30,41,4.64,71,71,0,0,14,26,634.1,631,342,327,94,25,206,518,1.32,.259,https://www.mlb.com/tigers
Toronto Blue Jays,AL,31,33,4.67,64,64,0,0,17,28,570.1,570,322,296,85,24,227,551,1.40,.258,https://www.mlb.com/bluejays
Chicago White Sox,AL,22,44,4.69,66,66,0,0,11,19,583.2,568,340,304,84,34,275,499,1.44,.252,https://www.mlb.com/whitesox
Colorado Rockies,NL,25,27,4.75,52,52,0,0,14,26,460.0,469,263,243,59,18,171,464,1.39,.264,https://www.mlb.com/rockies
Texas Rangers,AL,18,28,5.00,46,46,0,0,11,13,399.2,407,235,222,60,14,128,321,1.34,.262,https://www.mlb.com/rangers
Kansas City Royals,AL,19,38,5.19,57,57,1,0,14,23,495.2,537,304,286,72,21,196,433,1.48,.276,https://www.mlb.com/royals
Baltimore Orioles,AL,18,38,5.29,56,56,2,0,9,14,490.0,541,313,288,82,21,181,441,1.47,.278,https://www.mlb.com/orioles
