team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Los Angeles Dodgers,NL,--,--,5.65,--,--,--,--,--,0,239.0,176,168,150,23,1,90,274,1.11,.199,https://www.mlb.com/dodgers
Boston Red Sox,AL,--,--,6.17,--,--,--,--,--,0,265.2,208,203,182,31,6,85,318,1.10,.210,https://www.mlb.com/redsox
Chicago Cubs,NL,--,--,6.33,--,--,--,--,--,0,240.1,182,196,169,24,13,145,253,1.36,.204,https://www.mlb.com/cubs
Milwaukee Brewers,NL,--,--,6.61,--,--,--,--,--,0,256.0,218,210,188,26,12,105,241,1.26,.225,https://www.mlb.com/brewers
Arizona Diamondbacks,NL,--,--,6.65,--,--,--,--,--,0,246.1,202,210,182,23,9,126,261,1.33,.217,https://www.mlb.com/dbacks
Tampa Bay Rays,AL,--,--,6.80,--,--,--,--,--,0,247.2,203,221,187,27,7,115,236,1.28,.216,https://www.mlb.com/rays
Cleveland Indians,AL,--,--,6.93,--,--,--,--,--,0,231.1,225,201,178,21,10,80,295,1.32,.248,https://www.mlb.com/indians
St. Louis Cardinals,NL,--,--,7.11,--,--,--,--,--,0,248.0,228,224,196,26,17,133,236,1.46,.239,https://www.mlb.com/cardinals
Pittsburgh Pirates,NL,--,--,7.29,--,--,--,--,--,0,260.1,245,237,211,28,10,114,272,1.38,.243,https://www.mlb.com/pirates
San Francisco Giants,NL,--,--,7.60,--,--,--,--,--,0,264.0,257,250,223,27,14,115,238,1.41,.249,https://www.mlb.com/giants
Texas Rangers,AL,--,--,7.66,--,--,--,--,--,0,248.0,233,259,211,26,15,116,196,1.41,.240,https://www.mlb.com/rangers
Toronto Blue Jays,AL,--,--,7.68,--,--,--,--,--,0,260.0,243,250,222,30,8,97,253,1.31,.241,https://www.mlb.com/bluejays
Kansas City Royals,AL,--,--,7.71,--,--,--,--,--,0,254.1,251,244,218,28,5,128,243,1.49,.252,https://www.mlb.com/royals
Minnesota Twins,AL,--,--,7.71,--,--,--,--,--,0,254.1,223,251,218,36,6,100,215,1.27,.228,https://www.mlb.com/twins
Washington Nationals,NL,--,--,7.78,--,--,--,--,--,0,247.2,218,239,214,34,12,103,247,1.30,.229,https://www.mlb.com/nationals
Baltimore Orioles,AL,--,--,7.90,--,--,--,--,--,0,257.1,225,242,226,44,9,120,226,1.34,.228,https://www.mlb.com/orioles
New York Yankees,AL,--,--,7.95,--,--,--,--,--,0,245.2,227,245,217,30,12,98,285,1.32,.237,https://www.mlb.com/yankees
Colorado Rockies,NL,--,--,7.99,--,--,--,--,--,0,252.1,234,241,224,27,5,112,204,1.37,.240,https://www.mlb.com/rockies
Seattle Mariners,AL,--,--,8.24,--,--,--,--,--,0,245.2,227,249,225,34,11,100,240,1.33,.241,https://www.mlb.com/mariners
New York Mets,NL,--,--,8.34,--,--,--,--,--,0,266.2,245,268,247,35,6,136,294,1.43,.238,https://www.mlb.com/mets
Los Angeles Angels,AL,--,--,8.48,--,--,--,--,--,0,236.2,241,245,223,35,7,109,237,1.48,.260,https://www.mlb.com/angels
Philadelphia Phillies,NL,--,--,8.65,--,--,--,--,--,0,256.0,249,270,246,38,7,122,247,1.45,.249,https://www.mlb.com/phillies
Oakland Athletics,AL,--,--,8.67,--,--,--,--,--,0,246.0,249,275,237,42,5,102,215,1.43,.255,https://www.mlb.com/athletics
Atlanta Braves,NL,--,--,8.83,--,--,--,--,--,0,258.0,257,279,253,35,9,140,224,1.54,.251,https://www.mlb.com/braves
Detroit Tigers,AL,--,--,8.85,--,--,--,--,--,0,259.1,261,275,255,39,14,126,239,1.49,.257,https://www.mlb.com/tigers
Houston Astros,AL,--,--,9.02,--,--,--,--,--,0,244.1,225,263,245,38,12,111,283,1.38,.238,https://www.mlb.com/astros
Cincinnati Reds,NL,--,--,9.38,--,--,--,--,--,0,252.1,257,284,263,37,18,135,223,1.55,.259,https://www.mlb.com/reds
Chicago White Sox,AL,--,--,9.46,--,--,--,--,--,0,248.1,240,292,261,45,12,135,222,1.51,.249,https://www.mlb.com/whitesox
Miami Marlins,NL,--,--,9.81,--,--,--,--,--,0,256.0,266,307,279,35,14,158,234,1.66,.262,https://www.mlb.com/marlins
San Diego Padres,NL,--,--,11.06,--,--,--,--,--,0,231.0,276,321,284,50,22,144,236,1.82,.288,https://www.mlb.com/padres
