team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
San Francisco Giants,NL,43,38,3.67,81,81,4,1,29,39,714.0,661,309,291,70,27,286,642,1.33,.246,https://www.mlb.com/giants
Chicago White Sox,AL,43,38,3.80,81,81,4,1,23,30,711.1,726,333,300,57,17,234,544,1.35,.264,https://www.mlb.com/whitesox
Philadelphia Phillies,NL,43,35,3.90,78,78,8,4,17,26,680.1,684,321,295,79,29,205,538,1.31,.262,https://www.mlb.com/phillies
New York Yankees,AL,43,38,3.90,81,81,2,0,20,29,712.1,661,327,309,71,25,271,573,1.31,.250,https://www.mlb.com/yankees
Chicago Cubs,NL,40,41,3.91,81,81,1,0,23,31,697.2,642,336,303,67,35,293,602,1.34,.243,https://www.mlb.com/cubs
San Diego Padres,NL,45,36,3.91,81,81,2,2,29,37,708.1,692,319,308,73,17,251,600,1.33,.256,https://www.mlb.com/padres
Atlanta Braves,NL,35,46,3.96,81,81,2,0,17,27,697.1,678,334,307,66,26,260,575,1.35,.255,https://www.mlb.com/braves
Colorado Rockies,NL,31,50,4.02,81,81,4,2,15,23,699.0,662,338,312,60,26,293,600,1.37,.251,https://www.mlb.com/rockies
Cincinnati Reds,NL,42,39,4.06,81,81,3,2,21,33,709.0,684,344,320,76,27,249,526,1.32,.254,https://www.mlb.com/reds
Boston Red Sox,AL,43,38,4.14,81,81,2,1,24,39,713.2,680,351,328,81,21,292,603,1.36,.251,https://www.mlb.com/redsox
Oakland Athletics,AL,34,47,4.15,81,81,5,1,17,24,695.2,705,350,321,91,22,267,506,1.40,.264,https://www.mlb.com/athletics
Tampa Bay Rays,AL,47,34,4.17,81,81,3,0,25,35,710.2,701,355,329,91,24,244,563,1.33,.256,https://www.mlb.com/rays
Los Angeles Dodgers,NL,35,46,4.24,81,81,1,1,21,32,692.2,672,356,326,67,30,269,609,1.36,.254,https://www.mlb.com/dodgers
Texas Rangers,AL,39,42,4.24,81,81,4,0,25,31,707.1,651,348,333,81,29,287,589,1.33,.244,https://www.mlb.com/rangers
St. Louis Cardinals,NL,34,47,4.27,81,81,2,1,14,19,704.2,737,361,334,78,23,261,530,1.42,.270,https://www.mlb.com/cardinals
Miami Marlins,NL,39,42,4.30,81,81,2,1,22,31,695.1,709,349,332,74,25,258,504,1.39,.265,https://www.mlb.com/marlins
Washington Nationals,NL,28,53,4.31,81,81,1,0,13,21,691.0,731,383,331,75,22,270,478,1.45,.271,https://www.mlb.com/nationals
New York Mets,NL,32,49,4.36,81,81,3,0,19,26,712.0,762,370,345,88,24,260,538,1.44,.276,https://www.mlb.com/mets
Toronto Blue Jays,AL,40,44,4.37,84,84,2,0,24,34,726.2,715,380,353,69,28,290,574,1.38,.257,https://www.mlb.com/bluejays
Minnesota Twins,AL,41,40,4.39,81,81,6,2,18,29,713.2,745,358,348,91,27,194,518,1.32,.270,https://www.mlb.com/twins
Baltimore Orioles,AL,29,52,4.52,81,81,2,0,19,31,689.1,720,371,346,80,25,261,463,1.42,.269,https://www.mlb.com/orioles
Seattle Mariners,AL,26,55,4.55,81,81,6,1,17,28,691.0,734,394,349,88,25,228,463,1.39,.272,https://www.mlb.com/mariners
Los Angeles Angels,AL,37,44,4.58,81,81,5,0,18,25,695.1,730,380,354,80,21,289,530,1.47,.270,https://www.mlb.com/angels
Milwaukee Brewers,NL,37,44,4.67,81,81,1,1,19,32,699.0,719,390,363,77,29,289,588,1.44,.267,https://www.mlb.com/brewers
Houston Astros,AL,34,47,4.70,81,81,1,0,21,28,698.1,767,405,365,74,17,267,556,1.48,.279,https://www.mlb.com/astros
Cleveland Indians,AL,31,50,4.79,81,81,4,0,16,25,692.0,751,398,368,77,38,304,481,1.52,.280,https://www.mlb.com/indians
Detroit Tigers,AL,29,52,5.03,81,81,4,0,13,23,694.1,729,414,388,71,41,291,516,1.47,.274,https://www.mlb.com/tigers
Arizona Diamondbacks,NL,25,56,5.10,81,81,2,1,12,29,693.0,740,427,393,107,33,314,502,1.52,.276,https://www.mlb.com/dbacks
Kansas City Royals,AL,29,52,5.41,81,81,6,0,21,30,690.2,750,442,415,94,27,297,496,1.52,.277,https://www.mlb.com/royals
Pittsburgh Pirates,NL,17,64,5.48,81,81,0,0,10,23,682.2,809,463,416,101,34,271,514,1.58,.296,https://www.mlb.com/pirates
