team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Oakland Athletics,AL,--,--,1.90,--,--,--,--,--,0,506.2,429,115,107,51,18,117,385,1.08,.230,https://www.mlb.com/athletics
Washington Nationals,NL,--,--,2.16,--,--,--,--,--,0,508.2,453,130,122,41,15,96,386,1.08,.240,https://www.mlb.com/nationals
Seattle Mariners,AL,--,--,2.18,--,--,--,--,--,0,504.1,440,130,122,48,16,116,439,1.10,.236,https://www.mlb.com/mariners
Cleveland Indians,AL,--,--,2.20,--,--,--,--,--,0,512.1,509,138,125,47,19,147,456,1.28,.260,https://www.mlb.com/indians
Atlanta Braves,NL,--,--,2.30,--,--,--,--,--,0,505.0,538,136,129,51,16,145,406,1.35,.277,https://www.mlb.com/braves
Baltimore Orioles,AL,--,--,2.35,--,--,--,--,--,0,506.1,461,137,132,49,16,140,389,1.19,.243,https://www.mlb.com/orioles
St. Louis Cardinals,NL,--,--,2.35,--,--,--,--,--,0,505.1,479,139,132,47,19,143,379,1.23,.251,https://www.mlb.com/cardinals
Cincinnati Reds,NL,--,--,2.39,--,--,--,--,--,0,501.0,461,135,133,70,24,144,425,1.21,.246,https://www.mlb.com/reds
Houston Astros,AL,--,--,2.41,--,--,--,--,--,0,501.0,494,140,134,37,15,146,379,1.28,.260,https://www.mlb.com/astros
San Diego Padres,NL,--,--,2.44,--,--,--,--,--,0,498.1,491,141,135,46,11,119,433,1.22,.260,https://www.mlb.com/padres
Milwaukee Brewers,NL,--,--,2.44,--,--,--,--,--,0,500.2,483,146,136,66,18,120,412,1.20,.253,https://www.mlb.com/brewers
San Francisco Giants,NL,--,--,2.48,--,--,--,--,--,0,504.1,504,153,139,50,17,111,383,1.22,.262,https://www.mlb.com/giants
Los Angeles Dodgers,NL,--,--,2.48,--,--,--,--,--,0,511.1,490,151,141,58,16,140,421,1.23,.254,https://www.mlb.com/dodgers
Miami Marlins,NL,--,--,2.54,--,--,--,--,--,0,506.1,536,154,143,33,20,141,404,1.34,.275,https://www.mlb.com/marlins
New York Mets,NL,--,--,2.56,--,--,--,--,--,0,516.0,488,154,147,60,17,153,434,1.24,.253,https://www.mlb.com/mets
New York Yankees,AL,--,--,2.60,--,--,--,--,--,0,501.1,471,152,145,63,21,118,438,1.17,.249,https://www.mlb.com/yankees
Chicago Cubs,NL,--,--,2.67,--,--,--,--,--,0,505.1,499,159,150,42,18,153,427,1.29,.260,https://www.mlb.com/cubs
Pittsburgh Pirates,NL,--,--,2.68,--,--,--,--,--,0,506.2,481,156,151,53,25,153,410,1.25,.256,https://www.mlb.com/pirates
Kansas City Royals,AL,--,--,2.70,--,--,--,--,--,0,502.2,520,158,151,52,19,150,358,1.33,.267,https://www.mlb.com/royals
Detroit Tigers,AL,--,--,2.75,--,--,--,--,--,0,503.2,505,166,154,40,14,152,427,1.30,.261,https://www.mlb.com/tigers
Los Angeles Angels,AL,--,--,2.77,--,--,--,--,--,0,510.0,472,165,157,51,23,156,453,1.23,.246,https://www.mlb.com/angels
Tampa Bay Rays,AL,--,--,2.86,--,--,--,--,--,0,501.0,492,167,159,55,22,142,500,1.27,.254,https://www.mlb.com/rays
Chicago White Sox,AL,--,--,3.03,--,--,--,--,--,0,505.2,518,184,170,59,19,169,382,1.36,.268,https://www.mlb.com/whitesox
Arizona Diamondbacks,NL,--,--,3.06,--,--,--,--,--,0,502.2,519,182,171,54,16,136,430,1.30,.271,https://www.mlb.com/dbacks
Toronto Blue Jays,AL,--,--,3.06,--,--,--,--,--,0,499.1,510,176,170,54,17,160,395,1.34,.265,https://www.mlb.com/bluejays
Philadelphia Phillies,NL,--,--,3.12,--,--,--,--,--,0,504.1,555,189,175,59,23,155,411,1.41,.282,https://www.mlb.com/phillies
Boston Red Sox,AL,--,--,3.22,--,--,--,--,--,0,508.1,524,199,182,59,20,157,413,1.34,.267,https://www.mlb.com/redsox
Colorado Rockies,NL,--,--,3.31,--,--,--,--,--,0,503.0,560,193,185,62,17,170,319,1.45,.290,https://www.mlb.com/rockies
Minnesota Twins,AL,--,--,3.33,--,--,--,--,--,0,494.1,595,185,183,57,20,109,349,1.42,.299,https://www.mlb.com/twins
Texas Rangers,AL,--,--,3.37,--,--,--,--,--,0,497.0,530,197,186,60,13,143,371,1.35,.275,https://www.mlb.com/rangers
