team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
New York Mets,NL,29,17,2.75,46,46,1,1,18,22,409.0,362,137,125,31,8,109,395,1.15,.239,https://www.mlb.com/mets
Chicago Cubs,NL,45,28,3.25,73,73,2,0,13,19,658.2,523,263,238,72,28,232,674,1.15,.216,https://www.mlb.com/cubs
San Francisco Giants,NL,33,22,3.39,55,55,1,0,17,26,504.1,460,197,190,54,17,169,455,1.25,.244,https://www.mlb.com/giants
Kansas City Royals,AL,23,19,3.59,42,42,1,0,11,15,376.0,360,162,150,52,14,121,350,1.28,.252,https://www.mlb.com/royals
Washington Nationals,NL,31,24,3.64,55,55,0,0,17,23,509.1,454,218,206,53,21,171,513,1.23,.239,https://www.mlb.com/nationals
Los Angeles Dodgers,NL,28,16,3.66,44,44,1,1,17,25,406.0,365,175,165,34,13,151,432,1.27,.240,https://www.mlb.com/dodgers
New York Yankees,AL,26,27,3.82,53,53,0,0,14,19,471.1,450,220,200,65,13,131,507,1.23,.247,https://www.mlb.com/yankees
Cleveland Indians,AL,27,27,3.86,54,54,1,1,10,13,496.1,448,236,213,58,20,180,488,1.27,.239,https://www.mlb.com/indians
Chicago White Sox,AL,25,30,3.89,55,55,0,0,17,28,494.2,467,221,214,69,21,185,432,1.32,.252,https://www.mlb.com/whitesox
Detroit Tigers,AL,34,27,3.90,61,61,1,1,21,28,549.0,527,259,238,71,18,165,496,1.26,.254,https://www.mlb.com/tigers
Los Angeles Angels,AL,21,23,3.90,44,44,2,2,9,13,389.2,375,181,169,56,17,146,321,1.34,.255,https://www.mlb.com/angels
Tampa Bay Rays,AL,27,31,3.97,58,58,0,0,17,25,512.2,495,241,226,74,13,174,528,1.30,.252,https://www.mlb.com/rays
Seattle Mariners,AL,28,24,4.01,52,52,0,0,12,19,466.2,431,222,208,70,19,153,431,1.25,.243,https://www.mlb.com/mariners
Toronto Blue Jays,AL,35,26,4.03,61,61,0,0,19,28,556.2,511,263,249,77,26,174,534,1.23,.243,https://www.mlb.com/bluejays
Boston Red Sox,AL,27,23,4.05,50,50,2,0,14,22,442.0,419,219,199,51,23,163,425,1.32,.251,https://www.mlb.com/redsox
Oakland Athletics,AL,24,35,4.14,59,59,0,0,16,24,525.2,516,257,242,60,20,185,444,1.33,.255,https://www.mlb.com/athletics
Miami Marlins,NL,21,26,4.24,47,47,0,0,15,24,409.1,396,207,193,39,15,176,367,1.40,.255,https://www.mlb.com/marlins
St. Louis Cardinals,NL,27,23,4.40,50,50,1,1,10,16,441.2,445,226,216,44,21,145,421,1.34,.263,https://www.mlb.com/cardinals
Houston Astros,AL,29,25,4.43,54,54,1,0,17,24,491.2,500,253,242,58,20,165,451,1.35,.263,https://www.mlb.com/astros
Minnesota Twins,AL,20,39,4.44,59,59,1,1,10,18,531.1,565,306,262,79,15,175,429,1.39,.273,https://www.mlb.com/twins
Milwaukee Brewers,NL,27,31,4.63,58,58,0,0,19,28,507.2,535,283,261,69,29,194,404,1.44,.272,https://www.mlb.com/brewers
Philadelphia Phillies,NL,22,32,4.63,54,54,1,1,11,16,472.0,479,256,243,57,21,157,424,1.35,.264,https://www.mlb.com/phillies
Baltimore Orioles,AL,27,18,4.63,45,45,1,0,15,20,402.0,417,221,207,52,16,170,350,1.46,.267,https://www.mlb.com/orioles
Atlanta Braves,NL,20,25,4.65,45,45,1,1,11,18,398.2,385,217,206,62,20,133,349,1.30,.253,https://www.mlb.com/braves
Cincinnati Reds,NL,27,28,4.65,55,55,0,0,12,17,487.1,496,278,252,88,19,210,430,1.45,.264,https://www.mlb.com/reds
San Diego Padres,NL,15,35,4.67,50,50,1,0,9,13,439.1,449,245,228,59,14,161,371,1.39,.263,https://www.mlb.com/padres
Colorado Rockies,NL,29,26,4.70,55,55,1,1,18,30,492.1,520,275,257,57,25,174,439,1.41,.271,https://www.mlb.com/rockies
Pittsburgh Pirates,NL,19,30,4.81,49,49,0,0,14,22,441.2,473,263,236,54,17,176,358,1.47,.275,https://www.mlb.com/pirates
Texas Rangers,AL,24,23,4.87,47,47,1,0,14,19,415.2,441,242,225,59,15,181,328,1.50,.272,https://www.mlb.com/rangers
Arizona Diamondbacks,NL,20,30,4.90,50,50,0,0,8,13,446.2,449,265,243,64,20,179,424,1.41,.260,https://www.mlb.com/dbacks
