team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Kansas City Royals,AL,42,39,3.25,81,81,2,0,26,37,705.1,636,276,255,85,14,240,608,1.24,.241,https://www.mlb.com/royals
Detroit Tigers,AL,42,39,3.38,81,81,2,0,18,27,728.2,667,293,274,63,24,230,742,1.23,.244,https://www.mlb.com/tigers
Los Angeles Dodgers,NL,45,36,3.45,81,81,4,1,24,36,709.1,644,294,272,62,24,243,623,1.25,.243,https://www.mlb.com/dodgers
Cincinnati Reds,NL,41,41,3.45,82,82,2,1,21,33,719.2,650,295,276,68,33,214,571,1.20,.242,https://www.mlb.com/reds
Milwaukee Brewers,NL,37,44,3.49,81,81,2,1,23,38,699.2,638,316,271,72,17,219,540,1.22,.241,https://www.mlb.com/brewers
Pittsburgh Pirates,NL,44,37,3.64,81,81,2,0,29,37,712.2,650,310,288,64,36,277,610,1.30,.243,https://www.mlb.com/pirates
Atlanta Braves,NL,40,41,3.68,81,81,1,0,28,37,707.1,685,308,289,69,31,225,563,1.29,.255,https://www.mlb.com/braves
St. Louis Cardinals,NL,43,38,3.77,81,81,1,0,17,29,714.2,722,324,299,62,31,239,598,1.34,.264,https://www.mlb.com/cardinals
New York Yankees,AL,39,42,3.78,81,81,1,0,25,31,716.1,693,320,301,79,22,227,583,1.28,.256,https://www.mlb.com/yankees
Chicago Cubs,NL,35,46,3.79,81,81,1,1,26,39,705.0,624,322,297,87,29,260,559,1.25,.237,https://www.mlb.com/cubs
Texas Rangers,AL,45,36,3.81,81,81,3,1,27,30,720.1,678,328,305,83,23,242,632,1.28,.249,https://www.mlb.com/rangers
Washington Nationals,NL,39,42,3.81,81,81,3,1,23,33,710.2,664,330,301,77,26,202,617,1.22,.246,https://www.mlb.com/nationals
Oakland Athletics,AL,44,37,3.84,81,81,3,2,22,34,691.0,654,323,295,89,16,209,570,1.25,.246,https://www.mlb.com/athletics
Miami Marlins,NL,26,55,3.87,81,81,0,0,20,29,714.0,669,334,307,73,27,279,580,1.33,.251,https://www.mlb.com/marlins
New York Mets,NL,41,40,3.98,81,81,2,0,28,38,712.2,732,347,315,62,20,231,555,1.35,.268,https://www.mlb.com/mets
Cleveland Indians,AL,41,40,3.98,81,81,1,1,20,32,700.1,674,341,310,69,32,289,655,1.38,.253,https://www.mlb.com/indians
Tampa Bay Rays,AL,41,41,4.01,82,82,5,2,23,31,705.0,671,344,314,78,18,264,623,1.33,.251,https://www.mlb.com/rays
Boston Red Sox,AL,44,37,4.03,81,81,3,1,16,29,712.0,684,336,319,86,23,274,624,1.35,.253,https://www.mlb.com/redsox
Arizona Diamondbacks,NL,36,45,4.10,81,81,4,1,19,33,740.0,737,357,337,95,35,258,622,1.34,.259,https://www.mlb.com/dbacks
Baltimore Orioles,AL,39,42,4.14,81,81,1,0,27,42,713.0,718,344,328,85,23,232,565,1.33,.263,https://www.mlb.com/orioles
Toronto Blue Jays,AL,34,47,4.14,81,81,3,1,23,32,704.0,709,361,324,76,26,249,536,1.36,.262,https://www.mlb.com/bluejays
Chicago White Sox,AL,26,55,4.23,81,81,1,0,19,28,710.0,727,365,334,84,33,247,594,1.37,.265,https://www.mlb.com/whitesox
San Francisco Giants,NL,34,46,4.23,80,80,1,1,22,28,684.1,685,356,322,78,29,253,589,1.37,.260,https://www.mlb.com/giants
Los Angeles Angels,AL,39,42,4.36,81,81,2,0,24,33,707.2,730,366,343,87,23,264,567,1.40,.266,https://www.mlb.com/angels
Colorado Rockies,NL,29,52,4.44,81,81,1,0,19,29,689.0,732,373,340,65,18,276,529,1.46,.273,https://www.mlb.com/rockies
Seattle Mariners,AL,35,46,4.47,81,81,1,0,24,41,707.0,725,378,351,92,22,246,577,1.37,.265,https://www.mlb.com/mariners
Minnesota Twins,AL,34,47,4.57,81,81,0,0,22,34,710.1,779,383,361,94,19,256,483,1.46,.281,https://www.mlb.com/twins
Houston Astros,AL,27,54,4.58,81,81,1,0,17,29,688.0,729,391,350,85,26,284,480,1.47,.272,https://www.mlb.com/astros
Philadelphia Phillies,NL,30,51,4.62,81,81,4,2,16,21,688.0,736,379,353,60,19,272,569,1.47,.275,https://www.mlb.com/phillies
San Diego Padres,NL,31,50,4.78,81,81,1,1,16,24,695.0,739,393,369,76,23,271,522,1.45,.275,https://www.mlb.com/padres
