team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Los Angeles Dodgers,NL,--,--,1.97,--,--,--,--,--,0,535.0,333,130,117,20,23,0,689,0.62,.178,https://www.mlb.com/dodgers
Philadelphia Phillies,NL,--,--,2.03,--,--,--,--,--,0,588.2,395,139,133,30,19,0,750,0.67,.190,https://www.mlb.com/phillies
New York Yankees,AL,--,--,2.25,--,--,--,--,--,0,559.1,426,155,140,31,20,0,711,0.76,.208,https://www.mlb.com/yankees
St. Louis Cardinals,NL,--,--,2.35,--,--,--,--,--,0,551.2,388,161,144,25,15,0,661,0.70,.197,https://www.mlb.com/cardinals
Atlanta Braves,NL,--,--,2.37,--,--,--,--,--,0,565.1,378,154,149,28,23,0,750,0.67,.188,https://www.mlb.com/braves
Milwaukee Brewers,NL,--,--,2.39,--,--,--,--,--,0,535.0,357,155,142,34,13,0,681,0.67,.186,https://www.mlb.com/brewers
Cincinnati Reds,NL,--,--,2.49,--,--,--,--,--,0,502.1,379,151,139,38,23,0,575,0.75,.208,https://www.mlb.com/reds
Pittsburgh Pirates,NL,--,--,2.53,--,--,--,--,--,0,511.1,397,153,144,22,21,0,613,0.78,.213,https://www.mlb.com/pirates
Los Angeles Angels,AL,--,--,2.55,--,--,--,--,--,0,504.1,381,155,143,31,16,0,535,0.76,.209,https://www.mlb.com/angels
Seattle Mariners,AL,--,--,2.55,--,--,--,--,--,0,564.0,399,171,160,40,28,0,635,0.71,.196,https://www.mlb.com/mariners
Texas Rangers,AL,--,--,2.55,--,--,--,--,--,0,532.0,374,166,151,38,23,0,653,0.70,.196,https://www.mlb.com/rangers
Boston Red Sox,AL,--,--,2.57,--,--,--,--,--,0,557.2,389,179,159,33,38,0,689,0.70,.193,https://www.mlb.com/redsox
Tampa Bay Rays,AL,--,--,2.57,--,--,--,--,--,0,519.0,368,159,148,29,18,0,626,0.71,.197,https://www.mlb.com/rays
San Francisco Giants,NL,--,--,2.57,--,--,--,--,--,0,559.2,395,183,160,25,16,0,737,0.71,.196,https://www.mlb.com/giants
Arizona Diamondbacks,NL,--,--,2.57,--,--,--,--,--,0,524.2,417,162,150,40,18,0,573,0.79,.219,https://www.mlb.com/dbacks
New York Mets,NL,--,--,2.59,--,--,--,--,--,0,545.2,408,178,157,24,28,0,613,0.75,.207,https://www.mlb.com/mets
Washington Nationals,NL,--,--,2.65,--,--,--,--,--,0,523.1,406,174,154,34,30,0,583,0.78,.214,https://www.mlb.com/nationals
Toronto Blue Jays,AL,--,--,2.65,--,--,--,--,--,0,529.1,393,171,156,31,27,0,623,0.74,.205,https://www.mlb.com/bluejays
San Diego Padres,NL,--,--,2.71,--,--,--,--,--,0,535.2,396,178,161,33,15,0,626,0.74,.204,https://www.mlb.com/padres
Cleveland Indians,AL,--,--,2.72,--,--,--,--,--,0,529.1,417,182,160,33,24,0,572,0.79,.215,https://www.mlb.com/indians
Chicago White Sox,AL,--,--,2.72,--,--,--,--,--,0,551.2,414,183,167,42,22,0,657,0.75,.207,https://www.mlb.com/whitesox
Chicago Cubs,NL,--,--,2.77,--,--,--,--,--,0,533.0,396,182,164,35,26,0,656,0.74,.205,https://www.mlb.com/cubs
Detroit Tigers,AL,--,--,2.81,--,--,--,--,--,0,505.1,382,178,158,29,18,0,593,0.76,.208,https://www.mlb.com/tigers
Miami Marlins,NL,--,--,2.83,--,--,--,--,--,0,537.1,395,187,169,29,15,0,663,0.74,.203,https://www.mlb.com/marlins
Colorado Rockies,NL,--,--,2.84,--,--,--,--,--,0,535.0,375,184,169,39,20,0,626,0.70,.197,https://www.mlb.com/rockies
Oakland Athletics,AL,--,--,2.91,--,--,--,--,--,0,516.1,383,183,167,30,17,0,631,0.74,.204,https://www.mlb.com/athletics
Houston Astros,AL,--,--,3.13,--,--,--,--,--,0,494.1,384,194,172,47,26,0,620,0.78,.212,https://www.mlb.com/astros
Kansas City Royals,AL,--,--,3.21,--,--,--,--,--,0,521.0,412,203,186,37,20,0,586,0.79,.217,https://www.mlb.com/royals
Minnesota Twins,AL,--,--,3.38,--,--,--,--,--,0,509.1,478,209,191,36,22,0,495,0.94,.247,https://www.mlb.com/twins
Baltimore Orioles,AL,--,--,3.59,--,--,--,--,--,0,479.1,455,208,191,57,17,0,520,0.95,.248,https://www.mlb.com/orioles
