team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Boston Red Sox,AL,--,--,3.80,--,--,--,--,--,0,466.2,429,227,197,47,20,167,397,1.28,.245,https://www.mlb.com/redsox
Chicago Cubs,NL,--,--,4.01,--,--,--,--,--,0,404.0,345,199,180,48,17,150,423,1.23,.230,https://www.mlb.com/cubs
Washington Nationals,NL,--,--,4.15,--,--,--,--,--,0,408.0,359,203,188,42,23,122,406,1.18,.238,https://www.mlb.com/nationals
Los Angeles Dodgers,NL,--,--,4.30,--,--,--,--,--,0,472.2,422,244,226,49,20,164,457,1.24,.241,https://www.mlb.com/dodgers
Tampa Bay Rays,AL,--,--,4.37,--,--,--,--,--,0,543.2,516,294,264,80,8,186,508,1.29,.250,https://www.mlb.com/rays
Toronto Blue Jays,AL,--,--,4.39,--,--,--,--,--,0,424.2,410,231,207,42,15,141,377,1.30,.253,https://www.mlb.com/bluejays
San Francisco Giants,NL,--,--,4.41,--,--,--,--,--,0,434.2,409,232,213,51,14,135,382,1.25,.248,https://www.mlb.com/giants
Milwaukee Brewers,NL,--,--,4.52,--,--,--,--,--,0,573.0,586,328,288,69,23,223,487,1.41,.268,https://www.mlb.com/brewers
Cleveland Indians,AL,--,--,4.57,--,--,--,--,--,0,482.1,477,284,245,60,13,169,441,1.34,.257,https://www.mlb.com/indians
St. Louis Cardinals,NL,--,--,4.58,--,--,--,--,--,0,539.0,506,304,274,56,24,193,471,1.30,.250,https://www.mlb.com/cardinals
Chicago White Sox,AL,--,--,4.61,--,--,--,--,--,0,537.1,533,298,275,69,29,192,439,1.35,.261,https://www.mlb.com/whitesox
Los Angeles Angels,AL,--,--,4.65,--,--,--,--,--,0,550.0,582,316,284,80,26,195,425,1.41,.273,https://www.mlb.com/angels
Houston Astros,AL,--,--,4.67,--,--,--,--,--,0,526.0,506,288,273,64,16,167,501,1.28,.253,https://www.mlb.com/astros
New York Mets,NL,--,--,4.70,--,--,--,--,--,0,469.0,471,261,245,53,15,173,422,1.37,.264,https://www.mlb.com/mets
Seattle Mariners,AL,--,--,4.75,--,--,--,--,--,0,485.0,483,280,256,68,22,169,440,1.34,.259,https://www.mlb.com/mariners
Miami Marlins,NL,--,--,4.75,--,--,--,--,--,0,502.0,486,284,265,55,17,213,459,1.39,.255,https://www.mlb.com/marlins
Pittsburgh Pirates,NL,--,--,4.78,--,--,--,--,--,0,542.2,567,329,288,65,30,225,461,1.46,.272,https://www.mlb.com/pirates
New York Yankees,AL,--,--,4.88,--,--,--,--,--,0,528.0,494,301,286,88,21,173,507,1.26,.245,https://www.mlb.com/yankees
Kansas City Royals,AL,--,--,4.90,--,--,--,--,--,0,560.0,566,324,305,84,29,201,487,1.37,.264,https://www.mlb.com/royals
Atlanta Braves,NL,--,--,4.92,--,--,--,--,--,0,619.2,597,376,339,83,29,246,517,1.36,.254,https://www.mlb.com/braves
Detroit Tigers,AL,--,--,4.94,--,--,--,--,--,0,519.0,545,304,285,63,16,193,406,1.42,.275,https://www.mlb.com/tigers
Baltimore Orioles,AL,--,--,4.96,--,--,--,--,--,0,543.0,547,324,299,70,24,218,442,1.41,.265,https://www.mlb.com/orioles
San Diego Padres,NL,--,--,4.99,--,--,--,--,--,0,609.1,604,360,338,76,19,256,483,1.41,.259,https://www.mlb.com/padres
Colorado Rockies,NL,--,--,5.19,--,--,--,--,--,0,572.1,612,374,330,68,25,229,496,1.47,.276,https://www.mlb.com/rockies
Cincinnati Reds,NL,--,--,5.22,--,--,--,--,--,0,616.2,612,397,358,113,26,289,526,1.46,.260,https://www.mlb.com/reds
Texas Rangers,AL,--,--,5.34,--,--,--,--,--,0,526.1,544,334,312,78,20,192,413,1.40,.269,https://www.mlb.com/rangers
Minnesota Twins,AL,--,--,5.45,--,--,--,--,--,0,613.0,687,409,371,87,21,218,509,1.48,.284,https://www.mlb.com/twins
Arizona Diamondbacks,NL,--,--,5.46,--,--,--,--,--,0,593.1,615,392,360,86,32,250,528,1.46,.267,https://www.mlb.com/dbacks
Oakland Athletics,AL,--,--,5.52,--,--,--,--,--,0,549.1,571,358,337,71,17,197,454,1.40,.267,https://www.mlb.com/athletics
Philadelphia Phillies,NL,--,--,5.90,--,--,--,--,--,0,565.2,584,397,371,98,27,191,516,1.37,.266,https://www.mlb.com/phillies
