team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Los Angeles Dodgers,NL,26,17,2.68,43,43,3,2,13,18,383.1,319,127,114,31,15,114,365,1.13,.226,https://www.mlb.com/dodgers
Kansas City Royals,AL,34,21,3.15,55,55,1,0,22,33,500.0,464,188,175,51,14,147,439,1.22,.248,https://www.mlb.com/royals
Boston Red Sox,AL,28,15,3.30,43,43,0,0,10,13,385.0,351,155,141,34,12,129,346,1.25,.243,https://www.mlb.com/redsox
St. Louis Cardinals,NL,33,16,3.31,49,49,4,3,16,24,443.1,433,171,163,36,21,138,371,1.29,.259,https://www.mlb.com/cardinals
Cleveland Indians,AL,33,20,3.45,53,53,2,2,13,23,472.2,428,198,181,44,16,196,466,1.32,.241,https://www.mlb.com/indians
Oakland Athletics,AL,39,29,3.46,68,68,2,2,18,26,612.0,551,255,235,72,11,182,507,1.20,.238,https://www.mlb.com/athletics
Cincinnati Reds,NL,34,27,3.52,61,61,1,0,18,25,562.2,497,234,220,70,27,169,507,1.18,.236,https://www.mlb.com/reds
Texas Rangers,AL,21,25,3.54,46,46,3,1,11,14,417.0,382,176,164,50,8,135,371,1.24,.244,https://www.mlb.com/rangers
Los Angeles Angels,AL,25,22,3.56,47,47,1,0,15,21,427.0,391,184,169,47,17,147,392,1.26,.240,https://www.mlb.com/angels
Atlanta Braves,NL,28,21,3.63,49,49,1,0,13,19,433.2,409,185,175,36,18,142,355,1.27,.247,https://www.mlb.com/braves
New York Yankees,AL,32,24,3.64,56,56,3,2,17,23,514.1,491,221,208,53,21,169,432,1.28,.253,https://www.mlb.com/yankees
Pittsburgh Pirates,NL,30,28,3.68,58,58,2,0,17,22,530.1,465,235,217,33,27,201,459,1.26,.235,https://www.mlb.com/pirates
Miami Marlins,NL,20,30,3.70,50,50,1,1,12,19,459.1,411,199,189,41,22,182,348,1.29,.242,https://www.mlb.com/marlins
Chicago Cubs,NL,31,49,3.71,80,80,0,0,15,28,726.0,628,323,299,66,36,274,640,1.24,.232,https://www.mlb.com/cubs
Tampa Bay Rays,AL,29,24,3.71,53,53,3,2,15,21,472.2,430,204,195,53,12,171,442,1.27,.243,https://www.mlb.com/rays
Detroit Tigers,AL,32,29,3.75,61,61,0,0,14,22,547.1,502,242,228,52,19,192,536,1.27,.243,https://www.mlb.com/tigers
Arizona Diamondbacks,NL,23,22,3.78,45,45,1,0,13,21,421.0,395,188,177,44,18,135,352,1.26,.248,https://www.mlb.com/dbacks
Toronto Blue Jays,AL,31,30,3.84,61,61,2,1,14,23,553.1,507,261,236,68,23,177,456,1.24,.240,https://www.mlb.com/bluejays
Chicago White Sox,AL,24,32,3.85,56,56,0,0,18,24,512.0,489,240,219,60,18,187,436,1.32,.250,https://www.mlb.com/whitesox
San Francisco Giants,NL,30,27,3.88,57,57,0,0,15,20,509.2,453,229,220,56,16,179,442,1.24,.237,https://www.mlb.com/giants
Colorado Rockies,NL,27,26,3.89,53,53,1,0,13,22,478.2,483,219,207,34,8,173,371,1.37,.265,https://www.mlb.com/rockies
New York Mets,NL,31,34,4.00,65,65,0,0,18,23,599.0,622,287,266,61,21,178,472,1.34,.270,https://www.mlb.com/mets
Washington Nationals,NL,25,27,4.06,52,52,0,0,13,24,468.0,466,232,211,46,20,148,403,1.31,.258,https://www.mlb.com/nationals
San Diego Padres,NL,22,27,4.06,49,49,0,0,12,17,436.2,429,215,197,57,10,151,375,1.33,.257,https://www.mlb.com/padres
Baltimore Orioles,AL,27,29,4.26,56,56,1,0,16,25,500.1,488,245,237,57,18,171,391,1.32,.257,https://www.mlb.com/orioles
Minnesota Twins,AL,30,34,4.29,64,64,0,0,15,18,566.1,587,285,270,73,21,184,400,1.36,.269,https://www.mlb.com/twins
Milwaukee Brewers,NL,18,35,4.37,53,53,1,0,11,20,477.2,481,259,232,66,18,158,373,1.34,.264,https://www.mlb.com/brewers
Houston Astros,AL,11,35,4.71,46,46,1,1,6,11,409.1,435,230,214,59,16,157,294,1.45,.273,https://www.mlb.com/astros
Seattle Mariners,AL,22,32,4.77,54,54,1,1,14,21,488.2,510,273,259,57,16,177,424,1.41,.268,https://www.mlb.com/mariners
Philadelphia Phillies,NL,16,25,5.42,41,41,0,0,6,9,363.2,420,243,219,43,18,146,301,1.56,.289,https://www.mlb.com/phillies
