team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Washington Nationals,NL,29,28,3.15,57,57,1,0,17,25,514.0,480,199,180,40,11,170,375,1.26,.248,https://www.mlb.com/nationals
San Diego Padres,NL,32,24,3.16,56,56,0,0,19,23,498.0,448,200,175,39,12,179,376,1.26,.243,https://www.mlb.com/padres
Philadelphia Phillies,NL,33,18,3.18,51,51,7,2,14,17,458.0,439,175,162,43,19,117,393,1.21,.253,https://www.mlb.com/phillies
Los Angeles Angels,AL,28,21,3.19,49,49,2,0,16,27,443.1,391,176,157,42,8,151,321,1.22,.239,https://www.mlb.com/angels
New York Yankees,AL,44,12,3.25,56,56,2,2,23,27,506.0,467,200,183,47,16,148,435,1.22,.245,https://www.mlb.com/yankees
San Francisco Giants,NL,26,28,3.32,54,54,2,1,14,22,491.1,407,199,181,29,22,181,458,1.20,.226,https://www.mlb.com/giants
Texas Rangers,AL,26,22,3.51,48,48,2,1,15,22,423.1,389,202,165,39,15,131,359,1.23,.241,https://www.mlb.com/rangers
St. Louis Cardinals,NL,25,26,3.59,51,51,3,2,13,25,461.0,436,212,184,45,9,129,353,1.23,.249,https://www.mlb.com/cardinals
Tampa Bay Rays,AL,34,24,3.63,58,58,7,2,12,16,516.0,457,222,208,58,16,154,419,1.18,.238,https://www.mlb.com/rays
Atlanta Braves,NL,26,20,3.63,46,46,0,0,18,30,416.1,376,174,168,32,18,138,409,1.23,.241,https://www.mlb.com/braves
Chicago White Sox,AL,28,27,3.75,55,55,1,1,12,20,496.2,462,218,207,47,10,146,442,1.22,.246,https://www.mlb.com/whitesox
Miami Marlins,NL,15,24,3.79,39,39,1,1,10,14,344.2,332,166,145,28,12,129,303,1.34,.255,https://www.mlb.com/marlins
Oakland Athletics,AL,32,31,3.89,63,63,2,1,16,23,569.0,555,272,246,54,18,196,469,1.32,.256,https://www.mlb.com/athletics
Pittsburgh Pirates,NL,25,31,3.95,56,56,1,1,17,28,499.1,514,248,219,47,24,198,359,1.43,.269,https://www.mlb.com/pirates
Boston Red Sox,AL,30,20,3.99,50,50,1,0,11,13,446.2,388,215,198,50,35,166,374,1.24,.231,https://www.mlb.com/redsox
Milwaukee Brewers,NL,30,21,4.02,51,51,0,0,16,25,449.2,425,219,201,56,6,151,393,1.28,.250,https://www.mlb.com/brewers
Detroit Tigers,AL,38,23,4.03,61,61,3,1,26,30,538.0,513,259,241,52,23,178,400,1.28,.252,https://www.mlb.com/tigers
Los Angeles Dodgers,NL,25,25,4.10,50,50,2,1,10,15,450.0,404,217,205,53,10,158,430,1.25,.239,https://www.mlb.com/dodgers
Seattle Mariners,AL,17,32,4.15,49,49,3,1,9,13,425.0,419,215,196,32,15,137,370,1.31,.255,https://www.mlb.com/mariners
Arizona Diamondbacks,NL,23,20,4.20,43,43,1,0,17,22,379.0,383,193,177,53,12,118,290,1.32,.261,https://www.mlb.com/dbacks
Houston Astros,AL,13,37,4.25,50,50,0,0,6,16,442.2,449,236,209,61,21,183,363,1.43,.263,https://www.mlb.com/astros
Chicago Cubs,NL,32,41,4.30,73,73,3,0,18,33,657.2,642,341,314,73,23,273,560,1.39,.257,https://www.mlb.com/cubs
Kansas City Royals,AL,23,26,4.39,49,49,1,0,15,22,440.1,461,225,215,52,15,174,341,1.44,.273,https://www.mlb.com/royals
New York Mets,NL,24,26,4.45,50,50,1,1,13,17,443.1,478,247,219,50,21,181,332,1.49,.276,https://www.mlb.com/mets
Cincinnati Reds,NL,28,30,4.46,58,58,2,2,15,23,516.1,489,273,256,65,23,213,408,1.36,.249,https://www.mlb.com/reds
Minnesota Twins,AL,24,36,4.47,60,60,2,1,15,21,528.0,556,283,262,55,20,184,347,1.40,.272,https://www.mlb.com/twins
Toronto Blue Jays,AL,26,34,4.54,60,60,2,1,8,19,538.2,529,289,272,64,35,214,433,1.38,.257,https://www.mlb.com/bluejays
Cleveland Indians,AL,21,31,4.67,52,52,0,0,12,18,464.0,513,264,241,47,19,164,330,1.46,.281,https://www.mlb.com/indians
Baltimore Orioles,AL,20,28,4.72,48,48,1,1,10,13,423.2,452,247,222,64,14,158,313,1.44,.272,https://www.mlb.com/orioles
Colorado Rockies,NL,20,31,5.12,51,51,2,0,10,18,455.1,474,286,259,62,22,182,353,1.44,.269,https://www.mlb.com/rockies
