team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Houston Astros,AL,--,--,2.78,--,--,--,--,--,0,654.0,522,220,202,63,36,201,753,1.11,.216,https://www.mlb.com/astros
Boston Red Sox,AL,--,--,3.19,--,--,--,--,--,0,649.2,546,238,230,74,38,223,733,1.18,.224,https://www.mlb.com/redsox
St. Louis Cardinals,NL,--,--,3.29,--,--,--,--,--,0,603.2,534,242,221,51,27,241,566,1.28,.236,https://www.mlb.com/cardinals
Milwaukee Brewers,NL,--,--,3.31,--,--,--,--,--,0,626.0,516,243,230,76,23,225,664,1.18,.224,https://www.mlb.com/brewers
Atlanta Braves,NL,--,--,3.35,--,--,--,--,--,0,560.2,480,228,209,57,19,215,548,1.24,.229,https://www.mlb.com/braves
Chicago Cubs,NL,--,--,3.38,--,--,--,--,--,0,560.0,475,234,210,62,22,201,506,1.21,.229,https://www.mlb.com/cubs
Los Angeles Dodgers,NL,--,--,3.43,--,--,--,--,--,0,638.0,549,257,243,78,25,158,693,1.11,.228,https://www.mlb.com/dodgers
Cleveland Indians,AL,--,--,3.43,--,--,--,--,--,0,644.2,581,259,246,83,30,177,696,1.18,.237,https://www.mlb.com/indians
Seattle Mariners,AL,--,--,3.51,--,--,--,--,--,0,541.1,475,222,211,62,32,144,530,1.14,.232,https://www.mlb.com/mariners
Philadelphia Phillies,NL,--,--,3.53,--,--,--,--,--,0,529.2,495,222,208,53,29,161,544,1.24,.246,https://www.mlb.com/phillies
Pittsburgh Pirates,NL,--,--,3.56,--,--,--,--,--,0,535.2,518,223,212,61,26,169,524,1.28,.250,https://www.mlb.com/pirates
Oakland Athletics,AL,--,--,3.59,--,--,--,--,--,0,577.0,501,243,230,67,17,177,516,1.18,.229,https://www.mlb.com/athletics
Los Angeles Angels,AL,--,--,3.66,--,--,--,--,--,0,528.2,500,230,215,66,19,196,512,1.32,.250,https://www.mlb.com/angels
Arizona Diamondbacks,NL,--,--,3.69,--,--,--,--,--,0,617.2,582,266,253,73,26,196,645,1.26,.248,https://www.mlb.com/dbacks
New York Yankees,AL,--,--,3.70,--,--,--,--,--,0,647.0,591,282,266,87,30,216,751,1.25,.238,https://www.mlb.com/yankees
Tampa Bay Rays,AL,--,--,3.70,--,--,--,--,--,0,614.2,537,270,253,66,26,209,620,1.21,.235,https://www.mlb.com/rays
Colorado Rockies,NL,--,--,3.77,--,--,--,--,--,0,594.2,538,265,249,69,18,211,601,1.26,.240,https://www.mlb.com/rockies
New York Mets,NL,--,--,3.80,--,--,--,--,--,0,542.1,515,248,229,61,25,156,541,1.24,.248,https://www.mlb.com/mets
Washington Nationals,NL,--,--,3.82,--,--,--,--,--,0,575.0,534,256,244,77,26,168,576,1.22,.243,https://www.mlb.com/nationals
San Francisco Giants,NL,--,--,3.82,--,--,--,--,--,0,456.2,453,209,194,50,12,165,412,1.35,.258,https://www.mlb.com/giants
Miami Marlins,NL,--,--,3.88,--,--,--,--,--,0,431.2,360,194,186,52,21,147,353,1.17,.226,https://www.mlb.com/marlins
San Diego Padres,NL,--,--,3.89,--,--,--,--,--,0,435.0,407,199,188,53,22,148,466,1.28,.243,https://www.mlb.com/padres
Chicago White Sox,AL,--,--,3.94,--,--,--,--,--,0,434.1,405,212,190,44,28,166,378,1.31,.244,https://www.mlb.com/whitesox
Cincinnati Reds,NL,--,--,3.98,--,--,--,--,--,0,440.2,433,211,195,60,16,149,388,1.32,.256,https://www.mlb.com/reds
Minnesota Twins,AL,--,--,4.00,--,--,--,--,--,0,517.1,505,247,230,65,33,190,507,1.34,.253,https://www.mlb.com/twins
Texas Rangers,AL,--,--,4.28,--,--,--,--,--,0,452.1,473,234,215,57,19,148,370,1.37,.266,https://www.mlb.com/rangers
Baltimore Orioles,AL,--,--,4.52,--,--,--,--,--,0,380.0,408,212,191,59,17,160,327,1.49,.273,https://www.mlb.com/orioles
Detroit Tigers,AL,--,--,4.59,--,--,--,--,--,0,457.1,460,253,233,76,16,155,430,1.34,.258,https://www.mlb.com/tigers
Toronto Blue Jays,AL,--,--,4.88,--,--,--,--,--,0,428.0,468,247,232,77,17,140,426,1.42,.274,https://www.mlb.com/bluejays
Kansas City Royals,AL,--,--,4.92,--,--,--,--,--,0,444.1,478,252,243,70,17,149,379,1.41,.274,https://www.mlb.com/royals
