team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Los Angeles Dodgers,NL,--,--,3.52,--,--,--,--,--,0,489.0,420,209,191,34,12,168,428,1.20,.238,https://www.mlb.com/dodgers
Milwaukee Brewers,NL,--,--,3.71,--,--,--,--,--,0,493.0,447,221,203,39,11,133,398,1.18,.248,https://www.mlb.com/brewers
San Francisco Giants,NL,--,--,3.76,--,--,--,--,--,0,503.0,424,229,210,29,19,171,404,1.18,.235,https://www.mlb.com/giants
Philadelphia Phillies,NL,--,--,3.80,--,--,--,--,--,0,497.2,442,220,210,38,20,121,442,1.13,.244,https://www.mlb.com/phillies
Texas Rangers,AL,--,--,3.88,--,--,--,--,--,0,494.0,421,231,213,50,14,149,383,1.15,.236,https://www.mlb.com/rangers
Arizona Diamondbacks,NL,--,--,4.06,--,--,--,--,--,0,486.0,444,239,219,43,20,165,311,1.25,.250,https://www.mlb.com/dbacks
Los Angeles Angels,AL,--,--,4.28,--,--,--,--,--,0,507.0,498,257,241,39,11,160,344,1.30,.265,https://www.mlb.com/angels
Pittsburgh Pirates,NL,--,--,4.29,--,--,--,--,--,0,497.1,490,268,237,44,24,155,339,1.30,.268,https://www.mlb.com/pirates
Miami Marlins,NL,--,--,4.39,--,--,--,--,--,0,498.1,493,267,243,48,14,173,399,1.34,.265,https://www.mlb.com/marlins
Washington Nationals,NL,--,--,4.41,--,--,--,--,--,0,494.0,491,266,242,38,25,166,346,1.33,.269,https://www.mlb.com/nationals
New York Yankees,AL,--,--,4.43,--,--,--,--,--,0,500.1,489,265,246,46,21,173,406,1.32,.264,https://www.mlb.com/yankees
Boston Red Sox,AL,--,--,4.48,--,--,--,--,--,0,498.2,439,269,248,48,37,182,418,1.25,.242,https://www.mlb.com/redsox
Detroit Tigers,AL,--,--,4.49,--,--,--,--,--,0,493.1,488,265,246,51,21,162,384,1.32,.268,https://www.mlb.com/tigers
Oakland Athletics,AL,--,--,4.52,--,--,--,--,--,0,498.1,476,274,250,40,11,162,389,1.28,.257,https://www.mlb.com/athletics
Atlanta Braves,NL,--,--,4.53,--,--,--,--,--,0,510.2,469,269,257,41,16,202,435,1.31,.251,https://www.mlb.com/braves
San Diego Padres,NL,--,--,4.56,--,--,--,--,--,0,497.2,481,273,252,44,16,177,379,1.32,.262,https://www.mlb.com/padres
Tampa Bay Rays,AL,--,--,4.67,--,--,--,--,--,0,497.2,444,276,258,57,15,181,379,1.26,.245,https://www.mlb.com/rays
Chicago White Sox,AL,--,--,4.68,--,--,--,--,--,0,498.1,501,275,259,45,19,136,401,1.28,.267,https://www.mlb.com/whitesox
Cincinnati Reds,NL,--,--,4.73,--,--,--,--,--,0,505.2,497,284,266,59,16,202,358,1.38,.267,https://www.mlb.com/reds
Colorado Rockies,NL,--,--,4.74,--,--,--,--,--,0,495.2,501,288,261,59,17,169,360,1.35,.274,https://www.mlb.com/rockies
St. Louis Cardinals,NL,--,--,4.78,--,--,--,--,--,0,506.1,503,294,269,46,17,170,364,1.33,.269,https://www.mlb.com/cardinals
Seattle Mariners,AL,--,--,4.84,--,--,--,--,--,0,485.2,464,284,261,54,13,146,372,1.26,.257,https://www.mlb.com/mariners
Chicago Cubs,NL,--,--,5.07,--,--,--,--,--,0,493.2,490,300,278,59,11,205,417,1.41,.267,https://www.mlb.com/cubs
Kansas City Royals,AL,--,--,5.12,--,--,--,--,--,0,499.2,499,299,284,51,24,200,362,1.40,.269,https://www.mlb.com/royals
Houston Astros,AL,--,--,5.33,--,--,--,--,--,0,489.2,519,320,290,59,13,180,384,1.43,.281,https://www.mlb.com/astros
Toronto Blue Jays,AL,--,--,5.34,--,--,--,--,--,0,497.1,494,312,295,68,25,167,395,1.33,.265,https://www.mlb.com/bluejays
New York Mets,NL,--,--,5.45,--,--,--,--,--,0,487.1,527,315,295,64,23,159,373,1.41,.282,https://www.mlb.com/mets
Cleveland Indians,AL,--,--,5.65,--,--,--,--,--,0,495.1,543,339,311,61,18,183,330,1.47,.286,https://www.mlb.com/indians
Minnesota Twins,AL,--,--,5.67,--,--,--,--,--,0,482.1,542,330,304,57,15,170,310,1.48,.293,https://www.mlb.com/twins
Baltimore Orioles,AL,--,--,5.75,--,--,--,--,--,0,491.2,528,333,314,81,15,182,370,1.44,.283,https://www.mlb.com/orioles
