team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Texas Rangers,AL,44,37,3.19,81,81,8,5,22,33,703.1,601,279,249,68,24,228,607,1.18,.230,https://www.mlb.com/rangers
Philadelphia Phillies,NL,50,31,3.23,81,81,10,4,28,35,719.0,678,276,258,64,21,213,620,1.24,.252,https://www.mlb.com/phillies
Los Angeles Dodgers,NL,40,40,3.56,80,80,2,0,23,31,696.0,639,301,275,65,20,247,613,1.27,.243,https://www.mlb.com/dodgers
San Francisco Giants,NL,40,41,3.62,81,81,1,1,29,38,714.0,642,327,287,57,25,296,614,1.31,.240,https://www.mlb.com/giants
New York Yankees,AL,45,36,3.65,81,81,3,2,22,32,714.1,704,319,290,65,29,265,596,1.36,.259,https://www.mlb.com/yankees
Arizona Diamondbacks,NL,43,38,3.73,81,81,1,0,33,41,700.1,687,318,290,79,21,243,514,1.33,.257,https://www.mlb.com/dbacks
Washington Nationals,NL,36,45,3.81,81,81,1,0,26,43,717.1,691,339,304,64,26,303,557,1.39,.255,https://www.mlb.com/nationals
Atlanta Braves,NL,42,39,3.87,81,81,1,0,31,44,716.2,685,322,308,70,35,265,600,1.33,.252,https://www.mlb.com/braves
San Diego Padres,NL,36,45,3.87,81,81,0,0,24,35,700.1,679,324,301,71,17,268,548,1.35,.257,https://www.mlb.com/padres
Milwaukee Brewers,NL,39,42,3.88,81,81,0,0,16,26,698.2,661,334,301,78,16,221,586,1.26,.248,https://www.mlb.com/brewers
Boston Red Sox,AL,45,36,3.90,81,81,2,1,23,30,712.1,614,327,309,79,41,264,594,1.23,.231,https://www.mlb.com/redsox
Toronto Blue Jays,AL,39,42,3.92,81,81,6,3,19,32,705.2,645,343,307,84,39,276,553,1.31,.242,https://www.mlb.com/bluejays
St. Louis Cardinals,NL,45,36,3.99,81,81,3,1,24,42,718.0,782,355,318,73,22,217,536,1.39,.279,https://www.mlb.com/cardinals
Los Angeles Angels,AL,41,40,3.99,81,81,5,1,23,37,713.0,703,346,316,73,17,245,488,1.33,.259,https://www.mlb.com/angels
Tampa Bay Rays,AL,44,37,4.04,81,81,7,2,16,23,700.0,643,330,314,84,27,263,537,1.29,.244,https://www.mlb.com/rays
Detroit Tigers,AL,45,36,4.06,81,81,2,1,28,32,708.0,673,353,319,85,23,267,590,1.33,.252,https://www.mlb.com/tigers
Chicago White Sox,AL,43,38,4.10,81,81,5,3,23,29,716.0,743,343,326,67,22,192,550,1.31,.268,https://www.mlb.com/whitesox
Colorado Rockies,NL,35,46,4.15,81,81,4,1,26,40,705.2,654,347,325,75,26,281,574,1.32,.247,https://www.mlb.com/rockies
Seattle Mariners,AL,28,50,4.16,78,78,6,0,16,29,670.0,680,350,310,68,23,219,499,1.34,.263,https://www.mlb.com/mariners
Pittsburgh Pirates,NL,36,45,4.18,81,81,5,3,22,34,703.1,746,352,327,86,30,274,517,1.45,.272,https://www.mlb.com/pirates
Miami Marlins,NL,41,43,4.19,84,84,4,4,27,37,736.2,726,365,343,82,18,246,552,1.32,.257,https://www.mlb.com/marlins
Cincinnati Reds,NL,37,44,4.20,81,81,2,0,24,39,723.2,701,352,338,81,32,281,532,1.36,.258,https://www.mlb.com/reds
Oakland Athletics,AL,31,50,4.26,81,81,5,0,22,33,709.2,731,370,336,76,26,261,550,1.40,.265,https://www.mlb.com/athletics
Houston Astros,AL,25,56,4.42,81,81,2,0,14,24,693.0,720,382,340,82,23,281,557,1.44,.269,https://www.mlb.com/astros
Cleveland Indians,AL,36,45,4.45,81,81,2,0,20,31,705.1,734,391,349,84,27,244,492,1.39,.268,https://www.mlb.com/indians
New York Mets,NL,43,38,4.51,81,81,3,0,26,38,701.0,753,375,351,89,39,247,545,1.43,.275,https://www.mlb.com/mets
Kansas City Royals,AL,31,50,4.68,81,81,1,0,22,36,701.1,731,390,365,95,22,268,549,1.42,.271,https://www.mlb.com/royals
Minnesota Twins,AL,30,51,4.74,81,81,2,1,17,29,687.2,773,403,362,81,32,245,441,1.48,.287,https://www.mlb.com/twins
Chicago Cubs,NL,32,49,4.77,81,81,2,1,21,32,693.2,722,399,368,81,29,290,556,1.46,.269,https://www.mlb.com/cubs
Baltimore Orioles,AL,30,51,5.13,81,81,3,1,16,25,691.2,771,438,394,102,23,259,521,1.49,.282,https://www.mlb.com/orioles
