team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Tampa Bay Rays,AL,--,--,3.50,--,--,--,--,--,0,476.0,390,206,185,38,15,164,426,1.16,.224,https://www.mlb.com/rays
Cincinnati Reds,NL,--,--,3.54,--,--,--,--,--,0,437.2,397,195,172,47,16,139,375,1.22,.242,https://www.mlb.com/reds
Los Angeles Dodgers,NL,--,--,3.64,--,--,--,--,--,0,492.0,434,223,199,36,15,213,414,1.32,.240,https://www.mlb.com/dodgers
Seattle Mariners,AL,--,--,4.00,--,--,--,--,--,0,503.2,467,243,224,60,14,152,372,1.23,.250,https://www.mlb.com/mariners
Washington Nationals,NL,--,--,4.02,--,--,--,--,--,0,416.1,372,207,186,35,15,140,347,1.23,.243,https://www.mlb.com/nationals
Pittsburgh Pirates,NL,--,--,4.03,--,--,--,--,--,0,583.1,531,290,261,56,21,171,479,1.20,.242,https://www.mlb.com/pirates
Philadelphia Phillies,NL,--,--,4.13,--,--,--,--,--,0,486.1,419,249,223,61,12,155,472,1.18,.231,https://www.mlb.com/phillies
New York Yankees,AL,--,--,4.14,--,--,--,--,--,0,481.0,456,234,221,58,21,149,414,1.26,.251,https://www.mlb.com/yankees
Arizona Diamondbacks,NL,--,--,4.16,--,--,--,--,--,0,527.2,520,272,244,62,19,153,397,1.28,.260,https://www.mlb.com/dbacks
Atlanta Braves,NL,--,--,4.18,--,--,--,--,--,0,463.1,444,238,215,54,13,149,391,1.28,.255,https://www.mlb.com/braves
Milwaukee Brewers,NL,--,--,4.28,--,--,--,--,--,0,498.1,483,261,237,52,5,156,460,1.28,.254,https://www.mlb.com/brewers
San Diego Padres,NL,--,--,4.31,--,--,--,--,--,0,574.2,522,308,275,72,24,223,508,1.30,.242,https://www.mlb.com/padres
Chicago White Sox,AL,--,--,4.32,--,--,--,--,--,0,487.0,442,250,234,66,19,186,399,1.29,.242,https://www.mlb.com/whitesox
Detroit Tigers,AL,--,--,4.35,--,--,--,--,--,0,459.0,488,252,222,56,14,150,417,1.39,.273,https://www.mlb.com/tigers
Miami Marlins,NL,--,--,4.49,--,--,--,--,--,0,599.2,593,334,299,62,26,210,461,1.34,.262,https://www.mlb.com/marlins
San Francisco Giants,NL,--,--,4.54,--,--,--,--,--,0,477.2,494,265,241,45,19,172,373,1.39,.268,https://www.mlb.com/giants
St. Louis Cardinals,NL,--,--,4.57,--,--,--,--,--,0,453.1,440,250,230,39,9,154,381,1.31,.256,https://www.mlb.com/cardinals
Oakland Athletics,AL,--,--,4.72,--,--,--,--,--,0,444.0,439,254,233,42,13,168,312,1.37,.264,https://www.mlb.com/athletics
Los Angeles Angels,AL,--,--,4.75,--,--,--,--,--,0,464.0,453,276,245,58,10,171,347,1.34,.257,https://www.mlb.com/angels
Kansas City Royals,AL,--,--,4.83,--,--,--,--,--,0,589.0,591,346,316,66,21,257,481,1.44,.267,https://www.mlb.com/royals
Minnesota Twins,AL,--,--,4.92,--,--,--,--,--,0,664.1,685,401,363,92,34,206,419,1.34,.268,https://www.mlb.com/twins
Houston Astros,AL,--,--,5.00,--,--,--,--,--,0,639.0,664,390,355,79,21,269,510,1.46,.271,https://www.mlb.com/astros
New York Mets,NL,--,--,5.06,--,--,--,--,--,0,542.0,556,335,305,69,19,194,454,1.38,.266,https://www.mlb.com/mets
Texas Rangers,AL,--,--,5.07,--,--,--,--,--,0,472.0,467,293,266,62,14,154,425,1.32,.257,https://www.mlb.com/rangers
Chicago Cubs,NL,--,--,5.12,--,--,--,--,--,0,632.1,644,387,360,89,23,269,500,1.44,.265,https://www.mlb.com/cubs
Baltimore Orioles,AL,--,--,5.20,--,--,--,--,--,0,493.2,517,315,285,69,24,183,384,1.42,.269,https://www.mlb.com/orioles
Toronto Blue Jays,AL,--,--,5.29,--,--,--,--,--,0,602.2,628,372,354,76,21,259,476,1.47,.270,https://www.mlb.com/bluejays
Boston Red Sox,AL,--,--,5.32,--,--,--,--,--,0,585.2,563,362,346,92,29,214,501,1.33,.255,https://www.mlb.com/redsox
Colorado Rockies,NL,--,--,5.39,--,--,--,--,--,0,649.1,715,419,389,85,17,261,562,1.50,.283,https://www.mlb.com/rockies
Cleveland Indians,AL,--,--,5.45,--,--,--,--,--,0,633.0,666,427,383,79,30,239,473,1.43,.271,https://www.mlb.com/indians
