team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Los Angeles Dodgers,NL,--,--,3.67,--,--,--,--,--,0,450.2,383,208,184,32,14,198,442,1.29,.221,https://www.mlb.com/dodgers
Washington Nationals,NL,--,--,3.89,--,--,--,--,--,0,461.0,390,222,199,41,18,193,463,1.26,.220,https://www.mlb.com/nationals
Cincinnati Reds,NL,--,--,4.01,--,--,--,--,--,0,462.0,434,232,206,53,22,195,433,1.36,.241,https://www.mlb.com/reds
Tampa Bay Rays,AL,--,--,4.04,--,--,--,--,--,0,456.1,403,238,205,47,16,197,472,1.31,.226,https://www.mlb.com/rays
Oakland Athletics,AL,--,--,4.11,--,--,--,--,--,0,460.1,422,233,210,33,17,187,380,1.32,.235,https://www.mlb.com/athletics
Atlanta Braves,NL,--,--,4.11,--,--,--,--,--,0,447.0,404,230,204,42,13,189,441,1.33,.233,https://www.mlb.com/braves
Seattle Mariners,AL,--,--,4.15,--,--,--,--,--,0,453.2,374,226,209,54,15,158,413,1.17,.218,https://www.mlb.com/mariners
New York Yankees,AL,--,--,4.36,--,--,--,--,--,0,456.0,429,250,221,46,20,168,457,1.31,.240,https://www.mlb.com/yankees
Pittsburgh Pirates,NL,--,--,4.39,--,--,--,--,--,0,453.0,411,240,221,44,14,205,429,1.36,.232,https://www.mlb.com/pirates
Milwaukee Brewers,NL,--,--,4.51,--,--,--,--,--,0,455.0,421,255,228,49,9,223,482,1.42,.237,https://www.mlb.com/brewers
Detroit Tigers,AL,--,--,4.63,--,--,--,--,--,0,451.1,462,264,232,45,14,171,463,1.40,.255,https://www.mlb.com/tigers
San Francisco Giants,NL,--,--,4.66,--,--,--,--,--,0,455.1,409,265,236,54,24,176,419,1.28,.230,https://www.mlb.com/giants
Chicago White Sox,AL,--,--,4.69,--,--,--,--,--,0,451.1,452,250,235,54,23,185,423,1.41,.252,https://www.mlb.com/whitesox
Miami Marlins,NL,--,--,4.69,--,--,--,--,--,0,449.0,420,267,234,44,23,213,386,1.41,.238,https://www.mlb.com/marlins
Houston Astros,AL,--,--,4.74,--,--,--,--,--,0,444.0,438,268,234,49,13,207,383,1.45,.249,https://www.mlb.com/astros
Baltimore Orioles,AL,--,--,4.77,--,--,--,--,--,0,464.0,433,278,246,56,16,169,405,1.30,.236,https://www.mlb.com/orioles
Los Angeles Angels,AL,--,--,4.77,--,--,--,--,--,0,450.2,421,270,239,59,16,196,403,1.37,.238,https://www.mlb.com/angels
Minnesota Twins,AL,--,--,4.79,--,--,--,--,--,0,440.0,429,274,234,52,21,155,322,1.33,.246,https://www.mlb.com/twins
Kansas City Royals,AL,--,--,4.80,--,--,--,--,--,0,449.2,436,265,240,53,20,194,395,1.40,.246,https://www.mlb.com/royals
Arizona Diamondbacks,NL,--,--,4.81,--,--,--,--,--,0,447.1,450,267,239,54,24,144,416,1.33,.254,https://www.mlb.com/dbacks
Texas Rangers,AL,--,--,4.87,--,--,--,--,--,0,454.2,457,284,246,60,14,174,443,1.39,.250,https://www.mlb.com/rangers
New York Mets,NL,--,--,4.87,--,--,--,--,--,0,447.0,386,260,242,49,15,191,419,1.29,.224,https://www.mlb.com/mets
St. Louis Cardinals,NL,--,--,4.88,--,--,--,--,--,0,453.2,444,266,246,46,14,179,428,1.37,.247,https://www.mlb.com/cardinals
Chicago Cubs,NL,--,--,4.95,--,--,--,--,--,0,439.2,426,267,242,45,19,213,403,1.45,.244,https://www.mlb.com/cubs
San Diego Padres,NL,--,--,4.99,--,--,--,--,--,0,458.1,440,291,254,52,24,241,414,1.49,.244,https://www.mlb.com/padres
Boston Red Sox,AL,--,--,5.00,--,--,--,--,--,0,446.2,416,273,248,55,27,190,406,1.36,.239,https://www.mlb.com/redsox
Philadelphia Phillies,NL,--,--,5.14,--,--,--,--,--,0,460.1,459,288,263,57,18,174,466,1.38,.252,https://www.mlb.com/phillies
Toronto Blue Jays,AL,--,--,5.50,--,--,--,--,--,0,445.0,426,284,272,68,17,183,401,1.37,.243,https://www.mlb.com/bluejays
Cleveland Indians,AL,--,--,6.07,--,--,--,--,--,0,446.1,492,342,301,61,16,202,378,1.55,.270,https://www.mlb.com/indians
Colorado Rockies,NL,--,--,6.43,--,--,--,--,--,0,442.0,503,345,316,68,18,215,407,1.62,.276,https://www.mlb.com/rockies
