team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
St. Louis Cardinals,NL,45,36,3.19,81,81,1,0,27,35,711.2,651,275,252,63,24,263,667,1.28,.244,https://www.mlb.com/cardinals
Chicago Cubs,NL,48,33,3.33,81,81,4,3,28,37,716.1,630,302,265,55,22,206,692,1.17,.235,https://www.mlb.com/cubs
Cleveland Indians,AL,42,39,3.39,81,81,7,1,23,27,705.2,583,281,266,73,27,203,700,1.11,.223,https://www.mlb.com/indians
Pittsburgh Pirates,NL,45,36,3.47,81,81,0,0,26,31,720.2,701,315,278,52,40,229,647,1.29,.255,https://www.mlb.com/pirates
New York Mets,NL,41,40,3.69,81,81,1,1,23,33,706.2,678,323,290,73,25,196,639,1.24,.250,https://www.mlb.com/mets
Kansas City Royals,AL,44,37,3.79,81,81,0,0,31,44,720.0,687,328,303,87,29,274,594,1.33,.251,https://www.mlb.com/royals
Tampa Bay Rays,AL,38,40,3.85,78,78,1,1,27,42,689.1,627,310,295,83,26,243,612,1.26,.242,https://www.mlb.com/rays
Washington Nationals,NL,37,44,3.88,81,81,3,2,20,33,696.2,688,326,300,73,32,183,656,1.25,.258,https://www.mlb.com/nationals
Los Angeles Dodgers,NL,37,44,3.92,81,81,4,2,18,28,698.2,677,331,304,76,14,224,666,1.29,.255,https://www.mlb.com/dodgers
Houston Astros,AL,33,48,3.95,81,81,1,0,17,27,700.0,662,337,307,78,26,232,584,1.28,.248,https://www.mlb.com/astros
Arizona Diamondbacks,NL,40,41,3.95,81,81,1,1,25,36,719.2,689,341,316,96,23,249,587,1.30,.252,https://www.mlb.com/dbacks
Baltimore Orioles,AL,34,50,4.02,84,84,0,0,23,28,716.2,700,344,320,80,29,276,623,1.36,.257,https://www.mlb.com/orioles
Texas Rangers,AL,45,36,4.02,81,81,2,1,28,36,702.2,700,346,314,86,23,243,541,1.34,.258,https://www.mlb.com/rangers
New York Yankees,AL,42,39,4.15,81,81,3,0,24,30,702.2,729,340,324,77,22,234,673,1.37,.267,https://www.mlb.com/yankees
Chicago White Sox,AL,36,45,4.20,81,81,5,3,19,25,695.2,739,363,325,78,28,207,640,1.36,.273,https://www.mlb.com/whitesox
Milwaukee Brewers,NL,34,47,4.23,81,81,1,0,19,24,694.0,691,348,326,63,26,278,591,1.40,.262,https://www.mlb.com/brewers
Cincinnati Reds,NL,30,51,4.23,81,81,2,1,19,31,700.1,683,363,329,82,22,263,554,1.35,.256,https://www.mlb.com/reds
San Francisco Giants,NL,37,44,4.31,81,81,3,1,22,32,705.1,701,351,338,99,30,222,554,1.31,.260,https://www.mlb.com/giants
Miami Marlins,NL,30,51,4.37,81,81,0,0,16,27,682.0,677,355,331,83,28,247,535,1.35,.260,https://www.mlb.com/marlins
Colorado Rockies,NL,32,49,4.37,81,81,1,0,22,32,696.0,701,361,338,83,25,292,552,1.43,.262,https://www.mlb.com/rockies
Boston Red Sox,AL,35,46,4.37,81,81,0,0,20,33,712.1,731,370,346,91,26,259,587,1.39,.265,https://www.mlb.com/redsox
Toronto Blue Jays,AL,40,41,4.42,81,81,4,1,18,29,706.0,730,378,347,93,35,210,542,1.33,.268,https://www.mlb.com/bluejays
San Diego Padres,NL,35,46,4.44,81,81,1,0,20,28,701.1,701,386,346,79,24,258,645,1.37,.262,https://www.mlb.com/padres
Minnesota Twins,AL,37,44,4.51,81,81,2,0,24,34,702.0,761,377,352,84,21,217,516,1.39,.277,https://www.mlb.com/twins
Oakland Athletics,AL,34,47,4.62,81,81,3,2,17,30,702.2,732,389,361,93,21,251,602,1.40,.267,https://www.mlb.com/athletics
Seattle Mariners,AL,40,41,4.63,81,81,3,2,28,42,713.0,762,390,367,91,28,260,609,1.43,.274,https://www.mlb.com/mariners
Los Angeles Angels,AL,36,45,4.68,81,81,0,0,21,29,695.2,713,377,362,96,27,229,553,1.35,.263,https://www.mlb.com/angels
Atlanta Braves,NL,25,56,4.96,81,81,2,1,17,32,684.1,767,401,377,105,22,261,529,1.50,.287,https://www.mlb.com/braves
Detroit Tigers,AL,36,44,5.09,80,80,3,0,21,33,695.0,762,428,393,109,22,245,522,1.45,.279,https://www.mlb.com/tigers
Philadelphia Phillies,NL,26,55,5.09,81,81,1,1,12,16,694.1,792,416,393,92,26,240,527,1.49,.287,https://www.mlb.com/phillies
