team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
New York Yankees,AL,--,--,14.41,--,--,--,--,--,0,49.1,31,93,79,0,4,10,41,0.83,.205,https://www.mlb.com/yankees
San Francisco Giants,NL,--,--,16.60,--,--,--,--,--,0,36.1,28,84,67,1,0,8,25,0.99,.233,https://www.mlb.com/giants
Washington Nationals,NL,--,--,18.22,--,--,--,--,--,0,41.0,31,99,83,1,2,9,30,0.98,.235,https://www.mlb.com/nationals
San Diego Padres,NL,--,--,18.26,--,--,--,--,--,0,34.0,24,86,69,3,3,16,31,1.18,.216,https://www.mlb.com/padres
Arizona Diamondbacks,NL,--,--,19.03,--,--,--,--,--,0,35.0,19,83,74,3,2,16,21,1.00,.184,https://www.mlb.com/dbacks
Philadelphia Phillies,NL,--,--,19.11,--,--,--,--,--,0,29.2,25,66,63,2,1,5,20,1.01,.266,https://www.mlb.com/phillies
Miami Marlins,NL,--,--,19.35,--,--,--,--,--,0,37.2,35,98,81,0,3,10,24,1.19,.269,https://www.mlb.com/marlins
Tampa Bay Rays,AL,--,--,19.66,--,--,--,--,--,0,34.1,25,83,75,4,0,7,18,0.93,.236,https://www.mlb.com/rays
Houston Astros,AL,--,--,20.19,--,--,--,--,--,0,38.1,32,96,86,2,1,12,30,1.15,.250,https://www.mlb.com/astros
Toronto Blue Jays,AL,--,--,20.31,--,--,--,--,--,0,35.0,30,86,79,3,2,8,32,1.09,.246,https://www.mlb.com/bluejays
St. Louis Cardinals,NL,--,--,20.54,--,--,--,--,--,0,46.0,40,119,105,5,3,13,46,1.15,.261,https://www.mlb.com/cardinals
Baltimore Orioles,AL,--,--,21.38,--,--,--,--,--,0,41.2,37,114,99,6,1,11,25,1.15,.276,https://www.mlb.com/orioles
Milwaukee Brewers,NL,--,--,21.83,--,--,--,--,--,0,31.1,27,85,76,5,1,5,24,1.02,.262,https://www.mlb.com/brewers
New York Mets,NL,--,--,22.09,--,--,--,--,--,0,44.0,46,122,108,3,1,9,35,1.25,.291,https://www.mlb.com/mets
Los Angeles Angels,AL,--,--,22.34,--,--,--,--,--,0,29.0,29,88,72,5,0,8,17,1.28,.309,https://www.mlb.com/angels
Seattle Mariners,AL,--,--,22.37,--,--,--,--,--,0,35.0,31,95,87,2,2,9,27,1.14,.265,https://www.mlb.com/mariners
Kansas City Royals,AL,--,--,22.96,--,--,--,--,--,0,42.1,31,112,108,3,3,17,36,1.13,.231,https://www.mlb.com/royals
Pittsburgh Pirates,NL,--,--,23.24,--,--,--,--,--,0,40.2,40,116,105,4,2,11,26,1.25,.284,https://www.mlb.com/pirates
Detroit Tigers,AL,--,--,23.32,--,--,--,--,--,0,36.2,38,110,95,4,2,5,23,1.17,.304,https://www.mlb.com/tigers
Cincinnati Reds,NL,--,--,23.60,--,--,--,--,--,0,39.2,34,107,104,1,3,12,26,1.16,.274,https://www.mlb.com/reds
Cleveland Indians,AL,--,--,24.08,--,--,--,--,--,0,40.0,44,132,107,6,0,7,30,1.28,.310,https://www.mlb.com/indians
Chicago Cubs,NL,--,--,24.10,--,--,--,--,--,0,49.2,47,150,133,8,1,14,38,1.23,.273,https://www.mlb.com/cubs
Atlanta Braves,NL,--,--,24.35,--,--,--,--,--,0,37.1,36,103,101,3,0,7,33,1.15,.286,https://www.mlb.com/braves
Oakland Athletics,AL,--,--,24.45,--,--,--,--,--,0,35.1,34,111,96,6,1,18,27,1.47,.272,https://www.mlb.com/athletics
Texas Rangers,AL,--,--,24.81,--,--,--,--,--,0,24.2,28,81,68,4,0,4,21,1.30,.311,https://www.mlb.com/rangers
Colorado Rockies,NL,--,--,25.48,--,--,--,--,--,0,29.2,27,97,84,3,0,2,19,0.98,.278,https://www.mlb.com/rockies
Boston Red Sox,AL,--,--,25.49,--,--,--,--,--,0,35.2,36,112,101,4,1,16,30,1.46,.286,https://www.mlb.com/redsox
Chicago White Sox,AL,--,--,26.68,--,--,--,--,--,0,28.1,31,86,84,2,0,8,26,1.38,.298,https://www.mlb.com/whitesox
Los Angeles Dodgers,NL,--,--,27.82,--,--,--,--,--,0,33.0,43,113,102,3,0,14,37,1.73,.341,https://www.mlb.com/dodgers
Minnesota Twins,AL,--,--,28.52,--,--,--,--,--,0,29.2,36,109,94,2,2,9,14,1.52,.350,https://www.mlb.com/twins
