team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Washington Nationals,NL,--,--,2.75,--,--,--,--,--,0,413.0,372,141,126,30,13,130,370,1.22,.239,https://www.mlb.com/nationals
Oakland Athletics,AL,--,--,2.81,--,--,--,--,--,0,429.0,399,146,134,32,11,135,327,1.24,.246,https://www.mlb.com/athletics
Tampa Bay Rays,AL,--,--,3.10,--,--,--,--,--,0,383.0,334,149,132,39,14,130,357,1.21,.232,https://www.mlb.com/rays
Cincinnati Reds,NL,--,--,3.17,--,--,--,--,--,0,420.2,394,154,148,43,13,124,345,1.23,.247,https://www.mlb.com/reds
Baltimore Orioles,AL,--,--,3.22,--,--,--,--,--,0,432.2,404,168,155,53,13,136,344,1.25,.246,https://www.mlb.com/orioles
Los Angeles Dodgers,NL,--,--,3.39,--,--,--,--,--,0,405.2,385,170,153,42,14,156,370,1.33,.252,https://www.mlb.com/dodgers
Seattle Mariners,AL,--,--,3.43,--,--,--,--,--,0,401.2,370,162,153,46,18,118,354,1.21,.244,https://www.mlb.com/mariners
Texas Rangers,AL,--,--,3.43,--,--,--,--,--,0,351.2,324,150,134,38,12,122,313,1.27,.243,https://www.mlb.com/rangers
Philadelphia Phillies,NL,--,--,3.56,--,--,--,--,--,0,374.2,373,158,148,44,14,111,334,1.29,.260,https://www.mlb.com/phillies
Los Angeles Angels,AL,--,--,3.60,--,--,--,--,--,0,350.0,305,150,140,43,9,112,278,1.19,.234,https://www.mlb.com/angels
Atlanta Braves,NL,--,--,3.62,--,--,--,--,--,0,355.1,333,147,143,44,11,135,294,1.32,.250,https://www.mlb.com/braves
St. Louis Cardinals,NL,--,--,3.63,--,--,--,--,--,0,381.1,393,161,154,37,17,134,307,1.38,.270,https://www.mlb.com/cardinals
San Francisco Giants,NL,--,--,3.71,--,--,--,--,--,0,334.1,313,151,138,40,12,137,288,1.35,.247,https://www.mlb.com/giants
Chicago White Sox,AL,--,--,3.72,--,--,--,--,--,0,419.0,407,179,173,49,17,142,383,1.31,.256,https://www.mlb.com/whitesox
Detroit Tigers,AL,--,--,3.75,--,--,--,--,--,0,384.0,379,174,160,44,7,119,345,1.30,.257,https://www.mlb.com/tigers
Miami Marlins,NL,--,--,3.82,--,--,--,--,--,0,367.2,367,170,156,34,13,121,289,1.33,.262,https://www.mlb.com/marlins
San Diego Padres,NL,--,--,3.94,--,--,--,--,--,0,361.1,367,175,158,36,4,157,273,1.45,.263,https://www.mlb.com/padres
New York Mets,NL,--,--,4.00,--,--,--,--,--,0,380.1,360,180,169,51,5,135,355,1.30,.249,https://www.mlb.com/mets
Milwaukee Brewers,NL,--,--,4.00,--,--,--,--,--,0,391.1,389,184,174,45,10,149,370,1.37,.261,https://www.mlb.com/brewers
Houston Astros,AL,--,--,4.06,--,--,--,--,--,0,354.1,364,182,160,49,13,147,306,1.44,.263,https://www.mlb.com/astros
Kansas City Royals,AL,--,--,4.13,--,--,--,--,--,0,374.2,406,183,172,46,22,122,289,1.41,.278,https://www.mlb.com/royals
Toronto Blue Jays,AL,--,--,4.25,--,--,--,--,--,0,372.1,351,183,176,59,17,146,285,1.33,.251,https://www.mlb.com/bluejays
Boston Red Sox,AL,--,--,4.26,--,--,--,--,--,0,378.1,366,190,179,40,15,155,278,1.38,.256,https://www.mlb.com/redsox
New York Yankees,AL,--,--,4.32,--,--,--,--,--,0,327.1,342,169,157,43,12,112,313,1.39,.266,https://www.mlb.com/yankees
Chicago Cubs,NL,--,--,4.37,--,--,--,--,--,0,358.1,363,186,174,41,26,154,289,1.44,.265,https://www.mlb.com/cubs
Cleveland Indians,AL,--,--,4.51,--,--,--,--,--,0,345.1,375,186,173,42,13,151,258,1.52,.275,https://www.mlb.com/indians
Arizona Diamondbacks,NL,--,--,4.53,--,--,--,--,--,0,306.0,335,170,154,42,13,92,269,1.40,.278,https://www.mlb.com/dbacks
Pittsburgh Pirates,NL,--,--,4.67,--,--,--,--,--,0,348.2,375,191,181,42,11,158,296,1.53,.276,https://www.mlb.com/pirates
Minnesota Twins,AL,--,--,4.67,--,--,--,--,--,0,352.1,399,194,183,49,9,129,223,1.50,.287,https://www.mlb.com/twins
Colorado Rockies,NL,--,--,5.06,--,--,--,--,--,0,320.0,395,198,180,45,15,127,234,1.63,.303,https://www.mlb.com/rockies
