team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Houston Astros,AL,--,--,3.16,--,--,--,--,--,0,707.1,581,269,248,107,17,230,794,1.15,.220,https://www.mlb.com/astros
Tampa Bay Rays,AL,--,--,3.23,--,--,--,--,--,0,630.1,518,248,226,82,20,178,702,1.10,.219,https://www.mlb.com/rays
Cleveland Indians,AL,--,--,3.23,--,--,--,--,--,0,596.1,522,233,214,76,28,169,649,1.16,.232,https://www.mlb.com/indians
St. Louis Cardinals,NL,--,--,3.49,--,--,--,--,--,0,559.2,472,227,217,62,33,212,519,1.22,.227,https://www.mlb.com/cardinals
Los Angeles Dodgers,NL,--,--,3.50,--,--,--,--,--,0,671.0,584,288,261,88,33,171,692,1.13,.230,https://www.mlb.com/dodgers
Arizona Diamondbacks,NL,--,--,3.57,--,--,--,--,--,0,552.2,514,244,219,83,24,197,554,1.29,.243,https://www.mlb.com/dbacks
Milwaukee Brewers,NL,--,--,3.65,--,--,--,--,--,0,581.2,513,261,236,82,22,195,642,1.22,.233,https://www.mlb.com/brewers
Chicago White Sox,AL,--,--,3.70,--,--,--,--,--,0,483.2,438,219,199,64,15,173,456,1.26,.238,https://www.mlb.com/whitesox
Toronto Blue Jays,AL,--,--,3.90,--,--,--,--,--,0,442.2,422,205,192,59,21,185,440,1.37,.247,https://www.mlb.com/bluejays
Chicago Cubs,NL,--,--,3.91,--,--,--,--,--,0,605.0,587,283,263,91,45,184,620,1.27,.251,https://www.mlb.com/cubs
Oakland Athletics,AL,--,--,3.92,--,--,--,--,--,0,659.2,624,306,287,96,19,194,600,1.24,.245,https://www.mlb.com/athletics
Washington Nationals,NL,--,--,3.97,--,--,--,--,--,0,646.2,621,296,285,87,26,213,672,1.29,.249,https://www.mlb.com/nationals
Texas Rangers,AL,--,--,4.08,--,--,--,--,--,0,499.0,512,237,226,70,21,152,506,1.33,.263,https://www.mlb.com/rangers
Cincinnati Reds,NL,--,--,4.10,--,--,--,--,--,0,574.2,516,278,262,95,28,216,637,1.27,.239,https://www.mlb.com/reds
Philadelphia Phillies,NL,--,--,4.13,--,--,--,--,--,0,549.2,545,270,252,94,24,178,538,1.32,.257,https://www.mlb.com/phillies
Atlanta Braves,NL,--,--,4.15,--,--,--,--,--,0,635.2,666,324,293,96,25,211,636,1.38,.266,https://www.mlb.com/braves
New York Yankees,AL,--,--,4.20,--,--,--,--,--,0,694.1,652,348,324,118,22,236,756,1.28,.244,https://www.mlb.com/yankees
Los Angeles Angels,AL,--,--,4.24,--,--,--,--,--,0,518.1,483,261,244,74,28,188,546,1.29,.243,https://www.mlb.com/angels
San Diego Padres,NL,--,--,4.31,--,--,--,--,--,0,463.1,442,241,222,69,21,150,500,1.28,.245,https://www.mlb.com/padres
New York Mets,NL,--,--,4.34,--,--,--,--,--,0,558.0,577,290,269,91,22,176,583,1.35,.265,https://www.mlb.com/mets
Minnesota Twins,AL,--,--,4.34,--,--,--,--,--,0,701.0,720,364,338,103,30,207,745,1.32,.262,https://www.mlb.com/twins
Boston Red Sox,AL,--,--,4.50,--,--,--,--,--,0,582.1,561,314,291,91,26,225,670,1.35,.248,https://www.mlb.com/redsox
San Francisco Giants,NL,--,--,4.51,--,--,--,--,--,0,416.2,410,218,209,68,10,140,406,1.32,.254,https://www.mlb.com/giants
Miami Marlins,NL,--,--,4.69,--,--,--,--,--,0,364.2,350,198,190,65,19,142,366,1.35,.250,https://www.mlb.com/marlins
Baltimore Orioles,AL,--,--,4.81,--,--,--,--,--,0,454.1,443,257,243,82,17,164,435,1.34,.251,https://www.mlb.com/orioles
Kansas City Royals,AL,--,--,4.85,--,--,--,--,--,0,449.1,496,252,242,68,27,172,412,1.49,.277,https://www.mlb.com/royals
Pittsburgh Pirates,NL,--,--,4.89,--,--,--,--,--,0,455.0,480,267,247,83,24,159,461,1.40,.266,https://www.mlb.com/pirates
Seattle Mariners,AL,--,--,4.94,--,--,--,--,--,0,470.0,501,280,258,78,14,173,401,1.43,.268,https://www.mlb.com/mariners
Detroit Tigers,AL,--,--,5.25,--,--,--,--,--,0,378.2,424,238,221,81,24,122,382,1.44,.279,https://www.mlb.com/tigers
Colorado Rockies,NL,--,--,5.52,--,--,--,--,--,0,437.1,481,278,268,77,21,184,394,1.52,.278,https://www.mlb.com/rockies
