team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Minnesota Twins,AL,25,13,3.12,38,38,0,0,9,14,337.0,278,125,117,40,16,103,333,1.13,.222,https://www.mlb.com/twins
Cleveland Indians,AL,26,21,3.18,47,47,1,0,15,21,419.0,332,159,148,52,22,124,481,1.09,.217,https://www.mlb.com/indians
Los Angeles Dodgers,NL,32,15,3.27,47,47,0,0,12,21,426.2,353,185,155,57,15,115,403,1.10,.222,https://www.mlb.com/dodgers
Oakland Athletics,AL,19,11,3.29,30,30,0,0,7,10,265.1,234,106,97,36,9,85,252,1.20,.234,https://www.mlb.com/athletics
Tampa Bay Rays,AL,29,14,3.33,43,43,0,0,18,21,378.2,325,153,140,47,23,115,416,1.16,.230,https://www.mlb.com/rays
Chicago White Sox,AL,25,15,3.46,40,40,1,1,10,18,354.0,299,153,136,40,13,149,352,1.27,.225,https://www.mlb.com/whitesox
San Diego Padres,NL,26,15,3.66,41,41,0,0,8,15,359.1,321,158,146,46,15,107,386,1.19,.237,https://www.mlb.com/padres
Cincinnati Reds,NL,26,24,3.82,50,50,2,1,8,13,419.1,334,198,178,54,24,168,514,1.20,.215,https://www.mlb.com/reds
Milwaukee Brewers,NL,23,24,3.92,47,47,1,0,11,16,404.1,344,193,176,51,28,146,491,1.21,.226,https://www.mlb.com/brewers
St. Louis Cardinals,NL,20,18,4.02,38,38,1,0,9,12,311.0,255,156,139,45,18,138,307,1.26,.221,https://www.mlb.com/cardinals
Chicago Cubs,NL,26,20,4.03,46,46,1,1,13,17,395.1,342,183,177,59,11,137,406,1.21,.231,https://www.mlb.com/cubs
Houston Astros,AL,18,19,4.06,37,37,0,0,10,19,332.1,287,168,150,47,21,126,335,1.24,.232,https://www.mlb.com/astros
Kansas City Royals,AL,21,26,4.30,47,47,0,0,15,16,407.2,391,212,195,65,25,165,414,1.36,.253,https://www.mlb.com/royals
New York Yankees,AL,25,20,4.31,45,45,2,1,11,17,374.0,335,200,179,64,18,118,387,1.21,.233,https://www.mlb.com/yankees
San Francisco Giants,NL,22,18,4.50,40,40,1,0,9,14,349.2,311,195,175,44,20,139,325,1.29,.234,https://www.mlb.com/giants
Philadelphia Phillies,NL,23,17,4.61,40,40,2,2,9,17,339.1,357,187,174,51,17,122,357,1.41,.270,https://www.mlb.com/phillies
Toronto Blue Jays,AL,24,20,4.73,44,44,0,0,12,19,386.0,376,233,203,65,9,193,379,1.47,.251,https://www.mlb.com/bluejays
Texas Rangers,AL,16,25,4.76,41,41,2,1,9,15,353.2,325,209,187,50,22,165,318,1.39,.240,https://www.mlb.com/rangers
Miami Marlins,NL,23,20,4.78,43,43,0,0,15,17,361.1,363,214,192,56,19,154,334,1.43,.260,https://www.mlb.com/marlins
Arizona Diamondbacks,NL,16,25,4.87,41,41,0,0,11,15,358.1,350,209,194,65,14,170,354,1.45,.252,https://www.mlb.com/dbacks
Pittsburgh Pirates,NL,9,32,4.93,41,41,1,0,3,14,348.2,307,213,191,57,23,175,367,1.38,.235,https://www.mlb.com/pirates
Atlanta Braves,NL,27,21,5.01,48,48,0,0,12,18,420.1,410,257,234,62,27,185,412,1.42,.253,https://www.mlb.com/braves
Baltimore Orioles,AL,15,29,5.03,44,44,0,0,6,11,373.2,372,236,209,62,24,149,354,1.39,.257,https://www.mlb.com/orioles
Washington Nationals,NL,16,26,5.20,42,42,1,0,7,13,355.0,393,216,205,64,16,158,345,1.55,.274,https://www.mlb.com/nationals
New York Mets,NL,20,21,5.26,41,41,0,0,9,13,352.1,366,210,206,58,23,136,397,1.42,.264,https://www.mlb.com/mets
Detroit Tigers,AL,14,22,5.51,36,36,0,0,5,12,315.1,316,200,193,54,17,127,279,1.40,.258,https://www.mlb.com/tigers
Seattle Mariners,AL,14,22,5.53,36,36,0,0,7,12,312.2,311,202,192,53,22,137,278,1.43,.257,https://www.mlb.com/mariners
Colorado Rockies,NL,17,23,5.57,40,40,1,0,8,13,352.0,387,231,218,56,24,124,257,1.45,.279,https://www.mlb.com/rockies
Boston Red Sox,AL,17,31,5.76,48,48,0,0,11,24,417.0,478,285,267,83,27,200,418,1.63,.287,https://www.mlb.com/redsox
Los Angeles Angels,AL,14,21,5.87,35,35,0,0,6,16,305.0,306,214,199,48,17,128,289,1.42,.258,https://www.mlb.com/angels
