team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Los Angeles Dodgers,NL,--,--,6.73,--,--,--,--,--,0,579.0,471,501,433,73,29,177,562,1.12,.233,https://www.mlb.com/dodgers
Cleveland Indians,AL,--,--,6.99,--,--,--,--,--,0,605.1,531,520,470,71,30,202,633,1.21,.247,https://www.mlb.com/indians
St. Louis Cardinals,NL,--,--,7.03,--,--,--,--,--,0,640.1,527,548,500,77,35,251,567,1.21,.239,https://www.mlb.com/cardinals
Houston Astros,AL,--,--,7.05,--,--,--,--,--,0,568.1,468,490,445,80,21,181,587,1.14,.231,https://www.mlb.com/astros
Tampa Bay Rays,AL,--,--,7.30,--,--,--,--,--,0,606.2,539,546,492,71,33,207,621,1.23,.249,https://www.mlb.com/rays
Oakland Athletics,AL,--,--,7.31,--,--,--,--,--,0,644.1,549,557,523,78,30,216,533,1.19,.243,https://www.mlb.com/athletics
Chicago Cubs,NL,--,--,7.50,--,--,--,--,--,0,651.2,590,602,543,80,38,255,580,1.30,.256,https://www.mlb.com/cubs
Atlanta Braves,NL,--,--,7.70,--,--,--,--,--,0,650.0,637,621,556,81,34,270,571,1.40,.271,https://www.mlb.com/braves
Minnesota Twins,AL,--,--,7.72,--,--,--,--,--,0,657.1,656,638,564,82,26,207,608,1.31,.272,https://www.mlb.com/twins
New York Mets,NL,--,--,7.78,--,--,--,--,--,0,655.2,625,614,567,81,25,228,608,1.30,.263,https://www.mlb.com/mets
New York Yankees,AL,--,--,7.83,--,--,--,--,--,0,625.0,563,592,544,101,20,220,614,1.25,.251,https://www.mlb.com/yankees
Philadelphia Phillies,NL,--,--,7.98,--,--,--,--,--,0,656.1,596,644,582,108,34,260,558,1.30,.260,https://www.mlb.com/phillies
Arizona Diamondbacks,NL,--,--,8.01,--,--,--,--,--,0,623.2,585,607,555,84,26,253,564,1.34,.264,https://www.mlb.com/dbacks
San Francisco Giants,NL,--,--,8.15,--,--,--,--,--,0,643.2,606,640,583,94,34,226,537,1.29,.263,https://www.mlb.com/giants
Cincinnati Reds,NL,--,--,8.17,--,--,--,--,--,0,605.0,539,592,549,95,29,229,571,1.27,.252,https://www.mlb.com/reds
Washington Nationals,NL,--,--,8.31,--,--,--,--,--,0,613.1,568,606,566,84,29,257,569,1.35,.256,https://www.mlb.com/nationals
Milwaukee Brewers,NL,--,--,8.31,--,--,--,--,--,0,646.1,596,649,597,108,27,259,608,1.32,.258,https://www.mlb.com/brewers
Toronto Blue Jays,AL,--,--,8.38,--,--,--,--,--,0,682.0,626,695,635,96,36,289,572,1.34,.254,https://www.mlb.com/bluejays
Chicago White Sox,AL,--,--,8.70,--,--,--,--,--,0,658.2,633,699,637,105,29,270,550,1.37,.267,https://www.mlb.com/whitesox
Boston Red Sox,AL,--,--,8.76,--,--,--,--,--,0,665.0,655,706,647,94,36,273,684,1.40,.267,https://www.mlb.com/redsox
Texas Rangers,AL,--,--,8.86,--,--,--,--,--,0,678.2,666,732,668,96,32,300,610,1.42,.268,https://www.mlb.com/rangers
San Diego Padres,NL,--,--,8.88,--,--,--,--,--,0,617.1,604,661,609,87,33,225,574,1.34,.265,https://www.mlb.com/padres
Miami Marlins,NL,--,--,9.01,--,--,--,--,--,0,626.1,594,675,627,103,47,289,538,1.41,.264,https://www.mlb.com/marlins
Seattle Mariners,AL,--,--,9.12,--,--,--,--,--,0,631.2,644,734,640,101,31,230,530,1.38,.274,https://www.mlb.com/mariners
Kansas City Royals,AL,--,--,9.18,--,--,--,--,--,0,685.1,721,743,699,95,39,271,571,1.45,.285,https://www.mlb.com/royals
Pittsburgh Pirates,NL,--,--,9.37,--,--,--,--,--,0,670.1,713,779,698,110,44,263,618,1.46,.284,https://www.mlb.com/pirates
Detroit Tigers,AL,--,--,9.45,--,--,--,--,--,0,662.2,730,774,696,110,29,242,595,1.47,.292,https://www.mlb.com/tigers
Los Angeles Angels,AL,--,--,9.53,--,--,--,--,--,0,640.1,642,726,678,125,36,249,579,1.39,.272,https://www.mlb.com/angels
Colorado Rockies,NL,--,--,9.81,--,--,--,--,--,0,678.2,713,800,740,113,28,284,517,1.47,.287,https://www.mlb.com/rockies
Baltimore Orioles,AL,--,--,9.96,--,--,--,--,--,0,661.2,688,804,732,128,31,253,528,1.42,.280,https://www.mlb.com/orioles
