team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Houston Astros,AL,--,--,3.10,--,--,--,--,--,0,606.2,453,222,209,67,35,204,806,1.08,.204,https://www.mlb.com/astros
Tampa Bay Rays,AL,--,--,3.28,--,--,--,--,--,0,521.2,399,205,190,51,16,206,527,1.16,.210,https://www.mlb.com/rays
Los Angeles Dodgers,NL,--,--,3.35,--,--,--,--,--,0,538.0,463,217,200,63,20,180,551,1.20,.228,https://www.mlb.com/dodgers
Atlanta Braves,NL,--,--,3.60,--,--,--,--,--,0,607.0,491,267,243,67,22,328,589,1.35,.221,https://www.mlb.com/braves
Los Angeles Angels,AL,--,--,3.68,--,--,--,--,--,0,592.0,554,262,242,75,14,237,571,1.34,.246,https://www.mlb.com/angels
San Francisco Giants,NL,--,--,3.68,--,--,--,--,--,0,525.2,503,238,215,50,16,180,445,1.30,.251,https://www.mlb.com/giants
Oakland Athletics,AL,--,--,3.68,--,--,--,--,--,0,623.1,546,271,255,73,21,217,537,1.22,.233,https://www.mlb.com/athletics
Arizona Diamondbacks,NL,--,--,3.69,--,--,--,--,--,0,573.2,499,248,235,64,24,213,551,1.24,.233,https://www.mlb.com/dbacks
Milwaukee Brewers,NL,--,--,3.73,--,--,--,--,--,0,613.2,555,274,254,71,25,287,562,1.37,.240,https://www.mlb.com/brewers
Boston Red Sox,AL,--,--,3.74,--,--,--,--,--,0,474.2,409,209,197,51,42,171,509,1.22,.229,https://www.mlb.com/redsox
Washington Nationals,NL,--,--,3.95,--,--,--,--,--,0,626.2,553,290,275,76,34,242,605,1.27,.236,https://www.mlb.com/nationals
Pittsburgh Pirates,NL,--,--,3.96,--,--,--,--,--,0,652.1,641,316,287,89,30,261,563,1.38,.254,https://www.mlb.com/pirates
Chicago Cubs,NL,--,--,3.98,--,--,--,--,--,0,517.2,470,246,229,60,19,251,487,1.39,.242,https://www.mlb.com/cubs
New York Yankees,AL,--,--,4.03,--,--,--,--,--,0,572.1,523,277,256,66,29,203,663,1.27,.239,https://www.mlb.com/yankees
St. Louis Cardinals,NL,--,--,4.04,--,--,--,--,--,0,717.1,693,372,322,72,21,335,629,1.43,.252,https://www.mlb.com/cardinals
Cleveland Indians,AL,--,--,4.09,--,--,--,--,--,0,672.2,664,315,306,110,26,218,712,1.31,.254,https://www.mlb.com/indians
New York Mets,NL,--,--,4.21,--,--,--,--,--,0,615.1,587,298,288,79,30,220,585,1.31,.250,https://www.mlb.com/mets
Seattle Mariners,AL,--,--,4.36,--,--,--,--,--,0,493.0,470,256,239,63,25,129,469,1.22,.248,https://www.mlb.com/mariners
Texas Rangers,AL,--,--,4.44,--,--,--,--,--,0,468.0,478,253,231,57,16,169,330,1.38,.265,https://www.mlb.com/rangers
Colorado Rockies,NL,--,--,4.48,--,--,--,--,--,0,566.1,543,302,282,73,16,217,581,1.34,.252,https://www.mlb.com/rockies
San Diego Padres,NL,--,--,4.49,--,--,--,--,--,0,534.2,554,282,267,71,26,231,517,1.47,.264,https://www.mlb.com/padres
Minnesota Twins,AL,--,--,4.55,--,--,--,--,--,0,627.2,617,344,317,82,30,291,576,1.45,.254,https://www.mlb.com/twins
Philadelphia Phillies,NL,--,--,4.70,--,--,--,--,--,0,650.2,660,362,340,94,21,276,657,1.44,.262,https://www.mlb.com/phillies
Miami Marlins,NL,--,--,4.71,--,--,--,--,--,0,623.0,611,343,326,82,21,302,519,1.47,.258,https://www.mlb.com/marlins
Chicago White Sox,AL,--,--,4.78,--,--,--,--,--,0,625.0,602,357,332,86,29,321,540,1.48,.249,https://www.mlb.com/whitesox
Kansas City Royals,AL,--,--,4.82,--,--,--,--,--,0,592.1,622,334,317,75,19,269,475,1.50,.269,https://www.mlb.com/royals
Detroit Tigers,AL,--,--,4.90,--,--,--,--,--,0,560.1,553,328,305,97,23,215,488,1.37,.255,https://www.mlb.com/tigers
Toronto Blue Jays,AL,--,--,4.99,--,--,--,--,--,0,590.0,581,351,327,79,29,242,507,1.39,.255,https://www.mlb.com/bluejays
Baltimore Orioles,AL,--,--,5.26,--,--,--,--,--,0,639.1,712,399,374,105,28,309,523,1.60,.281,https://www.mlb.com/orioles
Cincinnati Reds,NL,--,--,5.29,--,--,--,--,--,0,639.1,715,413,376,129,24,288,556,1.57,.280,https://www.mlb.com/reds
