team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Los Angeles Dodgers,NL,--,--,5.79,--,--,--,--,--,0,247.0,202,183,159,18,10,102,247,1.23,.217,https://www.mlb.com/dodgers
Kansas City Royals,AL,--,--,6.10,--,--,--,--,--,0,252.1,208,186,171,25,5,97,226,1.21,.221,https://www.mlb.com/royals
Pittsburgh Pirates,NL,--,--,6.11,--,--,--,--,--,0,265.0,237,200,180,16,12,100,240,1.27,.232,https://www.mlb.com/pirates
Atlanta Braves,NL,--,--,6.13,--,--,--,--,--,0,252.1,215,193,172,19,8,119,230,1.32,.225,https://www.mlb.com/braves
Oakland Athletics,AL,--,--,6.41,--,--,--,--,--,0,254.0,219,201,181,19,10,91,225,1.22,.226,https://www.mlb.com/athletics
Miami Marlins,NL,--,--,6.43,--,--,--,--,--,0,263.1,217,205,188,17,12,140,223,1.36,.219,https://www.mlb.com/marlins
St. Louis Cardinals,NL,--,--,6.54,--,--,--,--,--,0,256.0,228,209,186,15,14,117,269,1.35,.231,https://www.mlb.com/cardinals
New York Mets,NL,--,--,6.58,--,--,--,--,--,0,264.0,234,226,193,22,5,108,229,1.30,.232,https://www.mlb.com/mets
Texas Rangers,AL,--,--,6.81,--,--,--,--,--,0,251.0,225,211,190,23,14,106,250,1.32,.234,https://www.mlb.com/rangers
Cincinnati Reds,NL,--,--,6.84,--,--,--,--,--,0,250.0,210,202,190,31,9,92,232,1.21,.222,https://www.mlb.com/reds
Milwaukee Brewers,NL,--,--,6.92,--,--,--,--,--,0,247.0,227,228,190,22,10,113,190,1.38,.238,https://www.mlb.com/brewers
Toronto Blue Jays,AL,--,--,6.99,--,--,--,--,--,0,255.0,220,227,198,30,4,114,213,1.31,.225,https://www.mlb.com/bluejays
San Diego Padres,NL,--,--,7.11,--,--,--,--,--,0,253.1,232,230,200,25,8,114,220,1.37,.238,https://www.mlb.com/padres
Boston Red Sox,AL,--,--,7.32,--,--,--,--,--,0,259.1,246,232,211,20,12,113,235,1.38,.244,https://www.mlb.com/redsox
New York Yankees,AL,--,--,7.49,--,--,--,--,--,0,260.2,242,233,217,29,5,108,248,1.34,.242,https://www.mlb.com/yankees
Chicago Cubs,NL,--,--,7.57,--,--,--,--,--,0,252.0,238,237,212,21,13,150,220,1.54,.243,https://www.mlb.com/cubs
Cleveland Indians,AL,--,--,7.72,--,--,--,--,--,0,267.0,251,256,229,25,13,125,277,1.41,.241,https://www.mlb.com/indians
Philadelphia Phillies,NL,--,--,7.86,--,--,--,--,--,0,261.0,248,251,228,22,11,116,233,1.39,.243,https://www.mlb.com/phillies
San Francisco Giants,NL,--,--,7.86,--,--,--,--,--,0,250.2,229,235,219,19,10,146,228,1.50,.237,https://www.mlb.com/giants
Washington Nationals,NL,--,--,7.89,--,--,--,--,--,0,247.2,248,243,217,27,8,91,221,1.37,.252,https://www.mlb.com/nationals
Detroit Tigers,AL,--,--,7.90,--,--,--,--,--,0,255.1,246,238,224,28,7,102,257,1.36,.247,https://www.mlb.com/tigers
Tampa Bay Rays,AL,--,--,7.90,--,--,--,--,--,0,242.2,222,234,213,24,7,112,222,1.38,.237,https://www.mlb.com/rays
Colorado Rockies,NL,--,--,7.93,--,--,--,--,--,0,266.2,287,258,235,20,6,124,207,1.54,.270,https://www.mlb.com/rockies
Chicago White Sox,AL,--,--,8.03,--,--,--,--,--,0,250.0,253,269,223,25,16,122,241,1.50,.253,https://www.mlb.com/whitesox
Arizona Diamondbacks,NL,--,--,8.04,--,--,--,--,--,0,264.1,265,257,236,36,11,119,230,1.45,.255,https://www.mlb.com/dbacks
Houston Astros,AL,--,--,8.05,--,--,--,--,--,0,262.2,273,274,235,30,10,136,223,1.56,.260,https://www.mlb.com/astros
Seattle Mariners,AL,--,--,8.25,--,--,--,--,--,0,248.2,235,251,228,27,7,119,255,1.42,.240,https://www.mlb.com/mariners
Los Angeles Angels,AL,--,--,8.46,--,--,--,--,--,0,269.0,279,281,253,25,6,141,244,1.56,.260,https://www.mlb.com/angels
Baltimore Orioles,AL,--,--,8.71,--,--,--,--,--,0,248.0,249,259,240,35,14,105,206,1.43,.253,https://www.mlb.com/orioles
Minnesota Twins,AL,--,--,9.12,--,--,--,--,--,0,255.2,270,289,259,33,6,111,164,1.49,.263,https://www.mlb.com/twins
