team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Houston Astros,AL,--,--,7.99,--,--,--,--,--,0,148.2,102,143,132,17,7,67,204,1.14,.188,https://www.mlb.com/astros
Milwaukee Brewers,NL,--,--,8.47,--,--,--,--,--,0,154.0,120,163,145,13,5,87,160,1.34,.208,https://www.mlb.com/brewers
Arizona Diamondbacks,NL,--,--,8.56,--,--,--,--,--,0,149.1,119,154,142,13,7,95,167,1.43,.210,https://www.mlb.com/dbacks
Pittsburgh Pirates,NL,--,--,8.85,--,--,--,--,--,0,164.2,121,181,162,14,6,96,179,1.32,.199,https://www.mlb.com/pirates
New York Yankees,AL,--,--,9.00,--,--,--,--,--,0,166.0,126,192,166,18,5,80,197,1.24,.203,https://www.mlb.com/yankees
Oakland Athletics,AL,--,--,9.19,--,--,--,--,--,0,156.2,133,186,160,16,6,61,150,1.24,.224,https://www.mlb.com/athletics
Detroit Tigers,AL,--,--,9.37,--,--,--,--,--,0,147.0,126,186,153,17,9,61,126,1.27,.223,https://www.mlb.com/tigers
Los Angeles Dodgers,NL,--,--,9.64,--,--,--,--,--,0,145.2,120,179,156,14,7,83,155,1.39,.216,https://www.mlb.com/dodgers
Tampa Bay Rays,AL,--,--,9.81,--,--,--,--,--,0,141.1,119,174,154,14,12,82,135,1.42,.222,https://www.mlb.com/rays
San Francisco Giants,NL,--,--,9.93,--,--,--,--,--,0,161.1,151,207,178,15,6,82,161,1.44,.240,https://www.mlb.com/giants
Seattle Mariners,AL,--,--,9.98,--,--,--,--,--,0,144.1,118,182,160,21,8,58,140,1.22,.213,https://www.mlb.com/mariners
Los Angeles Angels,AL,--,--,10.05,--,--,--,--,--,0,143.1,123,191,160,17,8,73,152,1.37,.223,https://www.mlb.com/angels
Cincinnati Reds,NL,--,--,10.19,--,--,--,--,--,0,166.0,145,217,188,22,5,102,162,1.49,.225,https://www.mlb.com/reds
Minnesota Twins,AL,--,--,10.24,--,--,--,--,--,0,172.1,162,216,196,17,6,99,190,1.51,.241,https://www.mlb.com/twins
Cleveland Indians,AL,--,--,10.29,--,--,--,--,--,0,154.0,140,194,176,21,7,83,175,1.45,.235,https://www.mlb.com/indians
St. Louis Cardinals,NL,--,--,10.46,--,--,--,--,--,0,162.2,160,223,189,12,12,118,159,1.71,.246,https://www.mlb.com/cardinals
Boston Red Sox,AL,--,--,10.47,--,--,--,--,--,0,151.1,141,196,176,18,7,69,173,1.39,.238,https://www.mlb.com/redsox
Atlanta Braves,NL,--,--,10.65,--,--,--,--,--,0,159.2,141,211,189,12,9,110,176,1.57,.229,https://www.mlb.com/braves
San Diego Padres,NL,--,--,10.74,--,--,--,--,--,0,160.0,149,216,191,16,9,89,164,1.49,.237,https://www.mlb.com/padres
Colorado Rockies,NL,--,--,11.01,--,--,--,--,--,0,157.0,140,217,192,20,9,88,156,1.45,.230,https://www.mlb.com/rockies
Toronto Blue Jays,AL,--,--,11.22,--,--,--,--,--,0,171.2,166,239,214,17,10,104,156,1.57,.246,https://www.mlb.com/bluejays
Washington Nationals,NL,--,--,11.36,--,--,--,--,--,0,155.1,135,213,196,26,10,78,189,1.37,.225,https://www.mlb.com/nationals
Philadelphia Phillies,NL,--,--,11.38,--,--,--,--,--,0,161.1,154,233,204,23,6,102,158,1.59,.243,https://www.mlb.com/phillies
Chicago Cubs,NL,--,--,11.42,--,--,--,--,--,0,162.1,159,229,206,21,8,103,157,1.61,.252,https://www.mlb.com/cubs
Chicago White Sox,AL,--,--,11.50,--,--,--,--,--,0,173.2,162,254,222,23,14,105,188,1.54,.237,https://www.mlb.com/whitesox
Texas Rangers,AL,--,--,11.67,--,--,--,--,--,0,162.2,178,244,211,16,8,74,138,1.55,.267,https://www.mlb.com/rangers
New York Mets,NL,--,--,11.80,--,--,--,--,--,0,151.0,151,221,198,25,15,86,153,1.57,.252,https://www.mlb.com/mets
Baltimore Orioles,AL,--,--,11.80,--,--,--,--,--,0,167.0,161,247,219,24,12,95,158,1.53,.247,https://www.mlb.com/orioles
Kansas City Royals,AL,--,--,12.47,--,--,--,--,--,0,157.1,168,239,218,21,5,87,130,1.62,.265,https://www.mlb.com/royals
Miami Marlins,NL,--,--,13.62,--,--,--,--,--,0,148.2,153,246,225,22,11,105,144,1.74,.259,https://www.mlb.com/marlins
