team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
San Diego Padres,NL,--,--,3.15,--,--,--,--,--,0,594.2,509,225,208,42,11,204,548,1.20,.230,https://www.mlb.com/padres
San Francisco Giants,NL,--,--,3.37,--,--,--,--,--,0,542.0,480,220,203,54,17,249,531,1.35,.237,https://www.mlb.com/giants
New York Mets,NL,--,--,3.40,--,--,--,--,--,0,503.2,478,202,190,52,24,189,398,1.32,.250,https://www.mlb.com/mets
Atlanta Braves,NL,--,--,3.50,--,--,--,--,--,0,607.2,592,257,236,51,22,236,496,1.36,.255,https://www.mlb.com/braves
Oakland Athletics,AL,--,--,3.57,--,--,--,--,--,0,536.1,518,236,213,57,14,210,380,1.36,.253,https://www.mlb.com/athletics
Miami Marlins,NL,--,--,3.68,--,--,--,--,--,0,651.1,632,297,266,53,24,293,546,1.42,.255,https://www.mlb.com/marlins
Minnesota Twins,AL,--,--,3.68,--,--,--,--,--,0,606.0,617,261,248,56,18,169,446,1.30,.264,https://www.mlb.com/twins
Tampa Bay Rays,AL,--,--,3.71,--,--,--,--,--,0,672.1,640,297,277,80,17,252,554,1.33,.248,https://www.mlb.com/rays
Los Angeles Angels,AL,--,--,3.77,--,--,--,--,--,0,656.2,634,301,275,58,17,279,526,1.39,.253,https://www.mlb.com/angels
St. Louis Cardinals,NL,--,--,3.78,--,--,--,--,--,0,571.0,577,267,240,51,20,231,470,1.42,.264,https://www.mlb.com/cardinals
Texas Rangers,AL,--,--,3.79,--,--,--,--,--,0,574.2,529,263,242,53,23,243,477,1.34,.242,https://www.mlb.com/rangers
Philadelphia Phillies,NL,--,--,3.81,--,--,--,--,--,0,577.0,572,257,244,72,20,211,465,1.36,.259,https://www.mlb.com/phillies
Houston Astros,AL,--,--,3.84,--,--,--,--,--,0,558.1,540,265,238,54,17,249,484,1.41,.254,https://www.mlb.com/astros
Cleveland Indians,AL,--,--,3.93,--,--,--,--,--,0,674.0,706,322,294,67,20,311,430,1.51,.270,https://www.mlb.com/indians
Chicago White Sox,AL,--,--,4.00,--,--,--,--,--,0,644.0,661,305,286,54,12,227,547,1.38,.265,https://www.mlb.com/whitesox
Seattle Mariners,AL,--,--,4.00,--,--,--,--,--,0,576.0,563,291,256,58,14,217,411,1.35,.254,https://www.mlb.com/mariners
Colorado Rockies,NL,--,--,4.03,--,--,--,--,--,0,549.2,540,266,246,48,9,227,494,1.40,.260,https://www.mlb.com/rockies
Toronto Blue Jays,AL,--,--,4.06,--,--,--,--,--,0,571.2,507,277,258,51,23,239,519,1.30,.238,https://www.mlb.com/bluejays
Washington Nationals,NL,--,--,4.11,--,--,--,--,--,0,574.0,612,290,262,61,12,230,438,1.47,.273,https://www.mlb.com/nationals
Chicago Cubs,NL,--,--,4.18,--,--,--,--,--,0,514.0,507,264,239,54,22,264,506,1.50,.255,https://www.mlb.com/cubs
Cincinnati Reds,NL,--,--,4.24,--,--,--,--,--,0,584.0,569,293,275,69,11,234,462,1.38,.255,https://www.mlb.com/reds
Boston Red Sox,AL,--,--,4.31,--,--,--,--,--,0,685.0,704,351,328,71,17,307,550,1.48,.264,https://www.mlb.com/redsox
Detroit Tigers,AL,--,--,4.33,--,--,--,--,--,0,703.0,678,358,338,76,23,294,540,1.38,.254,https://www.mlb.com/tigers
Los Angeles Dodgers,NL,--,--,4.33,--,--,--,--,--,0,563.1,508,285,271,53,17,261,531,1.37,.242,https://www.mlb.com/dodgers
New York Yankees,AL,--,--,4.39,--,--,--,--,--,0,633.2,607,328,309,87,24,270,541,1.38,.253,https://www.mlb.com/yankees
Arizona Diamondbacks,NL,--,--,4.55,--,--,--,--,--,0,631.2,653,355,319,90,11,245,470,1.42,.268,https://www.mlb.com/dbacks
Kansas City Royals,AL,--,--,4.70,--,--,--,--,--,0,687.0,752,379,359,76,19,307,488,1.54,.277,https://www.mlb.com/royals
Baltimore Orioles,AL,--,--,4.78,--,--,--,--,--,0,626.2,694,363,333,82,22,271,469,1.54,.281,https://www.mlb.com/orioles
Milwaukee Brewers,NL,--,--,4.86,--,--,--,--,--,0,497.2,523,294,269,71,19,237,519,1.53,.269,https://www.mlb.com/brewers
Pittsburgh Pirates,NL,--,--,5.08,--,--,--,--,--,0,478.0,549,293,270,69,22,211,365,1.59,.285,https://www.mlb.com/pirates
