team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Philadelphia Phillies,NL,69,42,2.95,111,111,11,5,33,39,1019.0,881,354,334,77,28,287,906,1.15,.234,https://www.mlb.com/phillies
San Francisco Giants,NL,60,48,3.15,108,108,1,1,38,44,976.2,853,379,342,67,28,378,858,1.26,.236,https://www.mlb.com/giants
Los Angeles Dodgers,NL,57,54,3.32,111,111,5,1,30,38,982.0,883,395,362,79,33,349,835,1.25,.242,https://www.mlb.com/dodgers
Atlanta Braves,NL,63,53,3.43,116,116,3,2,34,47,1063.1,956,431,405,93,35,383,923,1.26,.240,https://www.mlb.com/braves
Milwaukee Brewers,NL,66,45,3.47,111,111,1,1,31,41,992.0,923,419,382,91,27,289,864,1.22,.244,https://www.mlb.com/brewers
Tampa Bay Rays,AL,57,47,3.56,104,104,8,3,20,28,933.0,806,392,369,103,30,350,724,1.24,.232,https://www.mlb.com/rays
San Diego Padres,NL,39,67,3.57,106,106,0,0,25,39,951.1,876,411,377,86,25,342,763,1.28,.246,https://www.mlb.com/padres
Oakland Athletics,AL,42,57,3.60,99,99,4,0,23,34,878.2,825,407,351,82,23,323,691,1.31,.246,https://www.mlb.com/athletics
Arizona Diamondbacks,NL,71,48,3.65,119,119,4,1,41,49,1064.1,1031,469,432,106,41,324,768,1.27,.256,https://www.mlb.com/dbacks
Los Angeles Angels,AL,58,55,3.74,113,113,10,6,23,37,1021.2,997,457,424,100,28,325,737,1.29,.256,https://www.mlb.com/angels
Seattle Mariners,AL,50,63,3.81,113,113,9,2,30,42,1008.0,950,460,427,113,36,299,718,1.24,.249,https://www.mlb.com/mariners
Washington Nationals,NL,51,53,3.82,104,104,2,2,32,52,935.1,923,444,397,89,41,307,674,1.32,.260,https://www.mlb.com/nationals
St. Louis Cardinals,NL,65,46,3.88,111,111,4,3,34,48,1001.0,1025,480,431,91,37,319,745,1.34,.266,https://www.mlb.com/cardinals
Texas Rangers,AL,70,44,3.91,114,114,8,6,23,35,1018.0,938,475,442,131,31,330,820,1.25,.245,https://www.mlb.com/rangers
New York Yankees,AL,53,53,3.99,106,106,3,1,24,36,952.1,956,457,422,105,42,359,787,1.38,.262,https://www.mlb.com/yankees
Cincinnati Reds,NL,51,53,3.99,104,104,2,0,24,38,951.1,925,447,422,120,36,326,704,1.31,.258,https://www.mlb.com/reds
Miami Marlins,NL,57,66,4.00,123,123,6,3,30,45,1115.0,1071,536,496,121,25,371,915,1.29,.252,https://www.mlb.com/marlins
Cleveland Indians,AL,59,51,4.04,110,110,2,0,26,36,989.1,969,496,444,106,41,299,694,1.28,.255,https://www.mlb.com/indians
Detroit Tigers,AL,57,44,4.05,101,101,1,1,26,32,902.0,893,452,406,97,29,314,715,1.34,.259,https://www.mlb.com/tigers
New York Mets,NL,53,59,4.08,112,112,5,1,30,50,1004.2,1004,495,455,97,49,333,794,1.33,.260,https://www.mlb.com/mets
Pittsburgh Pirates,NL,47,59,4.10,106,106,4,2,26,37,950.0,999,464,433,105,38,337,672,1.41,.271,https://www.mlb.com/pirates
Colorado Rockies,NL,53,58,4.13,111,111,3,2,31,46,992.1,997,488,455,114,26,340,765,1.35,.263,https://www.mlb.com/rockies
Toronto Blue Jays,AL,55,47,4.20,102,102,5,2,25,39,920.0,904,472,429,115,42,326,736,1.34,.256,https://www.mlb.com/bluejays
Chicago White Sox,AL,51,56,4.28,107,107,5,3,30,42,963.1,1001,488,458,100,34,293,778,1.34,.268,https://www.mlb.com/whitesox
Boston Red Sox,AL,60,52,4.29,112,112,1,1,25,39,1010.2,978,522,482,106,55,374,839,1.34,.254,https://www.mlb.com/redsox
Chicago Cubs,NL,39,50,4.38,89,89,1,1,22,31,776.2,797,415,378,89,30,307,664,1.42,.266,https://www.mlb.com/cubs
Kansas City Royals,AL,48,65,4.47,113,113,1,0,22,37,1011.0,1026,537,502,111,43,383,739,1.39,.265,https://www.mlb.com/royals
Houston Astros,AL,43,69,4.63,112,112,2,0,19,34,992.1,1028,560,510,127,32,377,828,1.42,.268,https://www.mlb.com/astros
Minnesota Twins,AL,39,63,4.67,102,102,5,2,17,31,893.2,1008,521,464,106,34,296,593,1.46,.286,https://www.mlb.com/twins
Baltimore Orioles,AL,49,65,5.01,114,114,2,0,22,38,1023.0,1116,613,569,146,31,377,731,1.46,.279,https://www.mlb.com/orioles
