team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Pittsburgh Pirates,NL,--,--,1.99,--,--,--,--,--,0,144.2,94,35,32,6,2,224,181,2.20,.182,https://www.mlb.com/pirates
Chicago Cubs,NL,--,--,2.02,--,--,--,--,--,0,165.0,103,41,37,4,1,216,259,1.93,.175,https://www.mlb.com/cubs
St. Louis Cardinals,NL,--,--,2.35,--,--,--,--,--,0,130.1,86,37,34,9,2,234,177,2.46,.182,https://www.mlb.com/cardinals
New York Mets,NL,--,--,2.41,--,--,--,--,--,0,130.2,96,40,35,11,3,187,187,2.17,.201,https://www.mlb.com/mets
Miami Marlins,NL,--,--,2.58,--,--,--,--,--,0,139.2,106,51,40,12,4,237,173,2.46,.209,https://www.mlb.com/marlins
Milwaukee Brewers,NL,--,--,2.64,--,--,--,--,--,0,139.2,99,45,41,12,2,222,176,2.30,.197,https://www.mlb.com/brewers
Toronto Blue Jays,AL,--,--,3.04,--,--,--,--,--,0,142.1,109,60,48,19,2,187,161,2.08,.212,https://www.mlb.com/bluejays
Cleveland Indians,AL,--,--,3.34,--,--,--,--,--,0,137.1,101,55,51,13,0,215,193,2.30,.200,https://www.mlb.com/indians
Los Angeles Dodgers,NL,--,--,3.39,--,--,--,--,--,0,132.2,112,56,50,17,0,172,190,2.14,.223,https://www.mlb.com/dodgers
Minnesota Twins,AL,--,--,3.47,--,--,--,--,--,0,140.0,104,56,54,13,2,206,154,2.21,.206,https://www.mlb.com/twins
Kansas City Royals,AL,--,--,3.48,--,--,--,--,--,0,150.0,112,65,58,13,0,256,193,2.45,.206,https://www.mlb.com/royals
Cincinnati Reds,NL,--,--,3.49,--,--,--,--,--,0,147.0,110,60,57,21,0,249,191,2.44,.203,https://www.mlb.com/reds
Colorado Rockies,NL,--,--,3.50,--,--,--,--,--,0,159.1,119,65,62,10,1,244,211,2.28,.204,https://www.mlb.com/rockies
Seattle Mariners,AL,--,--,3.54,--,--,--,--,--,0,140.0,89,57,55,12,1,264,213,2.52,.180,https://www.mlb.com/mariners
Detroit Tigers,AL,--,--,3.55,--,--,--,--,--,0,149.2,118,66,59,15,2,236,191,2.37,.212,https://www.mlb.com/tigers
Los Angeles Angels,AL,--,--,3.67,--,--,--,--,--,0,137.1,122,59,56,18,1,230,183,2.56,.230,https://www.mlb.com/angels
New York Yankees,AL,--,--,3.67,--,--,--,--,--,0,147.0,108,63,60,19,0,274,216,2.60,.198,https://www.mlb.com/yankees
Chicago White Sox,AL,--,--,3.68,--,--,--,--,--,0,149.1,121,65,61,18,0,246,224,2.46,.220,https://www.mlb.com/whitesox
San Diego Padres,NL,--,--,3.79,--,--,--,--,--,0,163.2,133,78,69,18,7,259,232,2.40,.220,https://www.mlb.com/padres
Arizona Diamondbacks,NL,--,--,3.80,--,--,--,--,--,0,149.1,139,66,63,16,1,233,180,2.49,.238,https://www.mlb.com/dbacks
Boston Red Sox,AL,--,--,3.82,--,--,--,--,--,0,153.1,124,68,65,18,3,234,217,2.33,.217,https://www.mlb.com/redsox
San Francisco Giants,NL,--,--,3.82,--,--,--,--,--,0,136.2,109,59,58,14,0,203,175,2.28,.216,https://www.mlb.com/giants
Houston Astros,AL,--,--,3.84,--,--,--,--,--,0,147.2,118,70,63,21,3,226,191,2.33,.213,https://www.mlb.com/astros
Tampa Bay Rays,AL,--,--,3.88,--,--,--,--,--,0,144.0,107,63,62,16,3,239,206,2.40,.202,https://www.mlb.com/rays
Baltimore Orioles,AL,--,--,3.89,--,--,--,--,--,0,148.0,108,65,64,14,1,245,179,2.39,.201,https://www.mlb.com/orioles
Atlanta Braves,NL,--,--,4.00,--,--,--,--,--,0,135.0,115,69,60,15,1,264,193,2.81,.228,https://www.mlb.com/braves
Philadelphia Phillies,NL,--,--,4.00,--,--,--,--,--,0,148.1,136,69,66,12,0,234,177,2.49,.242,https://www.mlb.com/phillies
Washington Nationals,NL,--,--,4.06,--,--,--,--,--,0,124.0,101,56,56,18,2,164,179,2.14,.221,https://www.mlb.com/nationals
Texas Rangers,AL,--,--,4.35,--,--,--,--,--,0,155.0,135,92,75,21,2,241,174,2.43,.230,https://www.mlb.com/rangers
Oakland Athletics,AL,--,--,4.69,--,--,--,--,--,0,157.1,115,90,82,24,4,226,194,2.17,.199,https://www.mlb.com/athletics
