team,league,W,L,ERA,G,GS,CG,SHO,SV,SVO,IP,H,R,ER,HR,HB,BB,SO,WHIP,AVG,url
Philadelphia Phillies,NL,--,--,3.08,--,--,--,--,--,0,918.0,806,333,314,75,35,214,818,1.11,.238,https://www.mlb.com/phillies
Washington Nationals,NL,--,--,3.35,--,--,--,--,--,0,878.1,870,373,327,81,33,281,610,1.31,.261,https://www.mlb.com/nationals
San Francisco Giants,NL,--,--,3.36,--,--,--,--,--,0,916.2,817,374,342,67,36,349,849,1.27,.240,https://www.mlb.com/giants
San Diego Padres,NL,--,--,3.36,--,--,--,--,--,0,840.1,709,348,314,80,21,288,633,1.19,.231,https://www.mlb.com/padres
Los Angeles Dodgers,NL,--,--,3.45,--,--,--,--,--,0,908.1,799,382,348,83,27,291,794,1.20,.238,https://www.mlb.com/dodgers
Atlanta Braves,NL,--,--,3.48,--,--,--,--,--,0,875.1,757,358,338,72,25,300,786,1.21,.234,https://www.mlb.com/braves
Texas Rangers,AL,--,--,3.49,--,--,--,--,--,0,865.1,765,381,336,91,28,266,717,1.19,.238,https://www.mlb.com/rangers
Tampa Bay Rays,AL,--,--,3.56,--,--,--,--,--,0,772.2,688,325,306,91,30,280,617,1.25,.238,https://www.mlb.com/rays
Oakland Athletics,AL,--,--,3.63,--,--,--,--,--,0,837.1,786,392,338,77,28,309,680,1.31,.248,https://www.mlb.com/athletics
Milwaukee Brewers,NL,--,--,3.65,--,--,--,--,--,0,886.1,836,392,359,91,18,235,754,1.21,.248,https://www.mlb.com/brewers
New York Yankees,AL,--,--,3.74,--,--,--,--,--,0,784.0,751,352,326,78,30,260,630,1.29,.253,https://www.mlb.com/yankees
St. Louis Cardinals,NL,--,--,3.74,--,--,--,--,--,0,879.2,888,424,366,83,28,240,681,1.28,.263,https://www.mlb.com/cardinals
Los Angeles Angels,AL,--,--,3.80,--,--,--,--,--,0,696.0,642,315,294,80,20,218,469,1.24,.247,https://www.mlb.com/angels
Seattle Mariners,AL,--,--,3.89,--,--,--,--,--,0,803.0,756,377,347,92,37,249,635,1.25,.247,https://www.mlb.com/mariners
Miami Marlins,NL,--,--,3.89,--,--,--,--,--,0,774.1,736,371,335,72,22,227,662,1.24,.251,https://www.mlb.com/marlins
Pittsburgh Pirates,NL,--,--,3.97,--,--,--,--,--,0,920.2,888,444,406,93,46,277,634,1.27,.256,https://www.mlb.com/pirates
Cleveland Indians,AL,--,--,4.04,--,--,--,--,--,0,759.2,687,372,341,79,39,231,592,1.21,.242,https://www.mlb.com/indians
Cincinnati Reds,NL,--,--,4.05,--,--,--,--,--,0,893.1,841,423,402,102,36,307,647,1.29,.252,https://www.mlb.com/reds
Arizona Diamondbacks,NL,--,--,4.08,--,--,--,--,--,0,867.2,864,423,393,102,29,270,590,1.31,.262,https://www.mlb.com/dbacks
New York Mets,NL,--,--,4.20,--,--,--,--,--,0,886.1,924,458,414,87,38,266,677,1.34,.269,https://www.mlb.com/mets
Chicago White Sox,AL,--,--,4.23,--,--,--,--,--,0,787.2,773,394,370,80,20,236,665,1.28,.257,https://www.mlb.com/whitesox
Colorado Rockies,NL,--,--,4.28,--,--,--,--,--,0,826.1,824,424,393,88,33,247,622,1.30,.262,https://www.mlb.com/rockies
Boston Red Sox,AL,--,--,4.33,--,--,--,--,--,0,798.0,763,419,384,100,59,297,671,1.33,.252,https://www.mlb.com/redsox
Chicago Cubs,NL,--,--,4.39,--,--,--,--,--,0,843.1,829,453,411,109,41,327,688,1.37,.259,https://www.mlb.com/cubs
Kansas City Royals,AL,--,--,4.41,--,--,--,--,--,0,840.0,861,435,412,103,35,285,620,1.36,.267,https://www.mlb.com/royals
Detroit Tigers,AL,--,--,4.42,--,--,--,--,--,0,705.0,701,382,346,76,30,219,506,1.30,.261,https://www.mlb.com/tigers
Toronto Blue Jays,AL,--,--,4.45,--,--,--,--,--,0,830.2,770,439,411,115,42,263,639,1.24,.247,https://www.mlb.com/bluejays
Houston Astros,AL,--,--,4.60,--,--,--,--,--,0,906.2,921,512,463,122,39,325,754,1.37,.264,https://www.mlb.com/astros
Minnesota Twins,AL,--,--,4.94,--,--,--,--,--,0,773.0,889,471,424,102,32,294,520,1.53,.290,https://www.mlb.com/twins
Baltimore Orioles,AL,--,--,5.39,--,--,--,--,--,0,749.2,841,482,449,115,30,263,493,1.47,.285,https://www.mlb.com/orioles
